EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,DefAtRimReboundPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,ShootingFouls,OffAtRimReboundPct,LongMidRangeFrequency,PenaltyFtPoints,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyArc3FGA,SecondChanceFtPoints,SelfOReb,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,DefensiveGoaltends,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,LongMidRangeFGM,LongMidRangeAssists,LongMidRangePctBlocked,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SecondChanceArc3Frequency,HeaveAttempts,LostBallTurnovers,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,Defensive 3 Seconds Violations,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Offensive Fouls Drawn,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedCorner3,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
1952-200811-201606-2405-2564,1610612756,"Raja Bell, Lou Amundson, Sean Singletary, Amar'e Stoudemire, Boris Diaw","Bell, Amundson, Singletary, Stoudemire, Diaw",1952-200811-201606-2405-2564,PHX,251.0,1,4.0,-6.0,7.0,9.0,16.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,0.25,0.25,0.3,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,91.79282868525895,19.428571428571427,12.777777777777779,19.428571428571427,12.777777777777779,0.75,0.3333333333333333,0.5,1.0,0.25,0.75,0.495175,0.2,0.2,2.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201606-255-2564,1610612756,"Raja Bell, Lou Amundson, Sean Singletary, Grant Hill, Boris Diaw","Bell, Amundson, Singletary, Hill, Diaw",1952-200811-201606-255-2564,PHX,53.0,1,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,,0.5,,1.0,,81.50943396226415,11.0,21.0,11.0,16.5,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201606-2564-406,1610612756,"Raja Bell, Lou Amundson, Sean Singletary, Boris Diaw, Shaquille O'Neal","Bell, Amundson, Singletary, Diaw, O'Neal",1952-200811-201606-2564-406,PHX,375.0,2,6.0,9.0,11.0,9.0,20.0,4.0,4.0,6.0,7.0,10.0,,17.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,6.0,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,13.0,0.14285714285714285,0.16666666666666666,0.7,0.7083333333333334,0.7083333333333334,0.1,,,0.42857142857142855,1.0,0.5,,0.75,,76.8,16.272727272727273,21.77777777777778,15.363636363636363,20.88888888888889,0.3333333333333333,1.0,1.0,0.25,0.5,0.5,0.44382083333333333,0.08333333333333333,0.1,5.3100000000000005,,2.0,,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,6.0,12.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,0.5,0.5,1.0,1.0,1.0,0.75,1.0,0.75,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,0.6,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,0.5,1.0,0.25,1.0,0.25,1.0,0.5566,0.45425,0.23529411764705882,0.35294117647058826,23.95,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201609-2405-2571,1610612756,"Raja Bell, Lou Amundson, Goran Dragic, Amar'e Stoudemire, Leandro Barbosa","Bell, Amundson, Dragic, Stoudemire, Barbosa",1952-200811-201609-2405-2571,PHX,123.0,1,2.0,-2.0,5.0,5.0,10.0,1.0,2.0,,1.0,3.0,1.0,3.0,5.0,,,,,,,,,,1.0,3.0,3.0,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,0.3333333333333333,0.25,0.3,,,,,,,,,,117.07317073170732,10.2,14.4,10.2,14.4,0.5,0.5,0.5,,,0.75,0.6012375,0.2,0.25,7.033333333333334,,,,,,,2.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,2.0,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,0.25,,0.5,,0.3333333333333333,,,,,,,0.25,,,,1.0,1.0,,,,,0.6979,,0.6666666666666666,,26.3,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201609-255-406,1610612756,"Raja Bell, Lou Amundson, Goran Dragic, Grant Hill, Shaquille O'Neal","Bell, Amundson, Dragic, Hill, O'Neal",1952-200811-201609-255-406,PHX,29.0,1,,,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,99.3103448275862,17.0,12.0,17.0,12.0,,,,,1.0,,0.3826,1.0,1.0,6.3,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,1.0,,3.0,1.0,,,,,1.0,,1.0,,1.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.3826,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201609-2564-2571,1610612756,"Raja Bell, Lou Amundson, Goran Dragic, Boris Diaw, Leandro Barbosa","Bell, Amundson, Dragic, Diaw, Barbosa",1952-200811-201609-2564-2571,PHX,164.0,1,3.0,3.0,5.0,4.0,9.0,2.0,3.0,1.0,2.0,4.0,4.0,8.0,5.0,4.0,,2.0,2.0,2.0,4.0,,1.0,1.0,4.0,1.0,,,,1.0,1.0,3.0,,2.0,4.0,2.0,4.0,1.0,1.0,0.5,0.4,0.5714285714285714,,,,0.3333333333333333,,0.3333333333333333,0.5,,,79.02439024390243,14.8,22.5,12.6,18.75,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,0.8,0.51413,0.2857142857142857,0.3333333333333333,3.15,1.0,1.0,,1.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,,,,1.0,,,,1.0,2.0,3.0,,,,1.0,4.0,3.0,,,,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,0.2,,1.0,1.0,1.0,1.0,,,,,,0.2,,,,1.0,1.0,0.6666666666666666,0.5,,,0.5555,0.5469833333333333,0.5,0.5,24.7,0.6,,1.0,1.0,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201609-2564-406,1610612756,"Raja Bell, Lou Amundson, Goran Dragic, Boris Diaw, Shaquille O'Neal","Bell, Amundson, Dragic, Diaw, O'Neal",1952-200811-201609-2564-406,PHX,109.0,1,2.0,2.0,2.0,3.0,5.0,2.0,2.0,,2.0,2.0,,4.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,1.0,,,4.0,,,1.0,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,66.05504587155963,18.5,24.0,18.5,21.333333333333332,1.0,1.0,1.0,,,1.0,0.52605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-201609-2571-406,1610612756,"Raja Bell, Lou Amundson, Goran Dragic, Leandro Barbosa, Shaquille O'Neal","Bell, Amundson, Dragic, Barbosa, O'Neal",1952-200811-201609-2571-406,PHX,85.0,1,1.0,1.0,3.0,3.0,6.0,,1.0,,2.0,4.0,,4.0,3.0,4.0,1.0,2.0,2.0,,4.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,4.0,1.0,1.0,0.5,0.5,0.5,0.25,,,,1.0,1.0,,,,101.6470588235294,17.333333333333332,11.0,15.0,11.0,0.25,,,,,0.25,0.3807,,,13.775,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,0.5,,,1.0,,,,,,,,1.0,,,,,,0.3237,,,,,,3.0,,,0.75,,,,,,,,,,,,,,,2.0,2.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-2405-255-959,1610612756,"Raja Bell, Lou Amundson, Amar'e Stoudemire, Grant Hill, Steve Nash","Bell, Amundson, Stoudemire, Hill, Nash",1952-200811-2405-255-959,PHX,252.0,2,4.0,4.0,9.0,9.0,18.0,2.0,4.0,1.0,3.0,7.0,4.0,10.0,6.0,4.0,,2.0,2.0,2.0,4.0,1.0,2.0,5.0,6.0,,,,,,,4.0,,2.0,4.0,2.0,10.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.375,0.5,,,,0.6666666666666666,0.5,0.6,,0.6666666666666666,,102.85714285714285,15.666666666666666,12.333333333333334,15.222222222222221,12.11111111111111,0.5,0.5,0.5,1.0,0.125,0.625,0.53163125,0.2,0.2222222222222222,6.228571428571429,,,,,,5.0,9.0,1.0,,,1.0,3.0,,,,,1.0,,1.0,,,,2.0,5.0,,4.0,2.0,,,1.0,,,,,1.0,1.0,,1.0,,,4.0,5.0,,,,,0.4,,0.4,,0.4,0.125,,0.25,,0.2,,,0.5,,,,0.125,,,,,,0.6,0.3333333333333333,,,0.52905,0.53162,,0.4,26.3,0.5555555555555556,2.0,2.0,,0.25,,,,,,,,,,,,,,,1.0,,,1.0,0.5,0.5,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
1952-200811-2405-2564-959,1610612756,"Raja Bell, Lou Amundson, Amar'e Stoudemire, Boris Diaw, Steve Nash","Bell, Amundson, Stoudemire, Diaw, Nash",1952-200811-2405-2564-959,PHX,539.0,2,9.0,-10.0,18.0,17.0,35.0,2.0,3.0,,3.0,7.0,7.0,13.0,23.0,6.0,1.0,3.0,3.0,2.0,6.0,,4.0,5.0,6.0,2.0,1.0,5.0,4.0,,5.0,4.0,,8.0,11.0,6.0,13.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.4642857142857143,0.14285714285714285,0.3333333333333333,1.0,0.6666666666666666,,0.6666666666666666,,1.0,,93.50649350649351,16.166666666666668,14.588235294117647,15.166666666666666,14.470588235294118,0.3333333333333333,0.6666666666666666,1.0,1.0,,0.5555555555555556,0.52918125,0.42857142857142855,0.5,10.657142857142857,,1.0,,1.0,0.3333333333333333,11.0,11.0,1.0,,,1.0,2.0,,,,,2.0,,2.0,,1.0,,2.0,5.0,2.0,11.0,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,11.0,11.0,,,,,0.4,,0.2857142857142857,,0.5,0.2222222222222222,,,1.0,0.2,,,,,,,0.2222222222222222,,,,,,0.2857142857142857,0.5,,,,0.5375083333333334,,0.8461538461538461,32.85,0.6111111111111112,4.0,1.0,,0.4444444444444444,7.0,,,2.0,,,1.0,,1.0,,1.0,,,0.2857142857142857,1.0,1.0,,,0.25,0.25,1.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2009,2008-09,False
