EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassTurnovers,ShootingFouls,NonShootingFoulsDrawn,BlockedAtRim,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeFGA,DeadBallTurnovers,Offensive Fouls,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeFGM,OffThreePtRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFtPoints,ShortMidRangeAssists,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,Assisted3sPct,Arc3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimAssists,AtRimPctAssisted,HeaveAttempts,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,LongMidRangePctBlocked,Fg3aBlocked,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,BlockedArc3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1630-1718-200765-200796-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Leon Powe, Stephon Marbury","Moore, Pierce, Rondo, Powe, Marbury",1630-1718-200765-200796-950,BOS,66.0,1,1.0,-4.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,109.09090909090908,1.0,19.0,9.333333333333334,17.5,9.333333333333334,0.5,0.5,1.0,0.5,0.5,1.0,0.428975,0.46905,0.428975,2.7,22.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201175-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Glen Davis, Ray Allen","Moore, Pierce, Rondo, Davis, Allen",1630-1718-200765-201175-951,BOS,195.0,3,3.0,8.0,6.0,8.0,3.0,8.0,1.0,14.0,5.0,1.0,,,,7.0,,,,2.0,,2.0,3.0,,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,,0.2857142857142857,0.4,1.0,0.75,,0.5,0.75,1.0,,103.38461538461539,,13.166666666666666,14.5,12.333333333333334,13.875,0.7142857142857143,,,0.5,,0.7142857142857143,0.5688142857142857,0.6199666666666667,0.5246,5.928571428571429,,0.5,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,8.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,0.3333333333333333,0.5,0.42857142857142855,0.3333333333333333,1.0,0.42857142857142855,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,0.5,0.5,0.4,0.6666666666666666,0.2857142857142857,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.125,0.125,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2067-2243,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Eddie House, Brian Scalabrine","Moore, Pierce, Rondo, House, Scalabrine",1630-1718-200765-2067-2243,BOS,134.0,1,2.0,1.0,5.0,4.0,2.0,1.0,,9.0,1.0,,,,,1.0,1.0,7.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,2.0,,0.5,,,1.0,,,1.0,,,,96.71641791044776,1.0,16.2,13.25,16.2,13.25,0.5,,,,,1.0,0.509075,,0.43965,,26.4,0.4,1.0,,,,,,1.0,3.0,8.0,,,,,5.0,,2.0,,,,,,1.0,,,,,,2.0,,4.0,1.0,1.0,,8.0,5.0,,,1.0,,,1.25,,1.5,1.0,,1.25,,1.0,,,1.0,1.0,,,,,,,,0.3333333333333333,0.5,,0.625,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2067-2570,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Eddie House, Kendrick Perkins","Moore, Pierce, Rondo, House, Perkins",1630-1718-200765-2067-2570,BOS,49.0,1,1.0,-5.0,3.0,3.0,3.0,3.0,,6.0,1.0,1.0,,,,1.0,1.0,5.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,1.0,0.5,,,1.0,,,1.0,,,,176.3265306122449,,8.333333333333334,8.0,8.333333333333334,8.0,0.5,,,0.5,,1.0,0.69975,,0.69975,,25.1,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,1.0,0.5,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2067-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Eddie House, Stephon Marbury","Moore, Pierce, Rondo, House, Marbury",1630-1718-200765-2067-950,BOS,20.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,20.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2243-2754,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Brian Scalabrine, Tony Allen","Moore, Pierce, Rondo, Scalabrine, Allen",1630-1718-200765-2243-2754,BOS,7.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2243-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Brian Scalabrine, Stephon Marbury","Moore, Pierce, Rondo, Scalabrine, Marbury",1630-1718-200765-2243-950,BOS,85.0,1,1.0,3.0,4.0,3.0,4.0,3.0,,7.0,2.0,2.0,1.0,,1.0,2.0,1.0,5.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,4.0,,0.3333333333333333,,,,,,,,,,118.58823529411764,,12.75,11.333333333333334,12.75,11.333333333333334,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.3333333333333333,1.0,0.5681999999999999,,0.5681999999999999,,24.4,1.0,2.0,,,2.0,,,2.0,4.0,8.0,,,,2.0,8.0,,4.0,,,,,,,,,,,,3.0,1.0,4.0,1.0,,,8.0,8.0,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.875,,0.875,,,,,1.0,1.0,,,,,,,1.0,0.3333333333333333,0.5,,1.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2243-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Brian Scalabrine, Ray Allen","Moore, Pierce, Rondo, Scalabrine, Allen",1630-1718-200765-2243-951,BOS,64.0,1,1.0,-4.0,1.0,2.0,1.0,2.0,,3.0,,,,,,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,67.5,,29.0,17.5,29.0,17.5,,,,,,,0.3797,,0.3797,19.7,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2570-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Kendrick Perkins, Stephon Marbury","Moore, Pierce, Rondo, Perkins, Marbury",1630-1718-200765-2570-950,BOS,128.0,1,2.0,,4.0,4.0,,,,8.0,,,,,,2.0,1.0,2.0,,,,,,1.0,2.0,,2.0,,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,1.0,0.5,,,,90.0,,18.25,13.75,18.25,13.0,,,,,,0.3333333333333333,0.4561,,,13.85,25.1,,,,,,1.0,1.0,1.0,,2.0,,,,,,2.0,,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,2.0,,1.0,1.0,0.5,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-2570-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Kendrick Perkins, Ray Allen","Moore, Pierce, Rondo, Perkins, Allen",1630-1718-200765-2570-951,BOS,427.0,2,7.0,-1.0,13.0,15.0,13.0,15.0,2.0,28.0,2.0,2.0,1.0,,1.0,8.0,2.0,16.0,,8.0,2.0,1.0,1.0,2.0,5.0,2.0,7.0,1.0,,1.0,1.0,4.0,,,,,13.0,2.0,0.2,0.125,,1.0,0.3333333333333333,0.6666666666666666,0.6,0.4,,,94.42622950819673,,17.0,13.733333333333333,16.53846153846154,13.466666666666667,0.2,0.1,,0.2,0.1,0.4,0.477885,0.5992,0.477885,11.35,24.65,1.0,1.0,,1.0,1.0,3.0,3.0,5.0,5.0,15.0,,1.0,,5.0,15.0,4.0,6.0,,2.0,2.0,2.0,4.0,1.0,2.0,,1.0,1.0,,8.0,1.0,8.0,2.0,,,15.0,15.0,0.4,0.4,0.625,,0.625,0.5,,0.5,0.5357142857142857,,0.5357142857142857,1.0,0.5,1.0,,0.5,0.5,0.3,1.0,1.0,0.6666666666666666,1.0,,0.5,0.16666666666666666,0.2,,1.0,,1.0,,1.0,,,5.0,,1.0,,1.0,2.0,2.0,,,,,,0.1,,,0.1,,,,,,2.0,3.0,,,0.6666666666666666,0.3,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
