EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyPointsPct,PenaltyOffPossPct,Minutes,DefPoss,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyShotQualityAvg,SecondChanceOffPoss,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,Steals,LostBallSteals,PenaltyTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,ShortMidRangeAssists,LongMidRangeAssists,Offensive Fouls Drawn,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Fg2aBlocked,Fg3aBlocked,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,BadPassSteals,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,PtsUnassisted3s,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,Blocked3s,BlockedArc3,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101121-101146-101181-1515-200081,1610612761,"Joey Graham, Roko Ukic, Jose Calderon, Anthony Parker, Jamario Moon","Graham, Ukic, Calderon, Parker, Moon",101121-101146-101181-1515-200081,TOR,2.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,720.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-101181-1890-200745,1610612761,"Joey Graham, Roko Ukic, Jose Calderon, Shawn Marion, Andrea Bargnani","Graham, Ukic, Calderon, Marion, Bargnani",101121-101146-101181-1890-200745,TOR,102.0,1,6.0,4.0,,9.0,3.0,8.0,,,2.0,3.0,,8.0,,,,1.0,,127.05882352941177,10.5,10.5,,,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,12.0,12.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6182666666666666,0.5,1.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-101181-1890-201605,1610612761,"Joey Graham, Roko Ukic, Jose Calderon, Shawn Marion, Nathan Jawai","Graham, Ukic, Calderon, Marion, Jawai",101121-101146-101181-1890-201605,TOR,37.0,1,2.0,2.0,,3.0,,4.0,,,,,,4.0,,,,1.0,,116.75675675675676,7.5,7.5,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,,,2.0,2.0,,,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,22.0,22.0,0.5,1.0,1.0,,,,,,0.5,0.5253,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-101181-1890-2547,1610612761,"Joey Graham, Roko Ukic, Jose Calderon, Shawn Marion, Chris Bosh","Graham, Ukic, Calderon, Marion, Bosh",101121-101146-101181-1890-2547,TOR,60.0,2,-4.0,2.0,1.0,5.0,,2.0,,2.0,1.0,,,2.0,2.0,1.0,,0.5,1.0,120.0,20.5,20.5,1.0,0.5,1.0,3.0,,,,,1.0,1.0,1.0,,1.0,6.0,2.0,,1.0,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,6.333333333333333,6.333333333333333,,,,,,,,0.5,0.5,0.4605,,,24.4,1.0,,,,,,,,,,,,12.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-101181-200745-2574,1610612761,"Joey Graham, Roko Ukic, Jose Calderon, Andrea Bargnani, Jason Kapono","Graham, Ukic, Calderon, Bargnani, Kapono",101121-101146-101181-200745-2574,TOR,176.0,2,1.0,5.0,,11.0,,7.0,,,,,,7.0,,,,0.7,,90.0,17.2,17.0,,,3.0,6.0,1.0,2.0,,,1.0,2.0,4.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,2.0,,5.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,0.5,0.7,0.2,,0.3333333333333333,0.3333333333333333,0.5,,15.0,14.333333333333334,0.4,0.5,0.5,,,,,0.2,0.6,0.46478,,,24.4,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.4,0.5,0.5,8.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-1515-1890-200745,1610612761,"Joey Graham, Roko Ukic, Anthony Parker, Shawn Marion, Andrea Bargnani","Graham, Ukic, Parker, Marion, Bargnani",101121-101146-1515-1890-200745,TOR,105.0,1,-2.0,3.0,,7.0,,2.0,,,2.0,,,2.0,,,,0.3333333333333333,,96.0,16.666666666666668,16.666666666666668,,,2.0,4.0,,,,,,1.0,3.0,,,4.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,0.5,1.0,,13.75,11.75,,,,,,,,,,0.4032,,,,4.0,,2.0,,,,,,,0.6666666666666666,,,15.766666666666666,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-1515-1890-2547,1610612761,"Joey Graham, Roko Ukic, Anthony Parker, Shawn Marion, Chris Bosh","Graham, Ukic, Parker, Marion, Bosh",101121-101146-1515-1890-2547,TOR,259.0,2,2.0,10.0,4.0,19.0,,6.0,,2.0,,,,4.0,2.0,4.0,,0.3333333333333333,0.3333333333333333,105.63706563706565,11.1,11.0,0.3333333333333333,0.4,4.0,9.0,2.0,2.0,,1.0,2.0,3.0,6.0,,3.0,4.0,6.0,,2.0,,,,,3.0,,4.0,5.0,,,,,,0.5,0.3333333333333333,0.3333333333333333,,0.6,0.6666666666666666,0.5,0.5,16.444444444444443,16.0,0.2222222222222222,1.0,1.0,0.1111111111111111,,,,0.2222222222222222,0.5555555555555556,0.5060944444444444,,,24.333333333333332,3.0,,,,,,,,,,,,5.233333333333333,1.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.25,0.25,0.6017833333333333,1.0,,,,,1.0,,2.0,2.0,,,,,0.2,,,,,,2.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-1515-1890-2574,1610612761,"Joey Graham, Roko Ukic, Anthony Parker, Shawn Marion, Jason Kapono","Graham, Ukic, Parker, Marion, Kapono",101121-101146-1515-1890-2574,TOR,29.0,1,,1.0,1.0,2.0,,,,,1.0,,,,,1.0,,,,99.3103448275862,5.0,5.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,24.0,24.0,,,,1.0,,,,,1.0,0.3939,,,23.9,,,,,,,,,,,,,,,,,,,,,,,0.3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-1515-200081-200745,1610612761,"Joey Graham, Roko Ukic, Anthony Parker, Jamario Moon, Andrea Bargnani","Graham, Ukic, Parker, Moon, Bargnani",101121-101146-1515-200081-200745,TOR,113.0,2,2.0,4.0,2.0,8.0,1.0,7.0,,2.0,2.0,1.0,,7.0,2.0,2.0,,1.1666666666666667,1.0,101.94690265486726,13.75,13.75,0.2857142857142857,0.5,2.0,4.0,,,,,,3.0,3.0,,,5.0,,,,,3.0,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,14.5,14.5,,,,,,,,,,0.4083666666666667,0.3333333333333333,0.3333333333333333,,,2.0,2.0,6.0,3.0,,1.0,1.0,,0.6666666666666666,1.0,1.0,12.066666666666668,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.377,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
101121-101146-1515-200081-2547,1610612761,"Joey Graham, Roko Ukic, Anthony Parker, Jamario Moon, Chris Bosh","Graham, Ukic, Parker, Moon, Bosh",101121-101146-1515-200081-2547,TOR,447.0,2,-6.0,15.0,11.0,32.0,2.0,9.0,2.0,7.0,2.0,4.0,1.0,7.0,7.0,11.0,1.0,0.2647058823529412,0.35,103.08724832214764,16.666666666666668,15.066666666666666,0.7777777777777778,0.7333333333333333,7.0,17.0,,3.0,,1.0,5.0,2.0,9.0,1.0,6.0,15.0,2.0,3.0,5.0,1.0,2.0,,5.0,4.0,,6.0,10.0,,1.0,1.0,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.23333333333333334,0.4,,0.8,0.8571428571428571,1.0,0.6666666666666666,11.588235294117647,11.588235294117647,0.2,,,0.06666666666666667,,,,0.3333333333333333,0.6,0.46951666666666664,0.0625,0.1,25.400000000000002,17.0,,2.0,2.0,1.0,,0.5,1.0,,0.13333333333333333,,,7.066666666666666,2.0,4.0,1.0,3.0,0.3333333333333333,0.3125,0.26666666666666666,0.5,0.5,0.43195625,3.0,1.0,1.0,1.0,3.0,4.0,,,2.0,,,5.0,0.42857142857142855,0.3333333333333333,0.5,0.2,0.25,1.0,0.2,,,,,,,1.0,,,1.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,,,2.0,0.3333333333333333,0.25,0.25,1.0,0.2,0.25,1.0,1.0,0.25,,,,0.125,0.5,0.2222222222222222,1.0,,,0.5,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.2,0.16666666666666666,0.2222222222222222,0.6666666666666666,0.2,1.0,0.6666666666666666,1.0,0.1111111111111111,0.25,0.25,0.45711666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2009,2008-09,True
