EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,Minutes,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG3M,FG3A,PtsAssisted3s,ThreePtAssists,Corner3Assists,AtRimAssists,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,Avg3ptShotDistance,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FtPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LostBallSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceOffPoss,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,OffThreePtRebounds,OffRebounds,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceFtPoints,OffTwoPtRebounds,OffTwoPtReboundPct,OffLongMidRangeReboundPct,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,OffAtRimReboundPct,PenaltyCorner3FGA,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,OffFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,OffCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,DefCorner3ReboundPct,PtsUnassisted3s,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,ShortMidRangePctBlocked,Technical Free Throw Trips,BlockedLongMidRange,Loose Ball Fouls,3SecondViolations,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Offensive Fouls,DefensiveGoaltends,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Blocked3s,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedArc3,team_id,year,season,team_vs
101110-200750-200771-2038-2566,1610612757,"Martell Webster, Brandon Roy, Sergio Rodriguez, Joel Przybilla, Travis Outlaw","Webster, Roy, Rodriguez, Przybilla, Outlaw",101110-200750-200771-2038-2566,POR,26.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,110.76923076923076,15.0,11.0,15.0,11.0,1.0,1.0,1.0,1.0,0.4036,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101110-200750-2038-2566-2581,1610612757,"Martell Webster, Brandon Roy, Joel Przybilla, Travis Outlaw, Steve Blake","Webster, Roy, Przybilla, Outlaw, Blake",101110-200750-2038-2566-2581,POR,59.0,1,2.0,3.0,3.0,5.0,,,1.0,1.0,5.0,5.0,2.0,1.0,2.0,,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.25,1.25,122.03389830508475,7.0,15.0,7.0,15.0,,,,,0.735125,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101110-200771-201164-2038-2566,1610612757,"Martell Webster, Sergio Rodriguez, Rudy Fernandez, Joel Przybilla, Travis Outlaw","Webster, Rodriguez, Fernandez, Przybilla, Outlaw",101110-200771-201164-2038-2566,POR,230.0,1,8.0,8.0,5.0,16.0,3.0,4.0,5.0,8.0,11.0,5.0,4.0,2.0,2.0,1.0,4.0,1.0,11.0,,0.4,0.4,0.625,0.5555555555555556,0.6111111111111112,100.17391304347825,14.125,14.625,14.125,14.625,0.4444444444444444,0.75,0.75,0.3333333333333333,0.45685,9.15,4.0,1.0,2.0,,,,1.0,,,,1.0,2.0,1.0,,,,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,,,,,0.3333333333333333,39.5,6.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-101183-200771-201573,1610612757,"Channing Frye, Ike Diogu, Shavlik Randolph, Sergio Rodriguez, Jerryd Bayless","Frye, Diogu, Randolph, Rodriguez, Bayless",101112-101113-101183-200771-201573,POR,57.0,1,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,,,,,,1.0,,,,,1.0,0.5,0.5,75.78947368421053,34.0,11.5,27.0,11.5,0.5,1.0,1.0,,0.406875,7.9,1.0,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,0.5,24.5,-2.0,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.3675,0.406875,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-101183-200771-201587,1610612757,"Channing Frye, Ike Diogu, Shavlik Randolph, Sergio Rodriguez, Nicolas Batum","Frye, Diogu, Randolph, Rodriguez, Batum",101112-101113-101183-200771-201587,POR,38.0,1,2.0,2.0,2.0,4.0,,,1.0,1.0,4.0,,2.0,1.0,1.0,,2.0,,4.0,,1.0,1.0,1.0,1.0,1.0,151.57894736842107,5.5,13.5,5.5,13.5,,,,,0.5845,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,4.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,2.0,,,,,,1.0,1.0,,4.0,,,,4.0,2.0,,1.0,,1.0,,1.0,,,,,,0.5845,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-101183-201573-201587,1610612757,"Channing Frye, Ike Diogu, Shavlik Randolph, Jerryd Bayless, Nicolas Batum","Frye, Diogu, Randolph, Bayless, Batum",101112-101113-101183-201573-201587,POR,85.0,1,3.0,3.0,3.0,6.0,,,3.0,3.0,6.0,2.0,6.0,3.0,3.0,,6.0,,6.0,,1.0,1.0,1.0,1.0,1.0,101.6470588235294,9.666666666666666,18.666666666666668,9.666666666666666,18.666666666666668,,,,,0.5728,6.266666666666667,1.0,2.0,2.0,,,,,,,,2.0,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,0.6666666666666666,,4.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,0.3333333333333333,1.0,1.0,,,,3.0,,,,,,3.0,3.0,,6.0,,,,6.0,3.0,,1.0,,1.0,,1.0,,,,,,0.5728,,1.0,1.0,2.0,2.0,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-200750-2566-2581,1610612757,"Channing Frye, Ike Diogu, Brandon Roy, Travis Outlaw, Steve Blake","Frye, Diogu, Roy, Outlaw, Blake",101112-101113-200750-2566-2581,POR,11.0,1,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,130.9090909090909,11.0,,11.0,,1.0,1.0,1.0,,0.3047,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,2.0,,,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,0.3047,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-200771-201164-201573,1610612757,"Channing Frye, Ike Diogu, Sergio Rodriguez, Rudy Fernandez, Jerryd Bayless","Frye, Diogu, Rodriguez, Fernandez, Bayless",101112-101113-200771-201164-201573,POR,22.0,1,1.0,,,1.0,,,,,2.0,,,,,,,,2.0,,,,,,1.0,65.45454545454545,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-200771-201164-201587,1610612757,"Channing Frye, Ike Diogu, Sergio Rodriguez, Rudy Fernandez, Nicolas Batum","Frye, Diogu, Rodriguez, Fernandez, Batum",101112-101113-200771-201164-201587,POR,6.0,1,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,0.5,240.0,6.0,,,,,,,,0.3668,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,2.0,,,,,,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,0.5,0.5,1.0,1.0,,,1.0,2.0,,1.0,,2.0,,1.0,,2.0,1.0,,,,,0.5,0.5,,1.0,,,0.3668,0.3668,1.0,1.0,1.0,,,2.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
101112-101113-200771-201164-2566,1610612757,"Channing Frye, Ike Diogu, Sergio Rodriguez, Rudy Fernandez, Travis Outlaw","Frye, Diogu, Rodriguez, Fernandez, Outlaw",101112-101113-200771-201164-2566,POR,248.0,1,7.0,7.0,,14.0,3.0,3.0,3.0,5.0,7.0,7.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5,81.29032258064515,21.142857142857142,14.285714285714286,20.571428571428573,14.285714285714286,0.5,1.0,1.0,0.6666666666666666,0.47223333333333334,9.120000000000001,4.0,,1.0,,,,1.0,,,,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,0.3333333333333333,24.3,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,0.16666666666666666,0.14285714285714285,0.16666666666666666,,1.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,0.3333333333333333,,,0.4304,,0.2857142857142857,,,,,,,,,,,,,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2009,2008-09,True
