EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,AtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,BlockedAtRim,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BadPassSteals,StepOutOfBoundsTurnovers,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,OffThreePtRebounds,SecondChanceFg3Pct,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Fg2aBlocked,Loose Ball Fouls Drawn,FG2APctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,AtRimPctBlocked,LostBallOutOfBoundsTurnovers,OffShortMidRangeReboundPct,PenaltyCorner3FGM,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,OffArc3ReboundPct,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,BlockedArc3,team_id,year,season,team_vs
101114-101179-1905-200758-201585,1610612762,"Deron Williams, Ronnie Price, Andrei Kirilenko, Ronnie Brewer, Kosta Koufos","Williams, Price, Kirilenko, Brewer, Koufos",101114-101179-1905-200758-201585,UTA,51.0,1,1.0,-2.0,1.0,2.0,,,,3.0,,,,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,84.70588235294117,17.0,17.0,17.0,17.0,,1.0,,,,,,,,,,,,,,,0.3957,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-1905-200758-2246,1610612762,"Deron Williams, Ronnie Price, Andrei Kirilenko, Ronnie Brewer, Mehmet Okur","Williams, Price, Kirilenko, Brewer, Okur",101114-101179-1905-200758-2246,UTA,2591.0,3,43.0,7.0,90.0,86.0,11.0,31.0,11.0,176.0,26.0,7.0,2.0,8.0,15.0,6.0,25.0,,,13.0,1.0,30.0,66.0,13.0,17.0,101.0,94.0,5.0,11.0,2.0,12.0,4.0,7.0,1.0,5.0,13.0,30.0,13.0,15.0,23.0,3.0,4.0,54.0,10.0,8.0,23.0,3.0,34.0,12.0,46.0,,7.0,2.0,17.0,2.0,12.0,17.0,,19.0,18.0,2.0,89.0,13.0,11.0,1.0,2.0,0.5,0.5357142857142857,0.45454545454545453,0.45454545454545453,0.5714285714285714,0.5316455696202531,0.45454545454545453,0.5,0.5872093023255814,0.5,0.65,0.16455696202531644,1.0,0.8518518518518519,0.2857142857142857,1.0,0.8857142857142857,0.3,0.5,0.8571428571428571,0.8333333333333334,1.0,1.0,,97.81551524507913,13.655555555555555,15.837209302325581,13.011111111111111,15.44186046511628,0.3291139240506329,0.189873417721519,0.5333333333333333,0.6666666666666666,0.375,0.31645569620253167,0.24,0.25,0.6666666666666666,,0.16455696202531644,0.6363636363636364,0.25,,0.125,0.4936708860759494,0.501576582278481,0.49932,0.47474375,0.1188118811881188,0.12871287128712872,8.663636363636362,24.523076923076925,0.12222222222222222,30.0,4.0,,4.0,3.0,0.75,16.0,2.0,8.0,,8.0,,24.0,,8.0,8.0,8.0,8.0,7.0,2.0,10.0,7.0,3.0,1.0,9.0,4.0,1.0,0.6153846153846154,,0.6153846153846154,0.5882352941176471,0.8571428571428571,0.6153846153846154,0.6956521739130435,0.5,0.6153846153846154,0.6153846153846154,1.0,1.0,,0.6153846153846154,0.10714285714285714,0.1267605633802817,5.0,,,,,,,,2.0,,0.4,,,,,,,7.0,1.0,0.10606060606060606,0.04,0.1111111111111111,,2.0,,4.0,1.0,3.0,4.0,0.42857142857142855,0.11538461538461539,,0.42857142857142855,,,,,0.4,,,,,,,0.2,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-1905-200758-2594,1610612762,"Deron Williams, Ronnie Price, Andrei Kirilenko, Ronnie Brewer, Kyle Korver","Williams, Price, Kirilenko, Brewer, Korver",101114-101179-1905-200758-2594,UTA,4.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-1905-200794-2246,1610612762,"Deron Williams, Ronnie Price, Andrei Kirilenko, Paul Millsap, Mehmet Okur","Williams, Price, Kirilenko, Millsap, Okur",101114-101179-1905-200794-2246,UTA,380.0,1,6.0,-5.0,10.0,10.0,4.0,9.0,2.0,20.0,6.0,2.0,3.0,1.0,2.0,,1.0,,,,,3.0,9.0,,4.0,10.0,15.0,1.0,3.0,2.0,4.0,2.0,3.0,,2.0,6.0,4.0,,2.0,2.0,,,4.0,4.0,,2.0,1.0,3.0,4.0,7.0,1.0,1.0,,3.0,,1.0,2.0,,3.0,4.0,1.0,6.0,6.0,4.0,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.45454545454545453,0.5,0.75,,1.0,0.5,0.6666666666666666,,0.4,0.6666666666666666,0.5,1.0,,,,0.2,75.78947368421053,20.0,18.0,17.1,17.6,0.6666666666666666,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,,,0.6666666666666666,1.0,,,0.6666666666666666,0.5728222222222222,0.5208333333333334,0.6493,0.4,0.6,4.811111111111111,,0.4,2.0,,,,,,2.0,2.0,,,,,,,,,,2.0,,,2.0,2.0,,,1.0,,,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,1.0,,,,0.6666666666666666,,,0.1,0.1,,,,,,,,,,,,,,,,,,1.0,,0.1111111111111111,,1.0,,,1.0,,1.0,1.0,,0.5,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1610612762,2009,2008-09,True
101114-101179-1905-200794-2430,1610612762,"Deron Williams, Ronnie Price, Andrei Kirilenko, Paul Millsap, Carlos Boozer","Williams, Price, Kirilenko, Millsap, Boozer",101114-101179-1905-200794-2430,UTA,103.0,1,2.0,7.0,3.0,2.0,,,,5.0,1.0,,,1.0,1.0,,,1.0,,,,2.0,2.0,1.0,,7.0,,,,,,,,,,,4.0,,2.0,3.0,1.0,,7.0,,,,,,,,,,,,,,1.0,,,,,7.0,,,,,1.0,1.0,1.0,,,1.1666666666666667,,,1.1666666666666667,,,0.3333333333333333,,,,,,,,,,,,,69.90291262135922,11.666666666666666,34.0,11.666666666666666,28.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.51885,,,,,3.6,25.0,,,,,,,,1.0,,,,1.0,,3.0,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-200758-200794-201585,1610612762,"Deron Williams, Ronnie Price, Ronnie Brewer, Paul Millsap, Kosta Koufos","Williams, Price, Brewer, Millsap, Koufos",101114-101179-200758-200794-201585,UTA,59.0,1,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,4.0,,1.0,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,1.0,2.0,4.0,2.0,,1.0,,,1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,,1.0,,,1.0,1.0,,,,,,,73.22033898305085,17.0,25.0,12.5,25.0,,0.5,1.0,1.0,,,,,,,0.5,,,,0.5,0.5,0.480725,,0.480725,0.5,1.0,13.8,24.3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-200758-200794-2246,1610612762,"Deron Williams, Ronnie Price, Ronnie Brewer, Paul Millsap, Mehmet Okur","Williams, Price, Brewer, Millsap, Okur",101114-101179-200758-200794-2246,UTA,1643.0,5,27.0,-4.0,52.0,52.0,7.0,6.0,2.0,104.0,18.0,1.0,2.0,1.0,8.0,5.0,14.0,,,1.0,,19.0,40.0,1.0,15.0,56.0,60.0,1.0,2.0,2.0,4.0,3.0,6.0,,1.0,7.0,22.0,1.0,11.0,12.0,1.0,2.0,25.0,4.0,1.0,13.0,2.0,16.0,4.0,20.0,1.0,2.0,,6.0,,11.0,15.0,,18.0,19.0,,52.0,7.0,7.0,,,0.5789473684210527,0.5789473684210527,0.475,0.5,0.5,0.5,0.5,0.5,0.56,0.6666666666666666,0.5,0.024390243902439025,0.6666666666666666,0.7647058823529411,0.19047619047619047,0.5,0.7368421052631579,0.19047619047619047,0.2,0.75,,,1.0,0.05,91.15033475349969,16.134615384615383,15.461538461538462,15.538461538461538,14.653846153846153,0.43902439024390244,0.1951219512195122,0.125,0.14285714285714285,1.0,0.34146341463414637,0.35714285714285715,0.35714285714285715,0.4,,0.024390243902439025,0.5,0.3333333333333333,,,0.4634146341463415,0.49097439024390244,0.49185,0.4874,0.07142857142857142,0.125,8.5,25.2,0.1346153846153846,16.0,4.0,,4.0,2.0,0.5,13.0,1.0,1.0,,1.0,,3.0,,1.0,1.0,1.0,8.0,7.0,3.0,4.0,2.0,2.0,2.0,10.0,4.0,1.0,1.0,,1.0,0.6666666666666666,0.7777777777777778,0.7222222222222222,0.7222222222222222,0.6153846153846154,1.0,1.0,1.0,0.5,,1.0,0.2,0.20408163265306123,4.0,,,,,,,,,,,,,,,,,1.0,1.0,0.025,,0.1111111111111111,,,2.0,1.0,,1.0,,1.0,,,0.2857142857142857,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-200758-200794-2260,1610612762,"Deron Williams, Ronnie Price, Ronnie Brewer, Paul Millsap, Jarron Collins","Williams, Price, Brewer, Millsap, Collins",101114-101179-200758-200794-2260,UTA,416.0,2,7.0,3.0,14.0,13.0,2.0,5.0,2.0,27.0,4.0,,,1.0,3.0,2.0,3.0,,,2.0,,5.0,10.0,2.0,8.0,18.0,15.0,,,5.0,5.0,1.0,1.0,,1.0,3.0,8.0,2.0,4.0,4.0,1.0,2.0,8.0,2.0,1.0,4.0,,5.0,3.0,8.0,,,,3.0,1.0,1.0,3.0,,5.0,8.0,1.0,13.0,3.0,2.0,,,0.8,0.8,0.5,,1.0,0.4166666666666667,,1.0,0.5666666666666667,0.6666666666666666,1.5,0.16666666666666666,,0.6666666666666666,0.4,0.3333333333333333,0.5555555555555556,0.42857142857142855,0.5,,1.0,0.3333333333333333,,,93.46153846153845,12.857142857142858,18.153846153846153,10.642857142857142,16.46153846153846,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,,0.16666666666666666,,,,,0.5,0.5354291666666667,0.62715,0.3844,0.2777777777777778,0.16666666666666666,8.36,24.85,0.14285714285714285,2.0,2.0,,2.0,1.0,0.5,2.0,,,,,,,,,,,1.0,2.0,,3.0,2.0,1.0,,3.0,1.0,,,,,1.0,0.75,0.5,0.5,0.5,,,,,,,0.21428571428571427,0.25,2.0,,,,1.0,,1.0,,1.0,,0.5,,,,,1.0,,,,,,,,,,1.0,,,,,,,0.5,,,1.0,,0.5,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1610612762,2009,2008-09,True
101114-101179-200758-200794-2430,1610612762,"Deron Williams, Ronnie Price, Ronnie Brewer, Paul Millsap, Carlos Boozer","Williams, Price, Brewer, Millsap, Boozer",101114-101179-200758-200794-2430,UTA,91.0,1,2.0,3.0,2.0,3.0,,,,5.0,,,,,,,,1.0,,1.0,,,,2.0,,6.0,3.0,,,,,,,,,,,1.0,,1.0,,,3.0,,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,1.0,,,6.0,,,,,,,,,,1.5,,,1.5,,,1.0,1.0,,,,,,,,,,,,79.12087912087912,23.5,14.666666666666666,23.5,14.333333333333334,,,,,,,,,,0.5,0.5,,,,,1.0,0.5718,,,,,,24.65,,,,,,,,,,1.0,,2.0,,3.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,0.5,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-200758-201165-201585,1610612762,"Deron Williams, Ronnie Price, Ronnie Brewer, Morris Almond, Kosta Koufos","Williams, Price, Brewer, Almond, Koufos",101114-101179-200758-201165-201585,UTA,266.0,1,4.0,3.0,8.0,9.0,2.0,9.0,,17.0,2.0,,1.0,2.0,2.0,,2.0,1.0,,,,4.0,6.0,1.0,2.0,10.0,7.0,,,,,2.0,2.0,,,4.0,6.0,,3.0,3.0,1.0,,6.0,,,3.0,,3.0,,3.0,,,,,,,,,4.0,2.0,1.0,10.0,4.0,2.0,,,0.75,0.75,0.6666666666666666,,1.0,0.5714285714285714,,1.0,0.625,,1.0,0.14285714285714285,,1.0,,,0.75,,,1.0,1.0,,,,92.03007518796991,11.875,19.0,11.875,18.11111111111111,0.2857142857142857,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,,,,0.14285714285714285,,,0.5,,,0.42857142857142855,0.5103428571428571,,0.61425,,0.4,7.6000000000000005,23.9,0.25,2.0,,,,,,2.0,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-200758-201585-2246,1610612762,"Deron Williams, Ronnie Price, Ronnie Brewer, Kosta Koufos, Mehmet Okur","Williams, Price, Brewer, Koufos, Okur",101114-101179-200758-201585-2246,UTA,46.0,1,1.0,1.0,1.0,2.0,,2.0,,3.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,3.0,2.0,,,,,,,,,,,1.0,,1.0,,,3.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,0.75,,,0.75,,,0.5,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,93.91304347826086,22.0,12.0,21.0,8.0,0.5,,,,,,,,,,0.5,,,,,1.0,0.6517,,,,,,24.3,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-201165-201585-2246,1610612762,"Deron Williams, Ronnie Price, Morris Almond, Kosta Koufos, Mehmet Okur","Williams, Price, Almond, Koufos, Okur",101114-101179-201165-201585-2246,UTA,2.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,720.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101179-201585-2246-2594,1610612762,"Deron Williams, Ronnie Price, Kosta Koufos, Mehmet Okur, Kyle Korver","Williams, Price, Koufos, Okur, Korver",101114-101179-201585-2246-2594,UTA,169.0,1,3.0,,4.0,5.0,3.0,,3.0,9.0,4.0,2.0,2.0,,,,,1.0,1.0,1.0,,1.0,4.0,2.0,,5.0,5.0,1.0,2.0,,2.0,1.0,2.0,1.0,,5.0,,1.0,,1.0,,,3.0,2.0,,1.0,1.0,2.0,3.0,5.0,,,,1.0,1.0,2.0,2.0,,1.0,,,3.0,5.0,3.0,,,,,0.25,0.5,0.5,0.4166666666666667,0.5,0.8333333333333334,0.4166666666666667,0.5,0.8333333333333334,0.3333333333333333,1.0,0.5,0.6666666666666666,,0.3333333333333333,0.75,0.6666666666666666,,,,,,76.68639053254438,20.5,17.4,16.75,16.2,0.6666666666666666,,,,,,,,,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.3333333333333333,,1.0,0.56465,0.5609,0.5584166666666667,0.4,1.0,,24.1,0.75,2.0,,,,,,1.0,1.0,,,1.0,1.0,3.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,0.5,1.0,0.5,1.0,1.0,0.25,0.25,,,,,0.5,,,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,0.5,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-1510-1723-2246-2594,1610612762,"Deron Williams, Brevin Knight, Matt Harpring, Mehmet Okur, Kyle Korver","Williams, Knight, Harpring, Okur, Korver",101114-1510-1723-2246-2594,UTA,230.0,1,4.0,5.0,9.0,8.0,,,1.0,17.0,3.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,4.0,7.0,2.0,1.0,9.0,4.0,,,,,,,,,,4.0,1.0,2.0,2.0,,1.0,4.0,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,2.0,2.0,,9.0,,,,,0.5,0.5,0.5714285714285714,,,0.4444444444444444,,,0.45,,,0.2222222222222222,,1.0,,1.0,1.0,0.2,,,,1.0,,,106.43478260869564,14.444444444444445,12.5,13.666666666666666,12.5,0.3333333333333333,0.2222222222222222,0.5,0.5,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.1111111111111111,,,,,0.5555555555555556,0.5370833333333334,,,,,7.571428571428571,23.9,,4.0,,,,,,2.0,,,,,,,,,,,1.0,3.0,,,,,,1.0,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,0.1,0.125,3.0,,,,,,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-1510-1723-2260-2594,1610612762,"Deron Williams, Brevin Knight, Matt Harpring, Jarron Collins, Kyle Korver","Williams, Knight, Harpring, Collins, Korver",101114-1510-1723-2260-2594,UTA,288.0,1,5.0,-2.0,8.0,8.0,,,1.0,16.0,2.0,,,,1.0,1.0,3.0,,,,,3.0,6.0,,,6.0,8.0,1.0,1.0,,2.0,,,,,,4.0,,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,,2.0,1.0,3.0,,,,2.0,,1.0,3.0,,2.0,2.0,,4.0,,,,,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.5,1.0,,0.42857142857142855,1.0,,,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,1.0,,1.0,,,80.0,18.875,17.125,17.375,17.125,0.3333333333333333,0.16666666666666666,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,0.49238333333333334,0.4085,,0.3333333333333333,,10.6,,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,2.0,2.0,2.0,,2.0,,1.0,1.0,,,,,1.0,,1.0,1.0,0.5,,,,,,,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-1510-1905-201585-2594,1610612762,"Deron Williams, Brevin Knight, Andrei Kirilenko, Kosta Koufos, Kyle Korver","Williams, Knight, Kirilenko, Koufos, Korver",101114-1510-1905-201585-2594,UTA,152.0,1,3.0,,6.0,6.0,6.0,6.0,2.0,12.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,3.0,,8.0,10.0,10.0,,,4.0,4.0,1.0,3.0,,8.0,10.0,2.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,,1.0,2.0,3.0,,1.0,,1.0,1.0,,1.0,,4.0,8.0,3.0,6.0,10.0,6.0,,3.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.7142857142857143,1.0,0.7142857142857143,,,1.0,1.0,,1.0,1.0,1.0,,,,,,113.6842105263158,14.5,10.833333333333334,14.5,10.833333333333334,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,,,0.3333333333333333,0.457,,0.457,0.4,1.0,9.966666666666667,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1610612762,2009,2008-09,True
101114-1510-200758-200794-2246,1610612762,"Deron Williams, Brevin Knight, Ronnie Brewer, Paul Millsap, Mehmet Okur","Williams, Knight, Brewer, Millsap, Okur",101114-1510-200758-200794-2246,UTA,89.0,1,1.0,2.0,3.0,2.0,,2.0,1.0,5.0,1.0,,,,2.0,,,,,,,1.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,0.5,,,0.5,,,,,,,,80.89887640449437,16.0,20.5,14.333333333333334,20.5,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,0.3333333333333333,0.43943333333333334,0.378,,,,6.8,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
