EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceFtPoints,ShortMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,BadPassSteals,Loose Ball Fouls,Technical Free Throw Trips,StepOutOfBoundsTurnovers,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,BlockedLongMidRange,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,Offensive Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,Travels,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
1112-1887-200789-2544-2590,1610612739,"Ben Wallace, Wally Szczerbiak, Daniel Gibson, LeBron James, Mo Williams","Wallace, Szczerbiak, Gibson, James, Williams",1112-1887-200789-2544-2590,CLE,38.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,113.6842105263158,11.0,16.0,11.0,16.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.50335,0.50335,1.0,1.4,25.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-200789-2544-2753,1610612739,"Ben Wallace, Wally Szczerbiak, Daniel Gibson, LeBron James, Delonte West","Wallace, Szczerbiak, Gibson, James, West",1112-1887-200789-2544-2753,CLE,956.0,4,16.0,1.0,28.0,32.0,28.0,24.0,60.0,7.0,11.0,7.0,11.0,7.0,7.0,10.0,18.0,8.0,38.0,10.0,18.0,8.0,38.0,6.0,6.0,3.0,5.0,2.0,12.0,34.0,38.0,28.0,0.3,0.375,0.5555555555555556,0.5555555555555556,0.5576923076923077,0.5576923076923077,0.6129032258064516,0.6129032258064516,0.3076923076923077,90.3765690376569,15.321428571428571,16.46875,14.857142857142858,16.28125,0.4230769230769231,0.6363636363636364,0.7,0.2857142857142857,0.2692307692307692,0.4230769230769231,0.6363636363636364,0.2692307692307692,0.7307692307692307,0.49821458333333335,0.49821458333333335,1.0,6.266666666666667,29.275,1.0,4.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,9.0,37.0,2.0,3.0,1.0,4.0,3.0,9.0,14.0,6.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,8.0,12.0,4.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,11.0,1.0,3.0,3.0,1.0,1.0,3.0,0.6666666666666666,0.375,0.375,0.42857142857142855,0.6666666666666666,0.5,0.5,0.1111111111111111,0.09090909090909091,0.2,0.8888888888888888,0.375,0.8,0.3333333333333333,0.8571428571428571,0.36363636363636365,0.5,0.5,1.0,0.5,1.0,1.0,0.75,1.0,0.07692307692307693,0.19230769230769232,0.6,0.75,0.3333333333333333,0.038461538461538464,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,1.0,0.25,0.038461538461538464,0.42857142857142855,0.5,0.4517,0.10714285714285714,0.15,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-200789-2544-693,1610612739,"Ben Wallace, Wally Szczerbiak, Daniel Gibson, LeBron James, Joe Smith","Wallace, Szczerbiak, Gibson, James, Smith",1112-1887-200789-2544-693,CLE,457.0,4,8.0,3.0,13.0,14.0,8.0,9.0,27.0,2.0,4.0,,,2.0,1.0,5.0,11.0,2.0,15.0,3.0,6.0,1.0,10.0,4.0,2.0,2.0,2.0,,4.0,10.0,10.0,8.0,0.4,0.4,0.45454545454545453,0.5,0.38461538461538464,0.42857142857142855,0.5,0.5555555555555556,0.15384615384615385,85.0765864332604,16.307692307692307,17.5,15.384615384615385,15.142857142857142,0.3076923076923077,0.5,0.5,,0.15384615384615385,,,0.14285714285714285,0.46153846153846156,0.4248,0.35754285714285716,0.6666666666666666,8.700000000000001,25.45,0.6153846153846154,2.0,1.0,2.0,3.0,2.0,4.0,,,,,,,5.0,12.0,1.0,2.0,,5.0,,4.0,6.0,,,,,,,,,1.0,,3.0,3.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,,4.0,5.0,1.0,1.0,2.0,,,2.0,,,,,0.5,0.5,0.8333333333333334,,,,0.2,0.5,0.6,,0.4,0.42857142857142855,1.0,0.5,,1.0,,,0.5,1.0,0.23076923076923078,0.3076923076923077,0.5,0.5,0.5,,,,,1.0,0.5,,,,,0.5755,0.07692307692307693,0.09090909090909091,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-200789-2562-693,1610612739,"Ben Wallace, Wally Szczerbiak, Daniel Gibson, Sasha Pavlovic, Joe Smith","Wallace, Szczerbiak, Gibson, Pavlovic, Smith",1112-1887-200789-2562-693,CLE,3.0,1,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,480.0,3.0,,3.0,,,,,,1.0,,,1.0,1.0,0.1464,0.1464,,,34.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-2544-2562-2753,1610612739,"Ben Wallace, Wally Szczerbiak, LeBron James, Sasha Pavlovic, Delonte West","Wallace, Szczerbiak, James, Pavlovic, West",1112-1887-2544-2562-2753,CLE,65.0,2,1.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,,,2.0,2.0,3.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,110.76923076923077,10.666666666666666,16.5,10.666666666666666,16.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.39125000000000004,0.39125000000000004,1.0,5.2,28.7,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-2544-2590-2753,1610612739,"Ben Wallace, Wally Szczerbiak, LeBron James, Mo Williams, Delonte West","Wallace, Szczerbiak, James, Williams, West",1112-1887-2544-2590-2753,CLE,286.0,3,5.0,7.0,9.0,8.0,6.0,7.0,17.0,4.0,7.0,4.0,6.0,1.0,,6.0,9.0,1.0,13.0,5.0,7.0,,10.0,2.0,,1.0,1.0,1.0,2.0,9.0,10.0,6.0,0.16666666666666666,0.25,0.6666666666666666,0.7142857142857143,0.6,0.7142857142857143,0.6,0.7142857142857143,0.1,85.5944055944056,14.333333333333334,19.625,14.222222222222221,16.875,0.7,0.5714285714285714,0.5714285714285714,0.25,0.1,0.8571428571428571,0.6666666666666666,,0.8,0.5236777777777778,0.5614285714285715,0.7692307692307693,3.411111111111111,46.5,0.6666666666666666,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,1.0,6.0,2.0,2.0,,4.0,,,10.0,,,4.0,1.0,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,,,,,2.0,4.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,0.6666666666666666,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1.0,,,,1.0,0.1,0.1,1.0,1.0,,,,,,1.0,1.0,,,,,0.6025,,,0.3076923076923077,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-2544-2590-2760,1610612739,"Ben Wallace, Wally Szczerbiak, LeBron James, Mo Williams, Anderson Varejao","Wallace, Szczerbiak, James, Williams, Varejao",1112-1887-2544-2590-2760,CLE,38.0,1,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,113.6842105263158,6.5,25.0,6.5,25.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.7171,0.7171,1.0,0.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-2544-2590-693,1610612739,"Ben Wallace, Wally Szczerbiak, LeBron James, Mo Williams, Joe Smith","Wallace, Szczerbiak, James, Williams, Smith",1112-1887-2544-2590-693,CLE,108.0,2,2.0,-4.0,3.0,4.0,,,7.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,93.33333333333333,18.666666666666668,13.0,18.666666666666668,12.0,0.5,,,,,,,,0.5,0.53565,,,9.6,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-2544-2590-980,1610612739,"Ben Wallace, Wally Szczerbiak, LeBron James, Mo Williams, Zydrunas Ilgauskas","Wallace, Szczerbiak, James, Williams, Ilgauskas",1112-1887-2544-2590-980,CLE,256.0,2,4.0,7.0,8.0,7.0,,,15.0,2.0,2.0,,,2.0,,3.0,3.0,3.0,12.0,,,,,,2.0,,1.0,,3.0,12.0,,,,,1.0,,1.0,,1.0,,0.5,84.375,11.0,24.0,11.0,22.428571428571427,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.8333333333333334,0.53035,,,3.8333333333333335,25.366666666666664,,,,,1.0,,,1.0,,1.0,,,2.0,,5.0,,,,,,,6.0,3.0,3.0,,,1.0,,1.0,,,,,1.0,3.0,4.0,,4.0,,,,,,,1.0,1.0,,2.0,,,,,,,,0.5,0.6666666666666666,,0.6666666666666666,,,,,,,0.6,,1.0,,0.6666666666666666,,,,,0.5,1.0,,1.0,,0.16666666666666666,,,,,0.16666666666666666,0.5,0.5,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
1112-1887-2544-2753-693,1610612739,"Ben Wallace, Wally Szczerbiak, LeBron James, Delonte West, Joe Smith","Wallace, Szczerbiak, James, West, Smith",1112-1887-2544-2753-693,CLE,484.0,3,8.0,-1.0,15.0,15.0,7.0,6.0,30.0,4.0,6.0,1.0,1.0,2.0,1.0,6.0,9.0,2.0,17.0,2.0,2.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,15.0,7.0,7.0,0.3333333333333333,0.4,0.6666666666666666,1.0,0.5454545454545454,0.6666666666666666,0.6071428571428571,0.7,0.18181818181818182,89.25619834710744,13.266666666666667,19.0,13.266666666666667,18.533333333333335,0.5454545454545454,0.6666666666666666,0.8,0.5,0.18181818181818182,0.3333333333333333,1.0,0.3333333333333333,0.7272727272727273,0.4441136363636364,0.4932666666666667,0.4117647058823529,4.233333333333333,25.65,0.4666666666666667,1.0,1.0,1.0,2.0,,1.0,,,,,,,5.0,18.0,1.0,1.0,,2.0,,3.0,8.0,,,2.0,,,1.0,,,,,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,,1.0,2.0,2.0,4.0,5.0,1.0,4.0,7.0,1.0,4.0,,,,,,,,,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,,0.75,0.3333333333333333,0.5,,0.6666666666666666,0.2,0.5,,,0.6666666666666666,,1.0,0.5,,0.18181818181818182,0.09090909090909091,,,,,,,,1.0,1.0,,,,,0.5607,0.2857142857142857,0.3333333333333333,0.11764705882352941,2.0,,,,1.0,,,1.0,,1.0,0.5,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
