EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Fg2aBlocked,LostBallTurnovers,Loose Ball Fouls Drawn,FG2APctBlocked,LongMidRangePctBlocked,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,AtRimAssists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyTurnovers,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,DefCorner3ReboundPct,Corner3FGM,Fg3aBlocked,Corner3Assists,FTDefRebounds,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SelfOReb,BlockedLongMidRange,3SecondViolations,SelfORebPct,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedArc3,Defensive 3 Seconds Violations,Corner3PctBlocked,team_id,year,season,team_vs
101115-1885-200769-200770-2575,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Jordan Farmar, Luke Walton","Bynum, Odom, Brown, Farmar, Walton",101115-1885-200769-200770-2575,LAL,335.0,2,6.0,11.0,11.0,3.0,2.0,22.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,4.0,7.0,3.0,3.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,9.0,0.5,0.5,0.5714285714285714,1.0,0.4,0.5,0.4583333333333333,0.5,0.3,1.0,0.5,0.6666666666666666,0.75,0.3333333333333333,0.5,1.0,1.0,0.5,94.56716417910448,1.0,13.363636363636363,17.09090909090909,11.181818181818182,17.0,0.1,1.0,1.0,1.0,0.6,0.5,0.5,0.3333333333333333,0.1,0.2,0.5,0.3,0.45597000000000004,0.16666666666666666,0.2222222222222222,0.18181818181818182,16.685714285714287,25.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200769-200770-2756,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Jordan Farmar, Sasha Vujacic","Bynum, Odom, Brown, Farmar, Vujacic",101115-1885-200769-200770-2756,LAL,216.0,2,4.0,7.0,6.0,,2.0,13.0,,,2.0,3.0,,1.0,1.0,3.0,6.0,1.0,2.0,11.0,6.0,1.0,1.0,1.0,6.0,2.0,4.0,1.0,1.0,2.0,,1.0,5.0,,,3.0,3.0,2.0,5.0,,,,1.0,3.0,3.0,2.0,,,,,5.0,0.3333333333333333,0.5,0.5,1.0,0.6428571428571429,1.25,0.6875,1.5,0.14285714285714285,0.75,,,0.75,0.6666666666666666,,,0.5,,86.66666666666667,,18.0,15.0,17.428571428571427,14.666666666666666,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,0.14285714285714285,0.5,0.5714285714285714,0.49565,0.25,0.2857142857142857,0.5454545454545454,8.716666666666667,26.9,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.559725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200769-200770-977,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Jordan Farmar, Kobe Bryant","Bynum, Odom, Brown, Farmar, Bryant",101115-1885-200769-200770-977,LAL,154.0,1,3.0,4.0,5.0,,,9.0,,,,1.0,,2.0,,,1.0,2.0,,6.0,4.0,,,,,,,2.0,,2.0,,,6.0,,,3.0,3.0,,3.0,,,1.0,1.0,1.0,,,,,,,6.0,,,,,1.0,,1.0,,0.6666666666666666,0.6,,,0.6,,,,1.0,,84.15584415584415,,18.0,16.4,18.0,14.6,,,,,0.3333333333333333,,,,,0.6666666666666666,,0.6666666666666666,0.4798833333333334,,,,18.4,25.1,2.0,,,,,2.0,,2.0,,,6.0,,2.0,2.0,2.0,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,0.5,,,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200769-2575-2756,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Luke Walton, Sasha Vujacic","Bynum, Odom, Brown, Walton, Vujacic",101115-1885-200769-2575-2756,LAL,842.0,5,14.0,28.0,28.0,13.0,5.0,56.0,1.0,3.0,3.0,7.0,,3.0,1.0,9.0,19.0,3.0,11.0,32.0,30.0,3.0,4.0,1.0,6.0,2.0,16.0,3.0,1.0,2.0,,,5.0,1.0,,7.0,7.0,5.0,12.0,2.0,2.0,2.0,5.0,9.0,13.0,6.0,3.0,1.0,3.0,3.0,26.0,0.1111111111111111,0.125,0.47368421052631576,0.75,0.4772727272727273,0.6,0.5714285714285714,0.6,0.13636363636363635,0.7,,0.5,0.5833333333333334,0.4166666666666667,0.5,,0.6666666666666666,,95.77197149643706,1.0,14.535714285714286,15.535714285714286,13.5,14.25,0.13636363636363635,0.3333333333333333,0.5,,0.3181818181818182,0.42857142857142855,0.42857142857142855,,,0.13636363636363635,0.2,0.5454545454545454,0.5223022727272727,0.2222222222222222,0.25,0.1875,8.08421052631579,24.7,2.0,5.0,9.0,2.0,3.0,1.0,,1.0,,,3.0,2.0,1.0,1.0,1.0,4.0,3.0,,5.0,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.6,0.4,0.25,1.0,0.5,0.4090909090909091,0.5555555555555556,0.625,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6666666666666666,,,0.3333333333333333,0.54933,2.0,3.0,,0.10526315789473684,,12.0,3.0,5.0,2.0,6.0,11.0,2.0,5.0,17.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,17.0,12.0,1.0,0.5454545454545454,0.46153846153846156,0.53125,0.1111111111111111,0.3333333333333333,0.5,0.5,0.2,0.38461538461538464,0.6,0.15384615384615385,0.5146846153846154,0.53125,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200769-2575-977,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Luke Walton, Kobe Bryant","Bynum, Odom, Brown, Walton, Bryant",101115-1885-200769-2575-977,LAL,410.0,3,7.0,13.0,13.0,,4.0,26.0,1.0,3.0,,2.0,,3.0,,3.0,10.0,3.0,1.0,7.0,16.0,1.0,3.0,,3.0,4.0,2.0,3.0,2.0,2.0,1.0,,4.0,1.0,,3.0,3.0,3.0,6.0,,,2.0,2.0,4.0,4.0,2.0,,,,,4.0,0.6666666666666666,0.6666666666666666,0.3,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.23333333333333334,0.375,0.23076923076923078,0.75,,0.3333333333333333,0.75,0.3,0.3333333333333333,,1.0,,91.31707317073172,,19.23076923076923,12.307692307692308,17.23076923076923,12.307692307692308,0.23076923076923078,0.3333333333333333,0.5,1.0,0.15384615384615385,,,,,0.23076923076923078,,0.6153846153846154,0.4937653846153846,0.13333333333333333,0.16666666666666666,0.42857142857142855,5.99,25.233333333333334,-9.0,2.0,5.0,1.0,2.0,,,,,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,1.0,0.2857142857142857,0.3333333333333333,,1.0,0.38461538461538464,0.4,0.4,,,,0.6666666666666666,0.5,,,,0.5697,1.0,1.0,1.0,0.1,,5.0,,2.0,2.0,1.0,4.0,2.0,,2.0,1.0,,,,,,,2.0,5.0,,0.25,0.16666666666666666,0.16666666666666666,,0.3333333333333333,,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.49990833333333334,0.2857142857142857,0.38461538461538464,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200769-2756-977,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Sasha Vujacic, Kobe Bryant","Bynum, Odom, Brown, Vujacic, Bryant",101115-1885-200769-2756-977,LAL,277.0,2,5.0,7.0,8.0,1.0,,15.0,,,,3.0,,1.0,,1.0,4.0,1.0,3.0,8.0,15.0,,,,,2.0,,1.0,1.0,1.0,,,2.0,,1.0,1.0,2.0,,2.0,,,2.0,5.0,4.0,4.0,2.0,,,,,8.0,1.0,1.0,0.25,,0.5,,0.5714285714285714,,0.2,0.25,1.0,,0.4,,,,,1.0,77.97833935018052,,17.428571428571427,19.375,17.428571428571427,15.375,,,,,0.6,,,,,0.2,,0.4,0.46638,0.2857142857142857,0.3333333333333333,,13.25,25.0,-7.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,,,,,,,5.0,2.0,,1.0,1.25,1.25,,,,,1.0,0.5,1.0,0.5,0.5567,0.625,0.2857142857142857,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200769-2772-977,1610612747,"Andrew Bynum, Lamar Odom, Shannon Brown, Trevor Ariza, Kobe Bryant","Bynum, Odom, Brown, Ariza, Bryant",101115-1885-200769-2772-977,LAL,116.0,1,2.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,,,,,,2.0,2.0,,2.0,6.0,5.0,1.0,1.0,,2.0,2.0,2.0,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,2.0,,,,,2.0,2.0,1.0,,,,,4.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,74.48275862068965,,15.333333333333334,23.333333333333332,14.666666666666666,23.333333333333332,0.5,1.0,1.0,,,,,,,,,0.5,0.48955,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.5,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,0.4408,,,,,,3.0,1.0,1.0,,2.0,2.0,,2.0,6.0,1.0,,,,,,,6.0,3.0,,1.0,1.0,1.0,,,,,1.0,0.5,1.0,,0.48955,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200770-2575-2756,1610612747,"Andrew Bynum, Lamar Odom, Jordan Farmar, Luke Walton, Sasha Vujacic","Bynum, Odom, Farmar, Walton, Vujacic",101115-1885-200770-2575-2756,LAL,1869.0,10,31.0,59.0,61.0,,9.0,120.0,6.0,9.0,5.0,12.0,2.0,5.0,1.0,23.0,43.0,7.0,9.0,55.0,58.0,2.0,6.0,1.0,8.0,32.0,14.0,5.0,16.0,16.0,6.0,3.0,32.0,2.0,7.0,16.0,23.0,11.0,34.0,9.0,4.0,7.0,13.0,24.0,13.0,7.0,3.0,2.0,3.0,3.0,47.0,0.6956521739130435,0.7619047619047619,0.5348837209302325,0.3333333333333333,0.46,0.2857142857142857,0.49107142857142855,0.4444444444444444,0.14,0.8421052631578947,0.6363636363636364,0.2857142857142857,0.7666666666666667,0.4074074074074074,,1.0,1.0,0.625,92.45585874799359,1.0,16.220338983050848,14.950819672131148,15.779661016949152,14.19672131147541,0.18,0.6666666666666666,1.0,1.0,0.24,0.4166666666666667,0.45454545454545453,0.6,0.04,0.1,0.14285714285714285,0.58,0.5061209999999999,0.125,0.14285714285714285,0.14545454545454545,7.4581395348837205,24.928571428571427,-3.0,12.0,22.0,2.0,6.0,,,,,4.0,,4.0,,,,9.0,8.0,4.0,14.0,2.0,1.0,,,,,,0.5714285714285714,0.45,0.5,0.8,0.75,0.44,0.5454545454545454,0.6666666666666666,,,,0.8571428571428571,0.3333333333333333,,,,0.5506166666666666,8.0,4.0,2.0,0.18604651162790697,0.08333333333333333,,,,,,,,,,7.0,6.0,,1.0,1.0,,1.0,,,,,,,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5833333333333334,,,,,,,,,,,,,,,5.0,2.0,1.0,2.0,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200770-2575-977,1610612747,"Andrew Bynum, Lamar Odom, Jordan Farmar, Luke Walton, Kobe Bryant","Bynum, Odom, Farmar, Walton, Bryant",101115-1885-200770-2575-977,LAL,810.0,6,14.0,25.0,28.0,1.0,3.0,53.0,1.0,5.0,2.0,3.0,3.0,4.0,1.0,7.0,16.0,7.0,2.0,22.0,29.0,1.0,2.0,1.0,2.0,4.0,10.0,4.0,2.0,4.0,,,10.0,1.0,3.0,5.0,9.0,3.0,12.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,0.2857142857142857,0.3333333333333333,0.4375,0.5,0.43478260869565216,0.3333333333333333,0.4375,0.3333333333333333,0.30434782608695654,0.8333333333333334,1.0,0.2,0.8888888888888888,0.21428571428571427,0.3333333333333333,,0.5,1.0,94.22222222222223,1.0,16.76,13.964285714285714,15.8,13.857142857142858,0.21739130434782608,0.2,0.2,,0.13043478260869565,0.6666666666666666,0.6666666666666666,,0.13043478260869565,0.17391304347826086,0.3333333333333333,0.6521739130434783,0.5154217391304348,0.041666666666666664,0.058823529411764705,0.09090909090909091,6.6125,24.8,-7.0,4.0,8.0,1.0,2.0,1.0,,2.0,,,6.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,,,,1.0,0.2857142857142857,,0.2857142857142857,1.0,0.2222222222222222,0.25,1.0,1.0,0.34782608695652173,0.5,0.5,0.25,0.3333333333333333,1.0,0.6666666666666666,0.5,,,0.25,0.543225,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.25,,0.5,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
101115-1885-200770-2756-2772,1610612747,"Andrew Bynum, Lamar Odom, Jordan Farmar, Sasha Vujacic, Trevor Ariza","Bynum, Odom, Farmar, Vujacic, Ariza",101115-1885-200770-2756-2772,LAL,202.0,2,3.0,6.0,5.0,5.0,,11.0,1.0,1.0,,2.0,1.0,,,1.0,4.0,1.0,2.0,4.0,9.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,1.0,,,,,4.0,,,0.25,,0.2,,0.3333333333333333,,0.2,,,,,,,,,,78.41584158415841,,17.166666666666668,19.8,17.166666666666668,15.0,0.2,1.0,1.0,,0.4,,,,0.2,,,0.4,0.43396,0.16666666666666666,0.2,,11.275,23.2,-5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,2.0,2.0,,,,,,,,2.0,2.0,,,,0.5,,,,,,,,,0.3268,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,True
