EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,Steals,BadPassSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,DefThreePtRebounds,SelfOReb,DeadBallTurnovers,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffensiveGoaltends,HeaveAttempts,Travels,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101150-1882-1889-201152-201578,1610612755,"Lou Williams, Elton Brand, Andre Miller, Thaddeus Young, Marreese Speights","Williams, Brand, Miller, Young, Speights",101150-1882-1889-201152-201578,PHI,421.0,4,7.0,-3.0,10.0,10.0,6.0,6.0,3.0,20.0,2.0,8.0,1.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,14.0,2.0,8.0,11.0,1.0,4.0,2.0,4.0,2.0,6.0,2.0,6.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,7.0,5.0,5.0,7.0,12.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,4.0,6.0,6.0,1.0,0.6666666666666666,1.0,0.21428571428571427,0.25,0.3333333333333333,0.21428571428571427,0.25,0.3333333333333333,0.26666666666666666,0.4,0.42857142857142855,0.21428571428571427,0.375,1.0,0.7142857142857143,0.6363636363636364,0.625,0.6363636363636364,0.8333333333333334,1.0,0.25,1.0,0.6,1.0,68.40855106888361,18.5,23.6,17.0,22.7,0.5714285714285714,0.25,0.4,0.5,0.07142857142857142,0.35714285714285715,0.2,0.2,1.0,0.75,0.3333333333333333,0.6666666666666666,0.25,0.5714285714285714,0.4985428571428571,0.542225,0.5076166666666667,0.5,0.75,7.578571428571428,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201152-2223,1610612755,"Lou Williams, Elton Brand, Andre Miller, Thaddeus Young, Samuel Dalembert","Williams, Brand, Miller, Young, Dalembert",101150-1882-1889-201152-2223,PHI,391.0,4,7.0,7.0,12.0,11.0,3.0,2.0,2.0,23.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,9.0,4.0,16.0,9.0,2.0,2.0,,4.0,1.0,1.0,2.0,4.0,4.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,5.0,,,,,,,2.0,2.0,,5.0,5.0,1.0,12.0,4.0,3.0,1.0,0.3333333333333333,0.4,0.6666666666666666,1.0,1.0,0.46153846153846156,1.0,0.3333333333333333,0.5333333333333333,1.0,0.5,0.1111111111111111,0.3333333333333333,,0.6,0.3333333333333333,0.5,0.2857142857142857,1.0,,,,1.0,0.6666666666666666,84.70588235294117,15.583333333333334,18.545454545454547,14.833333333333334,14.454545454545455,0.23076923076923078,0.6666666666666666,1.0,0.5,0.23076923076923078,0.23076923076923078,1.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.5384615384615384,0.48178846153846155,0.4616,0.5546666666666666,0.25,0.25,9.033333333333333,0.25,1.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3076923076923077,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.6666666666666666,0.14285714285714285,0.2,25.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201152-2501,1610612755,"Lou Williams, Elton Brand, Andre Miller, Thaddeus Young, Reggie Evans","Williams, Brand, Miller, Young, Evans",101150-1882-1889-201152-2501,PHI,547.0,4,9.0,-10.0,15.0,16.0,3.0,10.0,2.0,31.0,3.0,7.0,,1.0,1.0,2.0,3.0,1.0,2.0,4.0,12.0,2.0,13.0,23.0,,2.0,,,2.0,3.0,,4.0,8.0,,,1.0,4.0,5.0,3.0,1.0,11.0,1.0,2.0,3.0,2.0,5.0,,,,1.0,,,5.0,6.0,,2.0,2.0,,13.0,4.0,3.0,,1.0,1.0,0.3333333333333333,,0.6666666666666666,0.36666666666666664,,0.6666666666666666,0.40625,,0.6666666666666666,0.08333333333333333,,,0.2,0.125,0.2727272727272727,0.2,0.25,,,0.4,,,81.60877513711151,17.666666666666668,17.625,16.4,14.8125,0.4666666666666667,0.42857142857142855,0.42857142857142855,1.0,0.2,0.13333333333333333,0.5,0.5,1.0,0.5,,0.6666666666666666,0.5,0.6666666666666666,0.49939999999999996,0.5564,0.4350333333333333,,0.3076923076923077,5.458333333333333,0.2,,2.0,,3.0,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,0.2,0.5,0.5,,,0.13333333333333333,,0.0625,0.07692307692307693,24.866666666666664,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.1111111111111111,0.06666666666666667,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201152-2738,1610612755,"Lou Williams, Elton Brand, Andre Miller, Thaddeus Young, Andre Iguodala","Williams, Brand, Miller, Young, Iguodala",101150-1882-1889-201152-2738,PHI,3053.0,14,51.0,1.0,96.0,98.0,29.0,62.0,12.0,194.0,9.0,22.0,4.0,7.0,,1.0,14.0,7.0,23.0,22.0,59.0,28.0,96.0,95.0,4.0,9.0,,11.0,6.0,12.0,14.0,35.0,18.0,26.0,8.0,7.0,9.0,16.0,3.0,4.0,39.0,7.0,25.0,36.0,14.0,50.0,6.0,2.0,4.0,13.0,1.0,5.0,13.0,23.0,1.0,25.0,31.0,6.0,85.0,35.0,29.0,5.0,0.4090909090909091,0.5,0.3728813559322034,0.4444444444444444,0.5,0.40963855421686746,0.4230769230769231,0.5833333333333334,0.4947916666666667,0.4230769230769231,0.7,0.11864406779661017,0.18181818181818182,0.46153846153846156,0.7352941176470589,0.19444444444444445,0.7021276595744681,0.2692307692307692,0.15384615384615385,0.125,0.26666666666666666,0.5454545454545454,0.7,0.9230769230769231,91.50343924009171,17.895833333333332,13.622448979591837,17.416666666666668,12.76530612244898,0.26506024096385544,0.4090909090909091,0.5,0.3333333333333333,0.1686746987951807,0.27710843373493976,0.30434782608695654,0.35,0.5714285714285714,0.5384615384615384,0.5714285714285714,0.05555555555555555,,0.5542168674698795,0.4798234939759036,0.5227375,0.42839444444444447,0.11458333333333333,0.3645833333333333,9.216949152542371,0.3020833333333333,6.0,18.0,4.0,24.0,6.0,18.0,7.0,7.0,3.0,1.0,4.0,11.0,3.0,3.0,3.0,0.2891566265060241,0.4375,0.36363636363636365,0.42857142857142855,0.42857142857142855,0.21686746987951808,0.2222222222222222,0.12222222222222222,0.16666666666666666,25.179166666666664,1.0,6.0,8.0,21.0,7.0,1.0,8.0,1.0,7.0,,0.875,0.3333333333333333,0.3333333333333333,,0.6153846153846154,1.0,0.022222222222222223,0.07228915662650602,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,2.0,7.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,7.0,6.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,0.25,0.5,0.13043478260869565,1.0,0.6,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.07692307692307693,0.23076923076923078,0.3333333333333333,1.0,0.1111111111111111,0.5,0.5,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201152-2767,1610612755,"Lou Williams, Elton Brand, Andre Miller, Thaddeus Young, Royal Ivey","Williams, Brand, Miller, Young, Ivey",101150-1882-1889-201152-2767,PHI,67.0,1,1.0,2.0,2.0,2.0,,,,4.0,1.0,2.0,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,0.5,,,0.5,,,0.5,,,,,,,,1.0,,,,,,,,85.97014925373134,13.5,20.0,13.5,20.0,1.0,0.5,0.5,1.0,,,,,,,,,,1.0,0.56395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201152-689,1610612755,"Lou Williams, Elton Brand, Andre Miller, Thaddeus Young, Theo Ratliff","Williams, Brand, Miller, Young, Ratliff",101150-1882-1889-201152-689,PHI,43.0,1,1.0,,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,100.46511627906976,10.0,16.5,10.0,16.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201578-2738,1610612755,"Lou Williams, Elton Brand, Andre Miller, Marreese Speights, Andre Iguodala","Williams, Brand, Miller, Speights, Iguodala",101150-1882-1889-201578-2738,PHI,336.0,2,6.0,-13.0,12.0,14.0,5.0,9.0,1.0,26.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,6.0,1.0,5.0,18.0,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,,4.0,2.0,2.0,,,,,,1.0,2.0,3.0,1.0,4.0,4.0,4.0,,4.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,1.0,,,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.2,0.2777777777777778,1.0,0.25,0.3333333333333333,0.5,1.0,0.6666666666666666,0.25,0.75,0.16666666666666666,0.3333333333333333,,,,,0.6666666666666666,111.42857142857143,16.25,10.071428571428571,16.25,8.5,0.5,0.25,0.5,,0.125,0.125,,,,1.0,1.0,0.4,0.5,0.75,0.52563125,0.6637,0.5390900000000001,0.4,0.6,4.116666666666666,0.4166666666666667,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,0.25,,,1.0,1.0,0.25,0.4,,,25.95,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-201578-2767,1610612755,"Lou Williams, Elton Brand, Andre Miller, Marreese Speights, Royal Ivey","Williams, Brand, Miller, Speights, Ivey",101150-1882-1889-201578-2767,PHI,27.0,1,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,106.66666666666666,6.0,21.0,6.0,21.0,1.0,,,,,,,,,,,1.0,,1.0,0.4399,,0.4399,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-2223-2584,1610612755,"Lou Williams, Elton Brand, Andre Miller, Samuel Dalembert, Willie Green","Williams, Brand, Miller, Dalembert, Green",101150-1882-1889-2223-2584,PHI,45.0,1,1.0,,2.0,1.0,,,,3.0,,,,,,,1.0,,,,1.0,,3.0,3.0,,,,,,,,,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,0.75,,,0.75,,,1.0,,,,,,,,,,,,,96.0,13.5,18.0,13.5,18.0,,,,,0.5,,,,,,,,,0.5,0.5039,,,,,6.4,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,23.5,1.0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
101150-1882-1889-2223-2738,1610612755,"Lou Williams, Elton Brand, Andre Miller, Samuel Dalembert, Andre Iguodala","Williams, Brand, Miller, Dalembert, Iguodala",101150-1882-1889-2223-2738,PHI,1244.0,8,21.0,17.0,40.0,39.0,15.0,21.0,5.0,79.0,10.0,16.0,3.0,4.0,4.0,8.0,6.0,4.0,9.0,18.0,31.0,5.0,50.0,33.0,3.0,4.0,2.0,8.0,6.0,12.0,,15.0,12.0,24.0,6.0,2.0,6.0,8.0,2.0,1.0,18.0,5.0,12.0,16.0,5.0,21.0,2.0,1.0,1.0,4.0,,3.0,4.0,11.0,,7.0,5.0,,42.0,15.0,15.0,,0.3333333333333333,0.4,0.5806451612903226,0.75,0.5,0.5921052631578947,0.75,0.5,0.625,0.8,0.5,0.06451612903225806,0.125,0.5,0.8,0.38461538461538464,0.75,0.29411764705882354,0.5,0.5,0.2,0.8,1.0,0.5,91.44694533762058,14.95,16.564102564102566,14.825,15.615384615384615,0.42105263157894735,0.625,0.7142857142857143,0.2,0.15789473684210525,0.23684210526315788,0.4444444444444444,0.4444444444444444,0.25,1.0,0.75,0.5333333333333333,0.5,0.6052631578947368,0.49873815789473686,0.58975,0.5051433333333333,0.16,0.3,6.796774193548386,0.375,4.0,4.0,2.0,7.0,3.0,4.0,,2.0,2.0,,1.0,3.0,2.0,2.0,2.0,0.18421052631578946,,,0.6666666666666666,0.6666666666666666,0.10526315789473684,0.13333333333333333,0.075,0.09090909090909091,24.900000000000002,2.0,3.0,3.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,,0.6,,0.06666666666666667,0.07894736842105263,0.6666666666666666,0.6666666666666666,0.5,,,1.0,1.0,,,1.0,,,1.0,3.0,1.0,1.0,3.0,1.0,,,,1.0,,2.0,3.0,,0.3333333333333333,,1.0,,1.0,1.0,0.75,0.25,0.25,1.0,,,,,0.06666666666666667,,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2009,2008-09,True
