EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceFtPoints,SecondChancePoints,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,SecondChancePointsPct,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3A,PtsPutbacks,Arc3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Arc3PctAssisted,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,HeaveAttempts,Corner3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101106-201574-201575-201939-202691,1610612744,"Andrew Bogut, Jason Thompson, Brandon Rush, Stephen Curry, Klay Thompson","Bogut, Thompson, Rush, Curry, Thompson",101106-201574-201575-201939-202691,GSW,769.0,1,13.0,3.0,24.0,24.0,1.0,48.0,4.0,7.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,10.0,15.0,2.0,5.0,3.0,29.0,26.0,1.0,12.0,8.0,3.0,3.0,4.0,1.0,1.0,6.0,1.0,7.0,1.0,3.0,2.0,1.0,15.0,1.0,5.0,7.0,12.0,1.0,13.0,3.0,3.0,3.0,5.0,2.0,8.0,2.0,5.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,29.0,0.6,0.6,0.5,0.4,0.4,0.6666666666666666,0.65,0.6590909090909091,0.25,0.06666666666666667,0.14285714285714285,1.0,0.7,0.2,0.5555555555555556,0.631578947368421,0.125,0.5,0.6,1.0,0.75,0.5714285714285714,0.5,89.88296488946685,0.5,13.291666666666666,18.75,13.041666666666666,16.0,0.35,0.5714285714285714,0.6666666666666666,0.75,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,1.0,1.0,0.5,0.05,1.0,1.0,1.0,0.2,0.25,0.25,1.0,0.6,0.25,0.52423,0.58485,0.13636363636363635,0.17647058823529413,5.38,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201574-201939-202691-203084,1610612744,"Andrew Bogut, Jason Thompson, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Thompson, Curry, Thompson, Barnes",101106-201574-201939-202691-203084,GSW,177.0,2,3.0,6.0,7.0,7.0,,14.0,,2.0,,,1.0,1.0,,,,2.0,,1.0,3.0,,2.0,4.0,6.0,,,2.0,,,,2.0,,1.0,1.0,,1.0,,,,1.0,2.0,,2.0,2.0,5.0,,5.0,1.0,,1.0,1.0,,3.0,,1.0,,4.0,,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,,,,0.3333333333333333,0.2,0.3333333333333333,0.4,0.3333333333333333,0.5,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,113.89830508474576,1.0,9.857142857142858,15.428571428571429,9.857142857142858,15.428571428571429,0.4,,,,,,,,0.2,1.0,1.0,1.0,,,,,0.4,,,,0.8,,0.53754,,,,7.2,26.4,4.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,4.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.37765,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201574-201939-202691-2738,1610612744,"Andrew Bogut, Jason Thompson, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Thompson, Curry, Thompson, Iguodala",101106-201574-201939-202691-2738,GSW,56.0,1,1.0,-2.0,2.0,2.0,1.0,4.0,,,,1.0,,,,,,,,,1.0,,,3.0,3.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,2.0,,2.0,,4.0,,1.0,,,,,2.0,,,,,,,,0.5,,,,,,1.0,,,1.0,1.0,,,,,,102.85714285714286,,11.5,16.5,9.5,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.3914,,0.5,0.5,5.5,,2.0,,,1.0,3.0,3.0,,,,,1.0,3.0,2.0,1.0,,,0.5,,,0.3914,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-202691-203084,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Rush, Curry, Thompson, Barnes",101106-201575-201939-202691-203084,GSW,600.0,4,10.0,2.0,22.0,20.0,3.0,42.0,2.0,4.0,4.0,8.0,,1.0,1.0,2.0,4.0,7.0,1.0,6.0,13.0,5.0,9.0,,27.0,25.0,1.0,6.0,6.0,12.0,3.0,7.0,4.0,3.0,3.0,4.0,7.0,1.0,1.0,2.0,,18.0,1.0,1.0,6.0,8.0,4.0,12.0,1.0,1.0,3.0,3.0,,5.0,,1.0,,,,,2.0,2.0,2.0,2.0,23.0,0.5,0.6,0.8,0.5555555555555556,0.5555555555555556,0.46153846153846156,0.6136363636363636,0.6136363636363636,0.4090909090909091,0.23076923076923078,0.5,0.3333333333333333,0.8571428571428571,0.14285714285714285,1.0,0.875,0.4,,1.0,0.5,1.0,1.0,,100.8,1.0,14.454545454545455,14.1,13.590909090909092,14.05,0.18181818181818182,0.5,1.0,0.5,0.36363636363636365,0.5,0.5714285714285714,0.5,0.045454545454545456,,,,0.09090909090909091,0.5,0.5,1.0,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.5909090909090909,0.5714285714285714,0.518502380952381,0.4195,,,8.453846153846154,26.144444444444446,2.0,,,,,,1.0,,,,,,2.0,,,,,1.0,,,,0.09090909090909091,9.0,,4.0,1.0,0.6666666666666666,0.14814814814814814,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.125,1.0,0.5,1.0,1.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-202691-203110,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Draymond Green","Bogut, Rush, Curry, Thompson, Green",101106-201575-201939-202691-203110,GSW,15217.0,31,254.0,81.0,540.0,542.0,41.0,1082.0,113.0,152.0,17.0,59.0,19.0,47.0,29.0,53.0,58.0,148.0,6.0,149.0,258.0,87.0,201.0,59.0,618.0,537.0,10.0,198.0,100.0,204.0,57.0,148.0,58.0,18.0,99.0,68.0,167.0,27.0,75.0,8.0,16.0,402.0,27.0,69.0,140.0,217.0,45.0,262.0,49.0,43.0,92.0,49.0,1.0,95.0,6.0,81.0,,82.0,9.0,37.0,41.0,30.0,44.0,26.0,561.0,0.6644295302013423,0.7021276595744681,0.7816091954022989,0.43283582089552236,0.43283582089552236,0.5775193798449613,0.6089324618736384,0.6234817813765182,0.43790849673202614,0.06976744186046512,0.07236842105263158,0.532608695652174,0.7070707070707071,0.24770642201834864,0.7666666666666667,0.7256944444444444,0.20179372197309417,0.2619047619047619,0.5833333333333334,0.7540983606557377,0.8,0.7714285714285715,0.75,102.39074719064205,0.5909090909090909,12.66851851851852,15.453874538745387,12.329629629629629,14.745387453874539,0.3311546840958606,0.743421052631579,0.8014184397163121,0.6637168141592921,0.12854030501089325,0.288135593220339,0.3148148148148148,0.47058823529411764,0.10239651416122005,0.40425531914893614,0.4222222222222222,0.8421052631578947,0.11546840958605664,0.5471698113207547,0.5471698113207547,0.9310344827586207,0.3224400871459695,0.3918918918918919,0.3918918918918919,0.16666666666666666,0.7690631808278867,0.3918918918918919,0.5498889737991266,0.5257192307692308,0.0778688524590164,0.12937062937062938,6.191472868217055,25.240796019900497,20.0,1.0,4.0,5.0,8.0,25.0,8.0,6.0,5.0,2.0,6.0,25.0,20.0,3.0,0.8,0.7727272727272727,0.7352941176470589,0.8888888888888888,0.09090909090909091,0.511,0.040453074433656956,0.037037037037037035,43.0,6.0,57.0,3.0,0.6951219512195121,0.09223300970873786,5.0,18.0,26.0,6.0,16.0,41.0,18.0,15.0,43.0,4.0,0.6923076923076923,0.7083333333333334,0.0847457627118644,0.15789473684210525,0.3076923076923077,0.14444444444444443,0.20833333333333334,0.7068965517241379,0.45454545454545453,13.0,18.0,1.0,2.0,4.0,1.0,3.0,3.0,5.0,3.0,7.0,37.0,26.0,11.0,2.0,4.0,3.0,3.0,7.0,2.0,2.0,7.0,1.0,3.0,3.0,1.0,10.0,1.0,1.0,3.0,0.5,0.5,0.0425531914893617,0.14285714285714285,0.03414634146341464,0.5,0.7222222222222222,0.38461538461538464,0.1111111111111111,0.5,1.0,0.5,1.0,1.0,0.09090909090909091,0.6,0.0049504950495049506,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-202691-2733,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Shaun Livingston","Bogut, Rush, Curry, Thompson, Livingston",101106-201575-201939-202691-2733,GSW,140.0,1,2.0,-3.0,4.0,5.0,,9.0,1.0,1.0,,,,1.0,,,,,,1.0,2.0,,,,2.0,5.0,,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,2.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,2.0,1.0,1.0,,,,0.5,0.5,0.5,,,,,,,0.5,0.5,,,,,,0.5,,92.57142857142857,,17.5,14.0,17.5,12.4,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,0.5,,0.52005,,,,10.3,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-202691-2738,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Rush, Curry, Thompson, Iguodala",101106-201575-201939-202691-2738,GSW,92.0,1,2.0,-2.0,4.0,5.0,1.0,9.0,,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,1.0,2.0,5.0,7.0,,,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,2.0,,2.0,,4.0,,,1.0,1.0,1.0,,5.0,,,,1.0,1.0,,0.5,0.5,0.3333333333333333,,,,,0.5,,,0.5,1.0,,,,,,140.86956521739128,,10.5,10.0,10.0,8.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,1.0,0.4158,0.4226,,,3.95,31.2,4.0,1.0,,2.0,2.0,5.0,1.0,,,,2.0,5.0,4.0,1.0,,0.5,0.5,1.0,0.3333333333333333,0.4158,1.0,1.0,5.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-203084-203110,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Harrison Barnes, Draymond Green","Bogut, Rush, Curry, Barnes, Green",101106-201575-201939-203084-203110,GSW,109.0,2,2.0,-1.0,3.0,4.0,,7.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,3.0,4.0,,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,,2.0,2.0,,2.0,1.0,1.0,1.0,,,,,1.0,,2.0,,1.0,,,,,3.0,1.0,1.0,,,,1.0,0.5,0.5,0.5,,,1.0,0.6666666666666666,,,0.6666666666666666,,,1.0,0.5,,,,92.4770642201835,,16.333333333333332,15.0,16.333333333333332,14.5,,,,,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,,,0.5,,0.461375,,0.3333333333333333,0.5,10.8,25.3,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,0.25,,,0.53145,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-203084-2738,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Harrison Barnes, Andre Iguodala","Bogut, Rush, Curry, Barnes, Iguodala",101106-201575-201939-203084-2738,GSW,139.0,1,2.0,-3.0,5.0,6.0,,11.0,,,1.0,2.0,,,,,2.0,3.0,,1.0,2.0,2.0,3.0,1.0,9.0,12.0,,2.0,,,6.0,3.0,2.0,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,2.0,,2.0,,1.0,,1.0,1.0,1.0,,,,,9.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,0.8,0.9,0.6,,,,,,,,,,,,,,,113.95683453237409,,12.8,12.5,12.8,12.5,,,,,0.4,0.5,0.5,1.0,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,,0.6,0.6666666666666666,0.45248999999999995,,0.2,0.5,6.15,27.633333333333336,5.0,,1.0,2.0,1.0,9.0,,,,,,9.0,5.0,,0.5,0.8,0.9,,,0.45248999999999995,1.0,1.0,6.0,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,0.6,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-201939-203110-203546,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Draymond Green, Ian Clark","Bogut, Rush, Curry, Green, Clark",101106-201575-201939-203110-203546,GSW,777.0,2,13.0,-2.0,26.0,28.0,3.0,54.0,6.0,11.0,1.0,5.0,,2.0,,3.0,3.0,7.0,1.0,7.0,18.0,3.0,10.0,1.0,24.0,26.0,1.0,10.0,4.0,6.0,3.0,7.0,3.0,3.0,5.0,2.0,7.0,,4.0,1.0,,16.0,4.0,5.0,8.0,13.0,5.0,18.0,1.0,,2.0,,1.0,2.0,,3.0,,2.0,,1.0,1.0,,2.0,1.0,22.0,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.3,0.3,0.3888888888888889,0.4107142857142857,0.41379310344827586,0.35714285714285715,0.16666666666666666,0.18181818181818182,0.5,0.8,0.36363636363636365,0.8333333333333334,0.8125,0.2777777777777778,0.5,,0.75,0.8333333333333334,0.75,1.0,100.07722007722008,0.5,15.653846153846153,13.214285714285714,14.115384615384615,12.5,0.39285714285714285,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.17857142857142858,0.2,0.25,1.0,0.07142857142857142,,,,0.10714285714285714,,,,0.25,0.42857142857142855,0.42857142857142855,0.2,0.75,0.42857142857142855,0.5457089285714286,0.48867000000000005,0.034482758620689655,0.05263157894736842,5.455555555555556,25.23,1.0,,,,,,,1.0,,,,,1.0,,,,,,,0.55185,,0.038461538461538464,,,2.0,,0.2,0.08333333333333333,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,0.25,0.2,0.2,0.14285714285714285,0.4,,0.3333333333333333,0.6666666666666666,1.0,1.0,2.0,,,,,,,,,2.0,3.0,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.13333333333333333,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
