EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,ShootingFouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Offensive Fouls,DefCorner3ReboundPct,PenaltyArc3FGA,PenaltyFG2A,PenaltyArc3Frequency,LostBallTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFG2M,LongMidRangeAssists,Loose Ball Fouls,Offensive Fouls Drawn,PenaltyFg2Pct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,PenaltyFtPoints,PenaltyArc3Accuracy,AtRimPctBlocked,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,Travels,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Charge Fouls Drawn,OffLongMidRangeReboundPct,Transition Take Fouls,SecondChanceTurnovers,3SecondViolations,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,SecondChanceArc3FGM,Technical Free Throw Trips,OffensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,Corner3PctBlocked,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1626156-1626174-1627752-1629020-1629629,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Jarred Vanderbilt, Cam Reddish","Russell, Wood, Prince, Vanderbilt, Reddish",1626156-1626174-1627752-1629020-1629629,LAL,230.0,1,4.0,5.0,10.0,9.0,4.0,19.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,10.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,4.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.5,0.7142857142857143,0.75,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.8,1.0,0.5,1.0,118.95652173913044,1.0,8.9,15.666666666666666,8.9,15.555555555555555,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.8333333333333334,0.5,0.5383,0.5928,0.16666666666666666,0.3333333333333333,0.3,3.466666666666667,26.099999999999998,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629020-203076,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Jarred Vanderbilt, Anthony Davis","Russell, Wood, Prince, Vanderbilt, Davis",1626156-1626174-1627752-1629020-203076,LAL,523.0,4,9.0,8.0,19.0,19.0,,38.0,6.0,7.0,4.0,1.0,2.0,,,3.0,6.0,7.0,11.0,4.0,8.0,27.0,19.0,,,,8.0,9.0,3.0,6.0,3.0,,4.0,3.0,7.0,1.0,3.0,17.0,4.0,2.0,7.0,9.0,1.0,,1.0,1.0,1.0,1.0,2.0,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,23.0,,,,0.5714285714285714,0.8,0.75,0.5,,0.5,0.6363636363636364,0.6842105263157895,,0.7105263157894737,,0.42105263157894735,,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.5,0.6666666666666666,104.62715105162523,1.0,12.105263157894736,15.421052631578947,12.105263157894736,14.842105263157896,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.5,0.21052631578947367,0.10526315789473684,0.5,0.5,1.0,0.3157894736842105,0.5,0.5,,,0.7894736842105263,0.5,0.5557763157894736,,0.05263157894736842,0.09090909090909091,,3.9545454545454546,25.625,,9.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,1.0,1.0,0.25,0.25,1.0,0.6666666666666666,1.0,1.0,0.6109,0.14814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629020-2544,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Jarred Vanderbilt, LeBron James","Russell, Wood, Prince, Vanderbilt, James",1626156-1626174-1627752-1629020-2544,LAL,166.0,2,3.0,-2.0,5.0,7.0,,12.0,,1.0,1.0,,,,,,2.0,,2.0,,2.0,,2.0,,,,,,,2.0,,,,,,,,,3.0,3.0,6.0,6.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.75,0.6,0.6666666666666666,1.0,1.0,0.5,104.09638554216868,,12.6,14.714285714285714,12.6,12.428571428571429,0.25,,,,0.25,,,,,0.5,,,,,0.75,,0.4935375,,,,,4.8,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629060-1629637,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Rui Hachimura, Jaxson Hayes","Russell, Wood, Prince, Hachimura, Hayes",1626156-1626174-1627752-1629060-1629637,LAL,131.0,1,2.0,-6.0,4.0,5.0,2.0,9.0,,,1.0,,,,,1.0,2.0,,1.0,1.0,2.0,4.0,10.0,,1.0,,,3.0,,2.0,1.0,1.0,,1.0,1.0,,,3.0,,,,,1.0,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,4.0,,2.0,,,,1.0,0.5,,0.5,,0.5,,0.5,,0.6666666666666666,1.0,1.0,,,,,,,,98.93129770992367,,12.0,16.6,12.0,16.0,,,,,0.3333333333333333,,,,,0.6666666666666666,0.5,0.5,,,0.6666666666666666,0.5,0.5039833333333333,0.47885,0.25,0.5,,6.2,25.6,0.5,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629060-1630559,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Rui Hachimura, Austin Reaves","Russell, Wood, Prince, Hachimura, Reaves",1626156-1626174-1627752-1629060-1630559,LAL,218.0,3,4.0,-5.0,7.0,7.0,,14.0,,,4.0,,,,,,,1.0,4.0,,,4.0,9.0,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,2.0,,1.0,,2.0,,1.0,1.0,2.0,,1.0,,1.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,0.25,0.25,,0.4,,,,,1.0,1.0,,0.75,1.0,1.0,,92.4770642201835,1.0,15.857142857142858,15.285714285714286,15.857142857142858,15.285714285714286,,,,,1.0,,,,,,,,,,,,0.399725,,0.2,0.2,,8.3,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.25,0.25,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629060-1631108,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Rui Hachimura, Max Christie","Russell, Wood, Prince, Hachimura, Christie",1626156-1626174-1627752-1629060-1631108,LAL,543.0,2,9.0,10.0,19.0,19.0,1.0,38.0,4.0,4.0,2.0,,1.0,,,5.0,7.0,6.0,10.0,5.0,8.0,27.0,17.0,,,2.0,12.0,12.0,3.0,7.0,5.0,1.0,6.0,4.0,10.0,,4.0,24.0,4.0,7.0,11.0,12.0,,,,1.0,,1.0,1.0,,3.0,3.0,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,27.0,2.0,1.0,,1.0,1.0,0.8,0.625,,0.625,0.6,0.75,1.0,0.7105263157894737,1.0,0.4444444444444444,0.1,0.5,,0.875,0.6666666666666666,0.7857142857142857,0.5,1.0,0.6666666666666666,100.77348066298342,1.0,13.052631578947368,15.526315789473685,12.842105263157896,15.368421052631579,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,0.05555555555555555,,,,0.3888888888888889,0.7142857142857143,0.7142857142857143,,,0.6666666666666666,0.7142857142857143,0.5583638888888889,0.6708,0.05263157894736842,0.09090909090909091,0.07407407407407407,8.98,26.175,0.05263157894736842,,1.0,,,1.0,,,,,,,4.0,1.0,,1.0,,1.0,,1.0,,,,,,,0.25,,0.14285714285714285,1.0,,1.0,0.5,1.0,1.0,0.8,,,0.55695,,,,,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.25,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629060-203076,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Rui Hachimura, Anthony Davis","Russell, Wood, Prince, Hachimura, Davis",1626156-1626174-1627752-1629060-203076,LAL,80.0,1,1.0,-3.0,3.0,4.0,,7.0,,,1.0,,,,,,1.0,1.0,1.0,,1.0,2.0,5.0,,,,2.0,,,1.0,,,1.0,,1.0,,,2.0,2.0,,2.0,2.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,0.5,,0.5,,0.5,,,1.0,,1.0,1.0,,,1.0,126.0,,13.0,10.25,13.0,10.25,,,,,0.5,,,,,0.5,,,,,0.5,,0.455425,,,,,7.2,27.4,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629060-2544,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Rui Hachimura, LeBron James","Russell, Wood, Prince, Hachimura, James",1626156-1626174-1627752-1629060-2544,LAL,588.0,5,10.0,-8.0,21.0,20.0,,41.0,5.0,8.0,5.0,1.0,3.0,,,1.0,6.0,6.0,14.0,2.0,9.0,21.0,29.0,,,,6.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,3.0,6.0,12.0,1.0,1.0,2.0,,2.0,1.0,3.0,,4.0,3.0,3.0,1.0,2.0,,2.0,,,2.0,,2.0,,15.0,,,,0.5,0.75,0.5,0.2222222222222222,,0.2222222222222222,0.42857142857142855,0.391304347826087,,0.4375,,0.391304347826087,0.07142857142857142,0.2,0.6666666666666666,0.6,0.75,0.6666666666666666,0.3333333333333333,,0.6666666666666666,100.40816326530611,,15.095238095238095,13.55,13.619047619047619,13.05,0.34782608695652173,0.625,0.625,0.6,0.21739130434782608,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.2608695652173913,0.16666666666666666,0.16666666666666666,,,0.7391304347826086,0.16666666666666666,0.5383152173913043,,0.08333333333333333,0.13333333333333333,,5.264285714285714,25.177777777777777,,,6.0,3.0,3.0,1.0,3.0,3.0,4.0,6.0,6.0,4.0,,,2.0,4.0,,6.0,,2.0,,,0.75,0.5,0.5,,0.5,0.2857142857142857,0.4,0.5,0.5,1.0,0.2,0.25,,,0.5,1.0,0.5725625,0.2857142857142857,,1.0,,,,,,,,1.0,1.0,2.0,,,1.0,,,0.043478260869565216,,,,0.16666666666666666,,,1.0,2.0,1.0,0.6666666666666666,0.2,0.14285714285714285,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629216-2544,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Gabe Vincent, LeBron James","Russell, Wood, Prince, Vincent, James",1626156-1626174-1627752-1629216-2544,LAL,248.0,1,4.0,4.0,8.0,8.0,,16.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,2.0,12.0,8.0,,,,2.0,6.0,,1.0,1.0,,1.0,2.0,3.0,1.0,,8.0,2.0,,2.0,2.0,,,1.0,,1.0,1.0,2.0,,2.0,3.0,4.0,,2.0,,,,,,,,,12.0,,,,0.5,0.5,1.0,1.0,,1.0,1.0,1.25,,1.0,,0.5,,,0.5,,1.0,0.6666666666666666,,,1.0,92.9032258064516,,13.625,17.375,13.625,16.125,,,,,0.25,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,,0.5,1.0,0.4961375,,0.3333333333333333,0.5,,13.85,24.05,,,,,,1.0,2.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
1626156-1626174-1627752-1629629-203076,1610612747,"D'Angelo Russell, Christian Wood, Taurean Prince, Cam Reddish, Anthony Davis","Russell, Wood, Prince, Reddish, Davis",1626156-1626174-1627752-1629629-203076,LAL,55.0,1,1.0,-3.0,1.0,2.0,,3.0,,,1.0,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,78.54545454545455,,16.0,19.5,16.0,19.5,,,,,1.0,,,,,,,,,,,,0.4264,,,,,4.9,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,False
