EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,LostBallSteals,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,Avg3ptShotDistance,PenaltyCorner3FGA,PenaltyCorner3Frequency,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,BlockedAtRim,ShortMidRangePctAssisted,Charge Fouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,BadPassTurnovers,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,Transition Take Fouls,LongMidRangePctAssisted,Travels,DefensiveGoaltends,Charge Fouls Drawn,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1626164-1626220-1628960-1629234-201142,1610612756,"Devin Booker, Royce O'Neale, Grayson Allen, Drew Eubanks, Kevin Durant","Booker, O'Neale, Allen, Eubanks, Durant",1626164-1626220-1628960-1629234-201142,PHX,72.0,1,1.0,2.0,3,2.0,2.0,5,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,100.0,13.666666666666666,15.5,13.666666666666666,15.5,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6694333333333334,5.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1628960-201142-203078,1610612756,"Devin Booker, Royce O'Neale, Grayson Allen, Kevin Durant, Bradley Beal","Booker, O'Neale, Allen, Durant, Beal",1626164-1626220-1628960-201142-203078,PHX,27.0,1,,2.0,1,1.0,,2,,,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,,,2.0,,,1.0,1.0,1.0,106.66666666666666,9.0,18.0,9.0,18.0,,,,,1.0,1.0,1.0,,0.4825,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1628960-201142-203994,1610612756,"Devin Booker, Royce O'Neale, Grayson Allen, Kevin Durant, Jusuf Nurkic","Booker, O'Neale, Allen, Durant, Nurkic",1626164-1626220-1628960-201142-203994,PHX,93.0,1,2.0,1.0,3,2.0,1.0,5,1.0,1.0,,,2.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,,3.0,0.5,0.5,1.0,1.0,1.25,77.41935483870968,17.333333333333332,20.5,12.666666666666666,20.5,0.5,1.0,1.0,1.0,,,,0.5,0.4501,9.7,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4061,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629006-1629642-201569,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Nassir Little, Eric Gordon","Booker, O'Neale, Okogie, Little, Gordon",1626164-1626220-1629006-1629642-201569,PHX,11.0,1,,,1,,,1,,,,,,1.0,,,,,,,,,,,,,,,,,130.9090909090909,11.0,,11.0,,,,,,,,,,0.326,18.9,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,0.326,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629006-201142-201569,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Kevin Durant, Eric Gordon","Booker, O'Neale, Okogie, Durant, Gordon",1626164-1626220-1629006-201142-201569,PHX,423.0,1,7.0,-7.0,13,15.0,10.0,28,3.0,7.0,,1.0,3.0,8.0,12.0,19.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,,10.0,0.3333333333333333,0.5,0.375,0.23076923076923078,0.375,95.31914893617021,19.0,11.733333333333333,16.76923076923077,11.4,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.07692307692307693,,,0.9230769230769231,0.5890576923076923,2.25,2.0,5.0,10.0,6.0,1.0,0.6,1.0,4.0,,,6.0,1.0,3.0,2.0,2.0,,2.0,3.0,2.0,,3.0,6.0,,1.0,0.3333333333333333,0.25,0.25,1.0,,,,0.5442,0.07142857142857142,0.1111111111111111,0.16666666666666666,9.0,4.0,9.0,0.5677375,0.6923076923076923,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,4.0,6.0,8.0,2.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,2.0,0.25,0.125,0.36363636363636365,0.38461538461538464,0.125,1.0,0.3333333333333333,0.4,0.3333333333333333,0.75,0.5555555555555556,0.25,1.0,0.6666666666666666,1.0,1.0,1.0,0.125,1.0,0.07692307692307693,0.3076923076923077,0.5,0.5,0.25,0.5,0.25,0.5,0.6666666666666666,26.939999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629006-201569-203078,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Eric Gordon, Bradley Beal","Booker, O'Neale, Okogie, Gordon, Beal",1626164-1626220-1629006-201569-203078,PHX,56.0,1,1.0,,1,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,51.42857142857143,20.0,36.0,20.0,26.0,,,,,,,,1.0,0.5235,,1.0,1.0,1.0,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.5235,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,24.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629006-201569-203994,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Eric Gordon, Jusuf Nurkic","Booker, O'Neale, Okogie, Gordon, Nurkic",1626164-1626220-1629006-201569-203994,PHX,16.0,1,,1.0,1,,,1,,,,,,,1.0,,,,,,,,,,1.0,,,,,0.5,90.0,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629234-201142-201569,1610612756,"Devin Booker, Royce O'Neale, Drew Eubanks, Kevin Durant, Eric Gordon","Booker, O'Neale, Eubanks, Durant, Gordon",1626164-1626220-1629234-201142-201569,PHX,639.0,3,11.0,10.0,19,20.0,8.0,39,3.0,5.0,,,5.0,8.0,30.0,20.0,6.0,4.0,3.0,7.0,3.0,18.0,1.0,1.0,25.0,0.6,0.6,0.625,0.7352941176470589,0.75,87.88732394366197,16.736842105263158,16.05,16.36842105263158,15.7,0.29411764705882354,0.6,0.75,1.0,,,,0.8235294117647058,0.5719294117647058,8.5,4.0,7.0,10.0,6.0,1.0,0.875,1.0,3.0,2.0,3.0,5.0,,,5.0,,,1.0,1.0,3.0,,6.0,6.0,,3.0,,1.5,1.25,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.4848,0.15,0.2727272727272727,0.16666666666666666,5.0,1.0,5.0,0.52545,0.2631578947368421,,,1.0,1.0,5.0,4.0,1.0,1.0,9.0,1.0,1.0,2.0,3.0,8.0,,4.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,8.0,1.0,,1.0,0.8333333333333334,0.8,0.5294117647058824,0.125,,,0.6666666666666666,0.75,0.25,0.42857142857142855,0.5,,,0.25,1.0,1.0,,,0.29411764705882354,0.23529411764705882,,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.26666666666666666,24.344444444444445,1.0,0.3333333333333333,1.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,12.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5555555555555556,1.0,0.5,0.5555555555555556,0.2,1.0,1.0,0.6666666666666666,0.2,0.2,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629234-201142-203078,1610612756,"Devin Booker, Royce O'Neale, Drew Eubanks, Kevin Durant, Bradley Beal","Booker, O'Neale, Eubanks, Durant, Beal",1626164-1626220-1629234-201142-203078,PHX,313.0,3,5.0,5.0,9,10.0,9.0,19,2.0,5.0,1.0,3.0,3.0,8.0,10.0,5.0,2.0,4.0,1.0,1.0,,2.0,,,5.0,0.3333333333333333,0.5,0.375,0.2727272727272727,0.35714285714285715,87.41214057507987,17.555555555555557,15.5,16.22222222222222,15.1,0.45454545454545453,0.4,0.6666666666666666,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.5796181818181818,3.9375,6.0,7.0,12.0,3.0,0.8571428571428571,0.875,0.6666666666666666,3.0,,,4.0,1.0,2.0,5.0,,,1.0,1.0,2.0,,4.0,6.0,,1.0,0.5,0.5,0.625,,,,,0.5525,0.08333333333333333,0.1111111111111111,0.5,5.0,4.0,5.0,0.6045666666666667,0.5555555555555556,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,3.0,,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,,,,,,,2.0,1.0,,1.0,,5.0,,2.0,0.25,0.16666666666666666,0.3125,0.2727272727272727,0.25,,,0.8,1.0,0.3333333333333333,0.625,1.0,0.5,,0.5,1.0,,,,0.18181818181818182,0.09090909090909091,0.5,1.0,,0.5,0.3333333333333333,0.16666666666666666,0.5,23.866666666666664,1.0,0.16666666666666666,,,,,,,3.0,,,,,,,,1.0,1.0,,,,,,,,0.4,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
1626164-1626220-1629234-201569-203078,1610612756,"Devin Booker, Royce O'Neale, Drew Eubanks, Eric Gordon, Bradley Beal","Booker, O'Neale, Eubanks, Gordon, Beal",1626164-1626220-1629234-201569-203078,PHX,228.0,2,4.0,-2.0,11,10.0,6.0,21,2.0,3.0,,1.0,2.0,4.0,8.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,,,6.0,0.5,0.5,0.5,0.4,0.5714285714285714,132.63157894736844,10.181818181818182,11.6,9.363636363636363,11.3,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,,,0.8,0.58711,2.775,3.0,4.0,4.0,4.0,0.75,0.8,1.0,1.0,,,4.0,1.0,1.0,2.0,,1.0,2.0,4.0,2.0,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,,,,,0.6156,0.16666666666666666,0.2,0.25,8.0,3.0,8.0,0.5799875,0.7272727272727273,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,4.0,,1.0,,,,1.0,,,,2.0,2.0,,3.0,1.0,,,,,4.0,1.0,1.0,0.3333333333333333,0.25,0.4,0.2,,,0.5,,1.0,,,,,,,1.0,1.0,,,,0.2,1.0,1.0,,0.5,0.5,0.25,0.5,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,True
