EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Travels,Charge Fouls Drawn,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips,DefensiveGoaltends,HeaveAttempts,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626179-1628389-1629130-1631107-202710,1610612748,"Terry Rozier, Bam Adebayo, Duncan Robinson, Nikola Jovic, Jimmy Butler","Rozier, Adebayo, Robinson, Jovic, Butler",1626179-1628389-1629130-1631107-202710,MIA,10847.0,14,181,-23.0,366.0,366.0,7.0,7.0,22.0,732,56.0,82.0,5.0,12.0,1.0,1.0,38.0,97.0,10.0,18.0,21.0,43.0,2.0,3.0,30.0,82.0,3.0,104.0,197.0,51.0,125.0,48.0,409.0,432.0,9.0,17.0,2.0,6.0,2.0,26.0,4.0,5.0,2.0,10.0,112.0,96.0,147.0,6.0,12.0,82.0,30.0,14.0,56.0,49.0,105.0,30.0,19.0,35.0,17.0,4.0,259.0,9.0,15.0,77.0,55.0,3.0,135.0,24.0,159.0,5.0,34.0,16.0,18.0,26.0,7.0,17.0,16.0,3.0,9.0,1.0,42.0,1.0,1.0,31.0,54.0,1.0,2.0,4.0,1.0,44.0,1.0,57.0,3.0,2.0,28.0,1.0,17.0,2.0,1.0,5.0,1.0,1.0,11.0,19.0,11.0,383.0,10.0,7.0,1.0,0.5384615384615384,0.5714285714285714,0.9607843137254902,0.408,0.3333333333333333,0.408,0.5279187817258884,0.5294117647058824,0.8,0.5605590062111802,0.5217391304347826,0.8,0.5847701149425287,0.5416666666666666,0.8333333333333334,0.38819875776397517,0.07106598984771574,0.07317073170731707,0.08247422680412371,0.6190476190476191,1.0,0.7051282051282052,0.16129032258064516,0.8555555555555555,0.12162162162162163,0.7857142857142857,0.1437125748502994,0.23076923076923078,0.15254237288135594,0.09615384615384616,0.18181818181818182,0.6842105263157895,0.6808510638297872,0.8333333333333334,0.821917808219178,1.0,0.032679738562091505,97.17709965889186,0.5789473684210527,14.816939890710383,14.819672131147541,14.497267759562842,14.379781420765028,0.2546583850931677,0.6829268292682927,0.7368421052631579,0.625,0.30124223602484473,0.3917525773195876,0.42696629213483145,0.4473684210526316,0.055900621118012424,0.5555555555555556,0.5555555555555556,0.4,0.13354037267080746,0.4883720930232558,0.4883720930232558,0.9047619047619048,0.2546583850931677,0.36585365853658536,0.36585365853658536,1.0,0.5217391304347826,0.4166666666666667,0.13043478260869565,0.6666666666666666,1.0,0.13043478260869565,0.2,1.0,0.6428571428571429,0.36585365853658536,0.5403139751552795,0.5738411764705882,0.46936,0.08069164265129683,0.12612612612612611,0.06356968215158924,0.02444987775061125,6.30507614213198,25.282400000000003,0.01912568306010929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1628389-1628997-1629639-1631107-202710,1610612748,"Bam Adebayo, Caleb Martin, Tyler Herro, Nikola Jovic, Jimmy Butler","Adebayo, Martin, Herro, Jovic, Butler",1628389-1628997-1629639-1631107-202710,MIA,6563.0,8,109,11.0,211.0,210.0,30.0,18.0,19.0,421,33.0,55.0,6.0,10.0,4.0,7.0,25.0,51.0,2.0,11.0,11.0,22.0,,,18.0,48.0,4.0,60.0,117.0,29.0,70.0,48.0,255.0,244.0,8.0,13.0,1.0,4.0,4.0,23.0,9.0,15.0,14.0,47.0,64.0,56.0,78.0,9.0,14.0,48.0,18.0,10.0,32.0,26.0,58.0,16.0,10.0,19.0,11.0,2.0,142.0,7.0,15.0,42.0,33.0,3.0,78.0,22.0,100.0,8.0,14.0,10.0,4.0,13.0,3.0,8.0,11.0,3.0,5.0,1.0,24.0,2.0,,14.0,28.0,,2.0,1.0,,42.0,3.0,56.0,4.0,4.0,21.0,3.0,7.0,,,3.0,,,4.0,7.0,5.0,232.0,47.0,30.0,2.0,0.5333333333333333,0.6037735849056604,0.896551724137931,0.4142857142857143,0.25,0.4142857142857143,0.5128205128205128,0.6153846153846154,0.6,0.553475935828877,0.5588235294117647,0.5892857142857143,0.6,0.6052631578947368,0.6911764705882353,0.37433155080213903,0.08547008547008547,0.05454545454545454,0.13725490196078433,0.5416666666666666,1.0,0.6,0.2631578947368421,0.7777777777777778,0.175,0.6880733944954128,0.2268041237113402,0.4090909090909091,0.23076923076923078,0.20689655172413793,0.09090909090909091,0.43478260869565216,0.6956521739130435,0.7777777777777778,0.8205128205128205,0.6666666666666666,0.09195402298850575,92.37239067499618,0.7142857142857143,15.85308056872038,15.323809523809524,15.540284360189574,14.719047619047618,0.29411764705882354,0.6,0.6346153846153846,0.5757575757575758,0.2727272727272727,0.49019607843137253,0.5681818181818182,0.44,0.058823529411764705,0.18181818181818182,0.18181818181818182,1.0,0.11764705882352941,0.5,0.5,0.9090909090909091,0.25668449197860965,0.375,0.375,0.8888888888888888,0.5882352941176471,0.6,,,,0.23529411764705882,0.25,0.5714285714285714,0.6684491978609626,0.375,0.5361302139037433,0.5618124999999999,0.5130303571428572,0.11594202898550725,0.15671641791044777,0.09019607843137255,0.1843137254901961,5.849572649572649,25.017142857142858,0.14218009478672985,2.0,4.0,1.0,3.0,9.0,5.0,13.0,2.0,1.0,1.0,3.0,0.38461538461538464,0.16666666666666666,0.25,1.0,0.14285714285714285,0.5,0.32142857142857145,0.3333333333333333,0.0410958904109589,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1628389-1629130-1629312-200768-202710,1610612748,"Bam Adebayo, Duncan Robinson, Haywood Highsmith, Kyle Lowry, Jimmy Butler","Adebayo, Robinson, Highsmith, Lowry, Butler",1628389-1629130-1629312-200768-202710,MIA,4761.0,9,79,20.0,161.0,159.0,19.0,9.0,18.0,320,16.0,23.0,2.0,2.0,1.0,1.0,23.0,44.0,11.0,22.0,8.0,17.0,,1.0,12.0,32.0,4.0,50.0,89.0,20.0,49.0,40.0,200.0,180.0,7.0,8.0,2.0,5.0,9.0,29.0,3.0,9.0,13.0,25.0,46.0,54.0,54.0,6.0,4.0,32.0,12.0,8.0,23.0,18.0,41.0,10.0,8.0,11.0,8.0,4.0,100.0,5.0,12.0,29.0,24.0,2.0,55.0,17.0,72.0,2.0,17.0,7.0,10.0,8.0,3.0,6.0,14.0,2.0,2.0,,22.0,1.0,1.0,20.0,33.0,,2.0,5.0,,36.0,4.0,44.0,3.0,2.0,20.0,3.0,4.0,1.0,,2.0,1.0,,2.0,5.0,3.0,171.0,25.0,19.0,2.0,0.46,0.4791666666666667,0.9,0.40816326530612246,0.4,0.40816326530612246,0.5617977528089888,0.875,0.3333333333333333,0.5797101449275363,0.7692307692307693,0.4,0.6265822784810127,0.8055555555555556,0.5681818181818182,0.35507246376811596,0.0898876404494382,0.17391304347826086,0.09090909090909091,0.36363636363636365,1.0,0.75,0.3157894736842105,0.8529411764705882,0.1724137931034483,0.803030303030303,0.2537313432835821,0.5714285714285714,0.3,0.2,0.1111111111111111,0.5,0.8125,0.875,0.8888888888888888,0.7142857142857143,0.03389830508474576,96.78638941398866,0.6,14.819875776397515,14.937106918238994,14.248447204968944,14.559748427672956,0.16666666666666666,0.6956521739130435,0.8421052631578947,0.6875,0.3188405797101449,0.5227272727272727,0.575,0.34782608695652173,0.15942028985507245,0.5,0.5,0.36363636363636365,0.12318840579710146,0.47058823529411764,0.47058823529411764,1.0,0.2318840579710145,0.375,0.375,0.8333333333333334,0.15384615384615385,1.0,0.07692307692307693,,,0.3076923076923077,0.06666666666666667,1.0,0.5217391304347826,0.375,0.5162608695652174,0.47556818181818183,0.47335,0.12903225806451613,0.18867924528301888,0.145,0.125,8.823595505617977,25.304081632653062,0.11801242236024845,,1.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,,,0.3333333333333333,,0.5,1.0,0.06666666666666667,,0.3333333333333333,0.4,,1.0,1.0,0.18181818181818182,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1628997-1629130-1631115-200768-202710,1610612748,"Caleb Martin, Duncan Robinson, Orlando Robinson, Kyle Lowry, Jimmy Butler","Martin, Robinson, Robinson, Lowry, Butler",1628997-1629130-1631115-200768-202710,MIA,4691.0,7,78,2.0,151.0,147.0,,,23.0,298,18.0,40.0,5.0,12.0,,,14.0,35.0,1.0,5.0,9.0,19.0,,1.0,18.0,38.0,3.0,33.0,80.0,27.0,57.0,24.0,171.0,169.0,7.0,16.0,2.0,4.0,4.0,24.0,,,,,38.0,28.0,81.0,,10.0,38.0,18.0,11.0,19.0,27.0,46.0,18.0,9.0,13.0,5.0,1.0,119.0,4.0,24.0,20.0,25.0,4.0,49.0,28.0,77.0,7.0,10.0,7.0,3.0,15.0,2.0,12.0,13.0,2.0,3.0,,28.0,5.0,,15.0,36.0,2.0,1.0,3.0,,32.0,2.0,31.0,,2.0,13.0,,5.0,,,3.0,,,2.0,5.0,2.0,147.0,,,,0.5757575757575758,0.6785714285714286,1.0,0.47368421052631576,0.5,0.47368421052631576,0.4125,0.4375,,0.5364963503649635,0.5,,0.5596026490066225,0.5217391304347826,,0.41605839416058393,0.1375,0.075,0.2,0.5357142857142857,1.0,0.6756756756756757,0.5106382978723404,0.7692307692307693,0.13333333333333333,0.7142857142857143,0.36363636363636365,0.6818181818181818,0.38095238095238093,0.1,0.2,0.6428571428571429,0.6666666666666666,0.8,0.85,0.5,0.10606060606060606,91.47729695160946,0.4,16.814569536423843,14.639455782312925,15.980132450331126,13.986394557823129,0.291970802919708,0.45,0.4864864864864865,0.7222222222222222,0.25547445255474455,0.4,0.5,0.35714285714285715,0.0364963503649635,0.2,0.25,1.0,0.1386861313868613,0.47368421052631576,0.47368421052631576,1.0,0.2773722627737226,0.47368421052631576,0.47368421052631576,1.0,0.6,0.4166666666666667,0.05,,,0.15,,,0.708029197080292,0.47368421052631576,0.536308394160584,0.5449684210526315,,0.09271523178807947,0.13978494623655913,0.14035087719298245,,5.64625,25.164912280701756,,,,2.0,,,,,1.0,4.0,,1.0,,,0.6666666666666666,1.0,,,,,0.017241379310344827,4.0,,0.25,1.0,1.0,0.2,,,,,,,,,,,1610612748,2024,2023-24,False
1626196-1628389-1628997-1629130-1631170,1610612748,"Josh Richardson, Bam Adebayo, Caleb Martin, Duncan Robinson, Jaime Jaquez Jr.","Richardson, Adebayo, Martin, Robinson, Jaquez Jr.",1626196-1628389-1628997-1629130-1631170,MIA,3737.0,7,62,-8.0,118.0,119.0,12.0,32.0,11.0,237,22.0,36.0,2.0,4.0,2.0,3.0,10.0,25.0,3.0,10.0,6.0,10.0,,,12.0,23.0,2.0,35.0,71.0,18.0,33.0,17.0,141.0,149.0,3.0,5.0,1.0,2.0,4.0,13.0,4.0,9.0,5.0,13.0,42.0,28.0,51.0,3.0,,23.0,12.0,7.0,21.0,17.0,38.0,11.0,6.0,15.0,5.0,1.0,93.0,2.0,8.0,26.0,16.0,,42.0,11.0,53.0,,10.0,7.0,3.0,4.0,3.0,2.0,12.0,,2.0,,16.0,2.0,1.0,9.0,24.0,2.0,3.0,3.0,,22.0,3.0,22.0,1.0,1.0,10.0,1.0,1.0,,,,,,1.0,1.0,1.0,128.0,13.0,12.0,1.0,0.6,0.6,0.9444444444444444,0.5454545454545454,0.5,0.5454545454545454,0.49295774647887325,0.6,0.4444444444444444,0.5961538461538461,0.6428571428571429,0.4,0.6140350877192983,0.6666666666666666,0.5,0.3173076923076923,0.09859154929577464,0.1388888888888889,0.08,0.25,,0.6153846153846154,0.22857142857142856,0.7647058823529411,0.13333333333333333,0.7,0.2,0.2857142857142857,0.14285714285714285,0.09090909090909091,0.25,0.42857142857142855,0.7142857142857143,0.6,0.7777777777777778,0.7142857142857143,,91.32459191865132,1.0,16.02542372881356,15.512605042016807,15.677966101694915,14.84873949579832,0.34615384615384615,0.6111111111111112,0.7096774193548387,0.6818181818181818,0.2403846153846154,0.4,0.43478260869565216,0.5,0.09615384615384616,0.3,0.3,0.3333333333333333,0.09615384615384616,0.6,0.6,1.0,0.22115384615384615,0.5217391304347826,0.5454545454545454,0.9166666666666666,0.5714285714285714,0.5,,,,0.2857142857142857,0.3,0.6666666666666666,0.6634615384615384,0.5217391304347826,0.5425254807692308,0.6209416666666666,0.4949,0.08849557522123894,0.125,0.09219858156028368,0.09219858156028368,6.161971830985915,25.05757575757576,0.1016949152542373,,,1.0,,1.0,,1.0,3.0,,,,,1.0,0.5,1.0,,,0.1,,,,,0.2857142857142857,,1.0,,1.0,1.0,0.030303030303030304,0.043478260869565216,0.5,,,,,,1610612748,2024,2023-24,False
1628997-1631170-200768-201567-202710,1610612748,"Caleb Martin, Jaime Jaquez Jr., Kyle Lowry, Kevin Love, Jimmy Butler","Martin, Jaquez Jr., Lowry, Love, Butler",1628997-1631170-200768-201567-202710,MIA,3560.0,9,59,7.0,116.0,119.0,53.0,73.0,13.0,235,27.0,40.0,6.0,8.0,13.0,19.0,8.0,18.0,3.0,6.0,2.0,10.0,,,14.0,33.0,4.0,38.0,64.0,16.0,43.0,27.0,151.0,144.0,7.0,9.0,1.0,4.0,2.0,19.0,19.0,33.0,17.0,73.0,36.0,40.0,45.0,3.0,6.0,33.0,14.0,4.0,18.0,15.0,33.0,13.0,2.0,15.0,3.0,,81.0,6.0,9.0,27.0,12.0,1.0,40.0,15.0,55.0,,9.0,4.0,5.0,7.0,,6.0,3.0,1.0,1.0,,10.0,1.0,2.0,12.0,23.0,,3.0,1.0,,24.0,,31.0,2.0,,14.0,2.0,2.0,1.0,1.0,1.0,,,1.0,3.0,1.0,132.0,73.0,53.0,2.0,0.47368421052631576,0.5142857142857142,0.9375,0.37209302325581395,0.25,0.37209302325581395,0.59375,0.7777777777777778,0.5757575757575758,0.5794392523364486,0.6538461538461539,0.5384615384615384,0.6239669421487604,0.6785714285714286,0.5887096774193549,0.40186915887850466,0.0625,0.05,0.1111111111111111,0.7,1.0,0.5714285714285714,0.375,0.7714285714285715,0.2222222222222222,0.6964285714285714,0.29411764705882354,0.4166666666666667,0.3,0.2631578947368421,0.125,0.8,0.5454545454545454,0.4,0.8235294117647058,0.7222222222222222,,95.0561797752809,0.3333333333333333,14.948275862068966,15.344537815126051,14.517241379310345,14.302521008403362,0.37383177570093457,0.675,0.7105263157894737,0.5555555555555556,0.16822429906542055,0.4444444444444444,0.5,0.375,0.056074766355140186,0.5,0.5,,0.09345794392523364,0.2,0.2,1.0,0.308411214953271,0.42424242424242425,0.42424242424242425,0.9285714285714286,0.6153846153846154,0.75,,,,0.3076923076923077,0.36538461538461536,0.6842105263157895,0.7757009345794392,0.42424242424242425,0.5476079439252337,0.5114857142857143,0.5366413461538462,0.12605042016806722,0.18421052631578946,0.12582781456953643,0.48344370860927155,5.1203125,25.400000000000002,0.45689655172413796,1.0,4.0,1.0,5.0,15.0,6.0,19.0,1.0,1.0,,1.0,0.3157894736842105,0.3333333333333333,0.25,1.0,0.07692307692307693,0.25,0.28846153846153844,0.3333333333333333,0.023255813953488372,,5.0,0.5,,,,,,,,,1.0,,,,,1610612748,2024,2023-24,False
1626179-1628389-1629312-1629639-202710,1610612748,"Terry Rozier, Bam Adebayo, Haywood Highsmith, Tyler Herro, Jimmy Butler","Rozier, Adebayo, Highsmith, Herro, Butler",1626179-1628389-1629312-1629639-202710,MIA,3544.0,5,59,-8.0,119.0,116.0,7.0,6.0,9.0,235,11.0,13.0,1.0,1.0,1.0,1.0,17.0,38.0,4.0,11.0,8.0,18.0,1.0,1.0,9.0,25.0,3.0,32.0,62.0,17.0,43.0,23.0,138.0,146.0,2.0,3.0,1.0,4.0,5.0,12.0,2.0,5.0,,4.0,38.0,26.0,48.0,3.0,4.0,25.0,9.0,,19.0,16.0,35.0,8.0,8.0,7.0,12.0,,86.0,6.0,4.0,28.0,14.0,1.0,43.0,10.0,53.0,3.0,7.0,3.0,4.0,8.0,3.0,6.0,7.0,2.0,2.0,1.0,15.0,1.0,1.0,12.0,18.0,,1.0,,,18.0,1.0,24.0,4.0,1.0,13.0,,4.0,,,1.0,,1.0,2.0,4.0,2.0,126.0,4.0,7.0,,0.59375,0.6333333333333333,0.9411764705882353,0.3953488372093023,0.25,0.3953488372093023,0.5161290322580645,0.6666666666666666,0.4,0.5476190476190477,0.5,0.3333333333333333,0.6008771929824561,0.6666666666666666,0.3333333333333333,0.4095238095238095,,,,0.5333333333333333,1.0,0.5833333333333334,0.13333333333333333,0.875,0.23076923076923078,0.75,0.17857142857142858,0.5,0.14285714285714285,0.125,0.4,0.5,0.5,0.8333333333333334,0.88,0.8571428571428571,0.05357142857142857,95.48532731376974,0.5,15.109243697478991,15.051724137931034,14.680672268907562,14.448275862068966,0.12380952380952381,0.8461538461538461,0.8461538461538461,0.6363636363636364,0.3619047619047619,0.4473684210526316,0.4473684210526316,0.7058823529411765,0.10476190476190476,0.36363636363636365,0.36363636363636365,,0.17142857142857143,0.4444444444444444,0.4444444444444444,1.0,0.23809523809523808,0.36,0.36,0.8888888888888888,0.14285714285714285,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.5333333333333333,0.36,0.5163685714285714,0.5208666666666667,0.4351416666666667,0.12280701754385964,0.18309859154929578,0.08695652173913043,0.028985507246376812,8.306451612903226,24.746511627906976,0.058823529411764705,,,,,1.0,,1.0,,,,1.0,,,,,,,0.16666666666666666,,0.023255813953488372,,,,,,,,,,,,1.0,1.0,,,,1610612748,2024,2023-24,False
1628389-1629639-1631107-1631170-200768,1610612748,"Bam Adebayo, Tyler Herro, Nikola Jovic, Jaime Jaquez Jr., Kyle Lowry","Adebayo, Herro, Jovic, Jaquez Jr., Lowry",1628389-1629639-1631107-1631170-200768,MIA,3311.0,5,55,4.0,114.0,111.0,3.0,,11.0,225,13.0,25.0,2.0,7.0,,1.0,15.0,32.0,,6.0,1.0,8.0,,,16.0,36.0,3.0,28.0,63.0,17.0,44.0,11.0,118.0,114.0,4.0,11.0,1.0,3.0,,11.0,,1.0,,,32.0,24.0,45.0,6.0,,36.0,16.0,7.0,16.0,15.0,31.0,14.0,1.0,9.0,7.0,,77.0,4.0,10.0,24.0,15.0,1.0,40.0,14.0,54.0,1.0,10.0,6.0,4.0,8.0,3.0,5.0,9.0,2.0,3.0,1.0,17.0,1.0,1.0,4.0,15.0,1.0,,1.0,,17.0,,13.0,1.0,1.0,5.0,,5.0,,,2.0,,2.0,1.0,5.0,2.0,107.0,,3.0,,0.5714285714285714,0.5714285714285714,0.8823529411764706,0.38636363636363635,0.3333333333333333,0.38636363636363635,0.4444444444444444,0.36363636363636365,,0.5,0.39285714285714285,,0.5223214285714286,0.39285714285714285,,0.411214953271028,0.1111111111111111,0.08,0.125,0.47058823529411764,1.0,0.6818181818181818,0.29411764705882354,0.8571428571428571,0.14814814814814814,0.78,0.22950819672131148,0.45454545454545453,0.17647058823529413,0.1,0.2857142857142857,0.5,0.6,0.875,0.8333333333333334,1.0,0.018518518518518517,97.85563273935368,0.4,14.175438596491228,15.27027027027027,13.464912280701755,14.711711711711711,0.2336448598130841,0.52,0.5652173913043478,0.6923076923076923,0.29906542056074764,0.46875,0.5357142857142857,0.4666666666666667,0.056074766355140186,,,,0.07476635514018691,0.125,0.125,1.0,0.3364485981308411,0.4444444444444444,0.4444444444444444,0.875,0.5,0.2857142857142857,,,,0.21428571428571427,0.5,,0.6448598130841121,0.4444444444444444,0.5310042056074766,0.550955,0.633225,0.05357142857142857,0.07462686567164178,0.09322033898305085,,6.750793650793651,25.504545454545454,0.02631578947368421,,1.0,1.0,,,,1.0,,1.0,,1.0,,,0.3333333333333333,1.0,0.5,,,,0.022222222222222223,2.0,,0.3333333333333333,,,0.16666666666666666,,,,,,,1.0,,,,1610612748,2024,2023-24,False
1626179-1628389-1628997-1629130-202710,1610612748,"Terry Rozier, Bam Adebayo, Caleb Martin, Duncan Robinson, Jimmy Butler","Rozier, Adebayo, Martin, Robinson, Butler",1626179-1628389-1628997-1629130-202710,MIA,2906.0,12,48,9.0,100.0,91.0,42.0,35.0,13.0,191,14.0,25.0,3.0,7.0,3.0,8.0,12.0,21.0,2.0,5.0,5.0,17.0,,1.0,6.0,23.0,3.0,28.0,51.0,11.0,40.0,20.0,109.0,100.0,4.0,10.0,,4.0,2.0,10.0,11.0,25.0,8.0,42.0,14.0,42.0,24.0,9.0,6.0,23.0,6.0,4.0,7.0,8.0,15.0,3.0,5.0,4.0,3.0,,38.0,10.0,6.0,18.0,11.0,1.0,30.0,16.0,46.0,1.0,8.0,1.0,7.0,2.0,8.0,1.0,9.0,,1.0,1.0,11.0,1.0,4.0,11.0,22.0,,2.0,,,19.0,2.0,23.0,1.0,,10.0,2.0,2.0,1.0,1.0,,,,2.0,3.0,1.0,99.0,40.0,41.0,1.0,0.25,0.28,0.7272727272727273,0.275,,0.275,0.5490196078431373,0.4,0.44,0.489010989010989,0.2857142857142857,0.4146341463414634,0.5343137254901961,0.3125,0.45652173913043476,0.43956043956043955,0.0784313725490196,0.08,0.09523809523809523,0.18181818181818182,1.0,0.6111111111111112,0.2727272727272727,0.9,0.35714285714285715,0.7631578947368421,0.32,0.18181818181818182,0.4444444444444444,0.375,0.3333333333333333,0.5,0.6666666666666666,0.5,0.8571428571428571,1.0,0.021739130434782608,94.64556090846526,0.3333333333333333,14.65,15.835164835164836,14.05,15.340659340659341,0.27472527472527475,0.56,0.6086956521739131,0.2857142857142857,0.23076923076923078,0.5714285714285714,0.631578947368421,0.25,0.054945054945054944,0.4,0.4,,0.18681318681318682,0.29411764705882354,0.29411764705882354,1.0,0.25274725274725274,0.2608695652173913,0.2608695652173913,0.5,0.5,0.42857142857142855,0.07142857142857142,,,0.21428571428571427,0.1951219512195122,0.375,0.7142857142857143,0.2608695652173913,0.5130197802197802,0.5335083333333334,0.48451585365853655,0.1,0.16666666666666666,0.09174311926605505,0.3853211009174312,5.641176470588235,24.755000000000003,0.42,3.0,6.0,,1.0,10.0,4.0,16.0,,,,,0.25,,,,0.14634146341463414,0.5,0.24390243902439024,0.1,,4.0,2.0,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
