EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Fouls,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,DeadBallTurnovers,Travels,Charge Fouls Drawn,OffAtRimReboundPct,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,Fg3aBlocked,FTOffRebounds,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PtsPutbacks,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTDefRebounds,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,LongMidRangeAssists,StepOutOfBoundsTurnovers,Transition Take Fouls Drawn,LongMidRangePctAssisted,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1626181-1627826-1629599-1629611-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, James Harden","Powell, Zubac, Coffey, Mann, Harden",1626181-1627826-1629599-1629611-201935,LAC,13.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-201566-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, James Harden","Powell, Zubac, Coffey, Westbrook, Harden",1626181-1627826-1629599-201566-201935,LAC,668.0,4,6.0,11.0,-3.0,22.0,23.0,7.0,17.0,2.0,45.0,3.0,5.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,8.0,2.0,6.0,13.0,2.0,8.0,5.0,23.0,26.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,8.0,4.0,6.0,8.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,1.0,1.0,2.0,6.0,8.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,21.0,6.0,7.0,1.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.46153846153846156,0.5,0.42857142857142855,0.3333333333333333,0.4791666666666667,0.5,0.42857142857142855,0.38095238095238093,0.15384615384615385,0.2,0.14285714285714285,0.6,0.14285714285714285,1.0,0.16666666666666666,0.6666666666666666,0.15384615384615385,0.2,0.16666666666666666,0.4,0.75,1.0,1.0,97.0059880239521,1.0,13.954545454545455,15.695652173913043,13.636363636363637,15.08695652173913,0.23809523809523808,0.6,0.75,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.3333333333333333,1.0,0.047619047619047616,1.0,1.0,0.38095238095238093,0.25,0.25,1.0,0.16666666666666666,1.0,0.3333333333333333,0.6190476190476191,0.25,0.5134904761904762,0.5315,0.4873,0.08695652173913043,0.13333333333333333,0.08695652173913043,0.2608695652173913,5.8538461538461535,26.9375,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-201566-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, Paul George","Powell, Zubac, Coffey, Westbrook, George",1626181-1627826-1629599-201566-202331,LAC,389.0,4,3.0,6.0,-2.0,13.0,12.0,9.0,4.0,3.0,25.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,6.0,4.0,1.0,1.0,2.0,7.0,2.0,10.0,12.0,1.0,,5.0,1.0,1.0,5.0,2.0,10.0,2.0,,,6.0,1.0,,1.0,3.0,1.0,,8.0,2.0,,1.0,5.0,6.0,2.0,8.0,1.0,1.0,,2.0,,6.0,,1.0,3.0,2.0,,1.0,1.0,,1.0,1.0,5.0,10.0,9.0,,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,0.5,0.6666666666666666,0.5555555555555556,1.25,0.7142857142857143,0.875,,,,0.7142857142857143,,0.5,0.4,0.6666666666666666,0.4,,0.4,0.6666666666666666,0.6666666666666666,1.0,,92.54498714652956,1.0,16.23076923076923,14.833333333333334,15.23076923076923,14.0,0.125,1.0,1.0,1.0,,,,,,,,0.75,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.0,0.6666666666666666,1.0,0.16666666666666666,0.5778125,,0.5859166666666666,0.2222222222222222,1.0,0.5,1.0,1.7,25.542857142857144,0.6923076923076923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,0.4,1.0,1.25,1.0,1.0,0.2,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.16666666666666666,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-201566-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, Kawhi Leonard","Powell, Zubac, Coffey, Westbrook, Leonard",1626181-1627826-1629599-201566-202695,LAC,127.0,1,1.0,2.0,-2.0,5.0,4.0,,,,9.0,,,,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,2.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,,,2.0,,,,,,,,0.5,,0.5,,0.3333333333333333,,,,,,,0.5,,,,0.3333333333333333,,,,0.5,,,,102.04724409448819,,14.2,14.0,14.2,13.75,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,0.4496,,,0.3333333333333333,0.3333333333333333,,,12.8,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-201935-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, James Harden, Paul George","Powell, Zubac, Coffey, Harden, George",1626181-1627826-1629599-201935-202331,LAC,184.0,2,1.0,3.0,8.0,6.0,5.0,,,,11.0,2.0,2.0,,,,2.0,2.0,,,1.0,2.0,,4.0,4.0,1.0,2.0,1.0,12.0,4.0,,,,,,,,,4.0,4.0,,2.0,1.0,,2.0,3.0,2.0,,7.0,,,1.0,1.0,2.0,,2.0,,,,1.0,,2.0,,,1.0,1.0,,,,,,,12.0,,,,0.5,0.5,0.5,0.5,1.0,,0.9166666666666666,,1.0,,,0.3333333333333333,,,,1.0,,1.0,,1.0,,,,1.0,,,,86.08695652173913,,17.0,16.4,17.0,16.4,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,,,,,0.6666666666666666,0.5,0.5161250000000001,,,0.16666666666666666,0.25,,,5.875,26.0,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-201935-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, James Harden, Kawhi Leonard","Powell, Zubac, Coffey, Harden, Leonard",1626181-1627826-1629599-201935-202695,LAC,119.0,1,,2.0,3.0,4.0,4.0,,,,8.0,2.0,2.0,,,,1.0,1.0,,1.0,,,,3.0,4.0,,,,6.0,3.0,,,,,,,,,4.0,2.0,,,,,2.0,2.0,2.0,,4.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,6.0,,,,0.6666666666666666,0.6666666666666666,,,0.75,,0.75,,0.75,,,,,,,,,1.0,,1.0,,,,,,,,96.80672268907563,,12.5,17.25,12.5,17.25,0.5,1.0,1.0,1.0,0.25,1.0,1.0,,0.25,,,,,,,,,,0.5,,0.522325,,,,,,,6.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629611-200782-201935,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, P.J. Tucker, James Harden","Powell, Zubac, Mann, Tucker, Harden",1626181-1627826-1629611-200782-201935,LAC,288.0,2,4.0,5.0,-5.0,10.0,11.0,,7.0,,21.0,,,,,,2.0,5.0,,,1.0,2.0,,2.0,5.0,1.0,2.0,2.0,9.0,14.0,,,,,,,,,4.0,,3.0,2.0,1.0,,2.0,2.0,,2.0,4.0,,,1.0,1.0,2.0,,2.0,,,,3.0,1.0,4.0,,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,9.0,,,,1.0,1.0,0.5,0.5,0.4,,0.5,,0.5625,,,0.2857142857142857,,,,1.0,,0.5,,0.6666666666666666,,,,1.0,,,,105.0,1.0,16.6,11.090909090909092,16.6,9.909090909090908,,,,,0.7142857142857143,0.4,0.4,1.0,,,,0.2857142857142857,0.5,0.5,,,,,0.2857142857142857,0.5,0.43510714285714286,,,0.125,0.16666666666666666,,,9.0,26.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629611-201566-201935,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, James Harden","Powell, Zubac, Mann, Westbrook, Harden",1626181-1627826-1629611-201566-201935,LAC,298.0,3,,5.0,-4.0,8.0,10.0,5.0,5.0,1.0,18.0,,2.0,1.0,,2.0,1.0,2.0,,,,3.0,2.0,1.0,4.0,1.0,6.0,1.0,6.0,10.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,,2.0,,3.0,,1.0,,1.0,,,3.0,2.0,1.0,1.0,,1.0,3.0,4.0,2.0,2.0,,,,2.0,,,2.0,1.0,,,,,,,5.0,1.0,5.0,,,,0.16666666666666666,0.16666666666666666,0.25,,0.25,,0.2727272727272727,0.25,0.07142857142857142,0.6,0.25,0.5,,,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.375,,0.3333333333333333,,,,,86.97986577181207,,18.5,15.0,17.125,13.2,0.2,,,,0.2,0.5,0.5,,,,,0.3,,,1.0,0.3333333333333333,,0.3333333333333333,0.8,,0.55001,,0.5519999999999999,0.09090909090909091,0.2,0.16666666666666666,0.16666666666666666,6.125,24.95,0.625,,1.0,3.0,,1.0,,,,,,,,3.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,0.5,0.14285714285714285,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.16666666666666666,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629611-201566-202331,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Paul George","Powell, Zubac, Mann, Westbrook, George",1626181-1627826-1629611-201566-202331,LAC,374.0,3,2.0,6.0,10.0,13.0,14.0,2.0,7.0,1.0,27.0,3.0,3.0,,,,2.0,3.0,,1.0,1.0,3.0,1.0,5.0,7.0,1.0,4.0,4.0,17.0,7.0,,,3.0,1.0,1.0,2.0,,5.0,2.0,8.0,,3.0,1.0,,1.0,2.0,1.0,,5.0,1.0,,3.0,5.0,8.0,1.0,9.0,2.0,1.0,1.0,1.0,,4.0,1.0,,5.0,3.0,,2.0,2.0,,2.0,,14.0,5.0,2.0,,0.2,0.2,0.25,0.25,0.7142857142857143,1.0,0.5909090909090909,0.8333333333333334,0.6538461538461539,1.5,0.8333333333333334,0.36363636363636365,,,,0.5555555555555556,,0.75,0.3333333333333333,0.6153846153846154,0.2,,,0.5,0.6666666666666666,,1.0,103.9572192513369,,10.384615384615385,17.071428571428573,10.153846153846153,15.5,0.2727272727272727,1.0,1.0,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.09090909090909091,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.6363636363636364,0.3333333333333333,0.5189954545454545,,0.5099166666666667,0.23076923076923078,0.3333333333333333,0.17647058823529413,0.29411764705882354,6.6571428571428575,25.65,0.15384615384615385,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,0.5,,1.5,,0.5,0.2,0.09090909090909091,,,,1.0,,,1.0,1.0,1.0,0.3333333333333333,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629611-201935-202331,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, James Harden, Paul George","Powell, Zubac, Mann, Harden, George",1626181-1627826-1629611-201935-202331,LAC,2306.0,6,18.0,38.0,-11.0,71.0,75.0,25.0,21.0,10.0,146.0,9.0,11.0,3.0,2.0,3.0,7.0,15.0,3.0,4.0,4.0,16.0,5.0,19.0,30.0,7.0,22.0,24.0,83.0,94.0,6.0,,11.0,5.0,8.0,8.0,13.0,29.0,20.0,18.0,3.0,16.0,4.0,1.0,10.0,16.0,7.0,3.0,38.0,3.0,4.0,13.0,9.0,22.0,8.0,30.0,6.0,3.0,3.0,8.0,,24.0,2.0,,38.0,13.0,6.0,2.0,,2.0,4.0,1.0,72.0,29.0,25.0,4.0,0.5263157894736842,0.5263157894736842,0.3181818181818182,0.3181818181818182,0.6333333333333333,0.625,0.5673076923076923,0.5,0.6029411764705882,0.6111111111111112,0.6041666666666666,0.4230769230769231,0.03333333333333333,,0.06666666666666667,0.75,0.36363636363636365,0.8125,0.2,0.7857142857142857,0.2692307692307692,0.375,0.16666666666666666,0.3333333333333333,0.8571428571428571,1.0,0.8,91.17085862966177,0.25,14.028169014084508,17.466666666666665,13.32394366197183,17.14666666666667,0.21153846153846154,0.8181818181818182,0.8181818181818182,0.7777777777777778,0.28846153846153844,0.4666666666666667,0.5,0.42857142857142855,0.07692307692307693,0.75,0.75,0.3076923076923077,0.25,0.26666666666666666,0.375,0.1875,0.6666666666666666,0.3125,0.6346153846153846,0.25,0.5416875,0.5365166666666666,0.526475,0.20967741935483872,0.325,0.13253012048192772,0.3493975903614458,6.843333333333334,25.436363636363637,0.352112676056338,1.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,18.0,6.0,3.0,3.0,2.0,6.0,4.0,2.0,12.0,4.0,3.0,,0.8571428571428571,0.5,0.25,0.6666666666666666,0.6875,0.5,0.8181818181818182,0.08333333333333333,0.11538461538461539,0.5,0.5,1.0,0.75,0.3333333333333333,1.0,0.25,0.5,1.0,0.1875,0.3333333333333333,0.2,6.0,2.0,,0.5,0.3333333333333333,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.045454545454545456,0.0625,0.2,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
