EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,DefPoss,PenaltyDefPoss,Corner3FGA,PenaltyCorner3FGA,OpponentPoints,FoulsDrawn,Defensive 3 Seconds Violations,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Corner3Frequency,PenaltyCorner3Frequency,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,ShootingFouls,Charge Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,BlockedShortMidRange,StepOutOfBoundsTurnovers,SecondChanceFtPoints,SelfOReb,LostBallTurnovers,Loose Ball Fouls,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,LongMidRangeAssists,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedCorner3,DefensiveGoaltends,SecondChanceFg3Pct,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,OffensiveGoaltends,LongMidRangePctBlocked,BlockedLongMidRange,team_id,year,season,team_vs
1627884-1628467-1629023-1629029-1629655,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Luka Doncic, Daniel Gafford","Jones Jr., Kleber, Washington, Doncic, Gafford",1627884-1628467-1629023-1629029-1629655,DAL,16.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,90.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30585,0.30585,1.0,28.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1629029-1630182,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Luka Doncic, Josh Green","Jones Jr., Kleber, Washington, Doncic, Green",1627884-1628467-1629023-1629029-1630182,DAL,91.0,3,-3.0,2.0,1.0,4.0,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,63.2967032967033,28.0,28.0,0.5,,,,,,1.0,,0.52995,0.5154,,24.95,0.5,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,17.5,17.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1629029-1641726,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Luka Doncic, Dereck Lively II","Jones Jr., Kleber, Washington, Doncic, Lively II",1627884-1628467-1629023-1629029-1641726,DAL,30.0,1,-2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,144.0,10.0,10.0,,,,,,,,,,,,,0.5,,1.0,1.0,,,2.0,,,10.0,10.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1629029-202681,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Luka Doncic, Kyrie Irving","Jones Jr., Kleber, Washington, Doncic, Irving",1627884-1628467-1629023-1629029-202681,DAL,2227.0,5,-14.0,67.0,14.0,136.0,6.0,17.0,3.0,5.0,8.0,23.0,81.0,3.0,5.0,23.0,18.0,17.0,6.0,6.0,16.0,5.0,38.0,79.0,22.0,13.0,0.75,0.34782608695652173,0.6,0.34782608695652173,0.5737704918032787,0.6333333333333333,0.5970149253731343,0.6388888888888888,0.3770491803278688,87.93893129770993,17.865671641791046,17.313432835820894,0.2786885245901639,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.3333333333333333,0.6,0.639344262295082,0.35294117647058826,0.5221729508196722,0.52445,0.2839506172839506,25.76086956521739,0.208955223880597,37.0,69.0,37.0,6.0,,95.0,13.0,,14.927536231884059,14.53623188405797,0.09836065573770492,,4.0,8.0,,22.0,,6.0,12.0,16.0,1.0,4.0,3.0,6.0,10.0,18.0,1.0,4.0,2.0,2.0,23.0,38.0,11.0,1.0,6.0,2.0,2.0,5.0,10.0,4.0,20.0,26.0,6.0,2.0,2.0,10.0,1.0,8.0,2.0,3.0,5.0,7.0,11.0,1.0,19.0,8.0,27.0,4.0,1.0,3.0,4.0,4.0,1.0,9.0,1.0,1.0,15.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,0.43478260869565216,0.45454545454545453,0.6052631578947368,0.16666666666666666,0.5,0.125,0.125,0.05263157894736842,0.0625,0.05555555555555555,0.5,0.5,0.7857142857142857,0.3333333333333333,0.7,0.2,0.75,0.26666666666666666,0.5,0.375,0.09090909090909091,0.5,0.8,0.75,1.0,0.75,0.5,0.6666666666666666,0.26229508196721313,0.75,0.8,0.6666666666666666,0.29508196721311475,0.5555555555555556,0.5882352941176471,0.2,0.06557377049180328,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.25,0.25,0.4,0.5,0.54778,0.09230769230769231,0.14285714285714285,0.024691358024691357,6.394736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1629029-203501,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Luka Doncic, Tim Hardaway Jr.","Jones Jr., Kleber, Washington, Doncic, Hardaway Jr.",1627884-1628467-1629023-1629029-203501,DAL,84.0,1,3.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,85.71428571428572,19.5,19.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.531375,0.531375,1.0,26.0,1.0,1.0,3.0,,,,,,,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,3.0,,,,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,0.5,,1.0,,0.75,,,,,,,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1629655-1630182,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Daniel Gafford, Josh Green","Jones Jr., Kleber, Washington, Gafford, Green",1627884-1628467-1629023-1629655-1630182,DAL,29.0,1,2.0,2.0,2.0,2.0,,,,,,,2.0,,,2.0,,,,,1.0,,2.0,2.0,2.0,2.0,,,,,0.5,0.5,0.5,0.5,,99.3103448275862,14.0,14.0,,,,,,,1.0,,0.55305,0.55305,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,,,,,,,1.0,2.0,,,,,,1.0,2.0,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,0.5,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,1.0,0.5,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1630182-1641726,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Josh Green, Dereck Lively II","Jones Jr., Kleber, Washington, Green, Lively II",1627884-1628467-1629023-1630182-1641726,DAL,9.0,2,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,160.0,8.0,8.0,1.0,,,,,,1.0,,0.4143,,,26.7,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1630182-202681,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Josh Green, Kyrie Irving","Jones Jr., Kleber, Washington, Green, Irving",1627884-1628467-1629023-1630182-202681,DAL,183.0,4,,9.0,5.0,14.0,1.0,3.0,,2.0,1.0,3.0,8.0,,2.0,3.0,,3.0,1.0,,1.0,,2.0,8.0,,3.0,,0.3333333333333333,,0.3333333333333333,0.35714285714285715,,0.4444444444444444,0.3,0.42857142857142855,110.16393442622952,15.444444444444445,15.444444444444445,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,0.7142857142857143,0.3333333333333333,0.46253571428571433,0.46246666666666664,0.375,26.933333333333334,0.5555555555555556,3.0,5.0,4.0,,,8.0,4.0,,8.8,8.8,,,,,,,,1.0,1.0,2.0,,,,1.0,,2.0,,,,,1.0,4.0,3.0,,,,,,1.0,3.0,2.0,,3.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,4.0,,,,2.0,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,1.0,,,0.5,0.5,0.2,,,0.5,,,1.0,,,,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,,,,,,,,,,,,,0.3333333333333333,,,,,,3.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1630182-203957,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Josh Green, Dante Exum","Jones Jr., Kleber, Washington, Green, Exum",1627884-1628467-1629023-1630182-203957,DAL,9.0,1,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,160.0,9.0,9.0,1.0,,,,1.0,,1.0,,0.3468,0.3468,,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
1627884-1628467-1629023-1641726-202681,1610612742,"Derrick Jones Jr., Maxi Kleber, P.J. Washington, Dereck Lively II, Kyrie Irving","Jones Jr., Kleber, Washington, Lively II, Irving",1627884-1628467-1629023-1641726-202681,DAL,58.0,1,4.0,2.0,,4.0,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,0.5,,0.5,,,99.3103448275862,13.5,13.5,,,,,,,0.75,,0.54435,,,,,1.0,2.0,2.0,,,,1.0,,15.5,15.5,,,,,,,,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,,,2.0,4.0,,1.0,1.0,,2.0,,,,,4.0,,2.0,,,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,0.5,1.0,,1.0,1.0,,,,,,,0.5,1.0,,1.0,0.5,1.0,,,,,,,1.0,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,0.25,,,,,,1.0,1.0,,,,0.6119,0.25,0.25,0.5,5.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2024,2023-24,True
