EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,SelfOReb,SelfORebPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Corner3Assists,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,Corner3PctAssisted,SecondChanceArc3Frequency,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallTurnovers,Travels,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Charge Fouls,Transition Take Fouls,Charge Fouls Drawn,SecondChanceCorner3Accuracy,Blocked3s,BlockedArc3,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,Arc3PctBlocked,SecondChanceCorner3PctAssisted,DefensiveGoaltends,HeaveAttempts,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,3SecondViolations,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1627749-1628981-1629027-1629631-1630180,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, De'Andre Hunter, Saddiq Bey","Murray, Fernando, Young, Hunter, Bey",1627749-1628981-1629027-1629631-1630180,ATL,105.0,1,2.0,-4.0,3.0,3.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,7.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,82.28571428571429,21.666666666666668,13.333333333333334,21.0,13.333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.5,0.51725,0.51725,1.0,25.366666666666664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1629631-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, De'Andre Hunter, Bogdan Bogdanovic","Murray, Fernando, Young, Hunter, Bogdanovic",1627749-1628981-1629027-1629631-203992,ATL,804.0,1,13.0,27.0,31.0,31.0,7.0,8.0,3.0,62.0,2.0,,3.0,6.0,,2.0,4.0,8.0,56.0,29.0,,2.0,12.0,9.0,6.0,3.0,3.0,15.0,3.0,33.0,1.0,,11.0,3.0,14.0,,1.0,3.0,,1.0,3.0,6.0,49.0,12.0,7.0,0.75,0.5,,0.5,0.8387096774193549,0.625,0.9032258064516129,0.75,0.25806451612903225,,0.25,0.42857142857142855,,111.04477611940298,12.580645161290322,13.35483870967742,12.516129032258064,13.35483870967742,0.06451612903225806,0.1935483870967742,0.5,0.5,1.0,,0.25,,0.7419354838709677,0.5,0.5372419354838709,0.54610625,0.21428571428571427,26.0125,0.22580645161290322,15.0,15.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,1.0,20.0,23.0,4.0,3.0,3.0,1.0,7.0,5.0,6.0,2.0,24.0,16.0,3.0,4.0,12.0,9.0,1.0,2.0,2.0,5.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,0.6,0.6666666666666666,0.8695652173913043,1.0,0.8333333333333334,1.0,1.1666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.4838709677419355,1.0,1.0,0.6,0.16129032258064516,0.4,0.4,0.5,0.0967741935483871,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,0.65305,0.12903225806451613,0.17391304347826086,0.125,5.504347826086956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1629726-1630249,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Garrison Mathews, Vit Krejci","Murray, Fernando, Young, Mathews, Krejci",1627749-1628981-1629027-1629726-1630249,ATL,38.0,1,1.0,-6.0,1.0,2.0,,,,3.0,1.0,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,113.6842105263158,21.0,8.5,21.0,8.5,1.0,,,,,,,,1.0,,0.61575,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1629726-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Garrison Mathews, Bogdan Bogdanovic","Murray, Fernando, Young, Mathews, Bogdanovic",1627749-1628981-1629027-1629726-203992,ATL,53.0,1,1.0,2.0,2.0,1.0,,,1.0,3.0,1.0,,,,,,,1.0,2.0,,,,,,,,,1.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,0.5,,0.5,,0.5,,1.0,1.0,1.0,81.50943396226415,16.0,21.0,14.5,21.0,0.5,,,,,,,,1.0,,0.585825,,,22.8,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,2.9,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1630180-1630552,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Saddiq Bey, Jalen Johnson","Murray, Fernando, Young, Bey, Johnson",1627749-1628981-1629027-1630180-1630552,ATL,606.0,1,10.0,13.0,19.0,18.0,,,3.0,37.0,2.0,,2.0,6.0,,,4.0,8.0,29.0,16.0,,,,9.0,6.0,2.0,3.0,6.0,1.0,15.0,1.0,,8.0,3.0,11.0,,,,,,1.0,2.0,24.0,,,0.75,0.5,,0.5,0.6190476190476191,,0.6590909090909091,,0.38095238095238093,,0.25,0.3,,87.92079207920793,15.31578947368421,17.5,14.789473684210526,15.166666666666666,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,,,,0.6666666666666666,0.3333333333333333,0.5340690476190476,,,27.2625,,5.0,6.0,2.0,2.0,,,1.0,5.0,1.0,2.0,2.0,7.0,13.0,3.0,2.0,2.0,1.0,5.0,,,,6.0,8.0,3.0,4.0,3.0,2.0,1.0,,2.0,5.0,3.0,1.0,1.0,,,,,4.0,,3.0,1.0,2.0,1.0,1.0,,1.0,,,0.42857142857142855,0.6,0.5384615384615384,1.0,,0.6666666666666666,0.8333333333333334,,0.375,0.3333333333333333,0.625,0.5,0.25,0.25,0.2,0.6666666666666666,0.6666666666666666,0.5,,0.2857142857142857,0.8333333333333334,0.8333333333333334,0.4,0.23809523809523808,0.2,0.25,1.0,0.09523809523809523,0.5,1.0,,1.0,1.0,0.6666666666666666,1.0,,,,0.5883,0.09090909090909091,0.14285714285714285,0.1724137931034483,6.238461538461538,1.0,0.125,1.0,1.0,2.0,2.0,0.15384615384615385,0.2,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1630180-202083,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Saddiq Bey, Wesley Matthews","Murray, Fernando, Young, Bey, Matthews",1627749-1628981-1629027-1630180-202083,ATL,97.0,1,2.0,-4.0,3.0,3.0,,,,6.0,,,,1.0,,,,1.0,2.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,89.0721649484536,20.0,12.333333333333334,20.0,12.333333333333334,,0.3333333333333333,,,,,,,0.6666666666666666,,0.5428833333333333,,,27.3,,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1630180-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Saddiq Bey, Bogdan Bogdanovic","Murray, Fernando, Young, Bey, Bogdanovic",1627749-1628981-1629027-1630180-203992,ATL,89.0,1,1.0,,3.0,3.0,3.0,,,6.0,,,,1.0,,1.0,,1.0,2.0,2.0,,1.0,2.0,,1.0,,,1.0,,2.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,,,,,0.5,0.5,0.5,0.5,0.5,,,,,97.07865168539325,17.0,12.666666666666666,17.0,12.666666666666666,,0.5,,,,,0.5,,1.0,,0.669425,0.669425,1.0,25.5,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,1.0,,,,,0.9,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629027-1630552-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Jalen Johnson, Bogdan Bogdanovic","Murray, Fernando, Young, Johnson, Bogdanovic",1627749-1628981-1629027-1630552-203992,ATL,118.0,1,2.0,-2.0,4.0,4.0,,1.0,,8.0,,,1.0,2.0,,,1.0,2.0,3.0,5.0,,,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,2.0,,2.0,,2.0,2.0,,,,2.0,3.0,,,1.0,0.5,,0.5,0.75,,0.75,,1.0,,,,,97.6271186440678,12.0,17.5,12.0,17.5,,1.0,0.5,0.5,1.0,,,,1.0,0.5,0.5604,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629631-1629685-1630235,1610612737,"Dejounte Murray, Bruno Fernando, De'Andre Hunter, Dylan Windler, Trent Forrest","Murray, Fernando, Hunter, Windler, Forrest",1627749-1628981-1629631-1629685-1630235,ATL,12.0,1,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,120.0,12.0,,12.0,,,1.0,,,,,,,1.0,,0.54585,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
1627749-1628981-1629631-1629726-1630180,1610612737,"Dejounte Murray, Bruno Fernando, De'Andre Hunter, Garrison Mathews, Saddiq Bey","Murray, Fernando, Hunter, Mathews, Bey",1627749-1628981-1629631-1629726-1630180,ATL,2277.0,8,38.0,23.0,78.0,77.0,5.0,,14.0,155.0,8.0,,12.0,28.0,2.0,2.0,15.0,36.0,97.0,74.0,2.0,2.0,14.0,39.0,28.0,12.0,13.0,24.0,10.0,61.0,7.0,3.0,32.0,13.0,45.0,2.0,9.0,15.0,2.0,,9.0,17.0,80.0,14.0,5.0,0.8666666666666667,0.4166666666666667,1.0,0.4166666666666667,0.5785714285714286,1.25,0.6012658227848101,1.0,0.5142857142857142,1.0,0.35,0.3611111111111111,0.2,98.02371541501975,14.08974358974359,15.2987012987013,13.23076923076923,14.883116883116884,0.11428571428571428,0.4,0.42857142857142855,0.42857142857142855,0.8333333333333334,,0.5,1.0,0.8428571428571429,0.42857142857142855,0.5736173913043479,0.5676375,0.14432989690721648,25.85,0.0641025641025641,15.0,23.0,3.0,4.0,1.0,1.0,3.0,9.0,,2.0,3.0,18.0,34.0,16.0,4.0,7.0,3.0,17.0,2.0,2.0,4.0,22.0,14.0,6.0,6.0,11.0,9.0,2.0,,6.0,15.0,14.0,5.0,2.0,3.0,6.0,4.0,3.0,19.0,5.0,20.0,,6.0,4.0,2.0,2.0,4.0,3.0,,0.6111111111111112,0.7333333333333333,0.5294117647058824,0.5714285714285714,1.0,0.5384615384615384,0.5666666666666667,0.4,0.7,0.375,0.7894736842105263,0.7435897435897436,,0.4,0.5714285714285714,0.7,0.75,0.8571428571428571,0.75,0.32857142857142857,0.6521739130434783,0.6818181818181818,0.6,0.12857142857142856,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.02857142857142857,,,,0.375,0.375,0.3076923076923077,0.75,0.3333333333333333,0.25,1.0,0.5592142857142857,0.09210526315789473,0.15,0.17525773195876287,4.144117647058824,,,4.0,6.0,1.0,3.0,0.029411764705882353,,,0.5,1.0,0.3076923076923077,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.3333333333333333,0.043478260869565216,1.0,1.0,0.15384615384615385,0.5,1.0,0.027777777777777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,True
