EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Fouls,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,PenaltyOffPossExcludingTakeFouls,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGA,FG2M,FG2A,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Corner3Frequency,Arc3PctAssisted,PenaltyCorner3Frequency,AtRimFGM,AtRimFGA,AtRimAssists,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,FoulsDrawn,Charge Fouls Drawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,Corner3Assists,FTDefRebounds,BadPassTurnovers,SecondChanceFg3Pct,DefFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,PenaltyFtPoints,BadPassSteals,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,SelfOReb,SelfORebPct,LongMidRangeFrequency,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffAtRimReboundPct,Charge Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,StepOutOfBoundsTurnovers,Fg3aBlocked,BlockedAtRim,FG3APctBlocked,Arc3PctBlocked,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceFtPoints,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,Corner3PctBlocked,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveAttempts,Transition Take Fouls Drawn,Transition Take Fouls,3SecondViolations,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1627853-1628392-1629656-1630540-1630579,1610612752,"Ryan Arcidiacono, Isaiah Hartenstein, Quentin Grimes, Miles McBride, Jericho Sims","Arcidiacono, Hartenstein, Grimes, McBride, Sims",1627853-1628392-1629656-1630540-1630579,NYK,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628392-1629718-1630540-1631376,1610612752,"Ryan Arcidiacono, Isaiah Hartenstein, Charlie Brown Jr., Miles McBride, Dmytro Skapintsev","Arcidiacono, Hartenstein, Brown Jr., McBride, Skapintsev",1627853-1628392-1629718-1630540-1631376,NYK,43.0,1,1.0,1.0,-3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.46511627906976,11.0,16.0,11.0,16.0,1.0,1.0,1.0,0.53715,0.53715,25.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628404-1628973-1629656-1630579,1610612752,"Ryan Arcidiacono, Josh Hart, Jalen Brunson, Quentin Grimes, Jericho Sims","Arcidiacono, Hart, Brunson, Grimes, Sims",1627853-1628404-1628973-1629656-1630579,NYK,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628404-1629610-1629656-1630540,1610612752,"Ryan Arcidiacono, Josh Hart, DaQuan Jeffries, Quentin Grimes, Miles McBride","Arcidiacono, Hart, Jeffries, Grimes, McBride",1627853-1628404-1629610-1629656-1630540,NYK,133.0,1,,2.0,-2.0,6.0,5.0,6.0,5.0,11.0,3.0,3.0,3.0,6.0,3.0,3.0,,1.0,4.0,,6.0,0.42857142857142855,,1.0,,119.09774436090225,15.833333333333334,7.6,14.166666666666666,7.6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4541428571428571,0.4541428571428571,25.3,1.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.5,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.6,1.0,0.3333333333333333,1.0,0.5714285714285714,0.5,1.0,1.0,0.5,0.45755,1.0,9.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628404-1629610-1630540-1630579,1610612752,"Ryan Arcidiacono, Josh Hart, DaQuan Jeffries, Miles McBride, Jericho Sims","Arcidiacono, Hart, Jeffries, McBride, Sims",1627853-1628404-1629610-1630540-1630579,NYK,72.0,1,,1.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,3.0,0.5,,1.0,,100.0,14.666666666666666,14.0,14.666666666666666,14.0,0.5,0.5,0.5,0.379675,0.379675,25.5,1.0,,,1.0,,,1.0,3.0,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,3.0,3.0,,,,,0.75,0.75,0.75,0.75,,,,,1.0,,,,,1.0,0.5,,,,,,1.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628404-1629656-1630173-1630540,1610612752,"Ryan Arcidiacono, Josh Hart, Quentin Grimes, Precious Achiuwa, Miles McBride","Arcidiacono, Hart, Grimes, Achiuwa, McBride",1627853-1628404-1629656-1630173-1630540,NYK,64.0,1,1.0,1.0,5.0,2.0,2.0,2.0,,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,3.0,,2.0,0.6666666666666666,1.0,1.0,,90.0,9.0,23.0,8.5,23.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5157166666666667,0.5157166666666667,27.15,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,1.0,,1.0,1.0,5.0,,,,,,,1.0,,,1.0,,,,,,,,3.0,5.0,,,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,,,,1.0,1.0,,1.0,,0.3333333333333333,1.0,1.0,,,,1.0,5.9,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628973-1629610-1629656-1630579,1610612752,"Ryan Arcidiacono, Jalen Brunson, DaQuan Jeffries, Quentin Grimes, Jericho Sims","Arcidiacono, Brunson, Jeffries, Grimes, Sims",1627853-1628973-1629610-1629656-1630579,NYK,34.0,1,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,1.0,,42.35294117647059,,22.0,,22.0,,,,0.4387,0.4387,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628978-1629610-1630540-1630579,1610612752,"Ryan Arcidiacono, Donte DiVincenzo, DaQuan Jeffries, Miles McBride, Jericho Sims","Arcidiacono, DiVincenzo, Jeffries, McBride, Sims",1627853-1628978-1629610-1630540-1630579,NYK,163.0,1,,3.0,-4.0,6.0,6.0,5.0,6.0,12.0,4.0,4.0,5.0,9.0,5.0,4.0,2.0,2.0,3.0,,5.0,0.8333333333333334,0.5,0.4,1.0,106.0122699386503,13.0,14.166666666666666,11.833333333333334,13.166666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.4953916666666667,0.4953916666666667,25.74,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,5.0,2.0,,1.0,2.0,1.0,5.0,1.0,,,1.0,,,,,,,,5.0,5.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,,,,,,0.25,0.25,,0.3333333333333333,,0.16666666666666666,1.0,1.0,1.0,1.0,0.52065,1.0,7.7,1.0,1.0,1.0,1.0,,1.0,0.2,0.2,0.2,0.25,0.25,0.25,0.25,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1628978-1629656-1630173-1630540,1610612752,"Ryan Arcidiacono, Donte DiVincenzo, Quentin Grimes, Precious Achiuwa, Miles McBride","Arcidiacono, DiVincenzo, Grimes, Achiuwa, McBride",1627853-1628978-1629656-1630173-1630540,NYK,92.0,1,,2.0,1.0,3.0,2.0,,,5.0,2.0,,2.0,4.0,,2.0,,,,,,0.6666666666666666,,,,78.26086956521739,20.666666666666668,15.0,20.666666666666668,15.0,0.6666666666666666,,1.0,0.4449666666666667,,24.95,,,,,,1.0,1.0,5.0,,,,,,2.0,,1.0,2.0,,5.0,,,,,,,,,,,,5.0,,1.0,1.0,1.0,,0.8333333333333334,,0.8333333333333334,,,,,,,,,,,,,,,,,,,3.6,1.0,,1.0,,,1.0,0.5,,0.5,0.5,0.5,,0.5,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1627853-1629610-1629628-1630540-1630579,1610612752,"Ryan Arcidiacono, DaQuan Jeffries, RJ Barrett, Miles McBride, Jericho Sims","Arcidiacono, Jeffries, Barrett, McBride, Sims",1627853-1629610-1629628-1630540-1630579,NYK,12.0,1,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
