EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyOffPoss,SecondChanceOffPoss,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffRebounds,ThreePtShootingFoulsDrawn,BlockedShortMidRange,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,Defensive 3 Seconds Violations,PenaltyCorner3FGM,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,HeaveMakes,Transition Take Fouls,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
1626167-1627783-1629614-1630167-1630169,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Obi Toppin, Tyrese Haliburton","Turner, Siakam, Nembhard, Toppin, Haliburton",1626167-1627783-1629614-1630167-1630169,IND,249.0,2,4.0,-5.0,8.0,10.0,3.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,7.0,12.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.42857142857142855,0.5,0.42857142857142855,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,104.09638554216866,1.0,17.5,10.9,17.5,10.9,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5536857142857142,0.14285714285714285,0.25,8.725,25.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630167-1630174,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Obi Toppin, Aaron Nesmith","Turner, Siakam, Nembhard, Toppin, Nesmith",1626167-1627783-1629614-1630167-1630174,IND,229.0,2,4.0,5.0,6.0,6.0,,12.0,1.0,1.0,,1.0,,,2.0,1.0,2.0,2.0,3.0,11.0,6.0,,2.0,2.0,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,2.0,3.0,1.0,2.0,,,,,11.0,,,,0.5,1.0,1.1,0.5,1.0,,1.0,,,75.45851528384279,,19.166666666666668,19.0,19.166666666666668,19.0,0.25,1.0,1.0,,0.25,,,,,0.5,0.75,0.5256875,0.4,0.6666666666666666,7.55,27.45,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630167-1641767,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Obi Toppin, Ben Sheppard","Turner, Siakam, Nembhard, Toppin, Sheppard",1626167-1627783-1629614-1630167-1641767,IND,24.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,24.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630167-204456,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Obi Toppin, T.J. McConnell","Turner, Siakam, Nembhard, Toppin, McConnell",1626167-1627783-1629614-1630167-204456,IND,594.0,2,10.0,1.0,17.0,16.0,,33.0,2.0,2.0,,2.0,,2.0,11.0,2.0,4.0,13.0,2.0,18.0,17.0,4.0,,11.0,2.0,6.0,2.0,16.0,1.0,6.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,3.0,3.0,,,1.0,,1.0,1.0,15.0,,1.0,1.0,0.5,0.47058823529411764,0.5,0.7647058823529411,0.75,0.5,0.7,1.0,0.5,80.0,1.0,19.058823529411764,16.875,18.0,16.0625,0.11764705882352941,1.0,1.0,1.0,0.11764705882352941,,,,0.11764705882352941,0.6470588235294118,0.8823529411764706,0.5134735294117647,0.05555555555555555,,4.675,26.323076923076922,3.0,4.0,,3.0,0.3076923076923077,0.3076923076923077,0.6666666666666666,1.0,0.2727272727272727,0.2727272727272727,0.2727272727272727,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,12.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.75,0.75,0.2222222222222222,0.18181818181818182,0.125,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.510375,0.07142857142857142,0.16666666666666666,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630169-1630174,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Aaron Nesmith","Turner, Siakam, Nembhard, Haliburton, Nesmith",1626167-1627783-1629614-1630169-1630174,IND,17269.0,15,288.0,-73.0,533.0,542.0,97.0,1075.0,87.0,139.0,52.0,118.0,67.0,35.0,151.0,164.0,324.0,186.0,99.0,637.0,710.0,162.0,166.0,150.0,81.0,136.0,49.0,327.0,87.0,84.0,187.0,275.0,32.0,16.0,32.0,59.0,43.0,98.0,11.0,5.0,110.0,127.0,11.0,47.0,20.0,9.0,20.0,13.0,552.0,9.0,0.49390243902439024,0.5294117647058824,0.5061728395061729,0.5274509803921569,0.5612788632326821,0.36470588235294116,0.711864406779661,0.7310924369747899,0.7215189873417721,0.6153846153846154,0.7227722772277227,89.64039608547108,0.65,17.50281425891182,14.649446494464945,16.669793621013135,14.05350553505535,0.2725490196078431,0.6258992805755396,0.6904761904761905,0.5632183908045977,0.23137254901960785,0.4406779661016949,0.4727272727272727,0.13137254901960785,0.06862745098039216,0.296078431372549,0.6372549019607843,0.5378576620825147,0.09454545454545454,0.13055555555555556,7.644444444444445,26.03010752688172,62.0,70.0,45.0,62.0,0.3763440860215054,0.3783783783783784,0.7555555555555555,0.7647058823529411,0.4105960264900662,0.4161073825503356,0.41333333333333333,98.0,76.0,8.0,9.0,19.0,30.0,50.0,10.0,22.0,85.0,35.0,165.0,55.0,48.0,7.0,32.0,88.0,5.0,9.0,97.0,0.7857142857142857,0.45454545454545453,0.5416666666666666,0.5454545454545454,0.2782608695652174,0.31272727272727274,0.26136363636363635,0.3333333333333333,0.22857142857142856,0.24242424242424243,0.875,0.7741935483870968,0.2638888888888889,0.47368421052631576,0.8888888888888888,0.3409090909090909,0.5058333333333334,0.02631578947368421,0.13343799058084774,0.18386491557223264,16.0,30.0,9.0,19.0,25.0,1.0,3.0,5.0,13.0,24.0,7.0,21.0,53.0,13.0,30.0,111.0,22.0,1.0,23.0,4.0,18.0,14.0,54.0,2.0,16.0,6.0,16.0,27.0,7.0,21.0,7.0,6.0,3.0,3.0,10.0,6.0,3.0,3.0,6.0,5.0,1.0,5.0,13.0,2.0,2.0,109.0,12.0,0.37142857142857144,0.48,0.39622641509433965,0.4602272727272727,0.5046296296296297,0.021505376344086023,0.07098765432098765,0.09352517985611511,0.06779661016949153,0.029850746268656716,0.05714285714285714,0.013245033112582781,0.4576271186440678,0.8888888888888888,0.2222222222222222,0.3375,0.36538461538461536,0.3484848484848485,0.2857142857142857,0.7777777777777778,0.024193548387096774,0.34615384615384615,0.373134328358209,0.38461538461538464,0.56,0.4166666666666667,0.5333333333333333,0.375,0.041666666666666664,0.3333333333333333,0.2159090909090909,0.47368421052631576,0.056818181818181816,0.43333333333333335,0.5488481481481481,0.17425431711145997,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630169-1641767,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Ben Sheppard","Turner, Siakam, Nembhard, Haliburton, Sheppard",1626167-1627783-1629614-1630169-1641767,IND,1253.0,7,21.0,5.0,39.0,39.0,7.0,78.0,6.0,10.0,9.0,16.0,3.0,2.0,8.0,16.0,29.0,10.0,9.0,56.0,51.0,18.0,14.0,8.0,9.0,12.0,4.0,27.0,5.0,5.0,12.0,20.0,1.0,1.0,2.0,4.0,6.0,9.0,,,8.0,10.0,2.0,3.0,2.0,2.0,2.0,1.0,44.0,,0.5625,0.6428571428571429,0.5517241379310345,0.6025641025641025,0.6666666666666666,0.2564102564102564,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.75,0.8333333333333334,89.64086193136473,0.5,16.128205128205128,16.0,15.179487179487179,15.615384615384615,0.2564102564102564,0.6,0.8571428571428571,0.6666666666666666,0.41025641025641024,0.5625,0.5625,0.07692307692307693,0.05128205128205128,0.20512820512820512,0.5128205128205128,0.5190705128205128,0.11904761904761904,0.1,7.596551724137932,25.1,4.0,5.0,6.0,4.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,9.0,6.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,12.0,2.0,9.0,3.0,2.0,1.0,2.0,8.0,2.0,,9.0,0.6,1.0,0.6875,0.75,0.4,0.4444444444444444,0.5,,0.5,0.5,1.0,0.5,0.125,1.0,1.0,0.2222222222222222,0.49919444444444444,0.16666666666666666,0.21428571428571427,0.23076923076923078,2.0,4.0,2.0,2.0,1.0,,,,1.0,4.0,1.0,4.0,7.0,1.0,2.0,13.0,4.0,,3.0,,4.0,1.0,6.0,,2.0,1.0,,2.0,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,13.0,,0.5,0.5714285714285714,0.5714285714285714,0.6111111111111112,0.65,,0.10344827586206896,0.3,,,,,0.5,1.0,,0.46153846153846156,0.5,0.42857142857142855,0.5,,0.06666666666666667,0.4444444444444444,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,,,0.2222222222222222,1.0,,0.5,0.5636,0.23214285714285715,1.0,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630169-203926,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Doug McDermott","Turner, Siakam, Nembhard, Haliburton, McDermott",1626167-1627783-1629614-1630169-203926,IND,177.0,2,3.0,11.0,7.0,7.0,7.0,14.0,1.0,1.0,,,2.0,1.0,3.0,3.0,3.0,4.0,,12.0,1.0,,6.0,3.0,,1.0,,3.0,1.0,4.0,6.0,6.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,12.0,,,,1.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,113.89830508474576,1.0,14.0,11.285714285714286,14.0,11.285714285714286,0.14285714285714285,1.0,1.0,,,,,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.5416071428571428,,,13.933333333333332,27.825,2.0,2.0,3.0,2.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630169-204456,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, T.J. McConnell","Turner, Siakam, Nembhard, Haliburton, McConnell",1626167-1627783-1629614-1630169-204456,IND,149.0,3,2.0,5.0,5.0,6.0,2.0,11.0,2.0,4.0,,1.0,,,1.0,2.0,5.0,1.0,1.0,8.0,3.0,4.0,,1.0,2.0,3.0,2.0,7.0,1.0,1.0,3.0,6.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,1.0,1.0,0.4,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.5,1.0,0.6666666666666666,,1.0,106.30872483221476,,17.6,10.166666666666666,14.0,7.666666666666667,0.6666666666666666,0.5,0.5,1.0,0.16666666666666666,,,,,0.16666666666666666,0.8333333333333334,0.461225,0.16666666666666666,0.2,3.28,26.4,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,1.0,3.0,,,3.0,1.0,3.0,1.0,1.0,,,3.0,,,2.0,1.0,,0.3333333333333333,0.5,,1.0,,,,,,1.0,,,,0.5,0.441025,,0.375,0.4,1.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,,,,3.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,6.0,,1.0,0.3333333333333333,1.0,1.25,1.5,,0.2,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,0.5,,,,,1.0,0.3333333333333333,1.0,,,0.5,1.0,,1.0,0.49143333333333333,0.75,,,,,,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630174-1641767,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Aaron Nesmith, Ben Sheppard","Turner, Siakam, Nembhard, Nesmith, Sheppard",1626167-1627783-1629614-1630174-1641767,IND,1780.0,4,30.0,20.0,61.0,57.0,4.0,118.0,9.0,14.0,8.0,11.0,6.0,4.0,23.0,18.0,31.0,27.0,6.0,84.0,64.0,12.0,24.0,23.0,6.0,15.0,4.0,39.0,12.0,11.0,23.0,29.0,4.0,2.0,3.0,6.0,5.0,12.0,,1.0,13.0,6.0,2.0,4.0,4.0,2.0,5.0,4.0,72.0,1.0,0.3333333333333333,0.4,0.5806451612903226,0.6724137931034483,0.7,0.46551724137931033,0.7333333333333333,0.8571428571428571,0.7931034482758621,0.8333333333333334,0.875,95.46067415730337,0.8,15.80327868852459,14.31578947368421,15.163934426229508,13.982456140350877,0.2413793103448276,0.6428571428571429,0.6428571428571429,0.4444444444444444,0.1896551724137931,0.7272727272727273,0.7272727272727273,0.10344827586206896,0.06896551724137931,0.39655172413793105,0.7068965517241379,0.5274112068965517,0.06666666666666667,0.12121212121212122,6.880645161290323,25.85185185185185,12.0,14.0,15.0,12.0,0.5185185185185185,0.5185185185185185,0.8571428571428571,,0.5217391304347826,0.5217391304347826,0.5217391304347826,5.0,8.0,2.0,1.0,1.0,,5.0,1.0,1.0,12.0,1.0,27.0,9.0,8.0,1.0,2.0,6.0,,2.0,5.0,0.6428571428571429,1.0,0.9166666666666666,1.0,0.15384615384615385,0.23076923076923078,0.18181818181818182,,0.5,0.5,0.5,0.6666666666666666,0.16666666666666666,1.0,,,0.5395625,,0.14285714285714285,0.08196721311475409,2.0,2.0,2.0,2.0,1.0,,,1.0,,4.0,1.0,2.0,3.0,1.0,,7.0,6.0,,,,2.0,,4.0,,,1.0,2.0,3.0,1.0,2.0,,1.0,,,1.0,,,,1.0,2.0,,,,,,7.0,,1.0,0.8,0.6666666666666666,0.875,0.875,,,,,,,,0.5,,,0.3076923076923077,0.2,0.3333333333333333,0.4,0.8333333333333334,0.038461538461538464,0.25,0.16666666666666666,0.16666666666666666,,0.3333333333333333,1.0,,,,0.5,1.0,0.25,,0.52437,0.08333333333333333,,1.0,1.0,1.0,1.0,,,,,1610612754,2024,2023-24,True
1626167-1627783-1629614-1630174-203926,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Aaron Nesmith, Doug McDermott","Turner, Siakam, Nembhard, Nesmith, McDermott",1626167-1627783-1629614-1630174-203926,IND,125.0,2,2.0,-2.0,3.0,3.0,,6.0,,,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,,4.0,6.0,,4.0,2.0,,,,,,,1.0,4.0,,,,,1.0,1.0,,,1.0,,,,,,,,4.0,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,,,,,,69.11999999999999,,31.666666666666668,10.0,26.666666666666668,10.0,,,,,0.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.4807416666666667,,,9.233333333333333,25.3,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,2.0,3.0,,,,,,,,0.6666666666666666,0.75,1.0,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,0.48735,,,,,,,,,,,1610612754,2024,2023-24,True
