EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGA,LongMidRangeFGM,FtPoints,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,PtsPutbacks,Fg3aBlocked,SecondChanceFg2Pct,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,Arc3FGM,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,ThreePtAssists,Corner3Assists,SecondChanceTurnovers,BlockedAtRim,OffensiveGoaltends,Assisted3sPct,OffShortMidRangeReboundPct,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,DefLongMidRangeReboundPct,PenaltyDefPoss,ShortMidRangeFGM,Arc3Assists,FTDefRebounds,SelfOReb,BadPassSteals,BadPassTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyFtPoints,HeaveAttempts,OffCorner3ReboundPct,PenaltyArc3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGM,HeaveMakes,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,BlockedArc3,BlockedLongMidRange,team_id,year,season,team_vs
1627750-1629008-1631212-202704-203932,1610612743,"Jamal Murray, Michael Porter Jr., Peyton Watson, Reggie Jackson, Aaron Gordon","Murray, Porter Jr., Watson, Jackson, Gordon",1627750-1629008-1631212-202704-203932,DEN,177.0,1,3.0,,5.0,5.0,,10,,,1.0,,1.0,1.0,,,3.0,,1.0,2.0,4.0,6.0,6.0,,,,,,3.0,,,,1.0,2.0,,2.0,,,3.0,3.0,,,,,6.0,0.5,,0.5,,0.6,,0.6,,0.8,,,1.0,,,1.0,,,1.0,,81.35593220338983,,18.6,16.8,18.6,14.2,,,,0.2,,0.2,1.0,1.0,0.6,,,0.8,0.50637,,,8.1,24.8,,,,,,,2.0,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,2.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-1631212-203200-203932,1610612743,"Jamal Murray, Michael Porter Jr., Peyton Watson, Justin Holiday, Aaron Gordon","Murray, Porter Jr., Watson, Holiday, Gordon",1627750-1629008-1631212-203200-203932,DEN,33.0,1,1.0,-3.0,1.0,2.0,,3,,1.0,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,130.9090909090909,,14.0,9.5,14.0,9.5,1.0,,,,,,,,,,,1.0,0.7408,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-1631212-203200-203999,1610612743,"Jamal Murray, Michael Porter Jr., Peyton Watson, Justin Holiday, Nikola Jokic","Murray, Porter Jr., Watson, Holiday, Jokic",1627750-1629008-1631212-203200-203999,DEN,70.0,2,1.0,1.0,3.0,3.0,,6,,,,,1.0,1.0,,,1.0,,,1.0,2.0,3.0,2.0,,,,,,1.0,,,,,,,,2.0,2.0,1.0,2.0,,,,,3.0,0.5,,0.5,,0.75,,0.75,,1.0,,,,,,,,,,,123.42857142857142,,11.333333333333334,12.0,11.333333333333334,8.0,,,,,,0.5,1.0,1.0,0.5,,,1.0,0.587775,,,,25.25,,,,,,,1.0,,,3.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-1631212-203484-203999,1610612743,"Jamal Murray, Michael Porter Jr., Peyton Watson, Kentavious Caldwell-Pope, Nikola Jokic","Murray, Porter Jr., Watson, Caldwell-Pope, Jokic",1627750-1629008-1631212-203484-203999,DEN,240.0,3,4.0,-6.0,7.0,8.0,1.0,15,1.0,2.0,1.0,1.0,,1.0,,,3.0,3.0,4.0,1.0,4.0,10.0,16.0,,,1.0,,,2.0,,,,,,1.0,1.0,,,,1.0,,,,,9.0,0.25,,0.3333333333333333,0.75,0.5625,,0.5555555555555556,0.5,0.5,,,,,,,0.5,,,,90.0,,19.571428571428573,12.875,19.0,12.625,0.25,0.5,0.5,0.125,0.125,0.125,,,0.375,,,0.75,0.5349214285714285,,0.1,9.85,36.55,,1.0,1.0,,6.0,3.0,4.0,1.0,1.0,9.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,0.5,,,1.0,1.0,1.0,1.0,,0.1111111111111111,0.2,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,3.0,1.0,,,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,5.0,1.0,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,4.0,8.0,,,8.0,5.0,0.25,1.0,0.5833333333333334,0.5714285714285714,,,0.16666666666666666,1.0,0.16666666666666666,,0.5,0.5580499999999999,0.8,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-202704-203932-203999,1610612743,"Jamal Murray, Michael Porter Jr., Reggie Jackson, Aaron Gordon, Nikola Jokic","Murray, Porter Jr., Jackson, Gordon, Jokic",1627750-1629008-202704-203932-203999,DEN,212.0,1,4.0,4.0,7.0,8.0,,15,2.0,4.0,2.0,,1.0,1.0,,,,4.0,6.0,1.0,1.0,11.0,7.0,,,,2.0,,,,,,2.0,3.0,,3.0,1.0,,,,,,,,11.0,1.0,,1.0,0.6666666666666666,0.7857142857142857,,0.7857142857142857,,0.14285714285714285,,,1.0,,,1.0,,,1.0,,101.88679245283019,,15.285714285714286,13.125,15.285714285714286,13.125,0.5714285714285714,0.5,0.5,0.2857142857142857,,0.14285714285714285,1.0,1.0,,,,0.7142857142857143,0.6113285714285714,,,5.25,23.3,,,,,6.0,3.0,4.0,2.0,,9.0,,,,,,,,,,,0.75,0.75,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,7.0,2.0,4.0,1.0,1.0,,,4.0,6.0,1.0,1.0,11.0,,,11.0,7.0,1.0,0.6666666666666666,0.7857142857142857,0.7857142857142857,,,0.5714285714285714,0.5,0.14285714285714285,1.0,,0.6113285714285714,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-203200-203484-203932,1610612743,"Jamal Murray, Michael Porter Jr., Justin Holiday, Kentavious Caldwell-Pope, Aaron Gordon","Murray, Porter Jr., Holiday, Caldwell-Pope, Gordon",1627750-1629008-203200-203484-203932,DEN,131.0,1,2.0,-4.0,3.0,4.0,,7,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,3.0,7.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,3.0,0.5,,0.5,,0.5,,0.5,,0.6666666666666666,,,1.0,,,1.0,,,,,76.94656488549619,,21.666666666666668,16.5,21.666666666666668,14.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,0.6666666666666666,0.5444666666666667,,,18.5,24.35,,,,,,,1.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-203200-203484-203999,1610612743,"Jamal Murray, Michael Porter Jr., Justin Holiday, Kentavious Caldwell-Pope, Nikola Jokic","Murray, Porter Jr., Holiday, Caldwell-Pope, Jokic",1627750-1629008-203200-203484-203999,DEN,770.0,6,13.0,21.0,24.0,21.0,1.0,45,6.0,7.0,4.0,3.0,2.0,3.0,,,5.0,10.0,14.0,5.0,8.0,43.0,22.0,,,2.0,20.0,,5.0,,2.0,7.0,2.0,10.0,2.0,12.0,1.0,1.0,2.0,4.0,,,,,41.0,0.625,,0.625,0.7142857142857143,0.7954545454545454,1.0,0.7962962962962963,1.0,0.36363636363636365,,,0.6666666666666666,0.5,0.7777777777777778,0.75,0.2857142857142857,1.0,,0.6666666666666666,84.15584415584415,,15.208333333333334,19.285714285714285,15.208333333333334,18.523809523809526,0.3181818181818182,0.8571428571428571,0.8571428571428571,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.22727272727272727,,,0.6818181818181818,0.5315,0.5381,0.046511627906976744,7.042857142857143,25.125,1.0,2.0,8.0,1.0,,,5.0,,,15.0,,,,,,,6.0,10.0,,3.0,,,,,,1.0,,0.6666666666666666,0.6666666666666666,,1.0,0.12,0.17647058823529413,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,3.0,3.0,0.6,0.6,0.6,15.0,5.0,2.0,,,,1.0,,1.0,,,2.0,2.0,3.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,0.5,0.5,1.0,,11.0,4.0,5.0,1.0,2.0,,,7.0,9.0,1.0,2.0,20.0,,,20.0,11.0,0.5,0.7777777777777778,0.7727272727272727,0.7692307692307693,,,0.45454545454545453,0.8,0.18181818181818182,0.5,,0.5330863636363636,0.46511627906976744,0.4583333333333333,,,,3.0,,,,2.0,2.0,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-203200-203932-203999,1610612743,"Jamal Murray, Michael Porter Jr., Justin Holiday, Aaron Gordon, Nikola Jokic","Murray, Porter Jr., Holiday, Gordon, Jokic",1627750-1629008-203200-203932-203999,DEN,235.0,2,4.0,-3.0,8.0,8.0,1.0,16,,1.0,3.0,1.0,1.0,1.0,,,,,5.0,1.0,1.0,5.0,8.0,,,,,,,2.0,2.0,1.0,,1.0,2.0,3.0,2.0,1.0,,1.0,,,,,5.0,1.0,,1.0,,0.25,,0.35714285714285715,,0.16666666666666666,0.4,,,0.4,1.0,1.0,0.4,,,,98.04255319148936,,16.875,12.5,16.375,12.5,0.16666666666666666,,,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,,,,0.3333333333333333,0.503825,0.3866,,6.640000000000001,23.3,,,2.0,2.0,,,1.0,,,3.0,,2.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,0.6666666666666666,1.0,,,8.0,,,,,1.0,1.0,,,,,,,1.0,0.6666666666666666,,1.0,,,,,,4.0,,,,,,,,3.0,,,2.0,2.0,,2.0,4.0,,,,0.25,,,,,,,,0.3982666666666667,0.4,0.5,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1629008-203484-203932-203999,1610612743,"Jamal Murray, Michael Porter Jr., Kentavious Caldwell-Pope, Aaron Gordon, Nikola Jokic","Murray, Porter Jr., Caldwell-Pope, Gordon, Jokic",1627750-1629008-203484-203932-203999,DEN,16453.0,12,274.0,-33.0,535.0,533.0,64.0,1068,107.0,159.0,108.0,60.0,19.0,50.0,1.0,4.0,133.0,179.0,327.0,61.0,183.0,606.0,639.0,6.0,13.0,81.0,158.0,18.0,131.0,26.0,49.0,91.0,85.0,191.0,72.0,263.0,33.0,12.0,47.0,86.0,20.0,9.0,21.0,13.0,525.0,0.3333333333333333,0.46153846153846156,0.32967032967032966,0.5474006116207951,0.5303921568627451,0.5692307692307692,0.5591497227356746,0.5955882352941176,0.3588235294117647,0.07951070336391437,0.08176100628930817,0.6692913385826772,0.3333333333333333,0.8125,0.7364016736401674,0.26865671641791045,0.49019607843137253,0.6481481481481481,0.8160919540229885,93.47353066310096,0.6190476190476191,15.609345794392523,15.200750469043152,15.104672897196261,14.836772983114447,0.31176470588235294,0.6729559748427673,0.7328767123287672,0.21176470588235294,0.11764705882352941,0.09803921568627451,0.38,0.38,0.2607843137254902,0.06153846153846154,0.25,0.6705882352941176,0.5434563850687623,0.5437968085106383,0.13366336633663367,6.638837920489297,25.240437158469945,38.0,24.0,65.0,52.0,200.0,100.0,155.0,63.0,10.0,365.0,23.0,38.0,14.0,29.0,12.0,67.0,101.0,77.0,10.0,31.0,0.5586592178770949,0.6329113924050633,0.5671641791044776,0.19008264462809918,0.15555555555555556,0.6545454545454545,0.5887850467289719,0.4,0.4067796610169492,0.4166666666666667,0.5846153846153846,0.06554307116104868,0.08908045977011494,23.0,9.0,28.0,42.0,2.0,0.5384615384615384,0.01092896174863388,0.015037593984962405,0.16666666666666666,0.6052631578947368,0.13846153846153847,42.0,41.0,0.3157894736842105,0.32061068702290074,0.31297709923664124,165.0,55.0,17.0,6.0,11.0,,0.9016393442622951,0.3,0.8947368421052632,1.0,0.7777777777777778,105.0,48.0,38.0,15.0,19.0,21.0,26.0,2.0,5.0,1.0,1.0,4.0,3.0,7.0,0.1111111111111111,1.0,0.8,0.07883817427385892,0.4444444444444444,0.5,0.9047619047619048,0.021505376344086023,88.0,20.0,24.0,1.0,7.0,22.0,7.0,32.0,50.0,7.0,29.0,108.0,11.0,5.0,103.0,85.0,0.2413793103448276,0.64,0.5379746835443038,0.6,0.016666666666666666,0.13043478260869565,0.3037974683544304,0.8333333333333334,0.08860759493670886,0.14285714285714285,0.27848101265822783,0.5296653846153846,0.1782178217821782,0.16448598130841122,27.0,0.5625,6.0,23.0,1.0,0.2903225806451613,0.2727272727272727,7.0,4.0,5.0,1.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,0.5555555555555556,1.0,,,,1610612743,2024,2023-24,False
1627750-1631128-1631212-201599-203200,1610612743,"Jamal Murray, Christian Braun, Peyton Watson, DeAndre Jordan, Justin Holiday","Murray, Braun, Watson, Jordan, Holiday",1627750-1631128-1631212-201599-203200,DEN,129.0,1,2.0,1.0,4.0,4.0,,8,,,1.0,,,,,,2.0,,1.0,1.0,2.0,5.0,4.0,,,,,3.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,5.0,0.5,,0.5,,0.5,,0.625,,0.6666666666666666,,,,,0.5,0.5,,,,0.5,89.30232558139535,,14.75,17.5,14.75,16.25,,,,0.3333333333333333,,,,,0.6666666666666666,,,0.6666666666666666,0.5164,,,11.1,25.8,,,2.0,,,,,,,,,,,,,,3.0,2.0,,1.0,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1631128-1631212-203200-203932,1610612743,"Jamal Murray, Christian Braun, Peyton Watson, Justin Holiday, Aaron Gordon","Murray, Braun, Watson, Holiday, Gordon",1627750-1631128-1631212-203200-203932,DEN,736.0,2,12.0,2.0,22.0,22.0,5.0,44,6.0,9.0,6.0,1.0,,2.0,,1.0,6.0,9.0,16.0,,8.0,21.0,19.0,,1.0,6.0,8.0,,6.0,,4.0,5.0,5.0,10.0,6.0,16.0,1.0,,1.0,4.0,3.0,1.0,3.0,2.0,15.0,,,,0.5625,0.375,0.5,0.3888888888888889,0.5,0.3333333333333333,,,0.625,0.5714285714285714,1.0,0.7692307692307693,0.4,0.3333333333333333,0.75,1.0,86.08695652173913,0.6666666666666666,16.045454545454547,17.40909090909091,15.681818181818182,15.772727272727273,0.375,0.6666666666666666,0.6666666666666666,0.25,0.041666666666666664,0.08333333333333333,,,0.25,0.25,,0.7083333333333334,0.5399916666666666,0.602775,0.2857142857142857,4.0375,25.2625,3.0,,3.0,3.0,10.0,5.0,5.0,3.0,,10.0,2.0,1.0,,,,1.0,4.0,6.0,,3.0,0.5555555555555556,0.7142857142857143,1.0,0.25,0.16666666666666666,0.5,0.5,,,,0.75,0.1111111111111111,0.15789473684210525,2.0,,2.0,4.0,,0.6666666666666666,,,,0.6666666666666666,,,,,,,,,,,2.0,,,1.0,,,,3.0,3.0,,,3.0,1.0,1.0,,1.0,,,,,,,,1.0,0.2,0.5,0.5,,,3.0,,,,,2.0,2.0,,1.0,,2.0,,,,,3.0,,,,,,,,,,,0.6666666666666666,0.46586666666666665,,0.13636363636363635,2.0,0.6666666666666666,,,,0.5,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1631128-1631212-203200-203999,1610612743,"Jamal Murray, Christian Braun, Peyton Watson, Justin Holiday, Nikola Jokic","Murray, Braun, Watson, Holiday, Jokic",1627750-1631128-1631212-203200-203999,DEN,111.0,3,2.0,2.0,3.0,4.0,,7,2.0,2.0,,1.0,,,,,,2.0,3.0,,,4.0,2.0,,,,,,,,,2.0,1.0,3.0,,3.0,,,1.0,1.0,,,,,4.0,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,1.0,,1.0,1.0,,,1.0,1.0,90.8108108108108,,17.333333333333332,14.75,17.333333333333332,14.75,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,0.6666666666666666,0.6402,,,8.299999999999999,,,,,,4.0,2.0,2.0,2.0,,4.0,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1631128-1631212-203484-203932,1610612743,"Jamal Murray, Christian Braun, Peyton Watson, Kentavious Caldwell-Pope, Aaron Gordon","Murray, Braun, Watson, Caldwell-Pope, Gordon",1627750-1631128-1631212-203484-203932,DEN,140.0,1,2.0,-4.0,4.0,5.0,,9,,,2.0,,,,,,1.0,,2.0,,1.0,,4.0,,,,,,1.0,,,2.0,1.0,3.0,,3.0,,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,0.3333333333333333,,,1.0,,1.0,1.0,,,,1.0,92.57142857142857,1.0,19.75,12.2,19.75,12.2,,,,0.6666666666666666,,,,,0.3333333333333333,,,0.3333333333333333,0.45198333333333335,,,8.7,24.6,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1631128-1631212-203484-203999,1610612743,"Jamal Murray, Christian Braun, Peyton Watson, Kentavious Caldwell-Pope, Nikola Jokic","Murray, Braun, Watson, Caldwell-Pope, Jokic",1627750-1631128-1631212-203484-203999,DEN,196.0,2,3.0,3.0,7.0,7.0,1.0,14,2.0,2.0,3.0,,1.0,1.0,,,1.0,3.0,5.0,1.0,2.0,9.0,6.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,,1.0,2.0,,,,,7.0,0.5,,0.5,0.6,0.6428571428571429,1.0,0.6428571428571429,1.0,0.2857142857142857,0.2,,1.0,0.5,1.0,1.0,0.3333333333333333,,1.0,1.0,102.85714285714286,,13.142857142857142,14.857142857142858,12.714285714285714,13.0,0.2857142857142857,1.0,1.0,0.42857142857142855,,0.14285714285714285,1.0,1.0,0.14285714285714285,,,0.5714285714285714,0.5306785714285714,0.437,0.2222222222222222,4.34,24.25,,,,1.0,,,1.0,,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,0.5,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,0.5,,,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,2.0,7.0,1.0,,7.0,5.0,0.5,0.6666666666666666,0.7,0.7,,,0.2,1.0,0.2,1.0,0.2,0.54737,0.7777777777777778,0.7142857142857143,,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612743,2024,2023-24,False
1627750-1631128-203200-203484-203932,1610612743,"Jamal Murray, Christian Braun, Justin Holiday, Kentavious Caldwell-Pope, Aaron Gordon","Murray, Braun, Holiday, Caldwell-Pope, Gordon",1627750-1631128-203200-203484-203932,DEN,227.0,1,4.0,,7.0,7.0,,14,,,1.0,1.0,,1.0,,,,1.0,2.0,,1.0,6.0,6.0,,,,2.0,,,,,3.0,1.0,4.0,,4.0,,,1.0,1.0,1.0,,1.0,1.0,6.0,,,,0.5,0.3333333333333333,,0.6,,0.3333333333333333,,,1.0,,1.0,1.0,,,,1.0,88.81057268722468,1.0,16.857142857142858,15.571428571428571,16.857142857142858,15.571428571428571,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.4630666666666667,,,10.05,23.6,,,4.0,,,,,,,,,,1.0,2.0,,2.0,3.0,4.0,,2.0,,,,,,1.0,,,,,,0.4,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,5.0,,,,1.0,,,1.0,2.0,,1.0,4.0,1.0,,4.0,5.0,,0.5,0.3333333333333333,0.5,,,,,0.3333333333333333,,,0.4630666666666667,0.6666666666666666,0.7142857142857143,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1610612743,2024,2023-24,False
1627750-1631128-203200-203484-203999,1610612743,"Jamal Murray, Christian Braun, Justin Holiday, Kentavious Caldwell-Pope, Nikola Jokic","Murray, Braun, Holiday, Caldwell-Pope, Jokic",1627750-1631128-203200-203484-203999,DEN,389.0,3,6.0,,12.0,13.0,,25,3.0,3.0,3.0,1.0,1.0,1.0,,,3.0,5.0,7.0,2.0,4.0,16.0,16.0,,,,4.0,,3.0,1.0,,2.0,2.0,4.0,,4.0,1.0,,,,1.0,,1.0,,16.0,0.5,,0.5,0.7142857142857143,0.7272727272727273,,0.7272727272727273,,0.36363636363636365,0.14285714285714285,,0.6666666666666666,,1.0,0.8,,,1.0,1.0,92.54498714652956,,17.166666666666668,14.076923076923077,17.166666666666668,14.0,0.2727272727272727,1.0,1.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,1.0,1.0,0.2727272727272727,,,0.6363636363636364,0.5577636363636364,,,7.728571428571429,24.6,,,,,6.0,3.0,5.0,2.0,,12.0,,1.0,,,1.0,1.0,2.0,,,,0.6,0.6,1.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,2.0,1.0,,1.0,,1.0,,1.0,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,False
