EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,Fg3aBlocked,Travels,Charge Fouls Drawn,BlockedLongMidRange,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,Transition Take Fouls Drawn,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangePctBlocked,OffLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3FGM,Charge Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked,HeaveAttempts,Transition Take Fouls,3SecondViolations,team_id,year,season,team_vs
1628991-1630214-1630217-1630533-203935,1610612763,"Jaren Jackson Jr., Xavier Tillman, Desmond Bane, Ziaire Williams, Marcus Smart","Jackson Jr., Tillman, Bane, Williams, Smart",1628991-1630214-1630217-1630533-203935,MEM,4094.0,6,68,-6.0,146,144,10.0,6.0,15.0,290,20.0,32.0,3.0,7.0,10.0,32.0,3.0,5.0,7.0,19.0,1.0,13.0,47.0,2.0,4.0,1.0,4.0,33.0,69.0,20.0,66.0,16.0,142.0,148.0,5.0,11.0,2.0,4.0,4.0,20.0,3.0,5.0,1.0,5.0,1.0,10.0,34.0,32.0,57.0,3.0,4.0,47.0,13.0,11.0,17.0,19.0,36.0,12.0,7.0,11.0,4.0,2.0,91.0,8.0,9.0,2.0,29.0,29.0,1.0,59.0,19.0,78.0,2.0,17.0,13.0,4.0,10.0,2.0,6.0,12.0,3.0,4.0,3.0,22.0,3.0,1.0,10.0,26.0,2.0,2.0,29.0,2.0,3.0,22.0,3.0,1.0,11.0,2.0,13.0,7.0,6.0,13.0,13.0,1.0,1.0,122.0,10.0,10.0,0.5151515151515151,0.5483870967741935,0.95,0.30303030303030304,0.5,0.2,0.30303030303030304,0.4782608695652174,0.45454545454545453,0.6,0.4666666666666667,0.5333333333333333,0.45,0.4862068965517241,0.5882352941176471,0.45454545454545453,0.4888888888888889,0.15942028985507245,0.25,0.09375,0.45454545454545453,0.5,0.5,0.7435897435897436,0.25,0.7837837837837838,0.17391304347826086,0.7631578947368421,0.2073170731707317,0.5,0.13636363636363635,0.23529411764705882,0.8333333333333334,0.6818181818181818,0.8,0.7777777777777778,0.8,0.028169014084507043,102.00293111871031,1.0,13.26027397260274,14.98611111111111,12.808219178082192,14.395833333333334,0.23703703703703705,0.625,0.8333333333333334,0.55,0.23703703703703705,0.3125,0.3448275862068966,0.4,0.037037037037037035,0.6,0.6,0.6666666666666666,0.14074074074074075,0.3684210526315789,0.3684210526315789,1.0,0.34814814814814815,0.2765957446808511,0.2765957446808511,0.9230769230769231,0.4666666666666667,0.42857142857142855,0.3333333333333333,0.26666666666666666,0.5,1.0,0.1,0.4,0.25,0.725925925925926,0.2765957446808511,0.5384448148148148,0.52458125,0.44268,0.07692307692307693,0.14285714285714285,0.14084507042253522,0.07042253521126761,5.768115942028985,25.336363636363636,0.0684931506849315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,False
1628379-1628991-1629723-1630583-1631246,1610612763,"Luke Kennard, Jaren Jackson Jr., John Konchar, Santi Aldama, Vince Williams Jr.","Kennard, Jackson Jr., Konchar, Aldama, Williams Jr.",1628379-1628991-1629723-1630583-1631246,MEM,3829.0,6,64,14.0,125,124,2.0,9.0,9.0,249,20.0,25.0,2.0,2.0,8.0,17.0,1.0,1.0,5.0,15.0,,24.0,50.0,3.0,5.0,,,29.0,43.0,29.0,65.0,10.0,155.0,141.0,2.0,3.0,3.0,6.0,1.0,14.0,,,,,2.0,2.0,36.0,22.0,84.0,3.0,2.0,50.0,24.0,3.0,18.0,28.0,46.0,23.0,5.0,12.0,5.0,1.0,120.0,6.0,4.0,1.0,19.0,28.0,3.0,50.0,11.0,61.0,1.0,11.0,5.0,6.0,10.0,4.0,7.0,13.0,2.0,3.0,,23.0,,1.0,10.0,21.0,2.0,4.0,18.0,1.0,,15.0,4.0,1.0,8.0,1.0,14.0,11.0,2.0,14.0,9.0,,1.0,141.0,2.0,2.0,0.6206896551724138,0.6428571428571429,0.9655172413793104,0.4461538461538462,0.5,,0.4461538461538462,0.6744186046511628,0.6666666666666666,,0.6712962962962963,0.7222222222222222,,0.6858407079646017,0.7,1.0,0.6018518518518519,0.06976744186046512,,0.17647058823529413,0.43478260869565216,1.0,0.25,0.7,0.2857142857142857,0.6551724137931034,0.16666666666666666,0.6811594202898551,0.2,0.2,0.3333333333333333,0.19230769230769232,0.5238095238095238,0.8333333333333334,1.0,0.7083333333333334,0.4,0.021739130434782608,93.64324889004962,0.6428571428571429,15.0,15.758064516129032,14.472,15.129032258064516,0.23148148148148148,0.8,0.8,0.6,0.1574074074074074,0.47058823529411764,0.5714285714285714,0.625,0.009259259259259259,1.0,1.0,1.0,0.1388888888888889,0.3333333333333333,0.3333333333333333,1.0,0.46296296296296297,0.48,0.4897959183673469,0.9583333333333334,0.2222222222222222,1.0,,0.5555555555555556,0.6,1.0,,,,0.8333333333333334,0.48,0.5464736111111111,0.5249583333333333,,0.07142857142857142,0.1702127659574468,0.09032258064516129,0.012903225806451613,4.8999999999999995,25.44923076923077,0.016,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.015384615384615385,0.02,0.1,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,False
1628991-1629630-1630217-202687-203935,1610612763,"Jaren Jackson Jr., Ja Morant, Desmond Bane, Bismack Biyombo, Marcus Smart","Jackson Jr., Morant, Bane, Biyombo, Smart",1628991-1629630-1630217-202687-203935,MEM,3124.0,5,52,-3.0,111,111,,,3.0,222,15.0,22.0,,,7.0,21.0,3.0,3.0,4.0,10.0,,17.0,34.0,1.0,2.0,,,25.0,46.0,21.0,44.0,11.0,124.0,127.0,,,1.0,2.0,1.0,4.0,,,,,,,36.0,14.0,48.0,15.0,,34.0,17.0,8.0,18.0,16.0,34.0,12.0,4.0,12.0,4.0,2.0,84.0,2.0,1.0,1.0,20.0,25.0,2.0,47.0,4.0,51.0,,7.0,3.0,4.0,10.0,1.0,9.0,9.0,1.0,1.0,2.0,19.0,1.0,,12.0,21.0,2.0,3.0,13.0,,,14.0,1.0,2.0,6.0,1.0,7.0,4.0,3.0,7.0,2.0,,,120.0,,,0.72,0.72,0.7619047619047619,0.4772727272727273,0.5,,0.4772727272727273,0.5434782608695652,,,0.6277777777777778,0.75,,0.6354166666666666,0.75,,0.4888888888888889,0.17391304347826086,0.18181818181818182,0.19047619047619047,0.5263157894736842,1.0,0.5,0.8064516129032258,0.047619047619047616,0.9090909090909091,0.08695652173913043,0.8490566037735849,0.06818181818181818,,0.07142857142857142,0.058823529411764705,0.6363636363636364,0.9333333333333333,0.8,0.8666666666666667,1.0,,102.3303457106274,0.2857142857142857,12.981981981981981,15.162162162162161,12.81981981981982,14.82882882882883,0.24444444444444444,0.6818181818181818,0.8333333333333334,0.8,0.23333333333333334,0.3333333333333333,0.4117647058823529,0.5714285714285714,0.03333333333333333,1.0,1.0,0.6666666666666666,0.1111111111111111,0.4,0.4,1.0,0.37777777777777777,0.5,0.5,0.7058823529411765,,,,1.0,0.5,1.0,,,,0.7333333333333333,0.5,0.5561105555555556,0.54285,,0.06315789473684211,0.11764705882352941,0.03225806451612903,,5.57391304347826,25.129545454545454,,,,2.0,,,,,,,,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,False
1630590-1630692-1631222-1641713-1641998,1610612763,"Scotty Pippen Jr., Jordan Goodwin, Jake LaRavia, GG Jackson, Trey Jemison","Pippen Jr., Goodwin, LaRavia, Jackson, Jemison",1630590-1630692-1631222-1641713-1641998,MEM,2680.0,3,45,7.0,95,95,14.0,6.0,13.0,190,23.0,29.0,2.0,4.0,7.0,19.0,2.0,6.0,3.0,5.0,,13.0,33.0,2.0,4.0,2.0,4.0,32.0,54.0,16.0,38.0,10.0,122.0,115.0,4.0,8.0,2.0,4.0,2.0,16.0,7.0,9.0,2.0,4.0,,20.0,34.0,30.0,33.0,15.0,4.0,33.0,13.0,3.0,17.0,11.0,28.0,8.0,3.0,13.0,4.0,,67.0,9.0,3.0,1.0,10.0,13.0,1.0,24.0,13.0,37.0,1.0,14.0,6.0,8.0,6.0,1.0,5.0,3.0,,1.0,,9.0,,1.0,9.0,17.0,,1.0,10.0,,1.0,12.0,,,6.0,,5.0,3.0,2.0,5.0,2.0,,1.0,106.0,20.0,14.0,0.53125,0.5666666666666667,0.6875,0.42105263157894735,0.5,0.5,0.42105263157894735,0.5925925925925926,0.5,0.7777777777777778,0.6086956521739131,0.5833333333333334,0.7692307692307693,0.6224489795918368,0.6153846153846154,0.7692307692307693,0.41304347826086957,0.05555555555555555,0.034482758620689655,0.05263157894736842,0.6666666666666666,0.5,1.0,0.65,0.13636363636363635,0.7142857142857143,0.4090909090909091,0.6764705882352942,0.2727272727272727,,0.16666666666666666,0.4,0.375,0.7777777777777778,1.0,0.8,0.5,0.025,102.08955223880598,0.4,15.031578947368422,13.178947368421053,14.494736842105263,12.76842105263158,0.31521739130434784,0.7931034482758621,0.8214285714285714,0.5652173913043478,0.20652173913043478,0.3684210526315789,0.3888888888888889,0.5714285714285714,0.06521739130434782,0.3333333333333333,0.4,,0.05434782608695652,0.6,0.6,1.0,0.358695652173913,0.3939393939393939,0.40625,0.6153846153846154,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,,0.3076923076923077,0.5,0.7282608695652174,0.3939393939393939,0.5637097826086956,0.5439375,0.5474538461538462,0.061224489795918366,0.1,0.13114754098360656,0.16393442622950818,6.112962962962963,25.28684210526316,0.14736842105263157,,1.0,1.0,,,,2.0,,0.02631578947368421,0.030303030303030304,0.5,,,4.0,4.0,0.16666666666666666,0.25,0.3076923076923077,1.0,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,False
1628991-1630217-1631223-201565-202687,1610612763,"Jaren Jackson Jr., Desmond Bane, David Roddy, Derrick Rose, Bismack Biyombo","Jackson Jr., Bane, Roddy, Rose, Biyombo",1628991-1630217-1631223-201565-202687,MEM,2387.0,5,40,-13.0,82,81,,,3.0,163,17.0,24.0,1.0,1.0,8.0,15.0,1.0,6.0,,7.0,,10.0,18.0,,1.0,,,26.0,45.0,10.0,25.0,3.0,85.0,98.0,1.0,1.0,,2.0,,2.0,,,,,,,36.0,16.0,21.0,9.0,,18.0,10.0,5.0,18.0,7.0,25.0,7.0,,11.0,6.0,1.0,57.0,,3.0,,10.0,22.0,,32.0,3.0,35.0,,2.0,2.0,,8.0,1.0,5.0,5.0,,3.0,1.0,13.0,,,7.0,14.0,,2.0,6.0,,2.0,4.0,,,2.0,,11.0,7.0,4.0,13.0,8.0,2.0,1.0,83.0,,,0.6923076923076923,0.6923076923076923,0.7,0.4,,,0.4,0.5777777777777777,1.0,,0.5857142857142857,0.3333333333333333,,0.5902777777777778,0.3333333333333333,,0.35714285714285715,0.1111111111111111,0.08333333333333333,0.2,0.6153846153846154,,,0.7586206896551724,0.15789473684210525,0.5882352941176471,,0.6956521739130435,0.08823529411764706,0.2857142857142857,0.14285714285714285,,0.7272727272727273,0.8,0.6666666666666666,0.5,0.8,,98.33263510682866,0.6153846153846154,13.865853658536585,15.432098765432098,13.573170731707316,14.481481481481481,0.34285714285714286,0.7083333333333334,0.7727272727272727,0.6470588235294118,0.21428571428571427,0.5333333333333333,0.6666666666666666,0.75,0.08571428571428572,0.16666666666666666,0.16666666666666666,1.0,0.1,,,,0.2571428571428571,0.5555555555555556,0.5555555555555556,0.7,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,0.7,0.5555555555555556,0.5624814285714286,0.63715,,0.027777777777777776,0.0425531914893617,0.023529411764705882,,6.486666666666666,24.976,,1.0,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,1610612763,2024,2023-24,False
1628991-1629630-1630217-1631246-202687,1610612763,"Jaren Jackson Jr., Ja Morant, Desmond Bane, Vince Williams Jr., Bismack Biyombo","Jackson Jr., Morant, Bane, Williams Jr., Biyombo",1628991-1629630-1630217-1631246-202687,MEM,2252.0,4,38,14.0,75,76,10.0,3.0,12.0,151,18.0,25.0,4.0,6.0,14.0,23.0,1.0,3.0,5.0,12.0,3.0,2.0,10.0,,2.0,,1.0,33.0,51.0,7.0,22.0,12.0,99.0,85.0,6.0,8.0,1.0,3.0,2.0,17.0,2.0,3.0,,4.0,3.0,7.0,30.0,36.0,21.0,,4.0,10.0,2.0,4.0,15.0,7.0,22.0,2.0,5.0,8.0,7.0,,51.0,6.0,7.0,1.0,14.0,14.0,,28.0,14.0,42.0,,7.0,4.0,3.0,5.0,,2.0,4.0,1.0,3.0,,9.0,2.0,2.0,8.0,15.0,,,21.0,2.0,2.0,20.0,3.0,,8.0,4.0,6.0,5.0,1.0,6.0,5.0,,,82.0,7.0,10.0,0.45454545454545453,0.4838709677419355,1.0,0.3181818181818182,0.3333333333333333,,0.3181818181818182,0.6470588235294118,0.75,0.6666666666666666,0.5958904109589042,0.6818181818181818,0.2857142857142857,0.6036585365853658,0.6538461538461539,0.35,0.3013698630136986,0.0784313725490196,0.12,0.043478260869565216,0.5555555555555556,,0.25,0.6666666666666666,0.4117647058823529,0.7,0.4,0.6829268292682927,0.40625,0.42857142857142855,0.25,0.375,0.8,0.5,0.6,0.6470588235294118,1.0,,96.55417406749557,0.8333333333333334,14.346666666666666,15.473684210526315,13.36,14.671052631578947,0.3424657534246575,0.72,0.8181818181818182,0.4444444444444444,0.3150684931506849,0.6086956521739131,0.6363636363636364,0.5,0.0410958904109589,0.3333333333333333,0.3333333333333333,,0.1643835616438356,0.4166666666666667,0.4166666666666667,1.0,0.136986301369863,0.2,0.2,1.0,0.5454545454545454,0.6666666666666666,0.25,0.18181818181818182,,,0.42857142857142855,0.14285714285714285,,0.6438356164383562,0.2,0.5762260273972603,0.5624428571428571,0.5754571428571429,0.10256410256410256,0.14285714285714285,0.1717171717171717,0.0707070707070707,5.3431372549019605,24.268181818181816,0.13333333333333333,1.0,,1.0,1.0,,,,3.0,,,0.42857142857142855,0.09090909090909091,,2.0,2.0,,1.0,0.2857142857142857,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1610612763,2024,2023-24,False
1628991-1629723-1630583-1630590-1631246,1610612763,"Jaren Jackson Jr., John Konchar, Santi Aldama, Scotty Pippen Jr., Vince Williams Jr.","Jackson Jr., Konchar, Aldama, Pippen Jr., Williams Jr.",1628991-1629723-1630583-1630590-1631246,MEM,2098.0,4,35,2.0,69,68,,,6.0,137,12.0,18.0,3.0,3.0,7.0,14.0,1.0,1.0,3.0,9.0,,10.0,25.0,,2.0,,,20.0,33.0,13.0,34.0,4.0,83.0,81.0,3.0,4.0,,2.0,,6.0,,,,,,,20.0,20.0,39.0,,4.0,25.0,10.0,4.0,10.0,13.0,23.0,10.0,3.0,9.0,1.0,,59.0,3.0,4.0,,8.0,10.0,1.0,19.0,7.0,26.0,,6.0,3.0,3.0,3.0,1.0,2.0,4.0,,1.0,,7.0,1.0,,4.0,11.0,,2.0,12.0,,2.0,6.0,1.0,,3.0,,7.0,3.0,4.0,7.0,4.0,,1.0,77.0,,,0.5,0.5555555555555556,1.0,0.38235294117647056,,,0.38235294117647056,0.6060606060606061,0.75,,0.5895522388059702,0.5,,0.6014492753623188,0.5,,0.5074626865671642,0.12121212121212122,0.1111111111111111,0.14285714285714285,0.42857142857142855,1.0,,0.625,0.3076923076923077,0.7272727272727273,0.14285714285714285,0.6666666666666666,0.20588235294117646,0.5,0.14285714285714285,0.06666666666666667,0.42857142857142855,0.7142857142857143,1.0,0.6666666666666666,1.0,,94.03241182078169,0.5714285714285714,15.91304347826087,14.705882352941176,15.420289855072463,13.852941176470589,0.26865671641791045,0.6666666666666666,0.75,0.75,0.208955223880597,0.5,0.5833333333333334,0.14285714285714285,0.014925373134328358,1.0,1.0,,0.13432835820895522,0.3333333333333333,0.3333333333333333,1.0,0.373134328358209,0.4,0.4,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.7761194029850746,0.4,0.5446283582089552,0.5721333333333333,,0.057971014492753624,0.08571428571428572,0.07228915662650602,,4.827272727272728,25.205882352941178,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,0.029411764705882353,,,,,,,1610612763,2024,2023-24,False
1628379-1628991-1630533-1630583-1631246,1610612763,"Luke Kennard, Jaren Jackson Jr., Ziaire Williams, Santi Aldama, Vince Williams Jr.","Kennard, Jackson Jr., Williams, Aldama, Williams Jr.",1628379-1628991-1630533-1630583-1631246,MEM,1897.0,3,32,-17.0,60,61,11.0,5.0,6.0,121,8.0,15.0,,,3.0,10.0,1.0,2.0,1.0,6.0,2.0,7.0,23.0,1.0,2.0,,4.0,12.0,27.0,8.0,29.0,7.0,55.0,72.0,1.0,3.0,1.0,2.0,,5.0,3.0,7.0,,6.0,1.0,7.0,16.0,8.0,15.0,9.0,2.0,23.0,7.0,3.0,8.0,5.0,13.0,4.0,1.0,7.0,1.0,,31.0,5.0,2.0,,11.0,9.0,1.0,21.0,7.0,28.0,1.0,5.0,4.0,1.0,3.0,2.0,3.0,5.0,,,2.0,8.0,1.0,,1.0,5.0,,1.0,12.0,1.0,1.0,9.0,2.0,,3.0,1.0,2.0,2.0,,2.0,1.0,,,50.0,7.0,11.0,0.6666666666666666,0.7272727272727273,0.625,0.27586206896551724,0.5,,0.27586206896551724,0.4444444444444444,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5,0.23076923076923078,0.4661016949152542,0.5,0.25,0.5178571428571429,0.1111111111111111,0.13333333333333333,0.1,0.375,1.0,,0.6428571428571429,0.13333333333333333,0.8461538461538461,0.23809523809523808,0.7407407407407407,0.19444444444444445,0.14285714285714285,0.14285714285714285,0.125,0.5,0.6666666666666666,0.75,0.875,0.8,0.030303030303030304,91.85028993147074,0.5,15.9,15.459016393442623,15.25,15.163934426229508,0.26785714285714285,0.5333333333333333,0.6153846153846154,0.875,0.17857142857142858,0.3,0.3333333333333333,0.3333333333333333,0.03571428571428571,0.5,0.5,,0.10714285714285714,0.16666666666666666,0.16666666666666666,1.0,0.4107142857142857,0.30434782608695654,0.30434782608695654,0.5714285714285714,,,,0.4,0.5,1.0,0.15384615384615385,0.3076923076923077,,0.7857142857142857,0.30434782608695654,0.5725553571428571,0.4179,0.5634923076923077,0.06896551724137931,0.10714285714285714,0.09090909090909091,0.12727272727272726,4.640740740740741,25.082758620689653,0.18333333333333332,,,,,,,,1.0,,,0.6,,,2.0,4.0,,,0.3076923076923077,0.5,,,,,,,,,1.0,0.03333333333333333,,,,,,,1610612763,2024,2023-24,False
1628991-1629723-1630583-1631246-1631367,1610612763,"Jaren Jackson Jr., John Konchar, Santi Aldama, Vince Williams Jr., Jacob Gilyard","Jackson Jr., Konchar, Aldama, Williams Jr., Gilyard",1628991-1629723-1630583-1631246-1631367,MEM,1883.0,3,31,-2.0,64,66,3.0,1.0,10.0,130,13.0,21.0,2.0,5.0,3.0,10.0,,,2.0,8.0,1.0,7.0,26.0,1.0,3.0,,,16.0,31.0,9.0,34.0,8.0,67.0,69.0,2.0,5.0,2.0,5.0,,10.0,1.0,1.0,1.0,1.0,2.0,7.0,18.0,14.0,24.0,3.0,4.0,26.0,7.0,3.0,9.0,8.0,17.0,6.0,2.0,8.0,1.0,,42.0,4.0,7.0,,10.0,12.0,,22.0,11.0,33.0,3.0,8.0,5.0,3.0,2.0,1.0,1.0,4.0,,1.0,,6.0,1.0,,5.0,13.0,,,8.0,1.0,,10.0,1.0,1.0,5.0,,2.0,1.0,1.0,2.0,2.0,,1.0,57.0,7.0,3.0,0.5625,0.6428571428571429,0.8888888888888888,0.2647058823529412,0.4,1.0,0.2647058823529412,0.5161290322580645,0.4,1.0,0.45384615384615384,0.5,1.25,0.4782608695652174,0.5,1.1666666666666667,0.5230769230769231,0.0967741935483871,0.09523809523809523,0.1,0.3333333333333333,,,0.9230769230769231,0.4666666666666667,0.9090909090909091,0.16,0.9166666666666666,0.275,0.625,0.2857142857142857,0.15789473684210525,1.0,1.0,0.5,0.8888888888888888,1.0,0.08333333333333333,99.41582580987786,1.0,14.796875,14.181818181818182,14.015625,13.803030303030303,0.3230769230769231,0.6190476190476191,0.6842105263157895,0.6153846153846154,0.15384615384615385,0.3,0.3333333333333333,0.3333333333333333,,,,,0.12307692307692308,0.25,0.25,1.0,0.4,0.2692307692307692,0.28,0.8571428571428571,0.5,0.4,,0.3,0.3333333333333333,1.0,0.5,,,0.8461538461538461,0.2692307692307692,0.5793692307692307,0.5500142857142857,0.510625,0.07246376811594203,0.14285714285714285,0.14925373134328357,0.1044776119402985,4.300000000000001,25.444117647058825,0.046875,2.0,1.0,,,,,,,0.029411764705882353,0.038461538461538464,0.16666666666666666,0.2,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,1.0,1.0,,,,,1610612763,2024,2023-24,False
1628991-1630217-1631367-202687-203935,1610612763,"Jaren Jackson Jr., Desmond Bane, Jacob Gilyard, Bismack Biyombo, Marcus Smart","Jackson Jr., Bane, Gilyard, Biyombo, Smart",1628991-1630217-1631367-202687-203935,MEM,1673.0,3,28,13.0,55,55,1.0,,5.0,110,5.0,9.0,1.0,1.0,7.0,15.0,1.0,5.0,3.0,4.0,,9.0,16.0,,,,,13.0,29.0,12.0,20.0,11.0,73.0,60.0,1.0,2.0,1.0,1.0,4.0,9.0,1.0,1.0,,,,2.0,12.0,14.0,36.0,,2.0,16.0,9.0,6.0,6.0,12.0,18.0,9.0,3.0,1.0,5.0,,48.0,2.0,4.0,,12.0,8.0,,20.0,6.0,26.0,1.0,4.0,4.0,,4.0,1.0,1.0,4.0,1.0,3.0,,8.0,1.0,,5.0,10.0,1.0,1.0,7.0,1.0,,11.0,2.0,1.0,6.0,,4.0,,4.0,4.0,,,,64.0,2.0,1.0,0.46153846153846156,0.5,1.0,0.6,1.0,,0.6,0.4482758620689655,0.5,1.0,0.6326530612244898,0.8333333333333334,1.0,0.6792452830188679,0.9,1.0,0.40816326530612246,0.20689655172413793,0.2222222222222222,0.26666666666666666,0.5,,,0.6666666666666666,0.25,0.9230769230769231,0.25,0.8,0.25,,0.5,0.2857142857142857,1.0,0.5,1.0,0.9230769230769231,,0.05555555555555555,94.68021518230724,,15.090909090909092,15.327272727272728,14.89090909090909,14.563636363636364,0.1836734693877551,0.5555555555555556,0.7142857142857143,0.2,0.30612244897959184,0.4666666666666667,0.6363636363636364,0.7142857142857143,0.10204081632653061,0.2,0.2,,0.08163265306122448,0.75,0.75,1.0,0.32653061224489793,0.5625,0.5625,1.0,0.3333333333333333,1.0,,,,,,,,0.5918367346938775,0.5625,0.5058326530612245,0.46875,0.4104,0.11320754716981132,0.18181818181818182,0.1232876712328767,0.0273972602739726,7.396551724137931,26.23,0.01818181818181818,1.0,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1610612763,2024,2023-24,False
