EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,Minutes,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,TwoPtShootingFoulsDrawn,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,SelfOReb,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,SecondChanceAtRimFGM,Arc3FGM,FG3M,SecondChanceFG2M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Loose Ball Fouls Drawn,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyDefPoss,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,LostBallTurnovers,SecondChanceTurnovers,DefensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,Fg3aBlocked,Steals,LostBallSteals,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Charge Fouls,BlockedCorner3,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,Technical Free Throw Trips,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
1628983-1629026-1629652-1630198-1630598,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Aaron Wiggins","Gilgeous-Alexander, Williams, Dort, Joe, Wiggins",1628983-1629026-1629652-1630198-1630598,OKC,30.0,1,1.0,1.0,1.0,1.0,2,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,96.0,14.0,16.0,14.0,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1629652-1630198-1631096,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Chet Holmgren","Gilgeous-Alexander, Williams, Dort, Joe, Holmgren",1628983-1629026-1629652-1630198-1631096,OKC,106.0,1,1.0,2.0,2.0,,4,,4.0,3.0,,,,1.0,,,,4.0,,,,1.0,,54.339622641509436,10.5,42.5,10.5,29.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.2,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.4678,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1629652-1630198-1631114,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Jalen Williams","Gilgeous-Alexander, Williams, Dort, Joe, Williams",1628983-1629026-1629652-1630198-1631114,OKC,92.0,1,-3.0,2.0,2.0,2.0,4,,2.0,5.0,,2.0,1.0,1.0,,,,2.0,2.0,2.0,,1.0,1.0,62.60869565217391,22.0,24.0,22.0,23.5,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,0.4398,3.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1629652-1630198-202330,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Gordon Hayward","Gilgeous-Alexander, Williams, Dort, Joe, Hayward",1628983-1629026-1629652-1630198-202330,OKC,168.0,1,,6.0,6.0,5.0,12,2.0,6.0,6.0,,4.0,1.0,2.0,1.0,2.0,,4.0,4.0,5.0,,0.5,0.5,102.85714285714286,15.833333333333334,12.166666666666666,15.833333333333334,12.166666666666666,0.6666666666666666,0.8333333333333334,3.0,,,1.0,2.0,2.0,3.0,,4.0,,,,,1.0,3.0,4.0,,,,,,,0.6666666666666666,0.4,1.0,1.0,,,,,,,0.4,0.5,0.5,0.4,0.46498,13.266666666666666,,,2.0,3.0,,,1.0,1.0,0.6666666666666666,0.5,,,0.4442,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2,0.2,0.25,0.16666666666666666,0.25,0.3333333333333333,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1629652-1631096-1641717,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Chet Holmgren, Cason Wallace","Gilgeous-Alexander, Williams, Dort, Holmgren, Wallace",1628983-1629026-1629652-1631096-1641717,OKC,190.0,2,-2.0,8.0,6.0,,14,3.0,5.0,7.0,,,2.0,3.0,3.0,5.0,,3.0,,,,0.3125,,106.10526315789474,14.625,12.166666666666666,14.5,11.0,,,3.0,1.0,2.0,,,1.0,4.0,2.0,,1.0,1.0,1.0,2.0,,3.0,5.0,,,,,1.0,1.0,0.25,0.16666666666666666,,1.0,,,0.3333333333333333,0.5,1.0,1.0,,,,0.6666666666666666,0.5066333333333334,5.275,,,,,1.0,1.0,1.0,,,,,,,2.0,,2.0,2.0,,,2.0,2.0,2.0,,,,2.0,2.0,,,3.0,0.5,0.3333333333333333,,1.0,,0.4,,,1.0,,0.3333333333333333,,,0.3333333333333333,,,0.375,0.5,0.4,22.85,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,0.25,1.0,0.4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1629652-1631114-202330,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Jalen Williams, Gordon Hayward","Gilgeous-Alexander, Williams, Dort, Williams, Hayward",1628983-1629026-1629652-1631114-202330,OKC,105.0,1,,3.0,2.0,,5,,4.0,4.0,,,,1.0,1.0,,,4.0,,,,0.6666666666666666,,68.57142857142857,18.666666666666668,24.5,18.666666666666668,24.0,,,2.0,2.0,2.0,,,2.0,2.0,4.0,,2.0,2.0,2.0,4.0,,,,,,1.0,,1.0,1.0,1.0,0.6666666666666666,,,,,0.6666666666666666,1.0,1.0,1.0,,,,1.0,0.6775333333333333,1.4,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,,,,26.3,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1630198-1641717-202330,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Isaiah Joe, Cason Wallace, Gordon Hayward","Gilgeous-Alexander, Williams, Joe, Wallace, Hayward",1628983-1629026-1630198-1641717-202330,OKC,241.0,1,5.0,7.0,6.0,4.0,13,,9.0,4.0,,2.0,,1.0,2.0,1.0,,7.0,2.0,4.0,,0.6428571428571429,0.3333333333333333,77.67634854771784,20.714285714285715,16.0,20.571428571428573,14.5,0.2222222222222222,0.5714285714285714,4.0,2.0,3.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0,,,1.0,1.0,0.3333333333333333,0.5,0.5,0.6428571428571429,1.0,1.0,,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,1.0,1.0,0.5714285714285714,0.5338785714285714,6.883333333333333,,1.0,1.0,3.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.4336333333333333,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,,3.0,1.0,,,1.0,1.0,0.14285714285714285,,1.0,,0.3333333333333333,,1.0,1.0,1.0,0.2857142857142857,,,,0.14285714285714285,,0.14285714285714285,0.16666666666666666,0.2222222222222222,25.6,1.0,1.0,,1.0,,,1.0,,,,0.3333333333333333,0.5,,,1.0,0.646,,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629026-1631096-1631114-1641717,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Chet Holmgren, Jalen Williams, Cason Wallace","Gilgeous-Alexander, Williams, Holmgren, Williams, Wallace",1628983-1629026-1631096-1631114-1641717,OKC,34.0,1,,1.0,2.0,,3,,,,,,,,1.0,,,,,,,,,127.05882352941177,21.0,6.5,21.0,6.5,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,0.56445,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,22.8,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629652-1630198-1630581-1631114,1610612760,"Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe, Josh Giddey, Jalen Williams","Gilgeous-Alexander, Dort, Joe, Giddey, Williams",1628983-1629652-1630198-1630581-1631114,OKC,6.0,1,,,1.0,,1,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
1628983-1629652-1630198-1630598-1631096,1610612760,"Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe, Aaron Wiggins, Chet Holmgren","Gilgeous-Alexander, Dort, Joe, Wiggins, Holmgren",1628983-1629652-1630198-1630598-1631096,OKC,229.0,3,3.0,9.0,8.0,,17,4.0,12.0,9.0,,,,,2.0,4.0,,12.0,,,,0.75,,106.89956331877728,11.11111111111111,16.125,10.777777777777779,15.5,,,4.0,,1.0,,,1.0,2.0,,2.0,,2.0,,6.0,3.0,4.0,5.0,,,,,,,0.5,0.6666666666666666,1.0,0.8,,,0.16666666666666666,,,,,,,0.8333333333333334,0.579225,4.6,,,,,,1.0,3.0,,,,,,,1.0,1.0,1.0,2.0,2.0,,4.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,1.0,,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.25,0.5,,24.55,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,6.0,,1.0,2.0,1.0,,,1.0,0.5,0.5,,,0.5,0.5,1.0,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,True
