EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,LongMidRangeAssists,FTDefRebounds,Steals,LostBallSteals,PenaltyTurnovers,FTA,NonShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Fg2aBlocked,AtRimAssists,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,BlockedShortMidRange,OffensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,AtRimPctBlocked,DefCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Loose Ball Fouls,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Corner3Assists,Offensive Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Charge Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626162-1626166-1627741-201587-203954,1610612755,"Kelly Oubre Jr., Cameron Payne, Buddy Hield, Nicolas Batum, Joel Embiid","Oubre Jr., Payne, Hield, Batum, Embiid",1626162-1626166-1627741-201587-203954,PHI,257.0,1,4.0,5.0,8.0,7.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,10.0,5.0,1.0,2.0,2.0,4.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,2.0,5.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.4,0.4,0.5,0.5,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5555555555555556,1.0,0.5,1.0,0.75,0.3333333333333333,0.625,0.6,1.0,1.0,0.3333333333333333,0.5,0.75,0.2,84.04669260700389,1.0,12.625,22.285714285714285,12.25,20.714285714285715,0.2222222222222222,1.0,1.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.4,0.4,1.0,0.5,1.0,0.7777777777777778,0.4,0.5610055555555555,0.5464,0.2,8.025,26.660000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1626166-1630178-1630194-201587,1610612755,"Kelly Oubre Jr., Cameron Payne, Tyrese Maxey, Paul Reed, Nicolas Batum","Oubre Jr., Payne, Maxey, Reed, Batum",1626162-1626166-1630178-1630194-201587,PHI,280.0,2,5.0,9.0,10.0,9.0,1.0,19.0,1.0,2.0,,,,1.0,3.0,4.0,2.0,3.0,3.0,5.0,17.0,8.0,,,,2.0,6.0,,4.0,3.0,2.0,3.0,2.0,8.0,,1.0,3.0,1.0,5.0,1.0,6.0,,1.0,1.0,,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,17.0,0.6666666666666666,0.6,0.6,0.6666666666666666,,0.8125,,0.85,,0.625,1.0,0.25,1.0,0.75,,0.5,0.3333333333333333,,,,0.5,0.75,,97.71428571428571,0.5,11.6,18.22222222222222,11.5,14.11111111111111,0.25,0.5,0.5,,0.125,0.5,0.75,0.75,0.6666666666666666,,,0.875,0.75,0.54493125,,,8.733333333333333,26.080000000000002,10.0,9.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,17.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,17.0,10.0,1.0,2.0,0.5,0.5,0.6,0.6666666666666666,0.8125,0.85,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.5,0.125,0.5,0.75,0.54493125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1626166-1630178-1630194-202699,1610612755,"Kelly Oubre Jr., Cameron Payne, Tyrese Maxey, Paul Reed, Tobias Harris","Oubre Jr., Payne, Maxey, Reed, Harris",1626162-1626166-1630178-1630194-202699,PHI,156.0,1,3.0,-9.0,5.0,6.0,1.0,11.0,1.0,2.0,,,1.0,,,2.0,1.0,3.0,,2.0,2.0,11.0,,,,,,,2.0,,,1.0,,2.0,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,2.0,,,,0.3333333333333333,,0.2,,0.2,,0.4,1.0,,0.5,,,,0.25,,,,,,,101.53846153846153,,15.2,13.333333333333334,14.6,12.166666666666666,0.4,0.5,0.5,0.2,,0.4,,,,,,0.8,,0.62044,,,2.0,26.1,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1626166-1630178-201587-203954,1610612755,"Kelly Oubre Jr., Cameron Payne, Tyrese Maxey, Nicolas Batum, Joel Embiid","Oubre Jr., Payne, Maxey, Batum, Embiid",1626162-1626166-1630178-201587-203954,PHI,641.0,4,11.0,,22.0,20.0,3.0,42.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,7.0,3.0,7.0,5.0,9.0,28.0,28.0,1.0,2.0,5.0,2.0,12.0,2.0,7.0,5.0,4.0,6.0,4.0,16.0,2.0,1.0,,3.0,5.0,3.0,8.0,,3.0,3.0,,5.0,,2.0,5.0,4.0,2.0,1.0,2.0,1.0,23.0,0.8,0.5555555555555556,0.5555555555555556,0.42857142857142855,0.5,0.65625,0.8333333333333334,0.7,0.8333333333333334,0.5625,0.6,0.75,0.25,,0.5,0.75,0.375,1.0,,0.5,0.5,,,94.35257410296411,0.5,16.318181818181817,14.1,15.409090909090908,14.1,0.1875,0.3333333333333333,0.3333333333333333,0.125,0.125,0.4375,0.7142857142857143,0.7142857142857143,0.8,0.3333333333333333,1.0,0.75,0.7142857142857143,0.53154375,0.6464,0.17857142857142858,8.357142857142858,25.88888888888889,6.0,9.0,,,1.0,2.0,1.0,2.0,3.0,7.0,,,2.0,4.0,3.0,9.0,4.0,3.0,2.0,1.0,2.0,1.0,,,8.0,,,9.0,6.0,1.0,,0.6666666666666666,1.0,0.5,,0.75,0.75,1.0,,0.5,1.0,1.0,0.125,,,0.25,0.75,0.6666666666666666,0.5235375,0.32142857142857145,0.2727272727272727,1.0,,,4.0,0.14285714285714285,,,0.2,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1626166-1630178-202699-203954,1610612755,"Kelly Oubre Jr., Cameron Payne, Tyrese Maxey, Tobias Harris, Joel Embiid","Oubre Jr., Payne, Maxey, Harris, Embiid",1626162-1626166-1630178-202699-203954,PHI,204.0,2,3.0,-5.0,5.0,5.0,1.0,10.0,,2.0,,,1.0,2.0,,,2.0,5.0,,,5.0,10.0,,,1.0,4.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,,,,0.4,,0.4,,0.4166666666666667,0.5,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,70.58823529411765,,19.0,21.8,19.0,18.2,0.4,,,0.2,0.4,,,,,,,0.4,,0.48816,,0.2,9.2,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,1.0,,,1.0,0.2,,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1626166-200768-201587-203954,1610612755,"Kelly Oubre Jr., Cameron Payne, Kyle Lowry, Nicolas Batum, Joel Embiid","Oubre Jr., Payne, Lowry, Batum, Embiid",1626162-1626166-200768-201587-203954,PHI,73.0,1,1.0,,2.0,2.0,,4.0,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,1.0,,1.0,,,,,,1.0,,78.9041095890411,,14.0,22.5,14.0,22.5,,,,0.5,,0.5,,,,,,0.5,,0.483775,,,9.9,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1626166-201587-202699-203954,1610612755,"Kelly Oubre Jr., Cameron Payne, Nicolas Batum, Tobias Harris, Joel Embiid","Oubre Jr., Payne, Batum, Harris, Embiid",1626162-1626166-201587-202699-203954,PHI,111.0,2,2.0,-1.0,3.0,5.0,1.0,8.0,,,,,,1.0,1.0,2.0,,1.0,1.0,3.0,3.0,4.0,,,3.0,,3.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,2.0,1.0,3.0,,,,,,,,1.0,1.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.375,1.5,0.375,1.5,0.75,,,,1.0,0.5,1.0,0.3333333333333333,,,,,,,103.78378378378378,,17.666666666666668,11.6,17.0,11.2,,,,,0.25,0.5,0.5,0.5,1.0,,,0.75,0.5,0.5320875,,1.0,17.4,24.7,2.0,4.0,,,,1.0,1.0,1.0,2.0,,,,1.0,3.0,,3.0,,,,,1.0,,,,,,,3.0,2.0,1.0,,,,0.3333333333333333,,0.5,0.5,1.0,,,,,0.25,,,0.3333333333333333,0.6666666666666666,0.5,0.5550499999999999,1.0,0.6666666666666666,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1627741-1630178-1630194-201587,1610612755,"Kelly Oubre Jr., Buddy Hield, Tyrese Maxey, Paul Reed, Nicolas Batum","Oubre Jr., Hield, Maxey, Reed, Batum",1626162-1627741-1630178-1630194-201587,PHI,393.0,3,7.0,-7.0,10.0,12.0,5.0,22.0,2.0,6.0,,2.0,3.0,2.0,2.0,5.0,3.0,11.0,2.0,6.0,12.0,19.0,1.0,3.0,5.0,2.0,3.0,,5.0,2.0,1.0,3.0,1.0,7.0,3.0,4.0,,2.0,2.0,7.0,9.0,,,,,,,,2.0,,1.0,1.0,1.0,,7.0,0.5,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.35294117647058826,0.35714285714285715,0.35294117647058826,0.35714285714285715,0.35294117647058826,,0.5,0.5,,0.75,0.4,0.5833333333333334,0.6666666666666666,1.0,0.6666666666666666,,,,80.61068702290076,,20.9,15.333333333333334,15.7,14.916666666666666,0.35294117647058826,0.3333333333333333,0.5,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.4,0.4,0.5,0.2857142857142857,,0.7058823529411765,0.4,0.5558411764705882,0.56865,0.4166666666666667,5.990909090909091,26.416666666666668,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,5.0,1.0,3.0,,7.0,4.0,3.0,2.0,1.0,,1.0,1.0,,,,,7.0,5.0,1.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.4375,0.4375,,0.25,0.5,0.5,1.0,0.058823529411764705,0.25,0.5,0.125,0.25,0.5,0.5502625,0.5833333333333334,0.5,2.0,1.0,,,0.18181818181818182,,0.5,,,,1.0,3.0,1.0,4.0,,,,,,,0.25,,1.0,,1.0,,,,0.42857142857142855,0.3333333333333333,1.0,,0.3333333333333333,,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1627741-1630178-1630194-202699,1610612755,"Kelly Oubre Jr., Buddy Hield, Tyrese Maxey, Paul Reed, Tobias Harris","Oubre Jr., Hield, Maxey, Reed, Harris",1626162-1627741-1630178-1630194-202699,PHI,178.0,2,3.0,-2.0,5.0,6.0,,11.0,,,,,2.0,,,3.0,2.0,2.0,,3.0,4.0,6.0,,,,,,,3.0,,,2.0,,4.0,,,1.0,1.0,2.0,,2.0,,,,,,,1.0,2.0,2.0,,,,,4.0,,,,1.0,,0.4,,0.4,,0.6,,1.0,,1.0,,1.0,,,,,,1.0,,88.98876404494382,,19.4,13.5,19.4,13.5,,,,0.4,,0.6,,,,,,0.6,,0.50325,,,6.2,25.96666666666667,1.0,,,,,,,,1.0,,,,,1.0,,,4.0,,2.0,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,0.55155,,0.2,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
1626162-1627741-1630178-201587-202699,1610612755,"Kelly Oubre Jr., Buddy Hield, Tyrese Maxey, Nicolas Batum, Tobias Harris","Oubre Jr., Hield, Maxey, Batum, Harris",1626162-1627741-1630178-201587-202699,PHI,11.0,1,,,2.0,1.0,,3.0,,,,,,,,1.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,392.72727272727275,,3.0,5.0,3.0,5.0,,,,,,1.0,,,,,,1.0,,0.3105,,,,26.7,2.0,1.0,,,,,,,1.0,2.0,,,,1.0,2.0,2.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,0.5,,,,,,,,,,1.0,,0.3105,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2024,2023-24,False
