EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,Loose Ball Fouls,SecondChanceArc3Frequency,LongMidRangeAssists,SelfOReb,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceCorner3FGM,FTDefRebounds,StepOutOfBoundsTurnovers,AtRimPctBlocked,DefFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,team_id,year,season,team_vs
1626153-1628389-1629312-1629639-1631170,1610612748,"Delon Wright, Bam Adebayo, Haywood Highsmith, Tyler Herro, Jaime Jaquez Jr.","Wright, Adebayo, Highsmith, Herro, Jaquez Jr.",1626153-1628389-1629312-1629639-1631170,MIA,138.0,1,2.0,-5.0,5.0,6.0,,,11,,,,,,3.0,,,,,,1.0,,,3.0,,1.0,,,5.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,0.25,,1.0,1.0,,1.0,,,,,,1.0,114.78260869565219,18.4,7.666666666666667,18.4,7.666666666666667,,,,,0.75,,,,,0.25,,,,,,,,0.25,,0.4660375,,,,7.3,26.1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1628389-1629312-1629639-201988,1610612748,"Delon Wright, Bam Adebayo, Haywood Highsmith, Tyler Herro, Patty Mills","Wright, Adebayo, Highsmith, Herro, Mills",1626153-1628389-1629312-1629639-201988,MIA,129.0,1,2.0,3.0,4.0,4.0,,1.0,8,1.0,1.0,,,,,,,,,1.0,3.0,,1.0,1.0,1.0,3.0,2.0,7.0,4.0,1.0,,3.0,,,,,,,2.0,,3.0,1.0,,1.0,,3.0,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,2.0,,2.0,,4.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.625,,0.7,1.5,,0.75,,1.0,,0.5,0.6666666666666666,0.5,0.5,,,,,89.30232558139535,16.5,15.75,15.0,15.25,0.25,1.0,1.0,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.3333333333333333,0.5482375,,0.42857142857142855,,3.1,25.400000000000002,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.5,,,,,,,1.0,,,,,1.0,,,1.0,0.2,0.5,4.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1628389-1629312-1631170-201988,1610612748,"Delon Wright, Bam Adebayo, Haywood Highsmith, Jaime Jaquez Jr., Patty Mills","Wright, Adebayo, Highsmith, Jaquez Jr., Mills",1626153-1628389-1629312-1631170-201988,MIA,257.0,1,4.0,6.0,7.0,6.0,3.0,1.0,13,,1.0,,1.0,1.0,3.0,,,,,2.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,10.0,4.0,,,,,2.0,1.0,2.0,5.0,,2.0,3.0,3.0,2.0,,1.0,,3.0,,,4.0,4.0,1.0,5.0,,,,,,,,,2.0,1.0,,2.0,,10.0,5.0,3.0,,,,0.6666666666666666,0.6666666666666666,0.25,,0.5714285714285714,0.5,0.625,,0.625,0.42857142857142855,,1.0,,,1.0,0.25,,,1.0,,,72.84046692607004,16.571428571428573,23.5,16.428571428571427,23.5,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.48690714285714287,0.50315,,0.5,6.475,27.266666666666666,0.42857142857142855,,1.0,,1.0,1.0,3.0,,,1.0,1.0,,1.0,,,,,,,,,,0.5,1.0,,,,,,0.3333333333333333,0.5,,1.0,,,,,0.5,1.0,0.5757,1.0,0.125,0.2,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1628389-1629639-1631170-201988,1610612748,"Delon Wright, Bam Adebayo, Tyler Herro, Jaime Jaquez Jr., Patty Mills","Wright, Adebayo, Herro, Jaquez Jr., Mills",1626153-1628389-1629639-1631170-201988,MIA,117.0,1,2.0,-3.0,4.0,5.0,,,9,,,,,2.0,2.0,1.0,,,,,,,2.0,3.0,,,2.0,6.0,9.0,,,,,,,,,2.0,2.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,2.0,2.0,1.0,,2.0,,6.0,,,,0.5,0.5,,,0.6666666666666666,,0.6666666666666666,,0.75,,,,,0.5,,,0.5,,,,,,,110.76923076923077,12.5,13.4,12.5,13.4,,,,,0.6666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,,,,,0.43463333333333337,,,,10.766666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,1.0,0.25,0.25,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1628418-1629312-1631107-201988,1610612748,"Delon Wright, Thomas Bryant, Haywood Highsmith, Nikola Jovic, Patty Mills","Wright, Bryant, Highsmith, Jovic, Mills",1626153-1628418-1629312-1631107-201988,MIA,320.0,1,5.0,-1.0,9.0,9.0,,2.0,18,3.0,3.0,,,1.0,4.0,,,,,,2.0,,4.0,7.0,,2.0,,8.0,9.0,,,4.0,,,,,,2.0,6.0,,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,,,3.0,,3.0,1.0,3.0,1.0,,,,4.0,,,,0.25,0.3333333333333333,,,0.5714285714285714,,0.4444444444444444,,0.4444444444444444,0.6666666666666666,,0.2222222222222222,,1.0,1.0,0.5,1.0,0.6,0.5,,,1.0,1.0,81.0,17.0,18.555555555555557,15.0,18.555555555555557,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4444444444444444,0.25,0.25,,,0.2222222222222222,,,,,,,,0.5555555555555556,,0.49887777777777775,,0.5,,4.328571428571428,26.35,,,,2.0,3.0,,,2.0,,,,,2.0,,,,,1.0,,1.0,1.0,1.0,,,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,,,0.55015,,,,,1.0,1.0,,,,,1.0,,,,,,,0.3333333333333333,1.0,,,,,2.0,,,,,,0.4,,,,,,,,,,1.0,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1628997-1629639-201567-201988,1610612748,"Delon Wright, Caleb Martin, Tyler Herro, Kevin Love, Patty Mills","Wright, Martin, Herro, Love, Mills",1626153-1628997-1629639-201567-201988,MIA,281.0,1,5.0,-2.0,10.0,9.0,,,19,,,,,2.0,5.0,1.0,1.0,,,1.0,2.0,,2.0,6.0,2.0,3.0,,10.0,12.0,,,,,,,,,2.0,2.0,,2.0,1.0,1.0,3.0,,8.0,,2.0,,2.0,,2.0,1.0,,,,1.0,,1.0,2.0,5.0,1.0,,,,10.0,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.5555555555555556,,0.5555555555555556,,,0.3333333333333333,,,1.0,,1.0,,,,,1.0,,97.36654804270462,16.5,12.88888888888889,16.5,12.88888888888889,,,,,0.5555555555555556,0.4,0.4,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5,0.5,,,,,,0.3333333333333333,0.5,0.4756444444444445,,,,6.583333333333333,24.733333333333334,,,,,,,6.0,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1629130-1629312-1631107-201567,1610612748,"Delon Wright, Duncan Robinson, Haywood Highsmith, Nikola Jovic, Kevin Love","Wright, Robinson, Highsmith, Jovic, Love",1626153-1629130-1629312-1631107-201567,MIA,140.0,1,2.0,5.0,5.0,5.0,,1.0,10,1.0,1.0,,,,,2.0,,,,1.0,3.0,,2.0,3.0,1.0,3.0,,7.0,2.0,1.0,,,,,,,,4.0,,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,7.0,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5833333333333334,,0.5833333333333334,,,0.5,,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,,,1.0,,102.85714285714285,14.4,13.6,13.0,13.6,0.16666666666666666,1.0,1.0,1.0,,,,0.3333333333333333,,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.6666666666666666,0.3333333333333333,0.46586666666666665,,,,14.133333333333333,25.900000000000002,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1629130-1629312-1631170-201567,1610612748,"Delon Wright, Duncan Robinson, Haywood Highsmith, Jaime Jaquez Jr., Kevin Love","Wright, Robinson, Highsmith, Jaquez Jr., Love",1626153-1629130-1629312-1631170-201567,MIA,594.0,2,10.0,3.0,17.0,19.0,3.0,2.0,36,2.0,3.0,1.0,1.0,,1.0,1.0,6.0,1.0,,3.0,8.0,1.0,3.0,5.0,5.0,14.0,1.0,22.0,19.0,3.0,,2.0,2.0,2.0,1.0,1.0,5.0,,6.0,,8.0,3.0,,5.0,,15.0,4.0,5.0,,5.0,4.0,9.0,1.0,1.0,,,,,,2.0,3.0,2.0,,2.0,1.0,20.0,5.0,3.0,1.0,,,0.35714285714285715,0.35714285714285715,0.6,1.0,0.5526315789473685,0.6666666666666666,0.55,0.25,0.625,0.7368421052631579,,,1.0,0.4444444444444444,0.7142857142857143,0.36363636363636365,0.8,,,1.0,1.0,87.27272727272727,14.823529411764707,18.0,13.176470588235293,17.789473684210527,0.15789473684210525,0.6666666666666666,0.6666666666666666,,0.05263157894736842,,,0.05263157894736842,0.3157894736842105,0.42105263157894735,0.375,0.375,0.25,0.3333333333333333,1.0,,0.3333333333333333,0.8947368421052632,0.375,0.5392894736842105,0.5287833333333333,0.09090909090909091,0.22727272727272727,6.34,25.364285714285717,0.17647058823529413,1.0,,1.0,1.0,,15.0,,,5.0,3.0,,,,,,,1.0,,1.0,2.0,1.0,1.0,,1.0,0.25,,,,,,,,0.5,,1.0,1.0,1.0,,0.5091,,,,,1.0,1.0,2.0,2.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,2.0,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1629312-1629639-1631170-201567,1610612748,"Delon Wright, Haywood Highsmith, Tyler Herro, Jaime Jaquez Jr., Kevin Love","Wright, Highsmith, Herro, Jaquez Jr., Love",1626153-1629312-1629639-1631170-201567,MIA,77.0,1,1.0,2.0,3.0,2.0,,1.0,5,1.0,1.0,,,,,,1.0,,,,2.0,,1.0,1.0,1.0,3.0,,5.0,3.0,,,2.0,,,,,,,2.0,,2.0,,,1.0,,3.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,3.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.625,,0.625,1.0,,0.75,,1.0,,0.5,1.0,0.5,0.5,,,,,93.5064935064935,12.0,20.5,10.333333333333334,20.5,0.25,1.0,1.0,,,,,,0.25,0.5,,,,,,,,1.0,,0.6028375,,0.4,,1.4,25.166666666666668,,,,1.0,1.0,,3.0,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1626153-1629312-1631107-1631170-201567,1610612748,"Delon Wright, Haywood Highsmith, Nikola Jovic, Jaime Jaquez Jr., Kevin Love","Wright, Highsmith, Jovic, Jaquez Jr., Love",1626153-1629312-1631107-1631170-201567,MIA,82.0,1,1.0,8.0,3.0,2.0,,,5,,,,,,,,,,,2.0,2.0,,,,2.0,2.0,2.0,8.0,,,,,,,,,,,,3.0,2.0,2.0,,1.0,,3.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,1.0,,2.0,,8.0,,,,,,1.0,1.0,,,1.5,,1.3333333333333333,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,87.80487804878048,11.666666666666666,23.5,11.666666666666666,23.5,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.47565,,,,,28.15,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,0.5,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629130-1629312-1629639,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Haywood Highsmith, Tyler Herro","Adebayo, Martin, Robinson, Highsmith, Herro",1628389-1628997-1629130-1629312-1629639,MIA,287.0,2,5.0,2.0,11.0,11.0,,,22,3.0,3.0,,,1.0,2.0,1.0,,,,2.0,3.0,,4.0,6.0,2.0,3.0,1.0,15.0,13.0,,,,,,,,,6.0,2.0,,3.0,2.0,3.0,5.0,3.0,12.0,,2.0,1.0,3.0,,3.0,3.0,3.0,2.0,2.0,,,2.0,,,2.0,,3.0,,15.0,,,,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.7777777777777778,,0.75,,,0.3333333333333333,1.0,1.0,1.0,,1.0,,,,,1.0,,110.38327526132404,13.272727272727273,12.818181818181818,13.272727272727273,12.818181818181818,0.3333333333333333,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,0.6666666666666666,0.6666666666666666,0.5562111111111111,,,,6.783333333333334,26.766666666666666,,,,,,,6.0,,,2.0,2.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,2.0,0.2,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629130-1629312-1631170,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Haywood Highsmith, Jaime Jaquez Jr.","Adebayo, Martin, Robinson, Highsmith, Jaquez Jr.",1628389-1628997-1629130-1629312-1631170,MIA,102.0,1,2.0,2.0,3.0,3.0,,,6,,,,,,,,1.0,,,1.0,1.0,,,,1.0,2.0,3.0,6.0,4.0,,,,,,,,,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,3.0,,6.0,,,,,,0.5,0.5,,,0.75,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,84.70588235294117,17.666666666666668,16.333333333333332,17.666666666666668,16.333333333333332,,,,,,,,,0.5,0.5,1.0,1.0,,,,,,1.0,1.0,0.57225,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629130-1629312-201988,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Haywood Highsmith, Patty Mills","Adebayo, Martin, Robinson, Highsmith, Mills",1628389-1628997-1629130-1629312-201988,MIA,66.0,1,1.0,4.0,2.0,2.0,,,4,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,3.0,1.0,1.0,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,1.0,,2.0,,4.0,,,,,,1.0,1.0,,,1.5,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,87.27272727272727,19.0,14.0,19.0,14.0,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.55365,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629130-1629639-1631107,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Tyler Herro, Nikola Jovic","Adebayo, Martin, Robinson, Herro, Jovic",1628389-1628997-1629130-1629639-1631107,MIA,279.0,2,5.0,10.0,8.0,9.0,,1.0,17,,,,,4.0,5.0,,1.0,,,1.0,3.0,1.0,4.0,5.0,2.0,4.0,,14.0,4.0,,,2.0,,,1.0,,,,8.0,3.0,3.0,1.0,,1.0,,3.0,,6.0,1.0,7.0,1.0,8.0,,,,,,,,,,3.0,,3.0,,12.0,,,,,,0.5,0.5,0.8,,0.7777777777777778,,0.7,1.0,,0.4444444444444444,,1.0,1.0,,1.0,,,,,1.0,1.0,87.74193548387096,17.5,15.444444444444445,16.0,15.444444444444445,,,,,0.5555555555555556,0.8,0.8,,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,1.0,0.4444444444444444,0.3333333333333333,0.4318,0.2376,0.14285714285714285,,8.22,26.275,,,,1.0,1.0,,3.0,,,1.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,0.5,,1.0,1.0,,,0.5,,,,1.0,1.0,,,,,,0.2735,2.0,0.2,0.3333333333333333,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629130-201567-201988,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Kevin Love, Patty Mills","Adebayo, Martin, Robinson, Love, Mills",1628389-1628997-1629130-201567-201988,MIA,156.0,1,3.0,5.0,5.0,5.0,,,10,,,,,,,,,,,4.0,5.0,,,,4.0,5.0,,12.0,7.0,,,,,,,,,,,6.0,5.0,4.0,,2.0,,6.0,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,1.0,,,,,12.0,,,,,,0.8,0.8,,,1.2,,1.2,,,1.0,,1.0,1.0,,1.0,,,,,1.0,,92.3076923076923,13.0,18.2,13.0,18.2,,,,,,,,,,1.0,0.8,0.8,,,,,,1.0,0.8,0.47358,,,,,27.48,,,,,,,6.0,,,2.0,2.0,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629312-1629639-1631107,1610612748,"Bam Adebayo, Caleb Martin, Haywood Highsmith, Tyler Herro, Nikola Jovic","Adebayo, Martin, Highsmith, Herro, Jovic",1628389-1628997-1629312-1629639-1631107,MIA,696.0,3,12.0,6.0,23.0,21.0,,3.0,44,8.0,10.0,,,1.0,2.0,4.0,,,,2.0,6.0,,11.0,16.0,2.0,6.0,2.0,30.0,24.0,,,6.0,,,,,,12.0,10.0,,6.0,2.0,6.0,8.0,5.0,18.0,1.0,3.0,3.0,6.0,3.0,9.0,2.0,1.0,2.0,2.0,1.0,,3.0,2.0,7.0,3.0,,3.0,,24.0,,,,0.5454545454545454,0.75,0.3333333333333333,0.3333333333333333,0.6875,,0.6363636363636364,,0.6521739130434783,1.0,,0.2727272727272727,0.6666666666666666,0.6,0.5,0.25,0.5454545454545454,0.2222222222222222,0.25,,,0.4,1.0,91.0344827586207,14.565217391304348,17.19047619047619,14.478260869565217,15.047619047619047,0.45454545454545453,0.8,0.8,0.625,0.09090909090909091,0.5,0.5,0.18181818181818182,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,,0.7272727272727273,0.3333333333333333,0.5415,,0.2,,5.925,26.083333333333332,,2.0,,3.0,3.0,,6.0,6.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,0.2,,,0.6,,1.0,0.5,0.5,1.0,,0.48925,2.0,0.08695652173913043,0.11764705882352941,8.0,3.0,3.0,,,1.0,,,,,0.5,,,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1610612748,2024,2023-24,True
1628389-1628997-1629312-1629639-1631170,1610612748,"Bam Adebayo, Caleb Martin, Haywood Highsmith, Tyler Herro, Jaime Jaquez Jr.","Adebayo, Martin, Highsmith, Herro, Jaquez Jr.",1628389-1628997-1629312-1629639-1631170,MIA,728.0,4,12.0,-7.0,21.0,25.0,9.0,4.0,46,4.0,5.0,1.0,1.0,,3.0,3.0,2.0,,,,4.0,3.0,6.0,11.0,1.0,6.0,6.0,21.0,28.0,,3.0,5.0,1.0,4.0,3.0,4.0,6.0,2.0,10.0,,4.0,,1.0,2.0,1.0,5.0,3.0,5.0,5.0,10.0,4.0,14.0,,,3.0,2.0,1.0,,4.0,2.0,8.0,6.0,2.0,8.0,3.0,16.0,6.0,9.0,3.0,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.25,0.4411764705882353,0.14285714285714285,0.5,0.8333333333333334,0.3,0.35294117647058826,0.75,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,0.4,0.5,1.0,1.0,0.75,1.0,90.98901098901099,16.333333333333332,15.4,16.142857142857142,14.76,0.29411764705882354,0.8,0.8,0.25,0.17647058823529413,,,0.17647058823529413,0.11764705882352941,0.23529411764705882,,,,0.14285714285714285,1.0,,0.42857142857142855,0.6470588235294118,,0.4928882352941176,0.4733071428571428,0.23809523809523808,0.2857142857142857,8.672727272727274,26.233333333333334,0.42857142857142855,2.0,,1.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,0.09090909090909091,0.3333333333333333,,0.2,0.3333333333333333,1.0,0.5,1.0,,0.6666666666666666,0.6666666666666666,,,,1.0,0.05555555555555555,0.08333333333333333,10.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,True
