EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,FtPoints,Corner3Assists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,HeaveAttempts,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,Offensive Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceFtPoints,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceFG3M,LostBallSteals,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,PenaltyFtPoints,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,Charge Fouls,SecondChanceArc3FGA,Fg3aBlocked,SelfOReb,Travels,PenaltyTurnovers,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,PtsPutbacks,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626156-1627752-1629060-1629216-2544,1610612747,"D'Angelo Russell, Taurean Prince, Rui Hachimura, Gabe Vincent, LeBron James","Russell, Prince, Hachimura, Vincent, James",1626156-1627752-1629060-1629216-2544,LAL,143.0,1,2.0,1.0,4.0,4.0,4.0,4.0,1.0,8,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,6.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.75,0.6,1.0,0.6,0.6,1.0,0.6,0.2,1.0,1.0,1.0,0.5,1.0,1.0,80.55944055944056,17.5,18.25,15.75,18.25,0.6,0.6666666666666666,0.6666666666666666,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.6,0.6666666666666666,0.2,0.8,0.57127,0.835,0.57127,0.3333333333333333,1.0,4.625,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629060-1630559-203076,1610612747,"D'Angelo Russell, Taurean Prince, Rui Hachimura, Austin Reaves, Anthony Davis","Russell, Prince, Hachimura, Reaves, Davis",1626156-1627752-1629060-1630559-203076,LAL,241.0,1,4.0,-3.0,8.0,7.0,,,1.0,15,,1.0,,,,,,,3.0,,1.0,4.0,3.0,8.0,11.0,,1.0,,,,,,2.0,,3.0,1.0,3.0,,8.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,8.0,,,1.0,1.0,0.25,,,0.5714285714285714,,,0.5714285714285714,,,0.42857142857142855,1.0,0.3333333333333333,1.0,0.25,,,89.6265560165975,17.375,14.571428571428571,16.375,14.571428571428571,0.14285714285714285,,,,,,,0.42857142857142855,,,,,,0.5714285714285714,0.5293142857142857,0.4697,,,,13.2,25.166666666666668,,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629060-1630559-2544,1610612747,"D'Angelo Russell, Taurean Prince, Rui Hachimura, Austin Reaves, LeBron James","Russell, Prince, Hachimura, Reaves, James",1626156-1627752-1629060-1630559-2544,LAL,49.0,1,1.0,,1.0,2.0,,,,3,,,,,,,,,,,1.0,1.0,,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,,2.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,88.16326530612245,23.0,13.0,23.0,13.0,,,,,,,,,,,,,,,0.3759,,,,,20.6,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629060-203076-203915,1610612747,"D'Angelo Russell, Taurean Prince, Rui Hachimura, Anthony Davis, Spencer Dinwiddie","Russell, Prince, Hachimura, Davis, Dinwiddie",1626156-1627752-1629060-203076-203915,LAL,449.0,3,7.0,5.0,15.0,14.0,,,2.0,29,3.0,3.0,,,,,1.0,2.0,4.0,,4.0,7.0,6.0,15.0,10.0,,,,,,,,6.0,2.0,4.0,3.0,5.0,,12.0,,5.0,6.0,1.0,7.0,2.0,2.0,3.0,,15.0,,,0.75,0.75,0.5714285714285714,,,0.5384615384615384,,,0.5769230769230769,,,0.46153846153846156,0.8333333333333334,,0.8571428571428571,0.14285714285714285,,0.5,93.00668151447661,14.8,16.214285714285715,14.6,16.214285714285715,0.23076923076923078,1.0,1.0,0.15384615384615385,0.5,0.5,,0.3076923076923077,,,,,,0.6923076923076923,0.5402230769230769,,,,,8.257142857142856,24.25,,,2.0,1.0,2.0,6.0,1.0,2.0,1.0,,,,2.0,,1.0,0.3333333333333333,0.3333333333333333,,1.0,0.15384615384615385,,,,0.25,0.25,1.0,0.25,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,0.15384615384615385,0.5,0.5,1.0,0.07692307692307693,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629060-203915-2544,1610612747,"D'Angelo Russell, Taurean Prince, Rui Hachimura, Spencer Dinwiddie, LeBron James","Russell, Prince, Hachimura, Dinwiddie, James",1626156-1627752-1629060-203915-2544,LAL,270.0,2,4.0,3.0,11.0,9.0,4.0,3.0,2.0,20,3.0,5.0,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,8.0,3.0,8.0,5.0,,1.0,,1.0,3.0,2.0,2.0,6.0,2.0,1.0,3.0,3.0,,6.0,1.0,2.0,6.0,2.0,8.0,1.0,1.0,,,8.0,2.0,4.0,0.75,0.75,0.5,,0.3333333333333333,0.36363636363636365,,0.2,0.36363636363636365,,0.2,0.2727272727272727,1.0,0.25,1.0,0.3333333333333333,0.5,,106.66666666666667,12.090909090909092,15.222222222222221,11.727272727272727,15.222222222222221,0.45454545454545453,0.6,0.75,0.18181818181818182,0.5,0.5,,0.18181818181818182,1.0,,0.6,0.3333333333333333,0.2,0.7272727272727273,0.5269250000000001,0.447,0.555825,,0.25,5.7625,39.233333333333334,0.36363636363636365,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,0.09090909090909091,,,,,,,,,1.0,,,3.0,1.0,4.0,1.0,1.0,,,,1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,0.09090909090909091,,,,,,1.0,1.0,1.0,0.125,0.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629216-1629637-203076,1610612747,"D'Angelo Russell, Taurean Prince, Gabe Vincent, Jaxson Hayes, Anthony Davis","Russell, Prince, Vincent, Hayes, Davis",1626156-1627752-1629216-1629637-203076,LAL,263.0,1,4.0,-2.0,8.0,9.0,,,1.0,17,1.0,1.0,,,,,,1.0,5.0,,1.0,2.0,6.0,10.0,12.0,,,,,,,,2.0,,5.0,1.0,1.0,,2.0,,,2.0,1.0,3.0,2.0,2.0,3.0,,10.0,,,1.0,1.0,0.5,,,0.5,,,0.5555555555555556,,,0.75,,,0.6666666666666666,0.2,,,93.07984790874524,15.5,15.444444444444445,15.25,14.88888888888889,0.125,1.0,1.0,0.125,,,,0.625,,,,,,0.875,0.5624375,,,,,6.4,25.5,,,,2.0,2.0,,2.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.4,0.4,,0.4,,1.0,2.0,,1.0,1.0,2.0,,,,,,,2.0,,1.0,,0.6666666666666666,0.25,0.3333333333333333,,0.6666666666666666,1.0,0.125,,,,0.1111111111111111,0.3333333333333333,,,,,,,,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629216-1629637-2544,1610612747,"D'Angelo Russell, Taurean Prince, Gabe Vincent, Jaxson Hayes, LeBron James","Russell, Prince, Vincent, Hayes, James",1626156-1627752-1629216-1629637-2544,LAL,313.0,2,5.0,2.0,10.0,11.0,,,1.0,21,2.0,3.0,,,,,1.0,1.0,3.0,,3.0,4.0,3.0,12.0,10.0,,,2.0,,,,,6.0,,3.0,3.0,3.0,1.0,6.0,,2.0,5.0,1.0,6.0,1.0,2.0,4.0,,10.0,,,1.0,1.0,0.75,,,0.42857142857142855,,,0.6,1.0,,0.42857142857142855,0.6666666666666666,,0.8333333333333334,0.25,,1.0,96.61341853035144,15.3,14.545454545454545,15.2,13.363636363636363,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,,,,,0.8571428571428571,0.576957142857143,,,0.16666666666666666,,2.5,25.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,6.0,,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,0.3,0.42857142857142855,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629216-1630559-203076,1610612747,"D'Angelo Russell, Taurean Prince, Gabe Vincent, Austin Reaves, Anthony Davis","Russell, Prince, Vincent, Reaves, Davis",1626156-1627752-1629216-1630559-203076,LAL,172.0,1,3.0,4.0,6.0,5.0,,,1.0,11,2.0,3.0,,,,,,1.0,1.0,,2.0,5.0,2.0,7.0,3.0,,,3.0,,,,,,4.0,1.0,,,,,1.0,1.0,3.0,1.0,4.0,,2.0,,,4.0,,,,,0.4,,,0.5,1.5,,0.5,1.5,,0.2857142857142857,1.0,0.3333333333333333,1.0,0.25,1.0,,92.09302325581395,15.833333333333334,15.4,15.333333333333334,15.4,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,,,,0.14285714285714285,,,,,,0.7142857142857143,0.5569357142857143,0.558,,0.42857142857142855,,7.24,24.0,,,1.0,,1.0,,,,,,,,,,,0.5,0.5,,,0.14285714285714285,,,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,0.14285714285714285,1.0,1.0,,,,,,1.0,0.2,0.3333333333333333,,,1.0,1.0,3.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629216-203076-203915,1610612747,"D'Angelo Russell, Taurean Prince, Gabe Vincent, Anthony Davis, Spencer Dinwiddie","Russell, Prince, Vincent, Davis, Dinwiddie",1626156-1627752-1629216-203076-203915,LAL,307.0,2,5.0,-5.0,12.0,12.0,10.0,,1.0,24,3.0,3.0,,,2.0,2.0,,,3.0,3.0,3.0,5.0,5.0,12.0,17.0,,,2.0,2.0,3.0,5.0,10.0,6.0,,3.0,3.0,3.0,,6.0,,3.0,4.0,1.0,5.0,3.0,4.0,3.0,,10.0,10.0,10.0,1.0,1.0,0.6,,0.6666666666666666,0.3,,0.25,0.46153846153846156,1.0,0.45454545454545453,0.5,1.0,,0.75,0.14285714285714285,,1.0,112.57328990228014,12.833333333333334,12.75,12.083333333333334,12.5,0.3,1.0,1.0,,,,,0.3,,,0.25,1.0,0.375,0.8,0.5912499999999999,,0.6116,0.16666666666666666,0.8333333333333334,8.940000000000001,24.28,0.8333333333333334,,2.0,,,,,,,,,,,,,,,,1.0,0.2,,,,,,,,,2.0,6.0,,3.0,1.0,,1.0,,,,,,6.0,,1.0,,,0.2,0.3333333333333333,1.0,,1.0,0.2,,,,0.09090909090909091,0.16666666666666666,2.0,,,,,,0.25,,,,,,2.0,,2.0,1.0,2.0,2.0,1.0,,,1.0,1.0,,,6.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
1626156-1627752-1629216-203076-2544,1610612747,"D'Angelo Russell, Taurean Prince, Gabe Vincent, Anthony Davis, LeBron James","Russell, Prince, Vincent, Davis, James",1626156-1627752-1629216-203076-2544,LAL,353.0,2,6.0,-7.0,12.0,13.0,,,,25,2.0,2.0,,,,,,1.0,2.0,,3.0,4.0,4.0,9.0,16.0,,,,,,,,6.0,,2.0,3.0,4.0,,9.0,,2.0,4.0,,4.0,1.0,4.0,1.0,,9.0,,,1.0,1.0,0.75,,,0.5625,,,0.5625,,,0.5,0.6666666666666666,,0.8,,,1.0,101.98300283286119,12.833333333333334,15.307692307692308,12.833333333333334,15.0,0.25,1.0,1.0,0.125,,,,0.25,,,,,,0.75,0.5684625,,,,,6.0,24.725,,1.0,1.0,,1.0,3.0,,1.0,,1.0,2.0,3.0,4.0,,1.0,0.25,0.25,,,0.125,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,2.0,,2.0,1.0,,1.0,,1.0,,,,,0.25,1.0,,,,1.0,1.0,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2024,2023-24,True
