EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FoulsDrawn,PtsUnassisted2s,ShootingFouls,Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,Steals,LostBallSteals,BadPassTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,LongMidRangeFGA,OffTwoPtRebounds,OffTwoPtReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LongMidRangeFGM,SecondChanceFtPoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeAssists,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,PenaltyCorner3FGA,SecondChanceFG2M,SelfOReb,Charge Fouls Drawn,DefensiveGoaltends,SecondChanceFg2Pct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Corner3Assists,BadPassSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsPutbacks,LongMidRangeAssists,SecondChanceTurnovers,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,Charge Fouls,Travels,team_id,year,season,team_vs
1626164-1626220-1628960-1629234-201142,1610612756,"Devin Booker, Royce O'Neale, Grayson Allen, Drew Eubanks, Kevin Durant","Booker, O'Neale, Allen, Eubanks, Durant",1626164-1626220-1628960-1629234-201142,PHX,72.0,1,1.0,-2.0,2.0,3,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,15.5,13.666666666666666,15.5,13.666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8367,0.8367,1.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1628960-201142-203078,1610612756,"Devin Booker, Royce O'Neale, Grayson Allen, Kevin Durant, Bradley Beal","Booker, O'Neale, Allen, Durant, Beal",1626164-1626220-1628960-201142-203078,PHX,27.0,1,,-2.0,1.0,1,,2,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.66666666666666,18.0,9.0,18.0,9.0,1.0,,,,,,1.0,0.4325,,,3.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1628960-201142-203994,1610612756,"Devin Booker, Royce O'Neale, Grayson Allen, Kevin Durant, Jusuf Nurkic","Booker, O'Neale, Allen, Durant, Nurkic",1626164-1626220-1628960-201142-203994,PHX,93.0,1,2.0,-1.0,2.0,3,1.0,5,2.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,4.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,77.41935483870968,20.5,17.333333333333332,20.5,12.666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6307,0.6039,0.5,2.2,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629006-1629642-201569,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Nassir Little, Eric Gordon","Booker, O'Neale, Okogie, Little, Gordon",1626164-1626220-1629006-1629642-201569,PHX,11.0,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629006-201142-201569,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Kevin Durant, Eric Gordon","Booker, O'Neale, Okogie, Durant, Gordon",1626164-1626220-1629006-201142-201569,PHX,423.0,1,7.0,7.0,15.0,13,10.0,28,3.0,4.0,1.0,2.0,4.0,6.0,19.0,12.0,2.0,4.0,12.0,2.0,1.0,2.0,1.0,5.0,3.0,4.0,6.0,1.0,,1.0,1.0,16.0,12.0,10.0,0.25,0.25,0.6666666666666666,0.5,0.55,0.5,0.59375,0.5454545454545454,1.0,0.6,0.4444444444444444,0.75,95.31914893617021,11.733333333333333,19.0,11.4,16.76923076923077,0.4,0.75,0.75,0.3333333333333333,0.2857142857142857,0.5,0.8,0.6410199999999999,0.58795,0.631578947368421,2.65,0.6666666666666666,6.0,6.0,1.0,3.0,,12.0,,2.0,0.16666666666666666,0.25,9.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,0.25,1.0,0.3333333333333333,0.25,0.75,0.75,0.4,0.16666666666666666,0.5,0.25,0.6666666666666666,0.4,1.0,0.3333333333333333,0.2,0.5,1.0,0.1,0.3,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.15789473684210525,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629006-201569-203078,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Eric Gordon, Bradley Beal","Booker, O'Neale, Okogie, Gordon, Beal",1626164-1626220-1629006-201569-203078,PHX,56.0,1,1.0,,1.0,1,1.0,2,,1.0,,1.0,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,51.42857142857143,36.0,20.0,26.0,20.0,0.5,,,,0.5,,0.5,0.5353,0.5353,,10.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.7458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629006-201569-203994,1610612756,"Devin Booker, Royce O'Neale, Josh Okogie, Eric Gordon, Jusuf Nurkic","Booker, O'Neale, Okogie, Gordon, Nurkic",1626164-1626220-1629006-201569-203994,PHX,16.0,1,,-1.0,,1,,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,16.0,,16.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629234-201142-201569,1610612756,"Devin Booker, Royce O'Neale, Drew Eubanks, Kevin Durant, Eric Gordon","Booker, O'Neale, Eubanks, Durant, Gordon",1626164-1626220-1629234-201142-201569,PHX,639.0,3,11.0,-10.0,20.0,19,8.0,39,1.0,3.0,1.0,1.0,6.0,10.0,20.0,30.0,2.0,3.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,1.0,1.0,4.0,2.0,18.0,9.0,8.0,0.16666666666666666,0.16666666666666666,0.6,0.6666666666666666,0.42857142857142855,0.5,0.5588235294117647,0.75,0.25,0.3333333333333333,0.5714285714285714,0.5,87.88732394366197,16.05,16.736842105263158,15.7,16.36842105263158,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.5,0.5364642857142857,0.56435,0.45,9.879999999999999,0.4,6.0,10.0,3.0,6.0,,8.0,1.0,3.0,0.1875,0.25,5.0,1.0,3.0,4.0,1.0,,3.0,,,,1.0,,4.0,8.0,,,,2.0,,1.0,5.0,,3.0,,,,,1.0,3.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,0.2857142857142857,,,0.75,0.25,0.125,0.3333333333333333,,0.2857142857142857,0.75,0.75,0.07142857142857142,0.21428571428571427,,,,,,,0.25,,,0.1,25.475,,3.0,,,,0.21428571428571427,,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629234-201142-203078,1610612756,"Devin Booker, Royce O'Neale, Drew Eubanks, Kevin Durant, Bradley Beal","Booker, O'Neale, Eubanks, Durant, Beal",1626164-1626220-1629234-201142-203078,PHX,313.0,3,5.0,-5.0,10.0,9,9.0,19,,3.0,,2.0,1.0,8.0,5.0,10.0,1.0,7.0,5.0,2.0,1.0,1.0,,2.0,1.0,3.0,4.0,,,,,5.0,5.0,9.0,1.0,1.0,0.125,0.14285714285714285,0.1111111111111111,0.125,0.22727272727272727,0.25,,0.2,0.375,,87.41214057507987,15.5,17.555555555555557,15.1,16.22222222222222,0.3333333333333333,,,,0.25,,0.4444444444444444,0.49072777777777776,0.48345625,1.0,9.8,0.9,3.0,,1.0,4.0,,4.0,,2.0,0.18181818181818182,0.2,5.0,1.0,1.0,3.0,,,1.0,,,,1.0,,1.0,3.0,1.0,,,,,1.0,3.0,,1.0,,1.0,,,,2.0,1.0,,,,,2.0,,2.0,2.0,,,,,,,,,0.1111111111111111,0.125,,0.6666666666666666,,0.125,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,,,,0.125,,,,25.2,,2.0,1.0,0.14285714285714285,,0.2222222222222222,,0.3989,,,,,,1.0,,1.0,,2.0,,0.5,,,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
1626164-1626220-1629234-201569-203078,1610612756,"Devin Booker, Royce O'Neale, Drew Eubanks, Eric Gordon, Bradley Beal","Booker, O'Neale, Eubanks, Gordon, Beal",1626164-1626220-1629234-201569-203078,PHX,228.0,2,4.0,2.0,10.0,11,6.0,21,1.0,3.0,1.0,2.0,1.0,5.0,10.0,8.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0,,,1.0,1.0,8.0,4.0,6.0,1.0,1.0,0.2,0.25,0.35714285714285715,0.2,0.5,0.3333333333333333,,1.0,1.0,1.0,132.63157894736844,11.6,10.181818181818182,11.3,9.363636363636363,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.7142857142857143,0.5744428571428571,0.60551,0.4,7.12,0.6,4.0,,1.0,2.0,1.0,6.0,,2.0,0.2222222222222222,0.2857142857142857,8.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,5.0,1.0,,,2.0,,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,1.0,1.0,0.5,,,0.5,1.0,1.0,0.2857142857142857,,,1.0,,0.2,,1.0,0.14285714285714285,,,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,,,,,,1.0,0.2,24.5,1.0,1.0,1.0,0.25,1.0,0.14285714285714285,1.0,0.7815,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2024,2023-24,False
