EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,FoulsDrawn,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,TwoPtShootingFoulsDrawnPct,DefLongMidRangeReboundPct,PenaltyAtRimFGM,LostBallOutOfBoundsTurnovers,OffArc3ReboundPct,PenaltyAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,Charge Fouls,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,OffLongMidRangeReboundPct,OffensiveGoaltends,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Travels,Transition Take Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,team_id,year,season,team_vs
1626181-1627826-1629599-1629611-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, James Harden","Powell, Zubac, Coffey, Mann, Harden",1626181-1627826-1629599-1629611-201935,LAC,13.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-201566-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, James Harden","Powell, Zubac, Coffey, Westbrook, Harden",1626181-1627826-1629599-201566-201935,LAC,668.0,4,6.0,11.0,3.0,23.0,22.0,17.0,7.0,3.0,45.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,13.0,5.0,7.0,5.0,26.0,23.0,1.0,3.0,2.0,2.0,8.0,4.0,5.0,5.0,21.0,6.0,9.0,6.0,4.0,4.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,15.0,4.0,5.0,6.0,11.0,4.0,15.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,2.0,6.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,24.0,21.0,17.0,1.0,1.0,1.0,0.6,0.7142857142857143,0.8,0.7142857142857143,0.23076923076923078,0.3333333333333333,0.25,0.525,0.3333333333333333,0.6153846153846154,0.5909090909090909,0.3333333333333333,0.7,0.35,0.15384615384615385,0.16666666666666666,0.16666666666666666,0.4,0.8571428571428571,0.4,0.8333333333333334,0.8461538461538461,0.3333333333333333,0.6,0.25,1.0,0.8,0.8333333333333334,0.2,97.0059880239521,1.0,15.695652173913043,13.954545454545455,15.08695652173913,13.636363636363637,0.3,0.16666666666666666,0.2,1.0,0.3,0.3333333333333333,0.4,1.0,0.05,0.15,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,1.0,0.5,0.6666666666666666,0.15384615384615385,0.15384615384615385,0.5,0.23076923076923078,1.0,0.65,1.0,0.5181025,0.5304,0.5182730769230769,0.09090909090909091,0.2222222222222222,0.07692307692307693,0.8076923076923077,5.923076923076923,24.785714285714285,0.7391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-201566-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, Paul George","Powell, Zubac, Coffey, Westbrook, George",1626181-1627826-1629599-201566-202331,LAC,389.0,4,3.0,6.0,2.0,12.0,13.0,4.0,9.0,3.0,25.0,2.0,5.0,1.0,,,3.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,9.0,1.0,3.0,5.0,12.0,10.0,1.0,2.0,5.0,,1.0,,2.0,5.0,5.0,,3.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,2.0,3.0,,5.0,3.0,8.0,,1.0,,1.0,1.0,,2.0,,,2.0,6.0,,1.0,,6.0,1.0,,,,,,7.0,5.0,4.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.2222222222222222,0.5,,0.2916666666666667,0.5,,0.42857142857142855,0.8333333333333334,0.5,0.25,0.1111111111111111,0.2,,0.5,,0.2857142857142857,0.6,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.6,,92.54498714652956,,14.833333333333334,16.23076923076923,14.0,15.23076923076923,0.4166666666666667,0.4,0.5,,0.25,,,,0.08333333333333333,0.08333333333333333,,,,0.16666666666666666,0.5,0.5,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,0.5,0.5253708333333333,0.5376,0.5265833333333333,0.15384615384615385,0.25,0.4166666666666667,0.4166666666666667,5.4,25.333333333333332,0.3333333333333333,1.0,3.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-201566-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, Kawhi Leonard","Powell, Zubac, Coffey, Westbrook, Leonard",1626181-1627826-1629599-201566-202695,LAC,127.0,1,1.0,2.0,2.0,4.0,5.0,,,2.0,9.0,1.0,3.0,2.0,,1.0,1.0,,,1.0,,,,,,,2.0,4.0,,1.0,,4.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,4.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,0.5,0.5,,0.4,0.5,,0.4,0.5,,0.2,,,,1.0,1.0,0.5,,1.0,0.6666666666666666,0.5,,,,,,102.04724409448819,,14.0,14.2,13.75,14.2,0.6,0.3333333333333333,0.3333333333333333,,0.2,1.0,1.0,,,0.2,,,,,,,,1.0,,,,,,0.8,,0.6249,0.5593,,,,0.5,,2.85,23.2,,1.0,,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-201935-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, James Harden, Paul George","Powell, Zubac, Coffey, Harden, George",1626181-1627826-1629599-201935-202331,LAC,184.0,2,1.0,3.0,-8.0,5.0,6.0,,,,11.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,3.0,,1.0,2.0,4.0,12.0,,,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,2.0,,,,2.0,,,,,,,4.0,,,,1.0,1.0,,,,,0.3333333333333333,,,0.25,,,0.4,,,0.25,,,,,,,1.0,1.0,,,,,,1.0,,86.08695652173913,,16.4,17.0,16.4,17.0,0.25,,,,0.25,1.0,1.0,1.0,0.25,,,,,0.25,,,,,,,,,,0.5,,0.4782875,,,0.2,,,,9.133333333333333,25.1,,,,,,,,,,,,1.0,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-201935-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, James Harden, Kawhi Leonard","Powell, Zubac, Coffey, Harden, Leonard",1626181-1627826-1629599-201935-202695,LAC,119.0,1,,2.0,-3.0,4.0,4.0,,,,8.0,,,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,,3.0,6.0,,,,,,,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,3.0,,,,,,1.0,0.5,,0.5,,,,0.75,,,0.75,,,1.0,,,,0.5,1.0,,,1.0,,,,,,,,96.80672268907563,,17.25,12.5,17.25,12.5,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,0.5,0.53025,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629611-200782-201935,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, P.J. Tucker, James Harden","Powell, Zubac, Mann, Tucker, Harden",1626181-1627826-1629611-200782-201935,LAC,288.0,2,4.0,5.0,5.0,11.0,10.0,7.0,,1.0,21.0,1.0,2.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,14.0,9.0,,,,2.0,3.0,2.0,2.0,1.0,11.0,2.0,6.0,,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,,1.0,3.0,4.0,1.0,5.0,,,,,3.0,,3.0,1.0,2.0,1.0,4.0,,2.0,1.0,5.0,,,,,,,14.0,11.0,7.0,,0.5,0.5,1.0,0.5,1.0,0.5,0.6666666666666666,,0.6666666666666666,0.7142857142857143,,1.0,0.7777777777777778,,1.1,0.5714285714285714,0.3333333333333333,0.5,,,1.0,,1.0,1.0,0.3333333333333333,,,,1.0,1.0,,105.0,,11.090909090909092,16.6,9.909090909090908,16.6,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,1.0,1.0,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,0.4,0.2,1.0,0.2,1.0,0.8571428571428571,0.3333333333333333,0.5917285714285715,,0.6214500000000001,0.3333333333333333,,,0.7857142857142857,3.0666666666666664,25.6,0.6363636363636364,,,2.0,,1.0,,1.0,,1.0,1.0,3.0,,,,0.5,,,0.6,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629611-201566-201935,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, James Harden","Powell, Zubac, Mann, Westbrook, Harden",1626181-1627826-1629611-201566-201935,LAC,298.0,3,,5.0,4.0,10.0,8.0,5.0,5.0,3.0,18.0,3.0,3.0,,2.0,2.0,2.0,,,1.0,,1.0,,2.0,,1.0,5.0,5.0,,3.0,,10.0,6.0,1.0,1.0,2.0,2.0,2.0,,2.0,,4.0,8.0,,,2.0,,,4.0,,4.0,,,2.0,2.0,8.0,,3.0,2.0,5.0,2.0,7.0,,2.0,,2.0,2.0,,4.0,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,,1.0,1.0,8.0,4.0,5.0,,0.8,0.8,,,,,1.0,1.0,1.0,0.625,0.5,0.5,0.625,0.5,0.5,0.375,,,,0.5,0.6666666666666666,,0.6,0.625,0.6666666666666666,,,0.5,1.0,0.6666666666666666,,86.97986577181207,1.0,15.0,18.5,13.2,17.125,0.375,1.0,1.0,0.6666666666666666,0.25,1.0,1.0,1.0,,0.125,,,,0.25,,,,,0.5,0.25,,0.25,,0.75,,0.590725,0.4077,0.639425,,,0.2,0.4,3.12,25.400000000000002,0.5,,,2.0,,2.0,,,,,,,,,,0.6666666666666666,1.0,,,,2.0,,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629611-201566-202331,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Paul George","Powell, Zubac, Mann, Westbrook, George",1626181-1627826-1629611-201566-202331,LAC,374.0,3,2.0,6.0,-10.0,14.0,13.0,7.0,2.0,4.0,27.0,2.0,8.0,2.0,3.0,,3.0,,,2.0,,1.0,,2.0,,2.0,2.0,11.0,,4.0,3.0,7.0,17.0,2.0,3.0,4.0,,3.0,,3.0,2.0,2.0,,,,2.0,,2.0,,,,,,,,,4.0,2.0,2.0,5.0,5.0,10.0,,2.0,,1.0,,1.0,2.0,,1.0,3.0,4.0,1.0,,,4.0,,,,,,,3.0,2.0,7.0,,,,,,,,0.18181818181818182,0.6666666666666666,,0.13333333333333333,0.4,,0.20588235294117646,0.4,0.14285714285714285,0.26666666666666666,0.18181818181818182,0.25,,1.0,1.0,0.4444444444444444,0.6666666666666666,0.8,0.38461538461538464,0.5,0.3333333333333333,,1.0,1.0,,103.9572192513369,,17.071428571428573,10.384615384615385,15.5,10.153846153846153,0.5333333333333333,0.25,0.3333333333333333,,0.2,,,,,0.13333333333333333,,,,0.13333333333333333,,,,0.4,0.5,0.16666666666666666,,0.3333333333333333,,0.8,,0.5699366666666666,0.5913,0.626675,0.0625,,0.5714285714285714,0.2857142857142857,3.727272727272727,24.05,0.5,2.0,,4.0,4.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.25,,1.0,0.08333333333333333,1.0,,,0.5,,1.0,2.0,,,0.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629611-201935-202331,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, James Harden, Paul George","Powell, Zubac, Mann, Harden, George",1626181-1627826-1629611-201935-202331,LAC,2306.0,6,18.0,38.0,11.0,75.0,71.0,21.0,25.0,6.0,146.0,11.0,14.0,5.0,7.0,12.0,20.0,5.0,2.0,7.0,1.0,3.0,8.0,21.0,1.0,4.0,26.0,39.0,10.0,28.0,12.0,94.0,83.0,4.0,5.0,11.0,9.0,13.0,2.0,7.0,1.0,25.0,24.0,21.0,9.0,21.0,8.0,2.0,12.0,7.0,19.0,6.0,1.0,5.0,5.0,45.0,3.0,12.0,7.0,23.0,7.0,30.0,1.0,6.0,,3.0,3.0,3.0,9.0,1.0,3.0,13.0,24.0,2.0,,,17.0,,1.0,,1.0,2.0,2.0,83.0,24.0,20.0,4.0,0.46153846153846156,0.5217391304347826,0.7,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.6666666666666666,0.8,0.6923076923076923,0.6119402985074627,0.9166666666666666,0.6,0.6283783783783784,0.9166666666666666,0.5681818181818182,0.417910447761194,0.05128205128205128,,0.1,0.6666666666666666,0.6363636363636364,0.25,0.8,0.7307692307692307,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.5,0.625,0.8333333333333334,0.038461538461538464,91.17085862966177,1.0,17.466666666666665,14.028169014084508,17.14666666666667,13.32394366197183,0.208955223880597,0.7857142857142857,0.7857142857142857,0.45454545454545453,0.29850746268656714,0.6,0.6666666666666666,0.4166666666666667,0.07462686567164178,0.1044776119402985,0.2857142857142857,0.3333333333333333,0.5,0.31343283582089554,0.38095238095238093,0.4,0.75,0.8333333333333334,0.35,0.15,0.3333333333333333,0.2,0.25,0.6268656716417911,0.38095238095238093,0.5250417910447761,0.6162333333333333,0.5490999999999999,0.1095890410958904,,0.11702127659574468,0.26595744680851063,7.023076923076922,25.37857142857143,0.28,4.0,,28.0,6.0,3.0,4.0,6.0,4.0,2.0,2.0,8.0,1.0,,0.8,0.1875,0.2,0.8,0.17777777777777778,1.0,5.0,,0.18181818181818182,0.7142857142857143,1.0,1.0,,0.6666666666666666,0.16666666666666666,,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.14285714285714285,0.047619047619047616,1.0,0.6,0.6,0.6666666666666666,1.0,,,,,,,,,,,1610612746,2024,2023-24,False
