EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Transition Take Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,OffensiveGoaltends,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,HeaveAttempts,Fg3aBlocked,Charge Fouls,Transition Take Fouls Drawn,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1630191-1630595-1631093-1631105-1641709,1610612765,"Isaiah Stewart, Cade Cunningham, Jaden Ivey, Jalen Duren, Ausar Thompson","Stewart, Cunningham, Ivey, Duren, Thompson",1630191-1630595-1631093-1631105-1641709,DET,8686.0,14,145,-29.0,291,293,35.0,38.0,37.0,584,55.0,83.0,10.0,16.0,1.0,2.0,22.0,61.0,10.0,19.0,9.0,27.0,2.0,1.0,3.0,23.0,66.0,5.0,13.0,3.0,6.0,87.0,163.0,32.0,93.0,60.0,330.0,359.0,13.0,22.0,5.0,15.0,12.0,53.0,5.0,12.0,4.0,9.0,14.0,36.0,102.0,72.0,81.0,15.0,12.0,66.0,23.0,21.0,51.0,27.0,78.0,18.0,9.0,33.0,11.0,7.0,183.0,12.0,33.0,1.0,55.0,50.0,2.0,107.0,46.0,153.0,8.0,15.0,12.0,3.0,27.0,7.0,14.0,20.0,2.0,13.0,1.0,1.0,47.0,2.0,7.0,32.0,59.0,4.0,3.0,55.0,4.0,71.0,4.0,2.0,30.0,7.0,21.0,10.0,11.0,21.0,11.0,1.0,2.0,277.0,34.0,34.0,2.0,5.0,0.5862068965517241,0.6296296296296297,0.84375,0.34408602150537637,0.3333333333333333,0.4444444444444444,0.34408602150537637,0.5337423312883436,0.5909090909090909,0.4166666666666667,0.52734375,0.5540540540540541,0.5238095238095238,0.5674740484429066,0.6190476190476191,0.6206896551724138,0.36328125,0.12883435582822086,0.07228915662650602,0.2459016393442623,0.574468085106383,1.0,0.25,0.684931506849315,0.4342105263157895,0.8870967741935484,0.19672131147540983,0.7777777777777778,0.3284671532846715,0.5357142857142857,0.41025641025641024,0.2222222222222222,0.20930232558139536,0.16666666666666666,0.64,0.6842105263157895,0.8,0.9130434782608695,0.8125,0.06896551724137931,96.81786783329495,0.5238095238095238,14.70103092783505,15.044368600682594,13.9553264604811,14.597269624573379,0.32421875,0.6626506024096386,0.7142857142857143,0.6,0.23828125,0.36065573770491804,0.4782608695652174,0.5,0.07421875,0.5263157894736842,0.5263157894736842,0.7,0.10546875,0.3333333333333333,0.3333333333333333,1.0,0.2578125,0.3484848484848485,0.3484848484848485,0.782608695652174,0.43243243243243246,0.625,0.4,0.05405405405405406,0.35135135135135137,0.38461538461538464,1.0,0.09523809523809523,0.5,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.5,0.6875,0.3484848484848485,0.53120234375,0.543537037037037,0.46063571428571426,0.10638297872340426,0.15873015873015872,0.1606060606060606,0.10909090909090909,5.715337423312883,25.410752688172042,0.12027491408934708,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2024,2023-24,False
1630595-1631093-1631105-1631323-1641709,1610612765,"Cade Cunningham, Jaden Ivey, Jalen Duren, Simone Fontecchio, Ausar Thompson","Cunningham, Ivey, Duren, Fontecchio, Thompson",1630595-1631093-1631105-1631323-1641709,DET,6790.0,10,113,7.0,236,238,16.0,48.0,28.0,474,48.0,82.0,11.0,18.0,2.0,3.0,21.0,55.0,14.0,22.0,5.0,16.0,1.0,,1.0,18.0,52.0,1.0,5.0,2.0,2.0,83.0,159.0,23.0,68.0,33.0,268.0,261.0,11.0,24.0,1.0,6.0,1.0,26.0,6.0,10.0,2.0,3.0,2.0,20.0,92.0,74.0,54.0,15.0,14.0,52.0,18.0,20.0,46.0,18.0,64.0,14.0,4.0,32.0,9.0,5.0,146.0,7.0,28.0,1.0,42.0,44.0,5.0,91.0,36.0,127.0,6.0,21.0,17.0,4.0,16.0,1.0,13.0,12.0,3.0,3.0,2.0,,28.0,2.0,2.0,26.0,52.0,4.0,4.0,47.0,4.0,47.0,6.0,2.0,23.0,1.0,7.0,6.0,1.0,7.0,4.0,,,242.0,20.0,16.0,5.0,1.0,0.5542168674698795,0.6052631578947368,0.782608695652174,0.3382352941176471,0.16666666666666666,0.6666666666666666,0.3382352941176471,0.5220125786163522,0.4583333333333333,0.6,0.5176211453744494,0.4166666666666667,0.6923076923076923,0.540650406504065,0.40625,0.7142857142857143,0.29955947136563876,0.12578616352201258,0.12195121951219512,0.16363636363636364,0.5714285714285714,1.0,0.125,0.7857142857142857,0.37333333333333335,0.7777777777777778,0.1590909090909091,0.7818181818181819,0.29411764705882354,0.36363636363636365,0.4411764705882353,0.125,0.12121212121212122,0.2727272727272727,0.782608695652174,0.7931034482758621,0.75,0.8222222222222222,0.5555555555555556,0.06060606060606061,100.52430044182621,0.5714285714285714,13.741525423728813,14.903361344537815,13.173728813559322,14.453781512605042,0.36123348017621143,0.5853658536585366,0.6666666666666666,0.6666666666666666,0.2422907488986784,0.38181818181818183,0.45652173913043476,0.42857142857142855,0.09691629955947137,0.6363636363636364,0.6666666666666666,0.35714285714285715,0.07048458149779736,0.3125,0.3125,0.8,0.2290748898678414,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.6,0.6111111111111112,0.2727272727272727,0.03333333333333333,0.16666666666666666,0.2,1.0,0.23076923076923078,0.6666666666666666,0.07692307692307693,,0.15384615384615385,1.0,0.6607929515418502,0.34615384615384615,0.5457176211453745,0.5629692307692308,0.5305846153846153,0.09795918367346938,0.13068181818181818,0.09701492537313433,0.07462686567164178,5.850943396226415,25.34264705882353,0.06779661016949153,1.0,5.0,1.0,1.0,0.045454545454545456,0.014492753623188406,,,,,,,,,,,,,,,,,,,1610612765,2024,2023-24,False
1630165-1630191-1630595-1631105-1641709,1610612765,"Killian Hayes, Isaiah Stewart, Cade Cunningham, Jalen Duren, Ausar Thompson","Hayes, Stewart, Cunningham, Duren, Thompson",1630165-1630191-1630595-1631105-1641709,DET,6009.0,8,100,-22.0,209,212,16.0,18.0,31.0,421,53.0,80.0,9.0,16.0,2.0,6.0,15.0,38.0,12.0,24.0,2.0,10.0,1.0,,2.0,11.0,35.0,1.0,4.0,1.0,5.0,80.0,142.0,13.0,45.0,22.0,221.0,243.0,12.0,23.0,1.0,5.0,4.0,31.0,3.0,9.0,1.0,7.0,4.0,13.0,110.0,50.0,39.0,,10.0,35.0,11.0,17.0,55.0,13.0,68.0,11.0,2.0,41.0,7.0,7.0,149.0,8.0,25.0,1.0,28.0,50.0,2.0,80.0,34.0,114.0,4.0,13.0,8.0,5.0,25.0,7.0,15.0,21.0,3.0,10.0,3.0,3.0,46.0,4.0,4.0,20.0,48.0,5.0,2.0,34.0,2.0,31.0,7.0,4.0,17.0,,19.0,11.0,7.0,20.0,9.0,2.0,,190.0,13.0,16.0,1.0,,0.6875,0.7333333333333333,1.0,0.28888888888888886,0.2,0.14285714285714285,0.28888888888888886,0.5633802816901409,0.5217391304347826,0.3333333333333333,0.5320855614973262,0.48214285714285715,0.28125,0.5558375634517766,0.5,0.3611111111111111,0.24064171122994651,0.11971830985915492,0.1,0.23684210526315788,0.5434782608695652,1.0,0.16666666666666666,0.684931506849315,0.4032258064516129,0.7777777777777778,0.25,0.7155963302752294,0.35106382978723405,0.37037037037037035,0.4782608695652174,0.3333333333333333,0.25,0.25,0.5555555555555556,0.7714285714285715,0.7272727272727273,0.7419354838709677,1.0,0.05194805194805195,100.88866699950074,0.45,13.799043062200957,14.74056603773585,13.090909090909092,14.037735849056604,0.42780748663101603,0.6625,0.7361111111111112,0.7735849056603774,0.20320855614973263,0.39473684210526316,0.5172413793103449,0.4666666666666667,0.12834224598930483,0.5,0.5,0.5833333333333334,0.053475935828877004,0.2,0.2,1.0,0.18716577540106952,0.3142857142857143,0.3142857142857143,1.0,0.5714285714285714,0.5625,0.4444444444444444,0.03571428571428571,0.14285714285714285,0.25,1.0,0.375,0.3333333333333333,0.125,,0.3125,0.2,0.6684491978609626,0.3142857142857143,0.5465799465240642,0.555384,0.5381,0.08629441624365482,0.1118421052631579,0.14027149321266968,0.058823529411764705,6.256338028169014,25.675555555555558,0.07655502392344497,,4.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1610612765,2024,2023-24,False
1630191-1630595-1631093-1631105-1631323,1610612765,"Isaiah Stewart, Cade Cunningham, Jaden Ivey, Jalen Duren, Simone Fontecchio","Stewart, Cunningham, Ivey, Duren, Fontecchio",1630191-1630595-1631093-1631105-1631323,DET,5423.0,9,90,16.0,189,187,18.0,32.0,25.0,376,41.0,52.0,10.0,11.0,3.0,4.0,18.0,43.0,4.0,7.0,8.0,22.0,1.0,1.0,3.0,9.0,42.0,1.0,2.0,1.0,4.0,63.0,102.0,17.0,64.0,35.0,212.0,196.0,11.0,15.0,1.0,3.0,8.0,33.0,4.0,7.0,2.0,7.0,6.0,20.0,72.0,54.0,51.0,,20.0,41.0,9.0,8.0,36.0,17.0,53.0,9.0,8.0,26.0,9.0,1.0,123.0,9.0,15.0,1.0,40.0,32.0,2.0,74.0,25.0,99.0,2.0,12.0,7.0,5.0,22.0,2.0,12.0,8.0,1.0,10.0,1.0,,30.0,3.0,1.0,14.0,32.0,1.0,3.0,33.0,,42.0,3.0,3.0,17.0,3.0,9.0,2.0,7.0,10.0,7.0,,,179.0,20.0,18.0,3.0,2.0,0.5714285714285714,0.6792452830188679,1.0,0.265625,0.3333333333333333,0.2857142857142857,0.2698412698412698,0.6176470588235294,0.7333333333333333,0.5714285714285714,0.5331325301204819,0.6944444444444444,0.5,0.5706521739130435,0.75,0.5882352941176471,0.3855421686746988,0.0784313725490196,0.07692307692307693,0.09302325581395349,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.39473684210526316,0.8888888888888888,0.1956521739130435,0.8470588235294118,0.2857142857142857,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.15625,0.2857142857142857,1.0,0.8,0.6666666666666666,0.9032258064516129,0.8571428571428571,0.02666666666666667,99.84141619030056,0.7,14.529100529100528,14.315508021390375,14.153439153439153,13.973262032085561,0.3132530120481928,0.7884615384615384,0.8541666666666666,0.6341463414634146,0.25903614457831325,0.4186046511627907,0.46153846153846156,0.5,0.04216867469879518,0.5714285714285714,0.5714285714285714,0.25,0.13253012048192772,0.36363636363636365,0.36363636363636365,1.0,0.25301204819277107,0.21428571428571427,0.21951219512195122,1.0,0.6111111111111112,0.9090909090909091,,0.05555555555555555,0.1111111111111111,0.5,1.0,0.2857142857142857,0.75,0.21428571428571427,0.3333333333333333,0.2857142857142857,0.25,0.6987951807228916,0.21951219512195122,0.5305445454545454,0.5618269230769231,0.5116857142857143,0.09944751381215469,0.14655172413793102,0.15566037735849056,0.09433962264150944,5.26078431372549,25.746875,0.09523809523809523,,3.0,1.0,,,0.015384615384615385,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.015625,0.023809523809523808,,,,,,,,1610612765,2024,2023-24,False
1628995-1630595-1631093-1631105-202711,1610612765,"Kevin Knox II, Cade Cunningham, Jaden Ivey, Jalen Duren, Bojan Bogdanovic","Knox II, Cunningham, Ivey, Duren, Bogdanovic",1628995-1630595-1631093-1631105-202711,DET,5360.0,10,89,5.0,182,179,30.0,11.0,28.0,361,34.0,54.0,9.0,15.0,7.0,9.0,21.0,39.0,8.0,21.0,6.0,14.0,,1.0,3.0,14.0,40.0,,3.0,3.0,7.0,63.0,114.0,20.0,54.0,34.0,220.0,215.0,10.0,19.0,,3.0,3.0,23.0,9.0,12.0,4.0,10.0,10.0,40.0,64.0,62.0,54.0,6.0,12.0,40.0,14.0,9.0,32.0,18.0,50.0,12.0,6.0,20.0,10.0,2.0,118.0,8.0,21.0,,33.0,33.0,2.0,68.0,29.0,97.0,1.0,7.0,6.0,1.0,16.0,1.0,11.0,10.0,2.0,5.0,2.0,2.0,26.0,6.0,3.0,21.0,37.0,2.0,1.0,36.0,2.0,42.0,6.0,2.0,21.0,2.0,5.0,3.0,2.0,5.0,2.0,,,197.0,40.0,30.0,,2.0,0.5079365079365079,0.5614035087719298,0.9,0.37037037037037035,,0.4,0.37037037037037035,0.5526315789473685,0.5263157894736842,0.75,0.5535714285714286,0.45454545454545453,0.6818181818181818,0.5918918918918918,0.5,0.7142857142857143,0.32142857142857145,0.07894736842105263,0.05555555555555555,0.15384615384615385,0.6153846153846154,1.0,,0.7857142857142857,0.4117647058823529,0.825,0.23529411764705882,0.8048780487804879,0.3411764705882353,0.35,0.4444444444444444,0.46153846153846156,0.2692307692307692,0.125,0.5454545454545454,0.8260869565217391,1.0,0.9090909090909091,0.42857142857142855,0.013157894736842105,96.98507462686568,0.4,14.087912087912088,15.620111731843576,13.516483516483516,15.111731843575418,0.32142857142857145,0.6296296296296297,0.6666666666666666,0.5882352941176471,0.23214285714285715,0.5384615384615384,0.6363636363636364,0.47619047619047616,0.125,0.38095238095238093,0.38095238095238093,0.25,0.08333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.23809523809523808,0.35,0.35,0.8571428571428571,0.6818181818181818,0.6,0.2222222222222222,,0.13636363636363635,,,0.4090909090909091,0.7777777777777778,0.13636363636363635,0.3333333333333333,0.3181818181818182,0.42857142857142855,0.6428571428571429,0.35,0.5242074404761905,0.5312305555555557,0.54355,0.11475409836065574,0.16279069767441862,0.10454545454545454,0.18181818181818182,7.016666666666667,25.383333333333333,0.16483516483516483,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1610612765,2024,2023-24,False
1628963-1630165-1630191-1630595-1641709,1610612765,"Marvin Bagley III, Killian Hayes, Isaiah Stewart, Cade Cunningham, Ausar Thompson","Bagley III, Hayes, Stewart, Cunningham, Thompson",1628963-1630165-1630191-1630595-1641709,DET,4081.0,8,68,-2.0,138,132,7.0,13.0,17.0,270,26.0,40.0,11.0,16.0,,1.0,11.0,27.0,8.0,17.0,7.0,14.0,,,,8.0,27.0,,,,1.0,45.0,84.0,15.0,41.0,23.0,158.0,160.0,11.0,18.0,,,5.0,27.0,,3.0,,1.0,2.0,2.0,46.0,44.0,42.0,3.0,16.0,27.0,8.0,8.0,23.0,14.0,37.0,7.0,7.0,11.0,6.0,6.0,88.0,4.0,15.0,1.0,24.0,21.0,1.0,46.0,20.0,66.0,1.0,9.0,3.0,6.0,10.0,1.0,5.0,11.0,1.0,5.0,,3.0,21.0,,3.0,7.0,25.0,2.0,4.0,24.0,1.0,27.0,3.0,,14.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,,131.0,2.0,7.0,1.0,1.0,0.5111111111111111,0.6216216216216216,0.9333333333333333,0.36585365853658536,,,0.36585365853658536,0.5357142857142857,0.6111111111111112,,0.54,0.6111111111111112,,0.5766423357664233,0.675,0.2,0.328,0.09523809523809523,0.15,0.07407407407407407,0.47619047619047616,1.0,1.0,0.7,0.38461538461538464,0.7741935483870968,0.15384615384615385,0.7377049180327869,0.2923076923076923,0.35714285714285715,0.375,0.4444444444444444,0.10526315789473684,0.2857142857142857,0.5,0.8,0.7142857142857143,0.72,1.0,0.017543859649122806,95.27076696888018,0.75,15.355072463768115,14.863636363636363,14.978260869565217,14.522727272727273,0.32,0.65,0.7647058823529411,0.4230769230769231,0.216,0.4074074074074074,0.44,0.5454545454545454,0.136,0.47058823529411764,0.47058823529411764,0.75,0.112,0.5,0.5,1.0,0.216,0.2962962962962963,0.2962962962962963,0.875,0.8888888888888888,0.6875,0.18181818181818182,,,,,0.25,,,,0.25,,0.648,0.2962962962962963,0.5249724,0.54148,0.4706875,0.10294117647058823,0.14736842105263157,0.17088607594936708,0.012658227848101266,7.276190476190477,25.212195121951222,0.050724637681159424,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,1610612765,2024,2023-24,False
1630165-1630191-1631093-1631105-202711,1610612765,"Killian Hayes, Isaiah Stewart, Jaden Ivey, Jalen Duren, Bojan Bogdanovic","Hayes, Stewart, Ivey, Duren, Bogdanovic",1630165-1630191-1631093-1631105-202711,DET,2751.0,5,46,-9.0,96,92,,10.0,6.0,188,20.0,22.0,4.0,5.0,,,19.0,36.0,4.0,6.0,3.0,9.0,,,,6.0,14.0,,,,,43.0,64.0,9.0,23.0,10.0,123.0,132.0,5.0,6.0,,,2.0,12.0,,,,,,,56.0,30.0,27.0,,8.0,14.0,6.0,3.0,28.0,9.0,37.0,6.0,3.0,14.0,11.0,3.0,83.0,2.0,6.0,,15.0,18.0,,33.0,8.0,41.0,3.0,2.0,,2.0,6.0,,4.0,5.0,,2.0,,2.0,11.0,,,10.0,19.0,1.0,2.0,11.0,1.0,13.0,1.0,,7.0,,6.0,1.0,4.0,6.0,3.0,,,111.0,,,1.0,,0.6511627906976745,0.717948717948718,1.0,0.391304347826087,,,0.391304347826087,0.671875,0.8333333333333334,,0.6494252873563219,0.8333333333333334,,0.6612903225806451,0.8571428571428571,,0.26436781609195403,0.046875,,0.08333333333333333,0.5454545454545454,,,0.5806451612903226,0.2857142857142857,0.9375,0.14285714285714285,0.7021276595744681,0.22857142857142856,1.0,0.17647058823529413,0.5,0.25,,0.5333333333333333,0.5833333333333334,0.75,1.0,0.8,0.09375,98.40785169029444,0.5,14.71875,14.543478260869565,14.614583333333334,14.054347826086957,0.25287356321839083,0.9090909090909091,0.9090909090909091,0.7,0.41379310344827586,0.5277777777777778,0.5757575757575758,0.5789473684210527,0.06896551724137931,0.6666666666666666,0.6666666666666666,0.75,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.16091954022988506,0.42857142857142855,0.42857142857142855,1.0,0.8333333333333334,0.8,0.25,,,,,,,,,,,0.5172413793103449,0.42857142857142855,0.49794367816091956,0.5621400000000001,,0.07526881720430108,0.1,0.0975609756097561,,6.9015625,25.391304347826086,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,1610612765,2024,2023-24,False
1628972-1629002-1630164-1631093-1631204,1610612765,"Troy Brown Jr., Chimezie Metu, James Wiseman, Jaden Ivey, Marcus Sasser","Brown Jr., Metu, Wiseman, Ivey, Sasser",1628972-1629002-1630164-1631093-1631204,DET,2601.0,5,43,-18.0,91,91,4.0,10.0,7.0,182,11.0,17.0,3.0,3.0,2.0,2.0,11.0,28.0,2.0,6.0,3.0,9.0,,,,7.0,19.0,,1.0,,1.0,24.0,51.0,10.0,28.0,7.0,85.0,103.0,3.0,4.0,,1.0,2.0,8.0,2.0,3.0,,1.0,,4.0,14.0,34.0,27.0,3.0,4.0,19.0,7.0,6.0,7.0,9.0,16.0,7.0,2.0,3.0,4.0,,41.0,3.0,4.0,,15.0,16.0,1.0,32.0,7.0,39.0,,7.0,4.0,3.0,8.0,2.0,4.0,10.0,1.0,4.0,,1.0,18.0,1.0,1.0,9.0,15.0,,4.0,11.0,,8.0,2.0,,5.0,,4.0,4.0,,4.0,4.0,,,77.0,4.0,4.0,1.0,,0.2916666666666667,0.3181818181818182,0.9,0.35714285714285715,,,0.35714285714285715,0.47058823529411764,0.75,0.6666666666666666,0.4936708860759494,0.6,0.5,0.5182926829268293,0.6666666666666666,0.5,0.35443037974683544,0.11764705882352941,0.11764705882352941,0.10714285714285714,0.4444444444444444,1.0,,0.8888888888888888,0.16,0.75,0.16666666666666666,0.8157894736842105,0.16279069767441862,0.2,0.1875,,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,1.0,0.7857142857142857,0.6666666666666666,,100.76124567474048,1.0,14.68131868131868,13.901098901098901,14.307692307692308,13.615384615384615,0.21518987341772153,0.6470588235294118,0.7333333333333333,0.2727272727272727,0.35443037974683544,0.39285714285714285,0.44,0.36363636363636365,0.0759493670886076,0.3333333333333333,0.4,,0.11392405063291139,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.24050632911392406,0.3684210526315789,0.3684210526315789,1.0,0.6,1.0,0.3333333333333333,,0.2,,,0.5,1.0,,,0.25,,0.569620253164557,0.3684210526315789,0.5184696202531646,0.5818375,0.511975,0.06097560975609756,0.09259259259259259,0.09411764705882353,0.047058823529411764,7.354901960784314,25.87857142857143,0.04395604395604396,,,,,0.16666666666666666,,,,,1.0,,,,,,,,,,,,,,,1610612765,2024,2023-24,False
1630587-1630595-1631093-1631105-202711,1610612765,"Isaiah Livers, Cade Cunningham, Jaden Ivey, Jalen Duren, Bojan Bogdanovic","Livers, Cunningham, Ivey, Duren, Bogdanovic",1630587-1630595-1631093-1631105-202711,DET,2470.0,8,41,-14.0,77,78,2.0,4.0,10.0,155,12.0,15.0,3.0,3.0,,,12.0,21.0,2.0,7.0,4.0,10.0,1.0,,,9.0,19.0,1.0,1.0,,,26.0,43.0,13.0,29.0,10.0,101.0,115.0,5.0,9.0,1.0,2.0,,13.0,,,,,1.0,1.0,26.0,26.0,39.0,,4.0,19.0,9.0,8.0,13.0,13.0,26.0,9.0,4.0,7.0,5.0,1.0,65.0,6.0,8.0,,13.0,10.0,1.0,24.0,14.0,38.0,1.0,2.0,2.0,,7.0,4.0,5.0,7.0,,2.0,,1.0,14.0,2.0,1.0,12.0,23.0,1.0,,16.0,2.0,15.0,2.0,1.0,7.0,1.0,,,,,,,,88.0,,1.0,,,0.5,0.5416666666666666,1.0,0.4482758620689655,0.5,,0.4482758620689655,0.6046511627906976,0.5555555555555556,,0.6319444444444444,0.5909090909090909,,0.6410256410256411,0.5416666666666666,0.5,0.4027777777777778,0.18604651162790697,0.2,0.19047619047619047,0.5,1.0,,0.5882352941176471,0.47058823529411764,0.7222222222222222,0.375,0.6571428571428571,0.42424242424242425,0.6666666666666666,0.3333333333333333,0.6,0.5,0.16666666666666666,0.8,0.4,1.0,0.6666666666666666,1.0,0.04,90.36437246963563,,15.675324675324676,16.192307692307693,14.38961038961039,15.384615384615385,0.20833333333333334,0.8,1.0,0.5833333333333334,0.2916666666666667,0.5714285714285714,0.7058823529411765,0.4166666666666667,0.09722222222222222,0.2857142857142857,0.3333333333333333,0.5,0.1388888888888889,0.4,0.4,1.0,0.2638888888888889,0.47368421052631576,0.47368421052631576,1.0,0.2727272727272727,1.0,0.6666666666666666,0.09090909090909091,0.09090909090909091,1.0,1.0,,,,,,,0.6111111111111112,0.47368421052631576,0.5045451388888889,0.5137214285714286,,0.09090909090909091,0.14583333333333334,0.12871287128712872,0.009900990099009901,7.176744186046512,25.43448275862069,0.025974025974025976,,1.0,,,0.14285714285714285,,,,,1.0,,,1.0,,,,,,,,,,,,1610612765,2024,2023-24,False
