EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,Charge Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,DefensiveGoaltends,SecondChanceFtPoints,StepOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,SelfOReb,SelfORebPct,Technical Free Throw Trips,BlockedLongMidRange,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Transition Take Fouls Drawn,Charge Fouls Drawn,Transition Take Fouls,BlockedCorner3,Arc3PctBlocked,3SecondViolations,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626168-1627734-1628368-1628370-1628426,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Sasha Vezenkov","Lyles, Sabonis, Fox, Monk, Vezenkov",1626168-1627734-1628368-1628370-1628426,SAC,1010.0,6,17.0,-10.0,33.0,36.0,6.0,13.0,1.0,69.0,5.0,10.0,2.0,1.0,5.0,1.0,1.0,1.0,7.0,11.0,3.0,3.0,5.0,16.0,8.0,12.0,2.0,36.0,46.0,2.0,1.0,3.0,3.0,9.0,8.0,2.0,24.0,11.0,7.0,4.0,4.0,8.0,12.0,7.0,1.0,4.0,32.0,1.0,2.0,4.0,8.0,2.0,14.0,3.0,17.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,4.0,12.0,1.0,5.0,1.0,1.0,2.0,1.0,7.0,3.0,4.0,7.0,4.0,36.0,9.0,6.0,2.0,0.8,0.8,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3125,0.6071428571428571,1.125,0.6206896551724138,1.125,0.42857142857142855,0.25,0.1,0.4,1.0,0.3333333333333333,0.6666666666666666,0.6153846153846154,0.18181818181818182,0.3333333333333333,0.25,0.48,0.2,0.4,0.25,0.6,0.625,0.3,0.5,98.37623762376238,0.5714285714285714,13.545454545454545,15.63888888888889,13.454545454545455,12.916666666666666,0.35714285714285715,0.5,0.5555555555555556,0.8,0.17857142857142858,0.03571428571428571,0.03571428571428571,1.0,1.0,1.0,0.39285714285714285,0.6363636363636364,0.6363636363636364,1.0,1.0,0.25,0.75,1.0,0.7857142857142857,0.6363636363636364,0.5764053571428571,0.6276,0.562275,0.034482758620689655,0.058823529411764705,0.25,5.26875,25.833333333333332,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-1628989,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Kevin Huerter","Lyles, Sabonis, Fox, Monk, Huerter",1626168-1627734-1628368-1628370-1628989,SAC,1465.0,12,24.0,-5.0,52.0,53.0,14.0,22.0,5.0,105.0,7.0,10.0,2.0,,10.0,2.0,3.0,8.0,7.0,15.0,1.0,4.0,13.0,22.0,10.0,23.0,12.0,68.0,73.0,3.0,2.0,3.0,7.0,23.0,12.0,14.0,27.0,14.0,7.0,1.0,6.0,9.0,15.0,6.0,3.0,2.0,39.0,3.0,2.0,7.0,7.0,1.0,15.0,6.0,21.0,3.0,3.0,,4.0,2.0,2.0,,2.0,,6.0,1.0,7.0,17.0,1.0,11.0,1.0,,13.0,1.0,2.0,1.0,1.0,2.0,2.0,58.0,20.0,12.0,2.0,0.46153846153846156,0.5,0.9,0.43478260869565216,0.42857142857142855,0.45454545454545453,0.5909090909090909,0.6222222222222222,0.7222222222222222,0.6666666666666666,0.8214285714285714,0.5111111111111111,0.045454545454545456,0.1,,,0.6666666666666666,1.0,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.25,0.6666666666666666,0.23809523809523808,,0.2857142857142857,1.0,0.8,0.6363636363636364,,103.20819112627986,1.0,15.211538461538462,12.716981132075471,14.365384615384615,11.641509433962264,0.2222222222222222,0.7,0.7777777777777778,0.2857142857142857,0.2222222222222222,0.044444444444444446,0.17777777777777778,0.375,0.375,1.0,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.3333333333333333,,0.4444444444444444,0.25,0.7333333333333333,0.5,0.505953409090909,0.52156,0.418575,0.0425531914893617,0.043478260869565216,0.3382352941176471,5.695454545454545,27.05217391304348,0.2692307692307692,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,10.0,2.0,10.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.5,0.4,0.2,0.5,0.5,0.5,0.6,0.5,0.5,1.0,0.5,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6666666666666666,0.041666666666666664,0.14705882352941177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-1629308,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Juan Toscano-Anderson","Lyles, Sabonis, Fox, Monk, Toscano-Anderson",1626168-1627734-1628368-1628370-1629308,SAC,83.0,1,1.0,2.0,2.0,3.0,2.0,3.0,,5.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,,,,4.0,2.0,,2.0,,,4.0,,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,4.0,4.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,86.74698795180723,1.0,15.5,17.333333333333332,15.5,17.333333333333332,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,0.46175,,0.46175,,,1.0,3.1,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-1630537,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Chris Duarte","Lyles, Sabonis, Fox, Monk, Duarte",1626168-1627734-1628368-1628370-1630537,SAC,333.0,4,6.0,-5.0,11.0,10.0,,,2.0,21.0,1.0,1.0,,,3.0,,1.0,2.0,1.0,5.0,,,3.0,4.0,2.0,7.0,,12.0,17.0,1.0,,,,,6.0,,6.0,5.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,,,2.0,1.0,,,1.0,,2.0,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,10.0,,,,1.0,1.0,1.0,0.2857142857142857,,0.2857142857142857,0.75,0.5454545454545454,,0.5454545454545454,,0.6363636363636364,0.25,,0.3333333333333333,,1.0,,0.5,1.0,,0.2,0.3333333333333333,0.3333333333333333,,0.25,0.5,,,,90.8108108108108,1.0,17.272727272727273,14.3,16.727272727272727,14.2,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,,0.18181818181818182,0.5,0.5,1.0,0.45454545454545453,0.2,0.2,1.0,,,,,0.7272727272727273,0.2,0.5443454545454546,0.4302,,,,,7.575,24.514285714285712,,,2.0,,,,,,,1.0,1.0,,1.0,2.0,,,,,,2.0,,,,,,,,,1.0,,0.5,0.5,,1.0,,,0.6666666666666666,1.0,1.0,,,,,,,,0.5,,,,,,0.16666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-1630558,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Davion Mitchell","Lyles, Sabonis, Fox, Monk, Mitchell",1626168-1627734-1628368-1628370-1630558,SAC,404.0,4,7.0,-2.0,16.0,16.0,13.0,4.0,1.0,32.0,3.0,3.0,1.0,3.0,5.0,,,,,4.0,,4.0,5.0,8.0,,4.0,6.0,16.0,18.0,1.0,6.0,,4.0,12.0,4.0,6.0,,4.0,,,2.0,,2.0,,,2.0,4.0,,1.0,2.0,2.0,1.0,5.0,1.0,6.0,,,,,,1.0,,,,1.0,1.0,,2.0,,4.0,,1.0,6.0,2.0,1.0,,1.0,1.0,1.0,14.0,12.0,13.0,2.0,0.4,0.5,,,,,0.625,0.4166666666666667,0.3,0.5333333333333333,0.46153846153846156,0.3333333333333333,,,,,,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,,0.6666666666666666,0.16666666666666666,,,,0.6666666666666666,0.5,1.0,114.05940594059406,1.0,13.3125,11.9375,13.3125,11.375,0.25,1.0,1.0,0.6666666666666666,0.4166666666666667,,,,,,0.3333333333333333,,,,1.0,0.3,0.4,,0.5833333333333334,,0.5233125,0.6668,0.5391549999999999,0.14285714285714285,0.2,0.75,5.6,26.6,0.8125,1.0,2.0,,,,,,,,1.0,,,2.0,3.0,6.0,,2.0,,,,,,1.0,,1.0,1.0,,1.0,0.5,1.0,1.0,,0.3333333333333333,,,0.4,0.4,,,,,1.0,,,,,,,,,,0.125,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-1631099,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Keegan Murray","Lyles, Sabonis, Fox, Monk, Murray",1626168-1627734-1628368-1628370-1631099,SAC,2068.0,13,34.0,7.0,70.0,73.0,17.0,27.0,10.0,143.0,10.0,14.0,1.0,2.0,22.0,6.0,,1.0,11.0,20.0,2.0,3.0,23.0,42.0,11.0,21.0,15.0,94.0,87.0,5.0,11.0,2.0,3.0,21.0,26.0,20.0,24.0,20.0,11.0,3.0,13.0,8.0,21.0,8.0,,5.0,50.0,3.0,7.0,12.0,9.0,1.0,22.0,10.0,32.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,,8.0,1.0,8.0,15.0,,15.0,,2.0,18.0,9.0,4.0,2.0,2.0,4.0,2.0,78.0,21.0,17.0,,0.5652173913043478,0.6190476190476191,0.7272727272727273,0.5238095238095238,0.6666666666666666,0.5238095238095238,0.5476190476190477,0.626984126984127,0.5714285714285714,0.6619718309859155,0.6176470588235294,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.045454545454545456,,0.5,1.0,0.45,0.3684210526315789,1.0,0.3333333333333333,0.65625,0.35714285714285715,0.5,0.25,0.5555555555555556,0.375,1.0,1.0,99.57446808510637,0.5,14.357142857142858,14.561643835616438,13.5,14.178082191780822,0.2222222222222222,0.7142857142857143,0.8333333333333334,0.5,0.3492063492063492,0.09523809523809523,0.015873015873015872,,,,0.31746031746031744,0.55,0.55,0.7272727272727273,0.125,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.5555555555555556,0.55,0.4995428571428571,0.5022333333333333,0.4646142857142857,0.12857142857142856,0.1836734693877551,0.22340425531914893,7.79047619047619,26.90952380952381,0.24285714285714285,1.0,10.0,3.0,,,,,1.0,3.0,4.0,1.0,3.0,16.0,5.0,5.0,9.0,4.0,,6.0,2.0,,1.0,,,1.0,1.0,0.3333333333333333,0.8,0.45454545454545453,0.6875,0.7272727272727273,,0.3333333333333333,1.0,0.3333333333333333,0.45454545454545453,0.47619047619047616,0.6,0.5,0.5,0.6666666666666666,1.0,,,,0.375,0.3333333333333333,1.0,,,,0.1702127659574468,2.0,1.0,,5.0,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-1631165,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Keon Ellis","Lyles, Sabonis, Fox, Monk, Ellis",1626168-1627734-1628368-1628370-1631165,SAC,229.0,2,4.0,-11.0,8.0,8.0,2.0,2.0,,16.0,,1.0,,,2.0,,1.0,1.0,,1.0,,,2.0,3.0,1.0,2.0,,7.0,18.0,,1.0,,,2.0,4.0,,,1.0,,,2.0,,2.0,,,,4.0,,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,7.0,2.0,2.0,,1.0,1.0,,0.5,,0.5,0.6666666666666666,0.7,1.0,0.7,1.0,0.4,,,,,0.5,,,,,,,,,,,,,,100.61135371179039,,18.0,10.625,18.0,10.625,0.2,,,,0.4,,0.2,1.0,1.0,,0.2,,,,,,,,0.6,,0.50082,,0.39,,,0.2857142857142857,7.1000000000000005,24.75,0.25,,2.0,,,,,,,,,,,,1.0,,3.0,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628370-203084,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Harrison Barnes","Lyles, Sabonis, Fox, Monk, Barnes",1626168-1627734-1628368-1628370-203084,SAC,773.0,6,13.0,6.0,28.0,28.0,8.0,14.0,1.0,56.0,3.0,8.0,1.0,1.0,2.0,2.0,,1.0,4.0,7.0,3.0,3.0,5.0,12.0,4.0,8.0,4.0,26.0,20.0,1.0,2.0,3.0,3.0,13.0,6.0,4.0,9.0,7.0,4.0,,3.0,3.0,6.0,3.0,,2.0,15.0,,1.0,4.0,7.0,2.0,13.0,1.0,14.0,3.0,3.0,,3.0,3.0,3.0,,,,6.0,2.0,5.0,10.0,1.0,5.0,,1.0,6.0,2.0,,,,,,26.0,13.0,8.0,,0.6,0.6,0.75,0.5,1.0,0.5,0.4166666666666667,0.55,1.1,0.5652173913043478,1.0833333333333333,0.4,,,,,0.5,1.0,0.7777777777777778,0.14285714285714285,0.6666666666666666,,0.7333333333333333,0.09090909090909091,0.2,,,1.0,0.75,0.5,104.32082794307891,,13.821428571428571,13.785714285714286,13.642857142857142,12.607142857142858,0.4,0.375,0.375,0.6666666666666666,0.1,0.1,0.05,,,,0.35,0.5714285714285714,0.5714285714285714,0.75,1.0,0.2,0.6,1.0,0.8,0.5714285714285714,0.531365,0.6035,0.5323800000000001,0.09090909090909091,0.14285714285714285,0.5,5.808333333333334,26.025,0.2857142857142857,,,2.0,,,,,,,,,,,1.0,2.0,3.0,,,,1.0,,,2.0,,1.0,1.0,,,0.5,,,,,,0.6666666666666666,,,,1.0,1.0,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628426-1628989,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Sasha Vezenkov, Kevin Huerter","Lyles, Sabonis, Fox, Vezenkov, Huerter",1626168-1627734-1628368-1628426-1628989,SAC,31.0,1,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,92.9032258064516,,11.0,20.0,11.0,15.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.6572,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
1626168-1627734-1628368-1628426-1630537,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Sasha Vezenkov, Chris Duarte","Lyles, Sabonis, Fox, Vezenkov, Duarte",1626168-1627734-1628368-1628426-1630537,SAC,93.0,1,2.0,,3.0,3.0,,2.0,,6.0,1.0,1.0,,,,,1.0,2.0,,,,,1.0,1.0,1.0,2.0,,5.0,5.0,,,,,,2.0,,3.0,,,,1.0,1.0,2.0,,1.0,1.0,5.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,0.5,,0.5,1.0,0.8333333333333334,,0.8333333333333334,,0.6666666666666666,,,,,,,,,,,,,,,,,,,92.90322580645162,,14.333333333333334,16.666666666666668,14.333333333333334,12.666666666666666,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,1.0,,0.656,,,,,,2.2,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2024,2023-24,True
