EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,BlockingFouls,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,DefFTReboundPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,LongMidRangeFGA,PenaltyFG2A,LongMidRangeFrequency,PenaltyShotQualityAvg,PenaltyTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3A,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,LostBallSteals,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,3SecondViolations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Travels,SecondChanceTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,PenaltyFg3Pct,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedShortMidRange,OffLongMidRangeReboundPct,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,Corner3PctBlocked,DefensiveGoaltends,FTOffRebounds,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffFTReboundPct,team_id,year,season,team_vs
101139-1626153-1626181-1627751-1627783,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam","Miles, Wright, Powell, Poeltl, Siakam",101139-1626153-1626181-1627751-1627783,TOR,837.0,3,14.0,1.0,26.0,26.0,1.0,52.0,4.0,5.0,1.0,6.0,1.0,2.0,4.0,7.0,5.0,11.0,5.0,9.0,7.0,32.0,31.0,1.0,6.0,4.0,12.0,3.0,7.0,4.0,1.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,18.0,1.0,3.0,6.0,9.0,1.0,10.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,9.0,1.0,8.0,4.0,3.0,2.0,1.0,3.0,1.0,32.0,0.6,0.6,0.8,0.5555555555555556,0.5555555555555556,0.45454545454545453,0.625,0.6666666666666666,0.45,0.09090909090909091,0.16666666666666666,1.0,0.5,0.6,0.25,0.5294117647058824,0.1,0.3333333333333333,0.2,1.0,0.5,0.75,89.46236559139786,0.3333333333333333,15.0,17.192307692307693,14.538461538461538,15.923076923076923,0.25,0.8,0.8,0.5,0.3,0.16666666666666666,0.2,1.0,0.1,0.5,0.5,1.0,0.35,0.5714285714285714,0.5714285714285714,0.75,0.7,0.5714285714285714,0.510215,0.359,0.16666666666666666,0.26666666666666666,4.990909090909091,25.822222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-200768,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Kyle Lowry","Miles, Wright, Powell, Poeltl, Lowry",101139-1626153-1626181-1627751-200768,TOR,141.0,2,2.0,-5.0,6.0,5.0,,11.0,,2.0,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,5.0,10.0,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,1.0,,1.0,,,,,,,1.0,2.0,,1.0,,2.0,,,,,,,5.0,,,1.0,1.0,1.0,,0.5,0.625,0.3333333333333333,,,,,,,,,,,,,,112.34042553191489,,11.166666666666666,14.8,11.166666666666666,14.8,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.4919,,,,2.8,24.3,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-201942,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan","Miles, Wright, Powell, Poeltl, DeRozan",101139-1626153-1626181-1627751-201942,TOR,115.0,1,2.0,4.0,2.0,3.0,2.0,5.0,1.0,2.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,,2.0,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,,1.0,2.0,3.0,,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,1.0,,,1.0,0.5,0.5,0.5,0.625,0.6,0.5,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,62.608695652173914,,35.0,15.0,25.0,15.0,0.5,0.5,0.5,,,,,,,,,,0.5,0.5,0.5,1.0,1.0,0.5,0.5911125,0.61785,0.2,0.3333333333333333,1.4,25.85,,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627783-203485,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Lorenzo Brown","Miles, Wright, Powell, Siakam, Brown",101139-1626153-1626181-1627783-203485,TOR,41.0,1,1.0,-2.0,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2439024390244,,21.0,20.0,21.0,20.0,,,,,,,,,,,,,,,,,,,0.3819,,,,19.7,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-203485-203512,1610612761,"CJ Miles, Delon Wright, Norman Powell, Lorenzo Brown, Lucas Nogueira","Miles, Wright, Powell, Brown, Nogueira",101139-1626153-1626181-203485-203512,TOR,26.0,1,,-2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,110.76923076923076,,16.0,10.0,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1627751-1627783-1627832,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, Fred VanVleet","Miles, Wright, Poeltl, Siakam, VanVleet",101139-1626153-1627751-1627783-1627832,TOR,1508.0,4,25.0,6.0,43.0,44.0,5.0,87.0,5.0,14.0,6.0,8.0,2.0,3.0,6.0,13.0,11.0,23.0,8.0,16.0,13.0,59.0,53.0,5.0,8.0,14.0,21.0,3.0,13.0,6.0,2.0,4.0,7.0,11.0,5.0,2.0,2.0,2.0,29.0,1.0,6.0,9.0,15.0,7.0,22.0,3.0,3.0,3.0,1.0,2.0,4.0,6.0,12.0,,14.0,,15.0,8.0,1.0,1.0,,1.0,1.0,50.0,0.36363636363636365,0.4444444444444444,0.875,0.5,0.5,0.4782608695652174,0.5897435897435898,0.6413043478260869,0.41025641025641024,0.08695652173913043,,0.75,0.6428571428571429,1.0,0.125,0.75,0.35,0.14285714285714285,0.7142857142857143,0.6666666666666666,0.5,1.0,83.07692307692308,1.0,17.023255813953487,17.636363636363637,16.74418604651163,16.772727272727273,0.358974358974359,0.35714285714285715,0.4166666666666667,0.4,0.20512820512820512,0.75,0.75,0.3333333333333333,0.07692307692307693,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.7692307692307693,0.46153846153846156,0.5023871794871795,0.647925,0.17391304347826086,0.26666666666666666,4.926086956521739,25.825,4.0,8.0,,6.0,,,,4.0,0.6,,0.1016949152542373,0.09302325581395349,2.0,4.0,,,3.0,,,9.0,4.0,6.0,,,0.6,0.6,0.6428571428571429,0.5,0.5555555555555556,0.8,0.5,,,,0.15254237288135594,1.0,4.0,0.02564102564102564,0.5236,,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,0.75,0.6,0.14285714285714285,0.5,1.0,0.1111111111111111,0.6,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1627751-1627783-200768,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, Kyle Lowry","Miles, Wright, Poeltl, Siakam, Lowry",101139-1626153-1627751-1627783-200768,TOR,962.0,4,16.0,-2.0,29.0,31.0,5.0,60.0,10.0,17.0,,5.0,,1.0,1.0,4.0,10.0,24.0,1.0,5.0,5.0,28.0,30.0,5.0,14.0,6.0,,3.0,4.0,1.0,1.0,7.0,,7.0,,,7.0,,14.0,2.0,2.0,7.0,10.0,5.0,15.0,2.0,1.0,1.0,1.0,,4.0,4.0,8.0,2.0,5.0,,5.0,,4.0,2.0,2.0,4.0,2.0,22.0,0.7,0.7777777777777778,,0.2,0.2,0.4166666666666667,0.39655172413793105,0.45161290322580644,0.1724137931034483,0.041666666666666664,0.2,0.25,0.7,0.5,0.5,0.6428571428571429,0.2777777777777778,0.3333333333333333,0.3333333333333333,1.0,0.8,0.6666666666666666,89.81288981288981,0.5,16.137931034482758,15.935483870967742,15.241379310344827,15.161290322580646,0.5862068965517241,0.5882352941176471,0.5882352941176471,0.7,0.1724137931034483,,,,0.034482758620689655,,,,0.13793103448275862,0.25,0.25,,0.7586206896551724,0.25,0.5273758620689656,0.6057,0.03333333333333333,,4.1875,26.48,3.0,,3.0,3.0,1.0,,1.0,3.0,0.75,1.0,0.10714285714285714,0.10344827586206896,3.0,4.0,,,3.0,,,6.0,2.0,3.0,,,0.6,0.6,0.6,0.21428571428571427,0.42857142857142855,0.8,0.75,,,,0.21428571428571427,2.0,,0.06896551724137931,0.53655,1.0,,,1.0,,,1.0,1.0,3.0,,,,3.0,,,,,,0.058823529411764705,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1627751-1627783-201942,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, DeMar DeRozan","Miles, Wright, Poeltl, Siakam, DeRozan",101139-1626153-1627751-1627783-201942,TOR,1228.0,8,20.0,-22.0,46.0,43.0,5.0,89.0,6.0,11.0,3.0,6.0,2.0,4.0,1.0,14.0,11.0,23.0,3.0,18.0,2.0,33.0,55.0,3.0,4.0,18.0,6.0,3.0,14.0,1.0,4.0,2.0,2.0,4.0,,2.0,2.0,,10.0,1.0,1.0,11.0,12.0,4.0,16.0,3.0,3.0,2.0,2.0,,7.0,6.0,13.0,,4.0,,3.0,1.0,3.0,2.0,1.0,4.0,3.0,29.0,0.18181818181818182,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.4782608695652174,0.3780487804878049,0.39285714285714285,0.43902439024390244,0.17391304347826086,0.3333333333333333,0.2857142857142857,0.6875,0.3333333333333333,0.09090909090909091,0.631578947368421,0.18181818181818182,0.1111111111111111,0.8333333333333334,0.4,0.8,0.3333333333333333,104.36482084690554,0.75,13.91304347826087,13.674418604651162,13.478260869565217,13.046511627906977,0.2682926829268293,0.5454545454545454,0.6,0.3333333333333333,0.14634146341463414,0.5,0.75,,0.0975609756097561,0.5,0.5,1.0,0.34146341463414637,0.07142857142857142,0.07142857142857142,,0.7073170731707317,0.07142857142857142,0.4856353658536585,0.5267833333333333,0.047619047619047616,0.041666666666666664,7.030434782608695,26.26111111111111,31.0,24.0,,20.0,,,,31.0,0.3448275862068966,,0.6060606060606061,0.6739130434782609,2.0,2.0,,,2.0,,1.0,4.0,4.0,3.0,2.0,,0.6666666666666666,0.5,0.5,0.2727272727272727,0.2,0.5,1.0,,,,0.12121212121212122,6.0,15.0,0.14634146341463414,0.4767534482758621,5.0,5.0,7.0,12.0,,7.0,14.0,1.0,5.0,,,,20.0,0.4666666666666667,0.3448275862068966,0.09090909090909091,0.6666666666666666,,0.05263157894736842,0.2413793103448276,0.7142857142857143,0.41379310344827586,,2.0,1.0,,1.0,,,,0.05555555555555555,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.4,0.25,0.06896551724137931,0.5,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1627751-1627783-203485,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, Lorenzo Brown","Miles, Wright, Poeltl, Siakam, Brown",101139-1626153-1627751-1627783-203485,TOR,113.0,1,2.0,3.0,4.0,4.0,1.0,8.0,1.0,2.0,,,,,,,1.0,2.0,,,4.0,6.0,3.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,2.0,1.0,3.0,,,,,,1.0,,1.0,,3.0,,5.0,3.0,,,,,,4.0,1.0,1.0,,,,0.5,0.5,0.75,,0.5,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,101.94690265486726,,15.5,12.75,12.5,12.75,1.0,0.5,1.0,1.0,,,,,,,,,,,,,1.0,,0.63265,0.7726,0.75,0.75,1.25,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,,,1.0,,,1.0,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1627751-1627832-201942,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Fred VanVleet, DeMar DeRozan","Miles, Wright, Poeltl, VanVleet, DeRozan",101139-1626153-1627751-1627832-201942,TOR,210.0,2,4.0,1.0,7.0,6.0,1.0,13.0,2.0,3.0,2.0,3.0,,,,2.0,4.0,6.0,,2.0,,8.0,7.0,1.0,,8.0,,,2.0,,,,,,,,,,,,1.0,,2.0,1.0,3.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,6.0,,,,,,0.6666666666666666,0.5,0.5,0.25,,,,,1.0,,0.5,0.25,,,,,1.0,89.14285714285714,,16.857142857142858,15.333333333333334,16.857142857142858,15.333333333333334,0.375,0.6666666666666666,0.6666666666666666,,0.375,0.6666666666666666,0.6666666666666666,,,,,,0.25,,,,0.625,,0.47726875,0.6607,,,6.3,27.95,4.0,6.0,,6.0,1.0,,,4.0,0.6,1.0,0.75,0.5714285714285714,1.0,1.0,,,1.0,,,2.0,2.0,1.0,,,1.0,1.0,1.0,0.5,,1.0,1.0,,,,0.25,,4.0,,0.43694,,1.0,1.0,1.0,,3.0,1.0,,,,,,6.0,0.75,0.6,,1.0,,,0.2,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
