EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,BadPassTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,DeadBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,BlocksRecoveredPct,Arc3PctAssisted,Corner3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,Travels,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,BadPassSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceFtPoints,Offensive Fouls Drawn,HeaveAttempts,Charge Fouls Drawn,Loose Ball Fouls Drawn,LongMidRangePctBlocked,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,BlockedCorner3,PenaltyCorner3Accuracy,DefensiveGoaltends,BlockingFouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3SecondViolations,team_id,year,season,team_vs
1627749-1627854-1628401-202722-203464,1610612759,"Dejounte Murray, Bryn Forbes, Derrick White, Davis Bertans, Brandon Paul","Murray, Forbes, White, Bertans, Paul",1627749-1627854-1628401-202722-203464,SAS,152.0,1,3.0,-5.0,6.0,7.0,6.0,7.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,7.0,12.0,2.0,2.0,1.0,3.0,7.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.7,0.7,0.7,0.7,0.6,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,123.15789473684211,18.666666666666668,5.714285714285714,18.666666666666668,5.714285714285714,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.2,0.4,0.5,1.0,0.2,1.0,0.2,0.4,0.5,0.8,0.5,0.5415625,0.5415625,0.2,0.5,1.0,4.85,29.400000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-1627854-1628401-202722-203530,1610612759,"Dejounte Murray, Bryn Forbes, Derrick White, Davis Bertans, Joffrey Lauvergne","Murray, Forbes, White, Bertans, Lauvergne",1627749-1627854-1628401-202722-203530,SAS,352.0,1,6.0,-3.0,13.0,12.0,2.0,9.0,25.0,2.0,3.0,,,1.0,3.0,,,,2.0,,,4.0,9.0,,2.0,10.0,13.0,,,,,1.0,4.0,4.0,,2.0,,,2.0,2.0,1.0,4.0,4.0,6.0,9.0,,,2.0,,2.0,,1.0,3.0,2.0,4.0,,2.0,8.0,1.0,2.0,0.5,0.6666666666666666,,,,0.4444444444444444,,0.36363636363636365,,0.38461538461538464,0.5,0.18181818181818182,,,1.0,1.0,0.8571428571428571,1.0,102.27272727272728,15.615384615384615,12.416666666666666,14.538461538461538,12.166666666666666,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.18181818181818182,,,,,,,,0.45454545454545453,,0.4718772727272727,,0.15384615384615385,0.18181818181818182,0.1,8.466666666666667,26.45,0.15384615384615385,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,1.0,0.42857142857142855,0.5,1.0,1.0,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.4291,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-1627854-1628401-202722-203937,1610612759,"Dejounte Murray, Bryn Forbes, Derrick White, Davis Bertans, Kyle Anderson","Murray, Forbes, White, Bertans, Anderson",1627749-1627854-1628401-202722-203937,SAS,153.0,1,3.0,2.0,6.0,5.0,6.0,5.0,11.0,,,,,,,,,2.0,3.0,2.0,3.0,,1.0,2.0,3.0,6.0,4.0,,1.0,2.0,3.0,6.0,,,,3.0,2.0,,,2.0,,6.0,1.0,2.0,2.0,,,,,1.0,1.0,2.0,3.0,,,,,6.0,6.0,6.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.75,0.75,0.75,0.75,0.75,,,,1.0,1.0,1.0,103.52941176470588,15.333333333333334,12.2,15.333333333333334,12.2,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,0.75,0.6666666666666666,0.75,0.6666666666666666,0.4915125,0.4915125,,,1.0,16.8,27.133333333333336,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,0.25,,,,,,,,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-1627854-1628401-202722-2200,1610612759,"Dejounte Murray, Bryn Forbes, Derrick White, Davis Bertans, Pau Gasol","Murray, Forbes, White, Bertans, Gasol",1627749-1627854-1628401-202722-2200,SAS,368.0,1,6.0,1.0,11.0,11.0,,,22.0,,1.0,,,2.0,4.0,1.0,,2.0,3.0,,,4.0,7.0,3.0,4.0,17.0,16.0,,,,,,8.0,,,3.0,2.0,,4.0,7.0,,17.0,1.0,4.0,6.0,,,1.0,,2.0,,2.0,3.0,1.0,,,,17.0,,,1.0,1.0,0.75,,0.75,0.5714285714285714,,0.7727272727272727,,0.7727272727272727,,0.36363636363636365,,,0.5,1.0,1.0,1.0,86.08695652173913,17.727272727272727,15.727272727272727,17.454545454545453,15.727272727272727,0.09090909090909091,,,,0.36363636363636365,0.5,0.6666666666666666,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,,,,,,0.45454545454545453,0.6666666666666666,0.4678909090909091,,,,,11.042857142857143,26.55,,1.0,,,2.0,2.0,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,,1.0,0.18181818181818182,1.0,1.0,1.0,,,,,9.0,3.0,2.0,1.0,,,,,,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2857142857142857,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-1938-200746-200752-201988,1610612759,"Dejounte Murray, Manu Ginobili, LaMarcus Aldridge, Rudy Gay, Patty Mills","Murray, Ginobili, Aldridge, Gay, Mills",1627749-1938-200746-200752-201988,SAS,1135.0,2,19.0,-12.0,35.0,36.0,10.0,12.0,71.0,7.0,11.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,7.0,,2.0,9.0,22.0,2.0,12.0,29.0,41.0,1.0,3.0,,5.0,6.0,10.0,8.0,3.0,7.0,1.0,,5.0,6.0,4.0,13.0,7.0,16.0,20.0,3.0,2.0,,,3.0,2.0,3.0,8.0,7.0,8.0,2.0,4.0,29.0,6.0,10.0,0.5555555555555556,0.5555555555555556,0.16666666666666666,,0.16666666666666666,0.4090909090909091,0.3333333333333333,0.35294117647058826,0.125,0.3918918918918919,0.3,0.35294117647058826,,,,0.7777777777777778,0.8333333333333334,0.75,90.07929515418502,13.657142857142857,18.25,13.228571428571428,17.63888888888889,0.3235294117647059,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.14705882352941177,0.20588235294117646,0.14285714285714285,0.14285714285714285,0.125,1.0,0.375,0.25,,0.6764705882352942,0.14285714285714285,0.5404558823529412,0.5349625,0.1111111111111111,0.16666666666666666,0.20689655172413793,7.340909090909091,25.141666666666666,0.2857142857142857,4.0,,2.0,1.0,5.0,5.0,,3.0,,4.0,,,1.0,3.0,8.0,4.0,,,,,,,0.8888888888888888,0.23076923076923078,0.1111111111111111,0.18181818181818182,0.4,,,0.8,0.14705882352941177,0.2,0.2,,0.5,,0.6082333333333333,,3.0,1.0,,3.0,,,,,,0.5,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-200746-200752-201980-201988,1610612759,"Dejounte Murray, LaMarcus Aldridge, Rudy Gay, Danny Green, Patty Mills","Murray, Aldridge, Gay, Green, Mills",1627749-200746-200752-201980-201988,SAS,2844.0,5,47.0,17.0,86.0,86.0,2.0,,172.0,14.0,21.0,,1.0,3.0,9.0,4.0,,10.0,21.0,,,28.0,51.0,12.0,25.0,98.0,81.0,,4.0,,,,38.0,18.0,9.0,21.0,10.0,,19.0,28.0,10.0,65.0,19.0,44.0,56.0,2.0,,10.0,3.0,18.0,,7.0,17.0,22.0,8.0,,4.0,87.0,,2.0,0.6785714285714286,0.6785714285714286,0.48,,0.48,0.5490196078431373,,0.6052631578947368,,0.6125,,0.32894736842105265,,,0.5555555555555556,0.9047619047619048,0.7818181818181819,0.8947368421052632,87.08860759493672,14.895348837209303,18.174418604651162,14.465116279069768,17.686046511627907,0.27631578947368424,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.11842105263157894,0.3333333333333333,0.3333333333333333,0.05263157894736842,0.27631578947368424,0.47619047619047616,0.47619047619047616,0.25,,,,,0.6052631578947368,0.47619047619047616,0.5095532894736842,0.4389,0.05,0.07272727272727272,,9.6921568627451,25.491999999999997,0.023255813953488372,9.0,1.0,4.0,11.0,21.0,6.0,1.0,6.0,11.0,,,7.0,2.0,10.0,24.0,12.0,7.0,2.0,,0.16666666666666666,0.6111111111111112,0.6111111111111112,0.7058823529411765,0.43478260869565216,0.15384615384615385,0.3333333333333333,0.6666666666666666,0.18181818181818182,0.4444444444444444,0.8333333333333334,0.27631578947368424,0.5238095238095238,0.5238095238095238,0.6363636363636364,0.4444444444444444,0.25,0.5742611111111111,0.11224489795918367,27.0,9.0,7.0,8.0,3.0,7.0,4.0,8.0,6.0,0.75,0.75,0.7,2.0,,2.0,2.0,1.0,,,,,1.0,0.7692307692307693,0.6666666666666666,0.5,0.5,1.0,2.0,3.0,2.0,,,,,,0.5714285714285714,,1.0,0.2222222222222222,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,0.2,0.08333333333333333,0.1111111111111111,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-200746-200752-201980-2225,1610612759,"Dejounte Murray, LaMarcus Aldridge, Rudy Gay, Danny Green, Tony Parker","Murray, Aldridge, Gay, Green, Parker",1627749-200746-200752-201980-2225,SAS,68.0,1,1.0,6.0,3.0,2.0,,,5.0,1.0,1.0,,,,,,,,1.0,,,2.0,2.0,,1.0,6.0,,,,,,,2.0,2.0,,1.0,,,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,4.0,,,0.5,1.0,,,,1.0,,0.6666666666666666,,0.75,,0.3333333333333333,,,,,1.0,,105.88235294117648,12.0,16.0,12.0,16.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.5563166666666667,,0.25,0.3333333333333333,,11.05,26.1,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-200746-200752-201988-203937,1610612759,"Dejounte Murray, LaMarcus Aldridge, Rudy Gay, Patty Mills, Kyle Anderson","Murray, Aldridge, Gay, Mills, Anderson",1627749-200746-200752-201988-203937,SAS,59.0,1,1.0,,1.0,1.0,1.0,1.0,2.0,,4.0,,4.0,,,,,,1.0,,1.0,,5.0,,1.0,,,,5.0,,1.0,,,,,1.0,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.16666666666666666,,,,,1.0,,48.8135593220339,39.0,20.0,11.0,20.0,0.6666666666666666,,,,,,,,0.16666666666666666,,,0.6666666666666666,,,0.16666666666666666,,0.8333333333333334,,0.505775,0.505775,,,,5.46,25.5,1.0,1.0,,4.0,,1.0,,,5.0,,,,,1.0,4.0,1.0,5.0,,,,,,,1.0,0.8,1.0,0.8333333333333334,,1.0,,,0.16666666666666666,,,,0.8,,0.5411,,,,,,,,,,,,,,,2.0,,,,,0.4,0.5,,,1.0,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-200746-200752-201988-2200,1610612759,"Dejounte Murray, LaMarcus Aldridge, Rudy Gay, Patty Mills, Pau Gasol","Murray, Aldridge, Gay, Mills, Gasol",1627749-200746-200752-201988-2200,SAS,57.0,1,1.0,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,0.6666666666666666,,101.05263157894737,1.5,27.0,1.5,24.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
1627749-200746-201980-201988-203937,1610612759,"Dejounte Murray, LaMarcus Aldridge, Danny Green, Patty Mills, Kyle Anderson","Murray, Aldridge, Green, Mills, Anderson",1627749-200746-201980-201988-203937,SAS,382.0,2,6.0,9.0,14.0,12.0,1.0,,26.0,4.0,5.0,,,2.0,3.0,1.0,,,1.0,,,8.0,11.0,,2.0,17.0,8.0,1.0,1.0,,,2.0,12.0,4.0,,1.0,,,6.0,6.0,4.0,12.0,1.0,5.0,6.0,1.0,,1.0,,1.0,,,,3.0,2.0,,1.0,16.0,2.0,1.0,0.75,0.75,,,,0.7272727272727273,1.0,0.6153846153846154,1.0,0.6071428571428571,1.0,0.15384615384615385,,,1.0,1.0,1.0,1.0,98.01047120418849,12.571428571428571,17.166666666666668,12.571428571428571,17.166666666666668,0.38461538461538464,0.8,1.0,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.07692307692307693,,,,,,,,0.5384615384615384,,0.47509230769230765,0.2262,0.07142857142857142,0.08333333333333333,0.11764705882352941,8.299999999999999,25.25,0.07142857142857142,1.0,,,2.0,3.0,1.0,,,1.0,,,1.0,,1.0,4.0,1.0,1.0,,,,,0.5,1.0,0.3333333333333333,,0.2,1.0,,1.0,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,,,,0.058823529411764705,,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,0.09090909090909091,0.2,,,1.0,0.5,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612759,2018,2017-18,True
