EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,AtRimAssists,Loose Ball Fouls,PenaltyFg3Pct,DefShortMidRangeReboundPct,AtRimPctAssisted,PenaltyArc3Accuracy,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Corner3FGA,PenaltyCorner3FGA,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,Offensive Fouls,AtRimPctBlocked,SecondChanceFtPoints,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,OffCorner3ReboundPct,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,StepOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,Clear Path Fouls,SecondChanceArc3Frequency,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Travels,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockingFouls,Charge Fouls,3pt And 1 Free Throw Trips,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
101133-1626162-1626191-201975-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Chris McCullough, Jodie Meeks, Tomas Satoransky","Mahinmi, Oubre Jr., McCullough, Meeks, Satoransky",101133-1626162-1626191-201975-203107,WAS,659.0,2,11.0,13.0,26.0,24.0,12.0,14.0,6.0,50.0,3.0,6.0,3.0,4.0,2.0,4.0,2.0,7.0,2.0,4.0,2.0,5.0,1.0,7.0,17.0,2.0,5.0,14.0,34.0,21.0,3.0,5.0,6.0,4.0,10.0,1.0,9.0,17.0,4.0,10.0,6.0,6.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,6.0,5.0,2.0,1.0,8.0,6.0,14.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,9.0,9.0,17.0,1.0,1.0,7.0,1.0,1.0,28.0,17.0,12.0,2.0,0.2857142857142857,0.5,1.0,0.4,0.4,0.4117647058823529,0.6,0.4,0.45454545454545453,0.6,0.36363636363636365,0.5689655172413793,0.6,0.5333333333333333,0.22727272727272727,0.058823529411764705,0.25,1.0,1.0,0.6666666666666666,0.6,1.0,0.875,0.46153846153846156,0.6666666666666666,0.6,0.5,1.0,1.0,1.0,1.0,0.16666666666666666,109.25644916540213,14.23076923076923,12.041666666666666,13.923076923076923,11.75,0.2727272727272727,0.5,0.5,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5,0.18181818181818182,0.5,0.6666666666666666,0.5,0.22727272727272727,0.4,0.4,1.0,0.8,0.75,0.36363636363636365,0.5,0.09090909090909091,0.5,0.4,0.4920681818181818,0.62636,0.4698227272727273,0.27586206896551724,0.30434782608695654,0.16666666666666666,0.17647058823529413,0.5,8.476470588235294,27.82,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-1626191-203078-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Chris McCullough, Bradley Beal, Tomas Satoransky","Mahinmi, Oubre Jr., McCullough, Beal, Satoransky",101133-1626162-1626191-203078-203107,WAS,209.0,1,3.0,3.0,6.0,6.0,6.0,,,12.0,1.0,1.0,,,1.0,1.0,2.0,3.0,,,1.0,2.0,2.0,3.0,4.0,1.0,2.0,,9.0,6.0,,,,3.0,4.0,2.0,,9.0,6.0,,3.0,,2.0,1.0,,3.0,1.0,4.0,1.0,2.0,,9.0,,,2.0,,2.0,,2.0,,1.0,,1.0,,,,,,1.0,3.0,,,,,,,,9.0,9.0,6.0,,1.0,1.0,1.0,0.5,0.5,0.75,,0.75,0.75,,0.75,0.75,,0.75,0.3333333333333333,,,,,0.6666666666666666,,,0.5,,,,,,,,,,82.67942583732058,11.833333333333334,23.0,11.833333333333334,22.666666666666668,0.16666666666666666,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,0.3333333333333333,0.5,0.5,1.0,,,0.16666666666666666,1.0,0.3333333333333333,0.5,0.5,0.496575,,0.496575,,,,,1.0,8.975,26.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-1626191-203118-204025,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Chris McCullough, Mike Scott, Tim Frazier","Mahinmi, Oubre Jr., McCullough, Scott, Frazier",101133-1626162-1626191-203118-204025,WAS,65.0,1,1.0,,2.0,3.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,0.5,,0.5,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,110.76923076923077,5.0,18.333333333333332,5.0,18.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-201196-201975,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Ramon Sessions, Jodie Meeks","Mahinmi, Oubre Jr., Smith, Sessions, Meeks",101133-1626162-201160-201196-201975,WAS,180.0,1,3.0,-3.0,7.0,6.0,3.0,6.0,,13.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,9.0,12.0,,,,1.0,1.0,2.0,,5.0,4.0,,3.0,,2.0,1.0,,2.0,1.0,3.0,1.0,1.0,,7.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,3.0,4.0,1.0,2.0,,,1.0,,,9.0,5.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,,1.0,0.7,,0.8333333333333334,0.75,,0.8333333333333334,0.4,,,,1.0,,,,,,,,,,,,,,104.0,17.428571428571427,9.666666666666666,17.428571428571427,9.666666666666666,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.2,,,,0.4,0.5,0.5,1.0,,,,,0.6666666666666666,0.6,0.5,0.4729,,0.4930666666666667,0.16666666666666666,0.25,,,0.5555555555555556,10.299999999999999,25.05,0.42857142857142855,1.0,1.0,1.0,1.0,0.5,,1.0,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-201196-204025,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Ramon Sessions, Tim Frazier","Mahinmi, Oubre Jr., Smith, Sessions, Frazier",101133-1626162-201160-201196-204025,WAS,252.0,1,4.0,11.0,9.0,9.0,3.0,9.0,1.0,18.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,2.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,16.0,5.0,1.0,1.0,2.0,,,2.0,2.0,5.0,6.0,,6.0,,3.0,2.0,,3.0,2.0,5.0,2.0,1.0,,12.0,,1.0,2.0,,3.0,1.0,4.0,,3.0,2.0,1.0,,,,1.0,,,,3.0,4.0,,,2.0,,,14.0,5.0,3.0,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,0.8571428571428571,1.0,0.75,0.8888888888888888,1.0,0.8333333333333334,0.5714285714285714,,,,,1.0,,1.0,1.0,0.5,,,,,,1.0,,,102.85714285714285,11.444444444444445,16.555555555555557,10.555555555555555,16.555555555555557,0.2857142857142857,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,0.5,0.8571428571428571,0.6666666666666666,0.55825,,0.50325,0.2222222222222222,0.4,,0.125,0.3125,2.9333333333333336,25.175,0.3333333333333333,1.0,1.0,2.0,,0.5,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.14285714285714285,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-201975-202322,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Jodie Meeks, John Wall","Mahinmi, Oubre Jr., Smith, Meeks, Wall",101133-1626162-201160-201975-202322,WAS,26.0,1,,-2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.38461538461538,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-201975-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Jodie Meeks, Tomas Satoransky","Mahinmi, Oubre Jr., Smith, Meeks, Satoransky",101133-1626162-201160-201975-203107,WAS,276.0,1,5.0,4.0,9.0,8.0,,,1.0,17.0,,1.0,,1.0,,,,,4.0,5.0,,2.0,,4.0,6.0,,2.0,2.0,10.0,6.0,,1.0,,,,,,,,8.0,,,2.0,,1.0,,,,,,,,1.0,2.0,1.0,,3.0,1.0,4.0,1.0,1.0,1.0,,,,,1.0,,,3.0,2.0,2.0,,,1.0,,,10.0,,,,,,,,,0.6666666666666666,,,0.5,,,0.5555555555555556,,,0.25,0.16666666666666666,,,,0.3333333333333333,0.5,1.0,0.6,0.25,,,1.0,,1.0,1.0,1.0,0.3333333333333333,88.69565217391305,12.444444444444445,20.5,12.333333333333334,20.375,0.125,,,,,,,0.625,0.8,0.8,,0.25,,,,1.0,,,,,0.375,,0.4618125,0.4916,,0.1111111111111111,0.14285714285714285,,,,15.6,26.6,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-201975-204025,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Jodie Meeks, Tim Frazier","Mahinmi, Oubre Jr., Smith, Meeks, Frazier",101133-1626162-201160-201975-204025,WAS,476.0,1,8.0,-6.0,16.0,17.0,,9.0,1.0,33.0,2.0,3.0,,,,,,1.0,2.0,4.0,1.0,7.0,,4.0,8.0,1.0,7.0,4.0,15.0,21.0,,,2.0,,,,,,8.0,,3.0,,7.0,1.0,,4.0,1.0,5.0,1.0,,2.0,11.0,,2.0,2.0,,4.0,1.0,5.0,,3.0,1.0,2.0,,,,,,2.0,4.0,3.0,4.0,,,2.0,,,13.0,,,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5,,,0.36666666666666664,,,0.4411764705882353,1.0,,0.4666666666666667,,,,,0.4,,0.6666666666666666,0.5,0.1,,,,,,0.6666666666666666,,,99.83193277310924,14.0625,14.764705882352942,14.0,14.176470588235293,0.2,0.6666666666666666,0.6666666666666666,0.06666666666666667,,,,0.26666666666666666,0.5,0.5,1.0,0.4666666666666667,0.14285714285714285,0.14285714285714285,1.0,,,,,,0.6666666666666666,0.14285714285714285,0.5126833333333333,,,0.11764705882352941,0.2,,0.13333333333333333,,11.4875,26.142857142857142,,,,2.0,,,0.6666666666666666,1.0,,,,,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,2.0,3.0,1.0,2.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-202322-203078,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, John Wall, Bradley Beal","Mahinmi, Oubre Jr., Smith, Wall, Beal",101133-1626162-201160-202322-203078,WAS,43.0,1,1.0,-4.0,1.0,2.0,,2.0,,3.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,2.0,6.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,100.46511627906976,15.0,14.0,15.0,14.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.4083,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
101133-1626162-201160-203078-203107,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Bradley Beal, Tomas Satoransky","Mahinmi, Oubre Jr., Smith, Beal, Satoransky",101133-1626162-201160-203078-203107,WAS,3.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,False
