EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,Corner3PctBlocked,HeaveAttempts,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,BlockedLongMidRange,BlockedCorner3,team_id,year,season,team_vs
101181-201567-203109-2544-2747,1610612739,"Jose Calderon, Kevin Love, Jae Crowder, LeBron James, JR Smith","Calderon, Love, Crowder, James, Smith",101181-201567-203109-2544-2747,CLE,21243.0,22,354.0,54.0,695.0,696.0,84.0,50.0,47.0,1391.0,121.0,176.0,16.0,24.0,14.0,20.0,26.0,70.0,35.0,84.0,32.0,67.0,2.0,5.0,10.0,17.0,82.0,204.0,5.0,7.0,7.0,18.0,182.0,330.0,114.0,271.0,102.0,808.0,754.0,18.0,31.0,7.0,12.0,11.0,68.0,18.0,36.0,17.0,35.0,22.0,109.0,198.0,166.0,294.0,48.0,22.0,204.0,82.0,28.0,1.0,99.0,98.0,197.0,69.0,29.0,71.0,13.0,15.0,492.0,24.0,29.0,106.0,143.0,14.0,263.0,53.0,316.0,9.0,62.0,45.0,17.0,66.0,6.0,44.0,28.0,4.0,22.0,1.0,7.0,94.0,5.0,9.0,47.0,2.0,99.0,1.0,5.0,130.0,7.0,3.0,10.0,1.0,121.0,9.0,2.0,3.0,53.0,5.0,5.0,23.0,16.0,7.0,23.0,16.0,1.0,740.0,109.0,84.0,5.0,0.5439560439560439,0.5789473684210527,0.8596491228070176,0.42066420664206644,0.5833333333333334,0.4857142857142857,0.42066420664206644,0.5515151515151515,0.5806451612903226,0.5,0.5873544093178037,0.6627906976744186,0.6126760563380281,0.6179173047473201,0.7083333333333334,0.6646341463414634,0.4509151414309484,0.0036900369003690036,0.08484848484848485,0.10795454545454546,0.11428571428571428,0.011904761904761904,0.004901960784313725,0.7021276595744681,0.9333333333333333,0.7409326424870466,0.19727891156462585,0.828125,0.15384615384615385,0.7757009345794392,0.17491749174917492,0.2222222222222222,0.2727272727272727,0.10204081632653061,0.1557377049180328,0.14705882352941177,0.6666666666666666,0.7205882352941176,0.88,0.8315789473684211,0.8181818181818182,0.03272727272727273,94.29176669961869,0.6956521739130435,15.351079136690647,15.192528735632184,14.98705035971223,14.645114942528735,0.2928452579034942,0.6875,0.7707006369426752,0.5867768595041323,0.11647254575707154,0.37142857142857144,0.41935483870967744,0.5,0.13976705490848584,0.4166666666666667,0.42168674698795183,0.42857142857142855,0.11148086522462562,0.47761194029850745,0.47761194029850745,0.90625,0.33943427620632277,0.4019607843137255,0.4039408866995074,0.8414634146341463,0.5581395348837209,0.6666666666666666,0.25,0.11627906976744186,0.4,0.16279069767441862,0.7142857142857143,1.0,0.28169014084507044,0.7,0.23943661971830985,0.5882352941176471,0.2535211267605634,0.3888888888888889,0.7437603993344426,0.4019607843137255,0.5307687188019967,0.5730854166666667,0.5455056338028169,0.08950617283950617,0.14171122994652408,0.01824817518248175,0.08415841584158416,0.1349009900990099,7.510000000000001,25.40147601476015,0.12086330935251799,,,,,,,,,,,,,,,1610612739,2018,2017-18,False
1626224-201588-202684-2544-2747,1610612739,"Cedi Osman, George Hill, Tristan Thompson, LeBron James, JR Smith","Osman, Hill, Thompson, James, Smith",1626224-201588-202684-2544-2747,CLE,6222.0,7,104.0,-13.0,201.0,201.0,4.0,8.0,30.0,402.0,38.0,59.0,6.0,12.0,,1.0,15.0,37.0,14.0,35.0,11.0,21.0,1.0,1.0,,,13.0,40.0,2.0,5.0,1.0,1.0,67.0,131.0,24.0,61.0,23.0,229.0,242.0,7.0,21.0,3.0,6.0,5.0,28.0,,1.0,1.0,1.0,6.0,9.0,56.0,78.0,54.0,18.0,8.0,40.0,13.0,8.0,1.0,28.0,18.0,46.0,7.0,11.0,14.0,10.0,4.0,110.0,8.0,25.0,33.0,44.0,2.0,79.0,33.0,112.0,5.0,8.0,6.0,2.0,17.0,3.0,10.0,12.0,3.0,7.0,1.0,2.0,29.0,3.0,,17.0,1.0,40.0,1.0,,34.0,1.0,3.0,,,30.0,5.0,,1.0,16.0,,1.0,6.0,5.0,1.0,6.0,5.0,,201.0,9.0,4.0,1.0,0.417910447761194,0.4444444444444444,0.75,0.39344262295081966,0.5,1.0,0.39344262295081966,0.5114503816793893,0.3333333333333333,,0.5364583333333334,0.42592592592592593,0.75,0.5588235294117647,0.4666666666666667,0.9,0.3177083333333333,0.01639344262295082,0.061068702290076333,0.1016949152542373,0.02702702702702703,0.02857142857142857,0.025,0.5862068965517241,1.0,0.8,0.390625,0.8461538461538461,0.21621621621621623,0.8191489361702128,0.32673267326732675,0.6190476190476191,0.3181818181818182,0.23809523809523808,0.2222222222222222,0.2,0.7727272727272727,0.9375,0.7058823529411765,0.8125,1.0,0.05434782608695652,93.03760848601736,0.8333333333333334,15.64179104477612,15.313432835820896,14.696517412935323,14.935323383084578,0.3072916666666667,0.6440677966101694,0.7169811320754716,0.3684210526315789,0.19270833333333334,0.40540540540540543,0.4166666666666667,0.6666666666666666,0.18229166666666666,0.4,0.4117647058823529,0.2857142857142857,0.109375,0.5238095238095238,0.5238095238095238,1.0,0.20833333333333334,0.325,0.3333333333333333,0.5384615384615384,0.4444444444444444,0.5,0.16666666666666666,0.037037037037037035,1.0,0.18518518518518517,0.4,1.0,0.5,,,,0.5,1.0,0.625,0.325,0.5310033854166667,0.5722818181818181,0.56135,0.07881773399014778,0.11267605633802817,,0.1222707423580786,0.039301310043668124,7.805343511450381,24.91967213114754,0.01990049751243781,3.0,1.0,1.0,1.0,,,,,,,,,,,1610612739,2018,2017-18,False
201567-202738-203109-2544-2747,1610612739,"Kevin Love, Isaiah Thomas, Jae Crowder, LeBron James, JR Smith","Love, Thomas, Crowder, James, Smith",201567-202738-203109-2544-2747,CLE,6067.0,9,101.0,-40.0,210.0,208.0,33.0,24.0,17.0,418.0,37.0,54.0,7.0,8.0,7.0,9.0,4.0,14.0,8.0,29.0,11.0,30.0,2.0,3.0,,1.0,11.0,49.0,,1.0,1.0,10.0,49.0,97.0,22.0,79.0,44.0,208.0,248.0,9.0,12.0,2.0,4.0,2.0,26.0,8.0,14.0,1.0,11.0,8.0,27.0,48.0,50.0,63.0,3.0,12.0,49.0,11.0,9.0,2.0,24.0,21.0,45.0,10.0,11.0,21.0,1.0,2.0,111.0,8.0,10.0,24.0,38.0,3.0,65.0,18.0,83.0,2.0,18.0,11.0,7.0,17.0,4.0,13.0,14.0,3.0,4.0,1.0,3.0,31.0,1.0,6.0,17.0,,38.0,1.0,2.0,48.0,3.0,1.0,4.0,,55.0,5.0,,1.0,20.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,,182.0,27.0,33.0,2.0,0.4897959183673469,0.5581395348837209,0.9545454545454546,0.27848101265822783,0.5,0.09090909090909091,0.27848101265822783,0.5051546391752577,0.75,0.5714285714285714,0.4659090909090909,0.75,0.38,0.5227272727272727,0.7647058823529411,0.46551724137931033,0.44886363636363635,0.02531645569620253,0.09278350515463918,0.09259259259259259,0.2857142857142857,,0.02040816326530612,0.5483870967741935,0.75,0.6909090909090909,0.20833333333333334,0.7272727272727273,0.14035087719298245,0.7045454545454546,0.17142857142857143,0.35294117647058826,0.1,0.14285714285714285,0.15789473684210525,0.10526315789473684,0.7727272727272727,0.5,0.8461538461538461,0.7142857142857143,0.8,0.02127659574468085,99.21213120158234,0.8,14.885714285714286,14.139423076923077,14.404761904761905,13.423076923076923,0.3068181818181818,0.6851851851851852,0.7551020408163265,0.5675675675675675,0.07954545454545454,0.2857142857142857,0.4,0.25,0.16477272727272727,0.27586206896551724,0.27586206896551724,0.25,0.17045454545454544,0.36666666666666664,0.3793103448275862,1.0,0.2784090909090909,0.22448979591836735,0.22916666666666666,0.9090909090909091,0.5,0.875,,0.1875,0.6666666666666666,0.0625,,,0.36,0.7777777777777778,0.04,,0.4,0.1,0.7556818181818182,0.22448979591836735,0.5419994318181819,0.5275666666666666,0.551346,0.12755102040816327,0.17857142857142858,0.05952380952380952,0.125,0.12980769230769232,7.652577319587628,24.449367088607595,0.15714285714285714,3.0,,,1.0,1.0,1.0,1.0,0.03333333333333333,,,,,,,1610612739,2018,2017-18,False
202684-202738-203109-2544-2747,1610612739,"Tristan Thompson, Isaiah Thomas, Jae Crowder, LeBron James, JR Smith","Thompson, Thomas, Crowder, James, Smith",202684-202738-203109-2544-2747,CLE,5681.0,7,95.0,-56.0,193.0,196.0,28.0,31.0,17.0,389.0,27.0,39.0,5.0,8.0,4.0,6.0,9.0,31.0,19.0,36.0,8.0,20.0,,,2.0,3.0,18.0,45.0,1.0,3.0,3.0,3.0,55.0,106.0,26.0,65.0,29.0,217.0,273.0,5.0,12.0,1.0,3.0,3.0,16.0,7.0,15.0,5.0,6.0,10.0,39.0,56.0,54.0,63.0,15.0,8.0,45.0,18.0,10.0,3.0,28.0,21.0,49.0,14.0,7.0,16.0,4.0,8.0,119.0,8.0,11.0,25.0,21.0,8.0,54.0,19.0,73.0,2.0,18.0,11.0,7.0,14.0,3.0,12.0,11.0,3.0,2.0,1.0,,25.0,,4.0,23.0,,45.0,1.0,3.0,35.0,1.0,1.0,3.0,1.0,36.0,1.0,,1.0,16.0,,2.0,4.0,3.0,1.0,4.0,1.0,,201.0,39.0,28.0,1.0,0.509090909090909,0.5490196078431373,0.8076923076923077,0.4,0.3333333333333333,0.8333333333333334,0.4,0.5188679245283019,0.4166666666666667,0.4666666666666667,0.5497076023391813,0.43333333333333335,0.6904761904761905,0.574468085106383,0.47058823529411764,0.7307692307692307,0.38011695906432746,0.046153846153846156,0.09433962264150944,0.1282051282051282,0.16129032258064516,,0.044444444444444446,0.56,0.8888888888888888,0.6774193548387096,0.21568627450980393,0.7352941176470589,0.20512820512820512,0.7076923076923077,0.2111111111111111,0.3333333333333333,0.22727272727272727,0.11764705882352941,0.14814814814814814,0.3333333333333333,0.6923076923076923,0.6363636363636364,0.7142857142857143,0.72,0.7777777777777778,0.025974025974025976,98.60235873965851,0.25,15.103626943005182,14.112244897959183,14.709844559585493,13.535714285714286,0.22807017543859648,0.6923076923076923,0.7941176470588235,0.5925925925925926,0.18128654970760233,0.2903225806451613,0.34615384615384615,0.4444444444444444,0.21052631578947367,0.5277777777777778,0.5277777777777778,0.42105263157894735,0.11695906432748537,0.4,0.42105263157894735,0.875,0.2631578947368421,0.4,0.4186046511627907,0.7777777777777778,0.5333333333333333,0.625,0.2,,,0.2,0.3333333333333333,1.0,0.2857142857142857,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.14285714285714285,1.0,0.6081871345029239,0.4,0.5117400584795321,0.46981,0.49722142857142854,0.08602150537634409,0.1322314049586777,,0.07373271889400922,0.17972350230414746,9.222641509433963,25.12461538461538,0.14507772020725387,6.0,1.0,,,,,3.0,0.05,,,,,,,1610612739,2018,2017-18,False
101112-201145-2544-2548-2594,1610612739,"Channing Frye, Jeff Green, LeBron James, Dwyane Wade, Kyle Korver","Frye, Green, James, Wade, Korver",101112-201145-2544-2548-2594,CLE,5244.0,18,87.0,42.0,174.0,171.0,54.0,31.0,15.0,345.0,42.0,54.0,8.0,8.0,14.0,18.0,9.0,22.0,8.0,18.0,6.0,16.0,1.0,3.0,1.0,3.0,13.0,44.0,1.0,7.0,5.0,10.0,59.0,94.0,19.0,60.0,27.0,202.0,160.0,8.0,8.0,2.0,10.0,2.0,24.0,17.0,31.0,6.0,13.0,9.0,61.0,58.0,60.0,42.0,15.0,2.0,43.0,13.0,9.0,,29.0,14.0,43.0,8.0,6.0,25.0,3.0,1.0,100.0,10.0,8.0,26.0,41.0,5.0,72.0,18.0,90.0,2.0,11.0,7.0,4.0,15.0,3.0,8.0,11.0,2.0,7.0,,1.0,26.0,,9.0,16.0,,26.0,1.0,4.0,30.0,1.0,1.0,3.0,1.0,35.0,5.0,,,17.0,,3.0,6.0,5.0,1.0,6.0,6.0,1.0,178.0,61.0,54.0,3.0,0.4915254237288136,0.5,0.7368421052631579,0.31666666666666665,0.2,0.46153846153846156,0.3220338983050847,0.6276595744680851,1.0,0.5483870967741935,0.5681818181818182,0.6111111111111112,0.5909090909090909,0.5976331360946746,0.6666666666666666,0.61,0.38961038961038963,,0.09574468085106383,0.12962962962962962,0.09090909090909091,,,0.5769230769230769,1.0,0.7592592592592593,0.23529411764705882,0.896551724137931,0.25,0.8072289156626506,0.24324324324324326,0.3333333333333333,0.08333333333333333,0.3,0.23333333333333334,0.3,0.7777777777777778,0.6842105263157895,0.8235294117647058,0.9583333333333334,0.6,0.03076923076923077,94.73684210526315,1.0,14.781609195402298,15.625730994152047,14.005747126436782,15.169590643274853,0.35064935064935066,0.7777777777777778,0.8936170212765957,0.5952380952380952,0.14285714285714285,0.4090909090909091,0.45,0.3333333333333333,0.11688311688311688,0.4444444444444444,0.4444444444444444,0.125,0.1038961038961039,0.375,0.375,1.0,0.2857142857142857,0.29545454545454547,0.29545454545454547,0.6153846153846154,0.4444444444444444,1.0,0.375,0.16666666666666666,0.3333333333333333,0.3888888888888889,0.14285714285714285,1.0,0.4090909090909091,0.7777777777777778,0.06818181818181818,0.3333333333333333,0.22727272727272727,0.5,0.7402597402597403,0.3023255813953488,0.5215895424836602,0.5913166666666667,0.5056290697674418,0.10240963855421686,0.16037735849056603,,0.1188118811881188,0.30198019801980197,6.873404255319149,25.863333333333333,0.3103448275862069,1.0,,,1.0,,,,,1.0,,,,,,1610612739,2018,2017-18,False
201567-202697-203109-2544-2747,1610612739,"Kevin Love, Iman Shumpert, Jae Crowder, LeBron James, JR Smith","Love, Shumpert, Crowder, James, Smith",201567-202697-203109-2544-2747,CLE,4826.0,6,80.0,-19.0,162.0,161.0,22.0,21.0,22.0,323.0,30.0,48.0,7.0,12.0,4.0,7.0,6.0,20.0,3.0,18.0,3.0,16.0,,1.0,1.0,4.0,19.0,46.0,2.0,5.0,1.0,3.0,39.0,86.0,22.0,62.0,25.0,169.0,188.0,8.0,15.0,2.0,6.0,4.0,26.0,4.0,10.0,2.0,7.0,9.0,23.0,38.0,40.0,48.0,18.0,6.0,46.0,19.0,10.0,,19.0,16.0,35.0,13.0,3.0,14.0,3.0,2.0,86.0,9.0,15.0,22.0,26.0,2.0,50.0,24.0,74.0,2.0,14.0,6.0,8.0,14.0,4.0,7.0,11.0,2.0,7.0,1.0,1.0,25.0,,1.0,15.0,,37.0,2.0,1.0,30.0,1.0,2.0,1.0,2.0,31.0,4.0,1.0,,14.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,,143.0,23.0,22.0,3.0,0.48717948717948717,0.5277777777777778,0.7272727272727273,0.3548387096774194,0.3333333333333333,0.2857142857142857,0.3548387096774194,0.45348837209302323,0.5333333333333333,0.4,0.4864864864864865,0.5238095238095238,0.4117647058823529,0.5248447204968945,0.5652173913043478,0.5227272727272727,0.4189189189189189,,0.11627906976744186,0.10416666666666667,0.25,,,0.56,1.0,0.6666666666666666,0.3191489361702128,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.27906976744186046,0.3333333333333333,0.21428571428571427,0.4,0.19230769230769232,0.3076923076923077,0.5333333333333333,0.7142857142857143,0.8,0.7407407407407407,0.3333333333333333,0.02631578947368421,96.37795275590551,0.5,15.432098765432098,14.4472049689441,14.728395061728396,13.857142857142858,0.32432432432432434,0.625,0.6976744186046512,0.4666666666666667,0.13513513513513514,0.3,0.4,0.5,0.12162162162162163,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.10810810810810811,0.1875,0.1875,1.0,0.3108108108108108,0.41304347826086957,0.41304347826086957,0.6842105263157895,0.5714285714285714,0.5833333333333334,,0.047619047619047616,,0.23809523809523808,0.4,0.5,0.4117647058823529,0.5714285714285714,0.23529411764705882,0.25,0.17647058823529413,0.3333333333333333,0.7432432432432432,0.41304347826086957,0.5286795918367347,0.54635,0.5398125,0.0949367088607595,0.14583333333333334,0.016129032258064516,0.15384615384615385,0.13609467455621302,7.240697674418605,25.15967741935484,0.13580246913580246,2.0,,,,,,1.0,,,,,,,,1610612739,2018,2017-18,False
201565-201567-203109-2544-2747,1610612739,"Derrick Rose, Kevin Love, Jae Crowder, LeBron James, JR Smith","Rose, Love, Crowder, James, Smith",201565-201567-203109-2544-2747,CLE,4007.0,7,67.0,-28.0,140.0,139.0,40.0,33.0,13.0,279.0,33.0,46.0,8.0,8.0,6.0,12.0,6.0,19.0,4.0,12.0,5.0,10.0,,,1.0,2.0,6.0,30.0,,,1.0,7.0,43.0,77.0,11.0,40.0,38.0,157.0,185.0,8.0,9.0,,,8.0,24.0,9.0,19.0,2.0,9.0,16.0,40.0,30.0,56.0,24.0,9.0,10.0,30.0,6.0,7.0,1.0,15.0,8.0,23.0,4.0,4.0,11.0,3.0,1.0,54.0,5.0,11.0,10.0,23.0,1.0,34.0,16.0,50.0,2.0,15.0,8.0,7.0,9.0,6.0,7.0,11.0,,2.0,,1.0,20.0,1.0,8.0,11.0,,25.0,1.0,1.0,32.0,1.0,1.0,2.0,1.0,41.0,2.0,,3.0,14.0,,6.0,5.0,1.0,4.0,5.0,3.0,,133.0,40.0,40.0,5.0,0.3488372093023256,0.39473684210526316,0.7272727272727273,0.275,,0.2222222222222222,0.275,0.5584415584415584,0.8888888888888888,0.47368421052631576,0.5085470085470085,0.8888888888888888,0.42857142857142855,0.5703703703703704,0.9230769230769231,0.5555555555555556,0.3418803418803419,0.025,0.09090909090909091,0.08695652173913043,0.15789473684210525,,0.03333333333333333,0.45,0.5,0.696969696969697,0.3333333333333333,0.5263157894736842,0.1724137931034483,0.6346153846153846,0.25806451612903225,0.3076923076923077,0.5833333333333334,,0.125,0.4,0.7142857142857143,0.5833333333333334,0.8571428571428571,0.6428571428571429,0.2,0.03636363636363636,100.26453706014475,0.6,14.8,13.920863309352518,14.435714285714285,13.093525179856115,0.39316239316239315,0.717391304347826,0.7857142857142857,0.3333333333333333,0.1623931623931624,0.3157894736842105,0.375,0.5,0.10256410256410256,0.3333333333333333,0.3333333333333333,0.25,0.08547008547008547,0.5,0.5,0.8,0.2564102564102564,0.2,0.20689655172413793,0.6666666666666666,0.8888888888888888,1.0,,,,,,,0.42857142857142855,0.5,0.07142857142857142,0.5,0.25,0.14285714285714285,0.7350427350427351,0.2,0.5490948717948718,0.6923857142857143,0.53455,0.10852713178294573,0.15730337078651685,,0.15286624203821655,0.25477707006369427,5.9,25.302500000000002,0.2857142857142857,2.0,,,,,,2.0,,,,,,,,1610612739,2018,2017-18,False
101112-1626224-201145-2548-2594,1610612739,"Channing Frye, Cedi Osman, Jeff Green, Dwyane Wade, Kyle Korver","Frye, Osman, Green, Wade, Korver",101112-1626224-201145-2548-2594,CLE,3520.0,13,59.0,11.0,118.0,124.0,14.0,21.0,10.0,242.0,20.0,33.0,,2.0,,,3.0,9.0,11.0,26.0,3.0,5.0,,,1.0,1.0,17.0,32.0,1.0,3.0,3.0,6.0,34.0,68.0,20.0,37.0,18.0,146.0,135.0,3.0,7.0,1.0,3.0,,9.0,1.0,2.0,4.0,7.0,5.0,19.0,38.0,30.0,48.0,12.0,,32.0,17.0,4.0,1.0,19.0,16.0,35.0,13.0,3.0,11.0,1.0,7.0,86.0,3.0,7.0,19.0,25.0,4.0,48.0,10.0,58.0,1.0,9.0,6.0,3.0,8.0,1.0,8.0,7.0,2.0,,,,15.0,,3.0,12.0,1.0,23.0,,1.0,22.0,,2.0,3.0,,21.0,3.0,,2.0,10.0,,1.0,4.0,2.0,2.0,4.0,3.0,,137.0,19.0,14.0,1.0,0.5588235294117647,0.5588235294117647,0.8,0.5405405405405406,0.3333333333333333,0.5714285714285714,0.5405405405405406,0.5,0.42857142857142855,0.5,0.6095238095238096,0.45,0.7777777777777778,0.6371681415929203,0.45,0.75,0.3523809523809524,0.02702702702702703,0.058823529411764705,0.09090909090909091,,0.038461538461538464,0.03125,0.5333333333333333,1.0,0.8333333333333334,0.20588235294117646,0.7307692307692307,0.2,0.7857142857142857,0.20408163265306123,0.23076923076923078,0.5,0.06666666666666667,0.23076923076923078,,0.6,0.8888888888888888,1.0,0.6818181818181818,1.0,0.022222222222222223,99.0,0.75,14.415254237288135,14.669354838709678,13.779661016949152,14.112903225806452,0.3142857142857143,0.6060606060606061,0.6666666666666666,0.55,0.08571428571428572,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.24761904761904763,0.4230769230769231,0.44,0.6363636363636364,0.047619047619047616,0.6,0.6,1.0,0.3047619047619048,0.53125,0.5483870967741935,0.7647058823529411,0.2,,,,,0.3,0.3333333333333333,1.0,,,0.1111111111111111,1.0,0.6666666666666666,0.5,0.6666666666666666,0.53125,0.5105909523809524,0.4359722222222222,0.45130555555555557,0.08928571428571429,0.13333333333333333,,0.06164383561643835,0.13013698630136986,9.10735294117647,25.63783783783784,0.11864406779661017,2.0,,,,,,1.0,,,,,,,,1610612739,2018,2017-18,False
