EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2M,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffCorner3ReboundPct,2pt And 1 Free Throw Trips,DefensiveGoaltends,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsUnassisted3s,SecondChanceAtRimPctAssisted,BlockedShortMidRange,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SelfOReb,SelfORebPct,SecondChanceArc3Frequency,LostBallSteals,SecondChanceArc3FGM,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,Charge Fouls Drawn,DefCorner3ReboundPct,SecondChanceFtPoints,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101133-201951-202322-203107-203490,1610612764,"Ian Mahinmi, Ty Lawson, John Wall, Tomas Satoransky, Otto Porter Jr.","Mahinmi, Lawson, Wall, Satoransky, Porter Jr.",101133-201951-202322-203107-203490,WAS,153.0,1,3.0,2.0,5.0,6.0,11,2.0,1.0,3.0,5.0,103.52941176470588,12.6,15.0,12.0,14.833333333333334,0.4,0.2,0.8,0.5253099999999999,6.3999999999999995,,,1.0,2.0,,,,,,,,,,2.0,1.0,2.0,,7.0,,,2.0,,,,,,,4.0,,,2.0,,2.0,,2.0,4.0,,,3.0,3.0,1.0,4.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,5.0,,,,1.0,1.0,,0.5,,,0.5,0.6666666666666666,,0.7,1.0,,0.7,1.0,,0.4,,,,1.0,0.75,,,0.75,0.5,,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.2857142857142857,,27.0,,1.0,,2.0,,1.0,,2.0,,1.0,,,,,1.0,,,0.4,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,3.0,2.0,1.0,3.0,2.0,,1.0,,1.0,1.0,0.6666666666666666,,0.5,0.5,,1.0,,0.5,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101133-201951-202693-203078-203107,1610612764,"Ian Mahinmi, Ty Lawson, Markieff Morris, Bradley Beal, Tomas Satoransky","Mahinmi, Lawson, Morris, Beal, Satoransky",101133-201951-202693-203078-203107,WAS,91.0,1,2.0,2.0,2.0,2.0,4,1.0,1.0,2.0,2.0,63.2967032967033,15.0,30.5,15.0,30.5,0.5,0.5,0.5,0.41425,9.75,,,,1.0,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,4.0,,,,0.5,0.5,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101133-201951-203078-203107-203118,1610612764,"Ian Mahinmi, Ty Lawson, Bradley Beal, Tomas Satoransky, Mike Scott","Mahinmi, Lawson, Beal, Satoransky, Scott",101133-201951-203078-203107-203118,WAS,152.0,1,3.0,6.0,6.0,5.0,11,3.0,1.0,6.0,2.0,104.21052631578948,11.666666666666666,16.4,11.666666666666666,15.4,0.5,0.16666666666666666,0.5,0.4765166666666667,7.1000000000000005,,,1.0,3.0,,,2.0,,,,,,,4.0,,,,8.0,,,2.0,,,,,,,4.0,,,2.0,,2.0,,2.0,4.0,1.0,2.0,2.0,4.0,1.0,5.0,,,1.0,1.0,,,1.0,,,,,,6.0,,,,0.5,0.6666666666666666,,,,,,0.6666666666666666,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,,,1.0,0.6666666666666666,0.5,1.0,0.8,0.5,,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,0.6682,,,,0.25,,,,1.0,1.0,,,1.0,4.0,,,,,,,,,0.5,0.5,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,1.0,,,,0.5,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101133-202322-202693-203078-203490,1610612764,"Ian Mahinmi, John Wall, Markieff Morris, Bradley Beal, Otto Porter Jr.","Mahinmi, Wall, Morris, Beal, Porter Jr.",101133-202322-202693-203078-203490,WAS,375.0,2,6.0,7.0,12.0,13.0,25,4.0,,7.0,11.0,96.0,17.0,13.153846153846153,16.916666666666668,13.153846153846153,0.3333333333333333,,0.75,0.5565083333333333,4.285714285714286,,7.0,1.0,4.0,,,3.0,,,,,,,5.0,2.0,5.0,2.0,18.0,,,2.0,,,,,,,4.0,6.0,,2.0,2.0,4.0,,2.0,10.0,1.0,,6.0,7.0,1.0,8.0,,,1.0,,,,1.0,,3.0,4.0,3.0,2.0,16.0,,,2.0,0.4,0.5,1.0,0.4,,,0.4,0.7142857142857143,,0.6666666666666666,1.0,,0.6923076923076923,1.0,,0.4166666666666667,,,,1.0,1.0,0.5,,1.0,0.2,,1.0,,,1.0,1.0,0.5,0.25,,,,,,,,,,,,0.5939,,0.15384615384615385,0.25,0.1111111111111111,,26.660000000000004,,1.0,1.0,5.0,,1.0,6.0,5.0,,1.0,,1.0,,0.5,1.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,1.0,,1.0,2.0,,1.0,2.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,0.4,0.4,1.0,1.0,,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101133-202322-203078-203107-203118,1610612764,"Ian Mahinmi, John Wall, Bradley Beal, Tomas Satoransky, Mike Scott","Mahinmi, Wall, Beal, Satoransky, Scott",101133-202322-203078-203107-203118,WAS,54.0,1,1.0,,2.0,2.0,4,,1.0,2.0,,106.66666666666666,9.5,17.5,8.0,17.5,,0.3333333333333333,0.3333333333333333,0.46396666666666664,14.8,,2.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,0.5,,0.5,0.3333333333333333,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,0.5073,,,,,,27.5,,,,1.0,,,,1.0,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-201951-202322-203078,1610612764,"Marcin Gortat, Kelly Oubre Jr., Ty Lawson, John Wall, Bradley Beal","Gortat, Oubre Jr., Lawson, Wall, Beal",101162-1626162-201951-202322-203078,WAS,163.0,1,3.0,3.0,7.0,6.0,13,6.0,,6.0,5.0,114.84662576687116,12.285714285714286,12.833333333333334,12.142857142857142,12.833333333333334,1.0,,1.0,0.5706833333333333,1.6833333333333333,,,1.0,3.0,,,,,,,,,,3.0,,,2.0,8.0,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,1.0,,,,1.0,,2.0,1.0,2.0,1.0,8.0,,,,0.3333333333333333,0.3333333333333333,,,,,,0.5,,0.5,,,0.5714285714285714,,,,,,,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,1.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,0.6628,,0.14285714285714285,0.14285714285714285,,,,,1.0,,,,1.0,4.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-201951-202322-203118,1610612764,"Marcin Gortat, Kelly Oubre Jr., Ty Lawson, John Wall, Mike Scott","Gortat, Oubre Jr., Lawson, Wall, Scott",101162-1626162-201951-202322-203118,WAS,297.0,2,5.0,-4.0,8.0,10.0,18,,,3.0,12.0,87.27272727272727,17.75,15.5,15.25,14.1,,,0.25,0.421425,8.066666666666666,2.0,3.0,1.0,,,,3.0,,,,,,,1.0,1.0,1.0,3.0,8.0,1.0,1.0,3.0,,,,,1.0,1.0,,3.0,,,1.0,1.0,,,3.0,,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,3.0,4.0,6.0,2.0,5.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,0.3333333333333333,,0.625,1.5,,0.5714285714285714,1.5,0.5,0.25,,,,,0.5,,,0.5,,,,1.0,,,,,0.75,,,,,,,,,,,,0.5088,,0.3333333333333333,0.4,0.375,0.125,25.7,0.25,,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.25,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-202322-202693-203078,1610612764,"Marcin Gortat, Kelly Oubre Jr., John Wall, Markieff Morris, Bradley Beal","Gortat, Oubre Jr., Wall, Morris, Beal",101162-1626162-202322-202693-203078,WAS,1431.0,3,24.0,-8.0,43.0,45.0,88,10.0,5.0,26.0,57.0,88.55345911949685,15.55813953488372,16.933333333333334,14.465116279069768,15.8,0.25,0.125,0.6,0.48655,7.196153846153846,6.0,9.0,4.0,7.0,2.0,2.0,11.0,,2.0,,1.0,,,16.0,3.0,14.0,8.0,49.0,,1.0,4.0,4.0,5.0,,2.0,2.0,10.0,14.0,6.0,1.0,7.0,2.0,9.0,,4.0,20.0,1.0,6.0,8.0,14.0,4.0,18.0,3.0,3.0,1.0,,2.0,1.0,3.0,,10.0,10.0,11.0,6.0,45.0,10.0,6.0,1.0,0.4375,0.4666666666666667,0.6666666666666666,0.21428571428571427,,,0.21428571428571427,0.6153846153846154,0.8,0.5125,0.5,0.5714285714285714,0.5444444444444444,0.5,0.625,0.35,0.038461538461538464,0.1,,0.3333333333333333,0.6153846153846154,0.1,0.5454545454545454,0.5833333333333334,0.14285714285714285,0.3333333333333333,0.75,0.6,0.5454545454545454,0.7,0.7777777777777778,0.5714285714285714,0.275,0.05,,,,0.25,,,0.2857142857142857,1.0,,,0.4926,0.5187928571428572,0.13333333333333333,0.1935483870967742,0.08163265306122448,0.20408163265306123,26.214285714285715,0.13953488372093023,1.0,7.0,12.0,2.0,3.0,18.0,12.0,,4.0,,,,,0.5,0.6363636363636364,0.6363636363636364,0.3,0.25,0.2857142857142857,1.0,3.0,,2.0,2.0,3.0,2.0,3.0,2.0,,,,1.0,,,,2.0,,2.0,1.0,,2.0,2.0,,0.6666666666666666,,0.18181818181818182,0.2222222222222222,1.0,0.42857142857142855,0.25,0.25,0.6666666666666666,1.0,,0.25,,1.0,,2.0,,0.4,0.4,,3.0,,1.0,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-202322-202693-203490,1610612764,"Marcin Gortat, Kelly Oubre Jr., John Wall, Markieff Morris, Otto Porter Jr.","Gortat, Oubre Jr., Wall, Morris, Porter Jr.",101162-1626162-202322-202693-203490,WAS,276.0,1,5.0,-8.0,9.0,9.0,18,3.0,1.0,5.0,12.0,93.91304347826087,18.555555555555557,12.11111111111111,15.333333333333334,12.11111111111111,0.3333333333333333,0.1111111111111111,0.7777777777777778,0.45408888888888893,5.720000000000001,,9.0,2.0,1.0,,,1.0,,,,,,,2.0,,4.0,,4.0,,,4.0,,,,,,,4.0,,1.0,2.0,,2.0,,1.0,4.0,,,2.0,2.0,1.0,3.0,,,1.0,1.0,,,1.0,,3.0,,,,,,,1.0,1.0,1.0,,,,,,0.4,,0.2222222222222222,1.0,,0.2222222222222222,1.0,,0.4444444444444444,0.2,0.3333333333333333,,1.0,1.0,,,1.0,0.14285714285714285,,,1.0,,0.3333333333333333,0.5,1.0,0.1111111111111111,,,,,,,,,,,,0.3705,,,,1.0,,26.025,,1.0,,4.0,,2.0,,4.0,,2.0,,,,,1.0,,,0.4444444444444444,0.5,,1.0,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,0.25,0.25,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-202322-203078-203118,1610612764,"Marcin Gortat, Kelly Oubre Jr., John Wall, Bradley Beal, Mike Scott","Gortat, Oubre Jr., Wall, Beal, Scott",101162-1626162-202322-203078-203118,WAS,386.0,4,6.0,4.0,13.0,12.0,25,5.0,,6.0,13.0,93.2642487046632,15.23076923076923,15.666666666666666,15.23076923076923,13.833333333333334,0.4166666666666667,,0.9166666666666666,0.5625791666666666,3.466666666666667,1.0,2.0,,4.0,,,1.0,,1.0,,,,,4.0,3.0,6.0,,17.0,,,,,,,,,,2.0,9.0,1.0,1.0,3.0,4.0,,1.0,11.0,,,2.0,2.0,,2.0,3.0,3.0,1.0,1.0,,,1.0,1.0,,1.0,,,17.0,,1.0,,0.25,0.25,1.0,0.5,,,0.5,0.6666666666666666,,0.7083333333333334,,,0.7083333333333334,,,0.5,0.16666666666666666,0.2,,1.0,1.0,,,1.0,,,,1.0,,0.8,1.0,0.25,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,25.416666666666668,0.07692307692307693,,,5.0,,,6.0,5.0,,,,,,,1.0,,,0.4166666666666667,,,,3.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,1.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-202322-203078-203490,1610612764,"Marcin Gortat, Kelly Oubre Jr., John Wall, Bradley Beal, Otto Porter Jr.","Gortat, Oubre Jr., Wall, Beal, Porter Jr.",101162-1626162-202322-203078-203490,WAS,300.0,2,5.0,4.0,11.0,10.0,21,8.0,,9.0,7.0,100.8,14.454545454545455,14.1,14.363636363636363,13.4,0.7272727272727273,,0.9090909090909091,0.5376090909090909,3.177777777777778,,,1.0,3.0,,,1.0,,,,,,,3.0,1.0,2.0,2.0,11.0,,,,,,,,,,6.0,3.0,1.0,3.0,1.0,4.0,,3.0,9.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,,,,,,,,3.0,2.0,2.0,1.0,11.0,,,,1.0,1.0,1.0,0.5,,,0.5,0.3333333333333333,,0.4090909090909091,,,0.4583333333333333,,,0.18181818181818182,0.1111111111111111,0.125,,,1.0,0.16666666666666666,1.0,1.0,0.14285714285714285,0.2,1.0,1.0,1.0,0.375,0.42857142857142855,1.0,0.09090909090909091,,,,,,,,,,,,0.4774,,0.08333333333333333,0.1,,,26.45,,1.0,,2.0,,1.0,,2.0,,2.0,,,,,,,,0.18181818181818182,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-203078-203107-203118,1610612764,"Marcin Gortat, Kelly Oubre Jr., Bradley Beal, Tomas Satoransky, Mike Scott","Gortat, Oubre Jr., Beal, Satoransky, Scott",101162-1626162-203078-203107-203118,WAS,32.0,1,1.0,3.0,1.0,1.0,2,,,,,90.0,6.0,26.0,6.0,26.0,,,1.0,0.5796,,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,3.0,,,,,,,1.0,,,1.0,,,1.5,,,1.5,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,26.2,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-1626162-203107-203118-204025,1610612764,"Marcin Gortat, Kelly Oubre Jr., Tomas Satoransky, Mike Scott, Tim Frazier","Gortat, Oubre Jr., Satoransky, Scott, Frazier",101162-1626162-203107-203118-204025,WAS,183.0,1,3.0,,6.0,6.0,12,1.0,,2.0,8.0,94.42622950819673,13.166666666666666,17.333333333333332,13.166666666666666,17.166666666666668,0.25,,0.75,0.4635625,4.7,,,,,,,1.0,,,,,,,,2.0,2.0,2.0,8.0,,,,,,,,,,,6.0,,,2.0,2.0,,,6.0,,,2.0,2.0,,2.0,,,1.0,1.0,,,1.0,,2.0,2.0,2.0,1.0,8.0,,,,,,1.0,1.0,,,1.0,,,0.75,,,0.8,,,0.5,,,,1.0,0.6666666666666666,,,0.6666666666666666,,,,1.0,,,,,0.25,,,,,,,,,,,,,,0.2,0.3333333333333333,,,27.0,,,,2.0,,,,2.0,,1.0,,,,,1.0,,,0.5,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-201951-202322-202693-203078,1610612764,"Marcin Gortat, Ty Lawson, John Wall, Markieff Morris, Bradley Beal","Gortat, Lawson, Wall, Morris, Beal",101162-201951-202322-202693-203078,WAS,145.0,1,2.0,-1.0,3.0,4.0,7,2.0,,3.0,5.0,69.51724137931035,24.333333333333332,18.0,21.0,15.5,0.5,,0.75,0.5088125,2.9333333333333336,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,2.0,,1.0,,4.0,,,4.0,1.0,2.0,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.25,,,,1.0,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,0.5,,,0.5,0.5,,0.25,,,,,,,,1.0,0.5,,,0.7274,0.5452,,,1.0,0.5,23.9,0.3333333333333333,1.0,1.0,1.0,,2.0,4.0,1.0,,1.0,,,,,,1.0,1.0,0.25,0.5,,1.0,,,2.0,2.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-201951-202322-202693-203490,1610612764,"Marcin Gortat, Ty Lawson, John Wall, Markieff Morris, Otto Porter Jr.","Gortat, Lawson, Wall, Morris, Porter Jr.",101162-201951-202322-202693-203490,WAS,252.0,1,4.0,-3.0,9.0,9.0,18,4.0,1.0,7.0,14.0,102.85714285714285,15.0,13.0,14.88888888888889,12.333333333333334,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.5332277777777779,6.257142857142857,3.0,,2.0,3.0,2.0,3.0,2.0,,1.0,,,,1.0,5.0,,2.0,1.0,11.0,,,4.0,2.0,3.0,,2.0,,4.0,2.0,,1.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,3.0,2.0,5.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,7.0,4.0,3.0,,0.2,0.3333333333333333,,,,,,0.7142857142857143,0.6666666666666666,0.5555555555555556,1.0,0.4,0.6111111111111112,1.0,0.4,0.2222222222222222,0.14285714285714285,0.25,,1.0,0.6666666666666666,0.5,1.0,0.75,0.5,1.0,,0.5,,0.75,1.0,,0.2222222222222222,0.1111111111111111,,,,,,,0.6,0.6666666666666666,0.2,,0.7707,0.5587500000000001,0.1111111111111111,0.14285714285714285,0.36363636363636365,0.36363636363636365,23.8,0.3333333333333333,2.0,2.0,1.0,1.0,2.0,8.0,1.0,,,,,,,1.0,1.0,1.0,0.1111111111111111,1.0,0.2,2.0,,,2.0,4.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,0.5,,,0.5,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-201951-202322-203078-203118,1610612764,"Marcin Gortat, Ty Lawson, John Wall, Bradley Beal, Mike Scott","Gortat, Lawson, Wall, Beal, Scott",101162-201951-202322-203078-203118,WAS,78.0,1,1.0,6.0,3.0,2.0,5,1.0,,3.0,,92.3076923076923,13.0,19.5,12.333333333333334,19.5,0.25,,0.5,0.4422375,9.233333333333333,,,1.0,,,,2.0,,,,,,,1.0,1.0,1.0,1.0,6.0,,,1.0,,,,,,,,3.0,,,1.0,1.0,,,3.0,2.0,,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,5.0,,,,,,1.0,1.0,,,1.0,0.3333333333333333,,0.625,,,0.6,0.25,,0.25,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.5,,,,,,,,,,,,0.4562,,0.2,0.25,0.16666666666666666,,24.6,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,1.0,,0.5,0.5,0.25,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612764,2018,2017-18,True
101162-201951-202322-203107-203118,1610612764,"Marcin Gortat, Ty Lawson, John Wall, Tomas Satoransky, Mike Scott","Gortat, Lawson, Wall, Satoransky, Scott",101162-201951-202322-203107-203118,WAS,58.0,1,1.0,1.0,2.0,2.0,4,,,,2.0,99.3103448275862,12.0,17.0,12.0,17.0,,,1.0,0.4731,,,,,,,,,,,,,,,,1.0,2.0,,3.0,,,,,,,,,,,3.0,,,1.0,1.0,,,3.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,3.0,,,,,,1.0,0.5,,,0.5,,,0.75,,,0.75,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,2.0,,,,2.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2018,2017-18,True
