EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,BadPassTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Steals,LostBallSteals,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted2s,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,BadPassSteals,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffTwoPtReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,DefLongMidRangeReboundPct,Loose Ball Fouls Drawn,ShortMidRangeFGM,ShortMidRangeAssists,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,BlockedLongMidRange,DefCorner3ReboundPct,BlockedShortMidRange,SecondChanceFtPoints,SecondChanceCorner3FGA,PtsPutbacks,SelfOReb,Offensive Fouls Drawn,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Corner3Assists,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Charge Fouls,3pt And 1 Free Throw Trips,BlockingFoulsDrawn,team_id,year,season,team_vs
1627767-200765-201950-202703-202734,1610612740,"Cheick Diallo, Rajon Rondo, Jrue Holiday, Nikola Mirotic, E'Twaun Moore","Diallo, Rondo, Holiday, Mirotic, Moore",1627767-200765-201950-202703-202734,NOP,102.0,1,2.0,-4.0,4.0,3.0,4.0,1.0,7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,98.82352941176471,1.0,16.5,12.0,13.75,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4776666666666667,0.4776666666666667,9.95,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-200765-201950-202703-203121,1610612740,"Cheick Diallo, Rajon Rondo, Jrue Holiday, Nikola Mirotic, Darius Miller","Diallo, Rondo, Holiday, Mirotic, Miller",1627767-200765-201950-202703-203121,NOP,140.0,1,2.0,7.0,6.0,5.0,4.0,,11,1.0,1.0,,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,,,2.0,2.0,,2.0,1.0,,,,1.0,,1.0,1.0,,,,,4.0,0.75,,,1.0,1.0,,1.0,,,,113.14285714285714,,9.333333333333334,16.8,9.333333333333334,16.8,0.25,,0.75,0.5,0.5,1.0,0.515775,0.4995,2.0,26.599999999999998,0.6666666666666666,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,13.0,1.0,1.0,2.0,7.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,13.0,7.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.375,1.25,1.3,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.2,0.5,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-200765-201950-202734-203076,1610612740,"Cheick Diallo, Rajon Rondo, Jrue Holiday, E'Twaun Moore, Anthony Davis","Diallo, Rondo, Holiday, Moore, Davis",1627767-200765-201950-202734-203076,NOP,96.0,1,2.0,5.0,4.0,4.0,,,8,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,,,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,0.5,,,,1.0,,1.0,,,1.0,120.0,1.0,9.25,14.75,9.25,14.75,0.5,,0.5,,,1.0,0.6148125,,1.0,26.4,,,2.0,,1.0,,2.0,1.0,,7.0,,,,,4.0,3.0,,1.0,2.0,1.0,3.0,1.0,2.0,7.0,,,,,,7.0,,1.0,1.0,1.0,0.5,,0.5,1.0,,0.875,,0.875,,,1.0,1.0,1.0,0.5,0.5,1.0,,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-200765-201950-203076-203121,1610612740,"Cheick Diallo, Rajon Rondo, Jrue Holiday, Anthony Davis, Darius Miller","Diallo, Rondo, Holiday, Davis, Miller",1627767-200765-201950-203076-203121,NOP,128.0,1,2.0,-6.0,4.0,5.0,4.0,2.0,9,1.0,1.0,,2.0,2.0,3.0,2.0,8.0,3.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,4.0,0.4,,,1.0,,1.0,,0.5,1.0,,101.25,,20.25,9.4,14.5,8.6,0.2,,0.4,0.2,0.4,0.6,0.49523,0.49523,8.4,26.7,1.0,3.0,1.0,1.0,,,1.0,,,2.0,1.0,,,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,,,1.0,,,,2.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2,0.2,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.4,0.5,1.0,1.0,0.5127,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-200765-202703-203121-203546,1610612740,"Cheick Diallo, Rajon Rondo, Nikola Mirotic, Darius Miller, Ian Clark","Diallo, Rondo, Mirotic, Miller, Clark",1627767-200765-202703-203121-203546,NOP,343.0,2,6.0,2.0,11.0,12.0,4.0,4.0,23,3.0,1.0,3.0,5.0,3.0,6.0,6.0,12.0,1.0,4.0,5.0,,3.0,1.0,4.0,4.0,8.0,1.0,,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,4.0,0.5,,,0.5,0.5,0.75,0.8,0.6666666666666666,0.6666666666666666,0.5,96.5597667638484,1.0,18.0,12.083333333333334,15.909090909090908,11.5,0.25,0.25,0.4166666666666667,0.2,0.6,0.75,0.5221250000000001,0.5316799999999999,10.066666666666666,25.849999999999998,0.36363636363636365,4.0,3.0,1.0,2.0,2.0,4.0,2.0,,14.0,1.0,2.0,,8.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,,2.0,4.0,2.0,,9.0,8.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,0.5833333333333334,0.8,0.5384615384615384,0.6666666666666666,,1.0,1.0,0.3333333333333333,0.4,0.4,0.5,1.0,0.6666666666666666,0.4,,,0.5714285714285714,2.0,,,,,1.0,1.0,5.0,,1.0,1.25,0.8333333333333334,,,,,0.3668,0.35714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,0.5,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-200765-202734-203076-203546,1610612740,"Cheick Diallo, Rajon Rondo, E'Twaun Moore, Anthony Davis, Ian Clark","Diallo, Rondo, Moore, Davis, Clark",1627767-200765-202734-203076-203546,NOP,78.0,1,1.0,,2.0,2.0,,,4,,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,0.5,0.6666666666666666,,0.6666666666666666,,,1.0,73.84615384615384,,10.5,28.5,10.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-201950-202703-202734-203546,1610612740,"Cheick Diallo, Jrue Holiday, Nikola Mirotic, E'Twaun Moore, Ian Clark","Diallo, Holiday, Mirotic, Moore, Clark",1627767-201950-202703-202734-203546,NOP,9.0,1,,1.0,,1.0,,,1,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,160.0,,,9.0,,9.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-201950-202703-203121-203546,1610612740,"Cheick Diallo, Jrue Holiday, Nikola Mirotic, Darius Miller, Ian Clark","Diallo, Holiday, Mirotic, Miller, Clark",1627767-201950-202703-203121-203546,NOP,222.0,1,4.0,-1.0,7.0,7.0,3.0,1.0,14,2.0,,,2.0,,4.0,3.0,6.0,1.0,1.0,2.0,3.0,,1.0,3.0,1.0,4.0,,,1.0,,1.0,,1.0,1.0,,,,,3.0,0.42857142857142855,0.75,,,1.0,,1.0,0.2,,,90.8108108108108,,19.0,12.714285714285714,17.714285714285715,12.714285714285714,0.2857142857142857,,0.2857142857142857,,,0.7142857142857143,0.49800714285714287,0.4709,3.825,24.46666666666667,0.42857142857142855,,,,1.0,,1.0,1.0,,5.0,1.0,,,2.0,2.0,,3.0,1.0,1.0,,1.0,,,2.0,,,1.0,,,5.0,2.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,0.25,1.0,0.35714285714285715,0.5,0.35714285714285715,0.5,,,,,0.5,0.5,,,,0.5,,,0.4,1.0,,,,2.0,,1.0,,,,,,0.2857142857142857,,,,0.3223,,,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,,,,0.3333333333333333,1.0,,,1.0,,,,0.14285714285714285,,,,0.5,,1.0,,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-201950-202703-203524-203546,1610612740,"Cheick Diallo, Jrue Holiday, Nikola Mirotic, Solomon Hill, Ian Clark","Diallo, Holiday, Mirotic, Hill, Clark",1627767-201950-202703-203524-203546,NOP,257.0,1,4.0,2.0,9.0,8.0,,,17,4.0,,1.0,3.0,,6.0,3.0,8.0,,,3.0,,,3.0,4.0,,4.0,,,,,,,,,1.0,,1.0,1.0,,0.3333333333333333,,,,1.0,,0.8,,,,95.25291828793775,1.0,10.666666666666666,20.125,10.666666666666666,17.625,0.4444444444444444,0.1111111111111111,0.3333333333333333,,,0.7777777777777778,0.5607611111111112,,5.783333333333334,25.2,,,4.0,,,,5.0,,,10.0,,,,,6.0,,,,3.0,,3.0,,3.0,6.0,,,,,,10.0,,0.6,0.6,,,,,0.8333333333333334,,0.5555555555555556,,0.5555555555555556,,1.0,1.0,1.0,0.75,,,,,,,,,,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,1.0,,,,,,,4.0,,,1.0,,,,,,,0.5,,,0.5,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
1627767-201950-203076-203121-203546,1610612740,"Cheick Diallo, Jrue Holiday, Anthony Davis, Darius Miller, Ian Clark","Diallo, Holiday, Davis, Miller, Clark",1627767-201950-203076-203121-203546,NOP,9.0,1,,2.0,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,True
