EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,AtRimFGM,ShortMidRangeFGM,FG2M,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,PtsUnassisted2s,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PtsUnassisted3s,Corner3Assists,OffThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,2pt And 1 Free Throw Trips,PenaltyOffPoss,PenaltyFtPoints,PenaltyPoints,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,BadPassOutOfBoundsTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,DefensiveGoaltends,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,FTDefRebounds,DefFTReboundPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3FGA,BlockingFoulsDrawn,AtRimPctBlocked,SecondChanceCorner3Frequency,Technical Free Throw Trips,Travels,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockingFouls,Corner3PctBlocked,OffensiveGoaltends,LongMidRangePctBlocked,BlockedCorner3,3SecondViolations,team_id,year,season,team_vs
1626166-1626170-1626171-1626245-1627756,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Denzel Valentine","Payne, Grant, Portis, Felicio, Valentine",1626166-1626170-1626171-1626245-1627756,CHI,176.0,2,3.0,1.0,5.0,6.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.3,0.35714285714285715,0.5,0.4,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25,90.0,1.0,19.4,13.166666666666666,19.0,13.166666666666666,0.2,0.2,0.2,0.4,0.5,0.5,1.0,1.0,0.6,0.5,0.4765,0.5328,0.16666666666666666,0.25,0.4,9.666666666666666,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1626245-1627853,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Ryan Arcidiacono","Payne, Grant, Portis, Felicio, Arcidiacono",1626166-1626170-1626171-1626245-1627853,CHI,296.0,1,5.0,,9.0,9.0,,18.0,3.0,,1.0,1.0,,1.0,5.0,,1.0,2.0,8.0,8.0,,,,,1.0,,,3.0,,6.0,,1.0,1.0,2.0,,2.0,,1.0,1.0,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,8.0,,,,,0.5,0.5714285714285714,,0.16666666666666666,0.5,0.3333333333333333,,0.5,0.4,,,,0.5,,0.5,,87.56756756756756,1.0,13.11111111111111,19.77777777777778,13.11111111111111,16.11111111111111,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,0.6666666666666666,,0.6248083333333333,,0.14285714285714285,0.16666666666666666,,7.1,25.6,2.0,2.0,1.0,3.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1626245-1628021,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, David Nwaba","Payne, Grant, Portis, Felicio, Nwaba",1626166-1626170-1626171-1626245-1628021,CHI,76.0,2,1.0,9.0,4.0,3.0,,7.0,1.0,,,2.0,1.0,1.0,3.0,1.0,1.0,,9.0,,,,,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,9.0,,1.0,1.0,1.0,1.125,1.125,,0.25,,,,1.0,1.0,,,,,,1.0,,132.63157894736844,,8.0,14.666666666666666,8.0,14.666666666666666,0.25,,0.5,0.25,1.0,1.0,1.0,,0.5,1.0,0.5346625,,,,,12.0,25.1,,1.0,,3.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,2.0,4.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1626245-203200,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Justin Holiday","Payne, Grant, Portis, Felicio, Holiday",1626166-1626170-1626171-1626245-203200,CHI,354.0,1,6.0,9.0,13.0,14.0,2.0,27.0,3.0,1.0,1.0,1.0,3.0,7.0,5.0,4.0,8.0,,18.0,9.0,1.0,,,9.0,7.0,3.0,3.0,5.0,2.0,13.0,1.0,4.0,3.0,7.0,2.0,9.0,,1.0,,2.0,1.0,,,,,,,,,18.0,,0.75,0.5,0.5,0.6923076923076923,0.6923076923076923,,0.6153846153846154,0.5,1.0,0.5,0.8,0.875,0.3333333333333333,,1.0,1.0,1.0,0.8,,109.83050847457626,,12.615384615384615,13.571428571428571,12.0,13.142857142857142,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,0.8461538461538461,0.42857142857142855,0.5794615384615385,,,,,6.220000000000001,25.325,13.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,3.0,,,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.07692307692307693,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1626245-203930,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Sean Kilpatrick","Payne, Grant, Portis, Felicio, Kilpatrick",1626166-1626170-1626171-1626245-203930,CHI,83.0,2,1.0,1.0,3.0,4.0,,7.0,1.0,,,,,,1.0,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,3.0,3.0,,3.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,3.0,,,,,0.5,0.75,,0.5,1.0,1.0,,,1.0,,,,,1.0,,,121.44578313253012,,13.333333333333334,10.75,13.333333333333334,10.75,0.5,,,,,,,,1.0,,0.676225,,0.5,1.0,,1.7,23.6,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1627756-1628021,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Denzel Valentine, David Nwaba","Payne, Grant, Portis, Valentine, Nwaba",1626166-1626170-1626171-1627756-1628021,CHI,43.0,1,1.0,2.0,2.0,2.0,,4.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,133.95348837209303,1.0,2.0,19.5,2.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1627756-203943,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Denzel Valentine, Noah Vonleh","Payne, Grant, Portis, Valentine, Vonleh",1626166-1626170-1626171-1627756-203943,CHI,79.0,1,1.0,4.0,4.0,3.0,,7.0,1.0,,,,2.0,2.0,1.0,2.0,2.0,,6.0,2.0,,,,6.0,2.0,2.0,2.0,2.0,2.0,6.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,6.0,,1.0,1.0,1.0,1.0,1.0,,0.6666666666666666,,1.0,,1.0,1.0,,,,,1.0,1.0,,127.59493670886076,,14.0,7.666666666666667,14.0,7.666666666666667,0.3333333333333333,,,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,0.46518333333333334,,,,,2.7,26.0,3.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1627835-1628021,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Paul Zipser, David Nwaba","Payne, Grant, Portis, Zipser, Nwaba",1626166-1626170-1626171-1627835-1628021,CHI,12.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1628021-203930,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, David Nwaba, Sean Kilpatrick","Payne, Grant, Portis, Nwaba, Kilpatrick",1626166-1626170-1626171-1628021-203930,CHI,80.0,1,1.0,-2.0,3.0,3.0,,6.0,2.0,,,,,,2.0,,,,4.0,6.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,108.0,,14.0,12.666666666666666,14.0,12.666666666666666,1.0,,,,,,,,1.0,,0.77255,,,,,0.3,,,2.0,,2.0,2.0,1.0,1.0,,,,,,,,,,0.5,0.5,1.0,1.0,1.0,0.5,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,4.0,3.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.77255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1628021-203943,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, David Nwaba, Noah Vonleh","Payne, Grant, Portis, Nwaba, Vonleh",1626166-1626170-1626171-1628021-203943,CHI,81.0,1,1.0,4.0,3.0,3.0,,6.0,,,,,1.0,2.0,,2.0,3.0,1.0,7.0,3.0,,,,6.0,2.0,1.0,2.0,2.0,1.0,6.0,,,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,7.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.1666666666666667,,1.0,,1.0,,,0.5,,,,,1.0,,,106.66666666666666,,12.0,15.0,12.0,13.333333333333334,,,,0.6666666666666666,0.5,0.5,1.0,,1.0,0.5,0.56535,,0.3333333333333333,,,,25.866666666666664,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,3.0,1.0,7.0,,7.0,3.0,1.1666666666666667,1.0,1.0,,,,,,,,,1.0,,,0.56535,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-1628374-203200,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Lauri Markkanen, Justin Holiday","Payne, Grant, Portis, Markkanen, Holiday",1626166-1626170-1626171-1628374-203200,CHI,17.0,1,,,2.0,1.0,,3.0,,,,1.0,,,1.0,,,,2.0,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,254.11764705882354,,1.5,14.0,1.5,14.0,,,1.0,,,,,,,,0.2396,,,,,21.4,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,0.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-201600-203200,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Omer Asik, Justin Holiday","Payne, Grant, Portis, Asik, Holiday",1626166-1626170-1626171-201600-203200,CHI,43.0,1,1.0,4.0,1.0,1.0,,2.0,1.0,,,1.0,,,2.0,,,,4.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,66.97674418604652,,19.0,24.0,19.0,24.0,0.5,,0.5,,,,,,0.5,,0.5144,,0.5,0.5,,10.4,,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,0.5,0.5,1.0,1.0,1.0,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,4.0,,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,1.0,0.5,1.0,0.5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
1626166-1626170-1626171-201600-203930,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Omer Asik, Sean Kilpatrick","Payne, Grant, Portis, Asik, Kilpatrick",1626166-1626170-1626171-201600-203930,CHI,305.0,3,5.0,12.0,12.0,10.0,,22.0,4.0,,1.0,1.0,2.0,4.0,6.0,3.0,5.0,,21.0,9.0,,,,9.0,4.0,2.0,3.0,5.0,2.0,13.0,,2.0,3.0,5.0,,5.0,,1.0,,1.0,,,,,,,,,,21.0,,1.0,0.6,0.6,0.9545454545454546,0.9545454545454546,,0.45454545454545453,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,103.8688524590164,,10.833333333333334,17.5,10.833333333333334,17.5,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.5,0.5,1.0,,0.8181818181818182,0.5,0.638,,,,,5.1499999999999995,24.68,,4.0,1.0,6.0,4.0,2.0,2.0,,2.0,2.0,,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,8.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,0.09090909090909091,1.0,1.0,1.0,,4.0,,8.0,,8.0,4.0,1.0,0.38095238095238093,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.6658,1.0,1.0,1.0,2.0,2.0,3.0,,,0.6666666666666666,0.25,1.0,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,True
