EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,PenaltyTurnovers,Offensive Fouls,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFtPoints,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,LostBallTurnovers,2pt And 1 Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGA,PtsUnassisted3s,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3FGM,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedAtRim,3SecondViolations,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,HeaveAttempts,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Loose Ball Fouls,PenaltyCorner3FGM,FTOffRebounds,Charge Fouls,BlockedLongMidRange,OffFTReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Charge Fouls Drawn,Offensive Fouls Drawn,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Corner3PctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,DefensiveGoaltends,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626169-1626246-1627740-1628379-202397,1610612765,"Stanley Johnson, Boban Marjanovic, Henry Ellenson, Luke Kennard, Ish Smith","Johnson, Marjanovic, Ellenson, Kennard, Smith",1626169-1626246-1627740-1628379-202397,DET,243.0,1,4.0,-6.0,8.0,8.0,16.0,2.0,3.0,1.0,3.0,3.0,6.0,6.0,12.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5,1.0,94.81481481481482,15.25,15.125,15.25,13.625,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.46008333333333334,4.583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1627740-1628379-204038,1610612765,"Stanley Johnson, Boban Marjanovic, Henry Ellenson, Luke Kennard, Langston Galloway","Johnson, Marjanovic, Ellenson, Kennard, Galloway",1626169-1626246-1627740-1628379-204038,DET,232.0,1,4.0,3.0,8.0,9.0,17.0,1.0,1.0,,2.0,1.0,3.0,11.0,8.0,,2.0,,1.0,,3.0,3.0,4.0,5.0,,,,,1.0,,1.0,,1.0,3.0,9.0,,,0.3333333333333333,0.5,0.6875,,1.0,1.0,,105.51724137931035,12.625,14.555555555555555,12.625,14.555555555555555,0.2,1.0,1.0,,0.4,,,0.6,0.48771000000000003,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,6.0,11.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,11.0,8.0,2.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.6875,0.4,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,0.4,0.5,0.5,1.0,1.0,1.0,0.2,1.0,0.4,0.5,0.5,0.7251,0.48771000000000003,0.16666666666666666,0.25,0.18181818181818182,1.0,26.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1627740-202397-204038,1610612765,"Stanley Johnson, Boban Marjanovic, Henry Ellenson, Ish Smith, Langston Galloway","Johnson, Marjanovic, Ellenson, Smith, Galloway",1626169-1626246-1627740-202397-204038,DET,195.0,1,3.0,-1.0,6.0,6.0,12.0,1.0,1.0,,3.0,2.0,5.0,5.0,6.0,,4.0,,,,,1.0,3.0,5.0,,,1.0,,,,1.0,2.0,2.0,2.0,2.0,,,0.4,0.3333333333333333,0.35714285714285715,1.0,1.0,0.6666666666666666,,88.61538461538461,17.833333333333332,14.666666666666666,15.333333333333334,14.166666666666666,0.16666666666666666,1.0,1.0,,0.5,,,0.3333333333333333,0.47074166666666667,8.64,6.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,5.0,,1.0,1.0,5.0,,2.0,1.0,,,,1.0,1.0,2.0,1.0,,,3.0,2.0,,5.0,6.0,,,,,,1.0,0.4,1.0,0.3333333333333333,0.75,0.35714285714285715,0.16666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,,1.0,0.16666666666666666,,,,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,,,,0.47074166666666667,0.2857142857142857,0.3333333333333333,0.6,1.0,25.7,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1627740-202779-204038,1610612765,"Stanley Johnson, Boban Marjanovic, Henry Ellenson, Dwight Buycks, Langston Galloway","Johnson, Marjanovic, Ellenson, Buycks, Galloway",1626169-1626246-1627740-202779-204038,DET,295.0,1,5.0,1.0,9.0,10.0,19.0,1.0,2.0,1.0,2.0,2.0,5.0,7.0,6.0,,4.0,,,,,2.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,,2.0,,3.0,1.0,5.0,,,0.4,0.4375,0.4375,0.5,1.0,1.0,1.0,92.7457627118644,13.222222222222221,17.6,13.222222222222221,17.6,0.25,0.5,0.5,,0.25,0.5,0.5,0.625,0.53953125,6.68,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,4.0,,1.0,,4.0,,2.0,2.0,1.0,,,1.0,3.0,1.0,,1.0,,,,,4.0,4.0,,,0.3333333333333333,,0.3333333333333333,1.0,0.5,1.0,0.4,1.0,0.4,0.375,1.0,0.3333333333333333,0.2,,1.0,1.0,0.25,0.5,0.5,,1.0,1.0,0.4,0.5,0.2,,0.5,0.7567,0.55605,,,0.2857142857142857,0.5714285714285714,23.96666666666667,0.4444444444444444,,,1.0,,,,,,,,,,,,,0.125,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1628379-201229-202397,1610612765,"Stanley Johnson, Boban Marjanovic, Luke Kennard, Anthony Tolliver, Ish Smith","Johnson, Marjanovic, Kennard, Tolliver, Smith",1626169-1626246-1628379-201229-202397,DET,929.0,4,15.0,6.0,34.0,30.0,64.0,8.0,9.0,1.0,5.0,10.0,16.0,32.0,26.0,8.0,12.0,4.0,7.0,2.0,17.0,7.0,13.0,14.0,4.0,3.0,4.0,4.0,4.0,,8.0,2.0,6.0,3.0,32.0,0.4,0.4,0.625,0.6041666666666666,0.6153846153846154,0.5,1.0,0.8666666666666667,1.0,99.20344456404737,12.764705882352942,16.5,12.529411764705882,16.2,0.375,0.8888888888888888,0.8888888888888888,0.25,0.20833333333333334,0.2,0.5,0.7083333333333334,0.5374020833333334,4.45,10.0,1.0,,,3.0,3.0,1.0,5.0,,1.0,3.0,8.0,3.0,,,,4.0,5.0,,1.0,,8.0,9.0,,5.0,1.0,3.0,1.0,1.0,6.0,1.0,3.0,,,4.0,2.0,,8.0,10.0,,1.0,0.375,,0.375,,0.8,,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.75,0.16666666666666666,0.09090909090909091,0.25,1.0,1.0,0.20833333333333334,0.2,0.2,1.0,,,0.5,1.0,0.16666666666666666,,0.2,,0.47475833333333334,0.07692307692307693,0.1111111111111111,,0.25,24.975,0.29411764705882354,,1.0,2.0,,3.0,,,,,0.1875,0.6,,,,0.6666666666666666,0.08333333333333333,0.5,0.5,3.0,,2.0,,2.0,1.0,,0.6666666666666666,0.5,0.125,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1628379-201229-202704,1610612765,"Stanley Johnson, Boban Marjanovic, Luke Kennard, Anthony Tolliver, Reggie Jackson","Johnson, Marjanovic, Kennard, Tolliver, Jackson",1626169-1626246-1628379-201229-202704,DET,107.0,1,2.0,-4.0,4.0,5.0,9.0,,1.0,,,,1.0,2.0,6.0,,,,,,,,2.0,3.0,,,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,,,,,0.5,0.6666666666666666,,0.4,,121.12149532710279,14.0,10.2,12.75,9.4,1.0,,,,,,,1.0,0.3645,3.8,4.0,1.0,,,,1.0,,,,,,,2.0,,,,,1.0,,,2.0,2.0,,,,,,,1.0,2.0,1.0,3.0,,,2.0,,1.0,2.0,4.0,1.0,,,,,,,,,,0.5,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,0.3645,,,,1.0,,1.0,4.0,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1628379-201229-202779,1610612765,"Stanley Johnson, Boban Marjanovic, Luke Kennard, Anthony Tolliver, Dwight Buycks","Johnson, Marjanovic, Kennard, Tolliver, Buycks",1626169-1626246-1628379-201229-202779,DET,205.0,1,3.0,-7.0,6.0,6.0,12.0,,,,,,2.0,3.0,10.0,,,,1.0,,3.0,,1.0,1.0,,,2.0,1.0,,,2.0,,,1.0,3.0,,,,0.375,0.375,1.0,,0.5,,84.29268292682927,20.666666666666668,13.5,20.666666666666668,11.166666666666666,,,,,,,,0.5,0.459075,19.25,,,,,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,3.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,0.5,,0.5,,,,,,,0.5,0.5,,,,,,0.5,0.5,0.5,1.0,,,,,,,0.5,,,,,,,24.7,,,,2.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1628379-202397-202699,1610612765,"Stanley Johnson, Boban Marjanovic, Luke Kennard, Ish Smith, Tobias Harris","Johnson, Marjanovic, Kennard, Smith, Harris",1626169-1626246-1628379-202397-202699,DET,205.0,2,3.0,-4.0,7.0,8.0,15.0,1.0,1.0,,2.0,1.0,5.0,2.0,6.0,,2.0,,,,,3.0,4.0,5.0,,,1.0,,,,1.0,1.0,2.0,1.0,2.0,,,0.2,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,105.3658536585366,14.428571428571429,13.0,13.428571428571429,12.0,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,0.42857142857142855,0.4663583333333334,9.78,4.0,1.0,,,,,,1.0,,1.0,,2.0,,,,,,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,0.2857142857142857,1.0,0.25,0.2,0.5,,1.0,0.14285714285714285,,,,,,,,0.25,,,0.64845,0.4741166666666667,,,,,40.1,0.5714285714285714,,,2.0,,,,,1.0,,,,,,,,0.2857142857142857,,,1.0,,,,,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-1628379-202397-202720,1610612765,"Stanley Johnson, Boban Marjanovic, Luke Kennard, Ish Smith, Jon Leuer","Johnson, Marjanovic, Kennard, Smith, Leuer",1626169-1626246-1628379-202397-202720,DET,24.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,60.0,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
1626169-1626246-201229-202340-202397,1610612765,"Stanley Johnson, Boban Marjanovic, Anthony Tolliver, Avery Bradley, Ish Smith","Johnson, Marjanovic, Tolliver, Bradley, Smith",1626169-1626246-201229-202340-202397,DET,46.0,1,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,62.60869565217391,17.0,29.0,17.0,29.0,1.0,1.0,1.0,,,,,1.0,0.3989,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2018,2017-18,False
