EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,ShootingFouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeAssists,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Travels,DefensiveGoaltends,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,HeaveAttempts,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1626179-1627759-1627824-1628369-201143,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Al Horford","Rozier, Brown, Yabusele, Tatum, Horford",1626179-1627759-1627824-1628369-201143,BOS,189.0,2,3.0,-3.0,6.0,6.0,2.0,12.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,6.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.42857142857142855,1.0,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.25,91.42857142857143,16.5,15.0,16.166666666666668,13.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.5995416666666666,0.7058,0.14285714285714285,0.25,0.3333333333333333,1.6666666666666667,23.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Al Horford, Marcus Morris","Rozier, Brown, Yabusele, Horford, Morris",1626179-1627759-1627824-201143-202694,BOS,183.0,2,3.0,-3.0,6.0,5.0,,11.0,1.0,1.0,,,,1.0,3.0,1.0,2.0,7.0,10.0,,,,,2.0,,,1.0,,3.0,,,,1.0,,1.0,,,,,,1.0,2.0,4.0,1.0,7.0,,,0.3333333333333333,,0.625,,0.5833333333333334,,0.25,,,,,1.0,,,,,,86.55737704918033,14.0,19.8,14.0,19.8,0.25,1.0,1.0,,,,,0.5,0.4688875,,0.2,0.25,,12.666666666666666,26.6,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.487475,0.5714285714285714,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202328-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Marcus Morris","Rozier, Brown, Yabusele, Monroe, Morris",1626179-1627759-1627824-202328-202694,BOS,77.0,1,1.0,-2.0,2.0,3.0,,5.0,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,2.0,,2.0,,1.0,,2.0,,,2.0,2.0,1.0,1.0,,,,,,,0.5,,,0.5,,,,1.0,,,,,,93.5064935064935,19.0,13.0,19.0,13.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,2.0,,,1.0,2.0,,,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202328-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Shane Larkin","Rozier, Brown, Yabusele, Monroe, Larkin",1626179-1627759-1627824-202328-203499,BOS,95.0,1,2.0,4.0,4.0,3.0,,7.0,1.0,1.0,,,,3.0,3.0,,,6.0,2.0,,,,4.0,2.0,,2.0,2.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,,,6.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,106.10526315789474,8.25,20.666666666666668,8.25,20.666666666666668,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,0.46093333333333336,,,,,5.966666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-201143,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Al Horford","Rozier, Brown, Tatum, Ojeleye, Horford",1626179-1627759-1628369-1628400-201143,BOS,3225.0,8,54.0,-17.0,100.0,100.0,5.0,200.0,17.0,27.0,3.0,4.0,7.0,30.0,59.0,25.0,18.0,102.0,119.0,3.0,4.0,6.0,28.0,32.0,4.0,14.0,22.0,9.0,52.0,3.0,2.0,16.0,36.0,6.0,42.0,,7.0,3.0,13.0,,22.0,23.0,24.0,9.0,96.0,0.4666666666666667,0.5,0.5084745762711864,0.75,0.5,0.6,0.543010752688172,0.6,0.2976190476190476,0.5384615384615384,0.7272727272727273,0.06896551724137931,0.17647058823529413,0.75,0.10869565217391304,0.1,0.6,0.6,,89.30232558139535,15.89,16.36,15.59,15.68,0.32142857142857145,0.6296296296296297,0.7083333333333334,0.5294117647058824,0.08333333333333333,0.8,0.75,0.6190476190476191,0.5014261904761904,0.48133333333333334,0.1111111111111111,0.140625,0.058823529411764705,7.372881355932203,25.38,19.0,12.0,6.0,18.0,1.0,3.0,8.0,12.0,2.0,5.0,4.0,24.0,24.0,18.0,6.0,8.0,6.0,17.0,14.0,3.0,24.0,19.0,3.0,1.0,0.32,0.4,0.32,0.5882352941176471,0.6,0.7727272727272727,0.7222222222222222,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.5054470588235294,0.23529411764705882,0.19,19.0,3.0,6.0,4.0,,9.0,20.0,3.0,0.23809523809523808,0.45,0.47368421052631576,0.3333333333333333,3.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,7.0,4.0,2.0,2.0,1.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,4.0,2.0,6.0,3.0,0.5833333333333334,0.06779661016949153,0.1111111111111111,0.05,0.75,0.3333333333333333,0.09090909090909091,0.8,0.8571428571428571,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,1.0,0.2,0.29411764705882354,0.6,0.11764705882352941,0.5,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Greg Monroe","Rozier, Brown, Tatum, Ojeleye, Monroe",1626179-1627759-1628369-1628400-202328,BOS,119.0,1,2.0,-2.0,3.0,4.0,,7.0,1.0,1.0,,,,2.0,2.0,,,4.0,6.0,,,,2.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,4.0,0.5,0.5,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,84.70588235294117,14.333333333333334,19.0,14.333333333333334,19.0,0.5,1.0,1.0,1.0,,,,0.5,0.6519,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Aron Baynes","Rozier, Brown, Tatum, Ojeleye, Baynes",1626179-1627759-1628369-1628400-203382,BOS,285.0,2,5.0,,10.0,9.0,1.0,19.0,2.0,2.0,,,,6.0,8.0,1.0,,15.0,15.0,,,,4.0,8.0,,2.0,3.0,2.0,7.0,,,,1.0,,1.0,,,,,,2.0,,,,15.0,0.3333333333333333,0.3333333333333333,0.75,,0.8333333333333334,,0.8333333333333334,,0.1111111111111111,,,,,0.5,,,,,,96.0,14.4,15.666666666666666,14.4,15.666666666666666,0.2222222222222222,1.0,1.0,1.0,,,,0.3333333333333333,0.48586666666666667,,,,,9.6375,25.2,,1.0,1.0,1.0,,,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,,,1.0,,,,,,,,,4.0,5.0,,0.5555555555555556,0.8,0.8,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-203499,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Shane Larkin","Rozier, Brown, Tatum, Ojeleye, Larkin",1626179-1627759-1628369-1628400-203499,BOS,4.0,1,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,360.0,4.0,,4.0,,,,,,,,,1.0,0.20115,,,,,,29.0,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,0.20115,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-201143-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Greg Monroe","Rozier, Brown, Tatum, Horford, Monroe",1626179-1627759-1628369-201143-202328,BOS,58.0,1,1.0,5.0,3.0,2.0,,5.0,,,,,,,,2.0,2.0,5.0,,,,,,,,,1.0,,3.0,,,,1.0,,1.0,,,,,,,1.0,2.0,1.0,5.0,,,,,0.75,,0.8333333333333334,,1.0,,,,,1.0,,,,,,124.13793103448276,5.0,21.5,5.0,21.5,,,,,,,,1.0,0.514875,,0.3333333333333333,1.0,,,27.5,,,1.0,2.0,,,1.0,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.5,,0.5,,,1.0,1.0,,1.0,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Morris","Rozier, Brown, Tatum, Horford, Morris",1626179-1627759-1628369-201143-202694,BOS,7283.0,15,121.0,-12.0,226.0,236.0,25.0,462.0,50.0,74.0,11.0,19.0,19.0,70.0,139.0,70.0,45.0,254.0,266.0,13.0,28.0,33.0,68.0,72.0,14.0,34.0,55.0,22.0,131.0,10.0,26.0,47.0,92.0,36.0,128.0,5.0,16.0,11.0,30.0,1.0,47.0,54.0,62.0,26.0,221.0,0.4857142857142857,0.5396825396825397,0.5035971223021583,0.4642857142857143,0.5,0.48484848484848486,0.5319148936170213,0.5,0.3349282296650718,0.5333333333333333,0.8103448275862069,0.37681159420289856,0.2222222222222222,0.8380952380952381,0.3157894736842105,0.4583333333333333,0.5,0.75,0.05,91.3469724014829,16.194690265486727,15.351694915254237,15.247787610619469,14.94915254237288,0.35406698564593303,0.6756756756756757,0.7352941176470589,0.44,0.09090909090909091,0.5757575757575758,0.5789473684210527,0.6889952153110048,0.5105682692307693,0.54304,0.11353711790393013,0.16352201257861634,0.12992125984251968,6.826618705035971,25.962857142857143,45.0,28.0,16.0,51.0,4.0,9.0,23.0,23.0,5.0,12.0,18.0,53.0,63.0,51.0,16.0,21.0,14.0,41.0,25.0,6.0,53.0,45.0,6.0,0.9130434782608695,0.32857142857142857,0.4166666666666667,0.32857142857142857,0.5,0.5543478260869565,0.8723404255319149,0.8974358974358975,0.1339712918660287,0.24401913875598086,0.3137254901960784,0.3333333333333333,0.875,0.2571428571428571,0.4444444444444444,0.3137254901960784,0.4908352941176471,0.20866141732283464,0.19911504424778761,51.0,5.0,14.0,5.0,5.0,13.0,37.0,6.0,0.17703349282296652,0.35135135135135137,0.40625,0.46153846153846156,8.0,12.0,7.0,7.0,1.0,3.0,2.0,5.0,10.0,11.0,7.0,6.0,,4.0,7.0,2.0,5.0,1.0,2.0,,4.0,1.0,6.0,4.0,,9.0,5.0,4.0,9.0,4.0,0.43478260869565216,0.07913669064748201,0.08108108108108109,0.13513513513513514,0.8,,0.375,0.7727272727272727,1.0,0.75,0.4444444444444444,0.25,0.25,0.8571428571428571,0.3684210526315789,0.3684210526315789,1.0,0.06060606060606061,0.34285714285714286,0.6666666666666666,0.08571428571428572,0.3333333333333333,,2.0,3.0,2.0,1.0,6.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,9.0,0.4,0.04285714285714286,0.058823529411764705,0.2857142857142857,0.12121212121212122,0.2727272727272727,0.09090909090909091,0.6666666666666666,1.0,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
