EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGM,Arc3Assists,FTDefRebounds,BlockingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFtPoints,Travels,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsUnassisted3s,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,BlockedAtRim,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceAtRimPctAssisted,HeaveAttempts,Fg3aBlocked,Charge Fouls Drawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,ShortMidRangePctBlocked,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedCorner3,Technical Free Throw Trips,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,team_id,year,season,team_vs
101139-1626153-1626181-1627751-1627783,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam","Miles, Wright, Powell, Poeltl, Siakam",101139-1626153-1626181-1627751-1627783,TOR,837.0,3,14.0,-1.0,26.0,26.0,6.0,52.0,8.0,13.0,2.0,4.0,4.0,7.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,13.0,25.0,1.0,6.0,2.0,31.0,32.0,2.0,5.0,1.0,2.0,7.0,16.0,10.0,3.0,4.0,4.0,3.0,8.0,1.0,9.0,1.0,5.0,2.0,1.0,19.0,2.0,6.0,3.0,6.0,9.0,8.0,17.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,9.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24.0,0.6153846153846154,0.7272727272727273,1.0,0.16666666666666666,0.5,0.16666666666666666,0.52,0.4,0.46774193548387094,0.5,0.484375,0.5,0.1935483870967742,0.12,0.15384615384615385,0.2,0.5,1.0,0.5,0.75,0.4,0.9,0.47058823529411764,0.8,0.5,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,89.46236559139786,1.0,17.192307692307693,15.0,15.923076923076923,14.538461538461538,0.41935483870967744,0.6153846153846154,0.7272727272727273,0.625,0.22580645161290322,0.5714285714285714,0.5714285714285714,0.5,0.16129032258064516,0.2,0.25,1.0,0.06451612903225806,0.5,0.5,1.0,0.12903225806451613,0.5714285714285714,0.5,0.2857142857142857,0.5,1.0,0.6129032258064516,0.5153064516129032,0.484375,0.03125,0.038461538461538464,0.22580645161290322,7.044,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-200768,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Kyle Lowry","Miles, Wright, Powell, Poeltl, Lowry",101139-1626153-1626181-1627751-200768,TOR,141.0,2,2.0,5.0,5.0,6.0,,11.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,3.0,3.0,1.0,1.0,1.0,10.0,5.0,,,,,,4.0,2.0,3.0,,1.0,,2.0,1.0,3.0,,,1.0,1.0,7.0,,,,2.0,3.0,,3.0,,,,,,,,,,1.0,,2.0,,2.0,1.0,,,,,10.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,1.0,,1.125,,1.0,,0.25,,,,,1.0,,,,1.0,,,,,,1.0,,,,112.34042553191489,,14.8,11.166666666666666,14.8,11.166666666666666,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,0.25,,,,,,0.5,0.4852875,,0.2,0.25,,9.933333333333334,26.5,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,1.125,1.125,1.0,1.0,1.0,1.0,0.25,1.0,0.25,1.0,1.0,0.4852875,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-201942,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan","Miles, Wright, Powell, Poeltl, DeRozan",101139-1626153-1626181-1627751-201942,TOR,115.0,1,2.0,-4.0,3.0,2.0,,5.0,,,,,,,,,,,,,1.0,,,,1.0,2.0,2.0,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,62.608695652173914,,15.0,35.0,15.0,25.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.53985,,,,,,26.9,3.0,,,,,,1.0,,,,1.0,2.0,,,,,2.0,3.0,,,,0.5,,,,,,,1.0,,,0.53985,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627783-203485,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Lorenzo Brown","Miles, Wright, Powell, Siakam, Brown",101139-1626153-1626181-1627783-203485,TOR,41.0,1,1.0,2.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,70.2439024390244,,20.0,21.0,20.0,21.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.3912,,,,,16.5,,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,0.3912,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-203485-203512,1610612761,"CJ Miles, Delon Wright, Norman Powell, Lorenzo Brown, Lucas Nogueira","Miles, Wright, Powell, Brown, Nogueira",101139-1626153-1626181-203485-203512,TOR,26.0,1,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,10.0,16.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1627751-1627783-1627832,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, Fred VanVleet","Miles, Wright, Poeltl, Siakam, VanVleet",101139-1626153-1627751-1627783-1627832,TOR,1508.0,4,25.0,-6.0,44.0,43.0,6.0,87.0,5.0,12.0,,,6.0,9.0,2.0,7.0,1.0,2.0,,,10.0,13.0,28.0,6.0,12.0,9.0,53.0,59.0,,1.0,1.0,3.0,6.0,12.0,14.0,15.0,,10.0,1.0,6.0,5.0,11.0,1.0,2.0,3.0,1.0,27.0,,5.0,7.0,6.0,14.0,5.0,19.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,,8.0,14.0,,12.0,,12.0,6.0,2.0,,2.0,2.0,47.0,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.5,0.3333333333333333,0.5,0.4642857142857143,,0.55,0.375,0.5760869565217391,0.5,0.3,0.03571428571428571,0.08333333333333333,,0.75,0.5,0.35714285714285715,0.875,,0.65,0.25,0.2857142857142857,0.5,,,0.4444444444444444,0.5,0.8571428571428571,1.0,83.07692307692308,1.0,17.636363636363637,17.023255813953487,16.772727272727273,16.74418604651163,0.3,0.4166666666666667,0.45454545454545453,0.4,0.225,0.6666666666666666,0.6666666666666666,0.5,0.175,0.2857142857142857,0.2857142857142857,0.5,0.05,0.5,0.5,1.0,0.25,,,,,,0.6,0.46967749999999997,0.4360125,0.13043478260869565,0.17647058823529413,0.11320754716981132,7.503571428571428,25.866666666666664,8.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,6.0,1.0,2.0,11.0,5.0,4.0,1.0,,11.0,8.0,0.5,0.6666666666666666,0.6875,0.6875,1.0,0.5,0.5,0.8,0.25,1.0,0.25,0.5,0.5,0.43724375,0.20754716981132076,0.18181818181818182,,,1.0,,,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.10526315789473684,0.75,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1627751-1627783-200768,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, Kyle Lowry","Miles, Wright, Poeltl, Siakam, Lowry",101139-1626153-1627751-1627783-200768,TOR,962.0,4,16.0,2.0,31.0,29.0,5.0,60.0,6.0,9.0,3.0,4.0,2.0,4.0,3.0,9.0,,1.0,,,4.0,11.0,22.0,1.0,5.0,5.0,30.0,28.0,3.0,5.0,,,7.0,10.0,12.0,3.0,2.0,4.0,4.0,5.0,1.0,6.0,,4.0,,1.0,13.0,2.0,3.0,2.0,11.0,13.0,5.0,18.0,1.0,1.0,,2.0,1.0,5.0,7.0,1.0,1.0,5.0,,8.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,23.0,0.45454545454545453,0.5,1.0,0.2,,0.2,0.5,0.6,0.46296296296296297,0.6,0.5,0.7,0.18518518518518517,0.18181818181818182,0.2222222222222222,0.2222222222222222,0.2857142857142857,0.7857142857142857,0.3,0.5,0.5,0.7222222222222222,0.35714285714285715,0.6666666666666666,0.2,0.3333333333333333,1.0,0.5714285714285714,1.0,0.6666666666666666,,89.81288981288981,1.0,15.935483870967742,16.137931034482758,15.161290322580646,15.241379310344827,0.3333333333333333,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.14814814814814814,0.5,0.5,,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.037037037037037035,,,,0.14814814814814814,0.8,0.75,,,,0.5185185185185185,0.46026296296296293,0.4014,0.13333333333333333,0.16,0.23333333333333334,10.35909090909091,26.1,,3.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,0.25,0.25,1.0,,,,,0.25,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1627751-1627783-201942,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, DeMar DeRozan","Miles, Wright, Poeltl, Siakam, DeRozan",101139-1626153-1627751-1627783-201942,TOR,1228.0,8,20.0,22.0,43.0,46.0,6.0,89.0,9.0,15.0,1.0,2.0,1.0,6.0,2.0,7.0,1.0,1.0,,,10.0,12.0,28.0,6.0,11.0,13.0,55.0,33.0,3.0,4.0,1.0,1.0,11.0,14.0,10.0,12.0,4.0,8.0,3.0,7.0,4.0,11.0,1.0,6.0,,1.0,26.0,2.0,5.0,10.0,8.0,21.0,7.0,28.0,2.0,2.0,,3.0,3.0,3.0,6.0,,2.0,4.0,,13.0,,14.0,6.0,4.0,2.0,4.0,1.0,44.0,0.5833333333333334,0.7,0.6666666666666666,0.5454545454545454,1.0,0.6666666666666666,0.42857142857142855,0.75,0.5384615384615384,0.9,0.6111111111111112,0.9166666666666666,0.28205128205128205,0.10714285714285714,0.13333333333333333,0.14285714285714285,0.5,0.7272727272727273,0.3125,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.3684210526315789,0.16666666666666666,0.2,0.6666666666666666,,0.8,0.3333333333333333,0.8888888888888888,1.0,104.36482084690554,0.25,13.674418604651162,13.91304347826087,13.046511627906977,13.478260869565217,0.38461538461538464,0.6,0.6923076923076923,0.6666666666666666,0.15384615384615385,0.16666666666666666,0.16666666666666666,,0.1794871794871795,0.2857142857142857,0.3333333333333333,0.5,0.02564102564102564,1.0,1.0,1.0,0.2564102564102564,0.4,0.5,,,,0.6666666666666666,0.5168378378378379,0.6293166666666666,0.13953488372093023,0.1875,0.2,6.982142857142857,28.863636363636363,24.0,31.0,4.0,8.0,5.0,2.0,5.0,6.0,16.0,2.0,5.0,25.0,5.0,3.0,3.0,,25.0,24.0,0.4,0.375,0.42857142857142855,0.5208333333333334,1.0,0.5,0.5555555555555556,0.6,0.38095238095238093,0.5,0.23809523809523808,0.4,0.625,0.511025,0.45454545454545453,0.5581395348837209,7.0,,4.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,,,1.0,0.6,0.125,0.2,1.0,1.0,2.0,,1.0,,2.0,2.0,,2.0,1.0,1.0,1.0,0.09090909090909091,0.1,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1627751-1627783-203485,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Pascal Siakam, Lorenzo Brown","Miles, Wright, Poeltl, Siakam, Brown",101139-1626153-1627751-1627783-203485,TOR,113.0,1,2.0,-3.0,4.0,4.0,,8.0,,,,,,,,1.0,,,,,2.0,,1.0,1.0,2.0,,3.0,6.0,,,,,,,,3.0,,2.0,,,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,3.0,3.0,,1.0,,,,1.0,,1.0,,3.0,,,1.0,0.5,,0.5,,,0.5,,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,,,,101.94690265486726,,12.75,15.5,12.75,12.5,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,0.4828333333333333,,,,,18.7,26.7,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,0.5,0.5,1.0,,,,,0.5,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1627751-1627832-201942,1610612761,"CJ Miles, Delon Wright, Jakob Poeltl, Fred VanVleet, DeMar DeRozan","Miles, Wright, Poeltl, VanVleet, DeRozan",101139-1626153-1627751-1627832-201942,TOR,210.0,2,4.0,-1.0,6.0,7.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,2.0,3.0,,1.0,3.0,7.0,8.0,1.0,1.0,,,2.0,,4.0,,2.0,1.0,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,4.0,,,,1.0,,,1.0,,,,,3.0,,4.0,2.0,,,1.0,1.0,5.0,,,,,,,0.6666666666666666,1.0,0.5,1.0,0.5833333333333334,1.0,0.25,,,,1.0,0.5,1.0,1.0,,0.75,0.5,,,,,1.0,,1.0,,89.14285714285714,1.0,15.333333333333334,16.857142857142858,15.333333333333334,16.857142857142858,0.25,1.0,1.0,,0.5,0.5,0.5,,,,,,,,,,0.25,1.0,1.0,,,,0.5,0.4548125,0.5808,0.3333333333333333,0.4,0.2857142857142857,6.8999999999999995,26.3,6.0,4.0,1.0,1.0,,,1.0,2.0,3.0,,1.0,7.0,,,,,7.0,6.0,,0.6666666666666666,0.5,0.5833333333333334,,,,,0.25,1.0,0.25,,,0.4548125,1.0,1.0,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
