EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,ShortMidRangeAssists,AtRimPctBlocked,ShortMidRangePctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,Arc3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Defensive 3 Seconds Violations,LongMidRangePctBlocked,3SecondViolations,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101139-1626153-1626181-1627751-1627783,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam","Miles, Wright, Powell, Poeltl, Siakam",101139-1626153-1626181-1627751-1627783,TOR,1531.0,7,26.0,5.0,52.0,52.0,18.0,11.0,9.0,104.0,12.0,19.0,4.0,6.0,4.0,6.0,1.0,11.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,10.0,1.0,1.0,2.0,5.0,14.0,33.0,8.0,13.0,8.0,60.0,55.0,4.0,6.0,1.0,1.0,11.0,4.0,8.0,4.0,7.0,3.0,23.0,12.0,16.0,18.0,6.0,2.0,10.0,5.0,1.0,6.0,6.0,12.0,3.0,3.0,5.0,1.0,30.0,2.0,6.0,1.0,10.0,12.0,2.0,24.0,9.0,33.0,1.0,4.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,2.0,9.0,2.0,2.0,5.0,1.0,11.0,1.0,9.0,1.0,13.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,49.0,23.0,18.0,2.0,1.0,0.42857142857142855,0.46153846153846156,0.75,0.6153846153846154,1.0,0.5714285714285714,0.6153846153846154,0.42424242424242425,0.6666666666666666,0.5,0.5652173913043478,0.7857142857142857,0.6666666666666666,0.5769230769230769,0.7857142857142857,0.6388888888888888,0.2826086956521739,0.030303030303030304,0.09090909090909091,0.4444444444444444,1.0,0.3333333333333333,0.8571428571428571,0.3333333333333333,1.0,0.5,0.9166666666666666,0.36363636363636365,0.3333333333333333,0.4,0.5,0.7777777777777778,1.0,1.0,1.0,1.0,0.047619047619047616,97.81841933376879,0.5,14.596153846153847,14.846153846153847,13.884615384615385,14.692307692307692,0.41304347826086957,0.631578947368421,0.631578947368421,0.4166666666666667,0.2391304347826087,0.09090909090909091,0.1,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.06521739130434782,1.0,1.0,1.0,0.21739130434782608,0.5,0.5,0.6,0.8571428571428571,0.6666666666666666,0.25,0.14285714285714285,1.0,1.0,0.4,0.6666666666666666,0.13333333333333333,1.0,0.3333333333333333,0.4,0.6956521739130435,0.5,0.4830086956521739,0.5773699999999999,0.4804766666666667,0.09803921568627451,0.10810810810810811,0.07142857142857142,0.18333333333333332,0.38333333333333336,5.06969696969697,26.376923076923074,0.34615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-1628384,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, OG Anunoby","Miles, Wright, Powell, Poeltl, Anunoby",101139-1626153-1626181-1627751-1628384,TOR,138.0,1,2.0,-1.0,6.0,6.0,6.0,6.0,1.0,12.0,1.0,3.0,,1.0,1.0,3.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,7.0,,1.0,,,,1.0,4.0,1.0,1.0,1.0,6.0,2.0,,,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,,1.0,,,1.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,2.0,1.0,2.0,,2.0,,4.0,1.0,,1.0,,,,,,,6.0,6.0,6.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.25,,0.25,0.5,,0.5,0.42857142857142855,,0.42857142857142855,0.2,,,,1.0,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,0.5,,,,1.0,,,,,125.21739130434784,,15.5,7.5,15.5,7.5,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,,,,,,,0.2,1.0,1.0,,1.0,,,,,,0.6,0.3333333333333333,,,0.2,1.0,0.8,1.0,0.49755000000000005,0.758,0.49755000000000005,0.16666666666666666,0.2,,,1.0,2.35,30.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-200768,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Kyle Lowry","Miles, Wright, Powell, Poeltl, Lowry",101139-1626153-1626181-1627751-200768,TOR,90.0,2,2.0,-2.0,4.0,4.0,2.0,2.0,,8.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,,,,3.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,1.0,,,,1.0,,,,,,,1.0,,,,128.0,,10.25,12.25,10.25,12.25,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,0.4279,,0.4316,,,,,,10.65,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-201586,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Serge Ibaka","Miles, Wright, Powell, Poeltl, Ibaka",101139-1626153-1626181-1627751-201586,TOR,119.0,1,2.0,3.0,4.0,4.0,,4.0,2.0,8.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,1.0,2.0,,,,,1.0,3.0,1.0,2.0,,5.0,2.0,1.0,1.0,,,2.0,,,,,,,,2.0,,3.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,3.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,0.5,,,0.5,0.3333333333333333,1.0,,0.5,1.0,,0.5,1.0,,0.4,0.3333333333333333,0.5,1.0,,,,0.5,1.0,1.0,1.0,0.6666666666666666,,0.5,1.0,,,,1.0,,,96.80672268907563,,16.0,13.75,14.25,13.75,0.2,1.0,1.0,,0.4,,,,,,,,,,,0.4,0.5,0.5,,1.0,1.0,,,,,,,,,,,0.6,0.5,0.47476,0.5164,,,,,0.4,,4.733333333333333,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-201942,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan","Miles, Wright, Powell, Poeltl, DeRozan",101139-1626153-1626181-1627751-201942,TOR,235.0,2,4.0,,8.0,8.0,4.0,1.0,1.0,16.0,2.0,4.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,4.0,6.0,,,4.0,12.0,12.0,,,,,2.0,,2.0,,,4.0,4.0,4.0,4.0,,,,,,1.0,2.0,,2.0,,,1.0,,4.0,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,,2.0,,2.0,,4.0,1.0,,1.0,,,,,,,10.0,4.0,4.0,,1.0,0.5,0.5,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.75,1.0,0.5,,0.16666666666666666,,,,,,0.5,1.0,,1.0,0.5,0.5,,,,,,1.0,,,98.04255319148936,,12.375,17.0,12.375,17.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,,0.5031666666666667,,0.63615,0.14285714285714285,0.14285714285714285,,0.16666666666666666,0.3333333333333333,4.8,,0.5,2.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627751-203485,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Lorenzo Brown","Miles, Wright, Powell, Poeltl, Brown",101139-1626153-1626181-1627751-203485,TOR,506.0,1,8.0,-1.0,16.0,17.0,1.0,,,33.0,1.0,1.0,,,,,2.0,5.0,,,,1.0,,,3.0,5.0,,,,,3.0,6.0,3.0,6.0,3.0,18.0,19.0,,,,,,,1.0,,,,,,6.0,9.0,,,5.0,3.0,,,3.0,3.0,3.0,,,,9.0,,,,6.0,1.0,,7.0,,7.0,,,,,2.0,1.0,,,1.0,,2.0,,,,,1.0,,2.0,,4.0,2.0,,,,,,,,,18.0,,1.0,,,,,1.0,0.5,,,0.5,0.5,,,0.625,,,0.6428571428571429,,,0.5,,,1.0,,,1.0,,0.8571428571428571,,0.875,,,,,,,1.0,0.8333333333333334,1.0,,93.91304347826086,,14.625,16.0,14.625,15.705882352941176,0.08333333333333333,1.0,1.0,,0.4166666666666667,0.4,0.4,,,,,0.08333333333333333,,,,0.4166666666666667,0.6,0.6,1.0,,,,,,,,,,,,,0.5833333333333334,0.6,0.48049583333333334,,0.4064,0.14285714285714285,0.25,,,,9.0,25.383333333333336,0.0625,,,,,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627783-201586,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Serge Ibaka","Miles, Wright, Powell, Siakam, Ibaka",101139-1626153-1626181-1627783-201586,TOR,314.0,2,5.0,-3.0,10.0,9.0,1.0,,1.0,19.0,1.0,2.0,1.0,2.0,,,1.0,5.0,,1.0,,,,,1.0,2.0,,,,,2.0,8.0,1.0,2.0,2.0,9.0,12.0,1.0,2.0,,,2.0,,,,,2.0,2.0,,4.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,5.0,2.0,7.0,,,,,1.0,1.0,,,,,1.0,,,2.0,,2.0,,1.0,,4.0,1.0,,,1.0,,,,1.0,,7.0,2.0,1.0,,,,,,0.5,,,0.5,0.25,0.5,,0.35,0.5,,0.35,0.5,,0.2,,,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,,0.6666666666666666,0.14285714285714285,,0.25,,1.0,1.0,,0.6666666666666666,,,87.13375796178345,,16.4,16.666666666666668,15.1,15.0,0.2,0.5,0.5,,0.5,0.2,0.2,0.1,,,,,,,,0.2,0.5,0.5,,1.0,0.5,,,,,,,,,,,0.4,0.5,0.42317499999999997,0.39985,,0.1,0.125,,0.2222222222222222,0.2222222222222222,8.8125,27.75,0.1,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1627783-203512,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Lucas Nogueira","Miles, Wright, Powell, Siakam, Nogueira",101139-1626153-1626181-1627783-203512,TOR,1075.0,5,18.0,-9.0,39.0,40.0,19.0,18.0,4.0,79.0,6.0,11.0,,2.0,4.0,5.0,3.0,8.0,,1.0,,,,,6.0,11.0,2.0,2.0,2.0,5.0,9.0,20.0,6.0,11.0,7.0,43.0,52.0,,2.0,2.0,2.0,6.0,6.0,9.0,2.0,5.0,6.0,24.0,12.0,6.0,15.0,3.0,,11.0,6.0,1.0,6.0,5.0,11.0,5.0,,5.0,,27.0,2.0,2.0,,7.0,3.0,1.0,11.0,4.0,15.0,1.0,4.0,1.0,3.0,4.0,3.0,4.0,,1.0,1.0,8.0,,3.0,3.0,1.0,7.0,,9.0,1.0,10.0,2.0,,3.0,,,,,,,37.0,24.0,19.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5454545454545454,1.0,0.4,0.5454545454545454,0.45,,0.6666666666666666,0.5806451612903226,0.75,0.6428571428571429,0.5972222222222222,0.75,0.6666666666666666,0.3548387096774194,0.05,0.125,0.5,1.0,,0.6,0.18181818181818182,0.7777777777777778,0.4,0.7142857142857143,0.25,0.2,0.2,0.4,0.75,,,0.875,,0.06666666666666667,105.82325581395348,,14.666666666666666,12.575,14.461538461538462,12.4,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.25806451612903225,0.375,0.42857142857142855,0.03225806451612903,,,,,,,,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.5,,,0.5,1.0,1.0,0.35714285714285715,0.8,,,0.35714285714285715,0.4,0.7096774193548387,0.5454545454545454,0.4967064516129032,0.5865,0.4818321428571429,0.06060606060606061,0.09090909090909091,,0.13953488372093023,0.5581395348837209,5.25,25.472727272727273,0.48717948717948717,,1.0,,0.3333333333333333,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-1628384-201942,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, DeMar DeRozan","Miles, Wright, Powell, Anunoby, DeRozan",101139-1626153-1626181-1628384-201942,TOR,54.0,1,1.0,,1.0,2.0,,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,0.5,,,,0.3333333333333333,,,,,0.5,,,,,,80.0,,10.0,22.0,10.0,20.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4612,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
101139-1626153-1626181-200768-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Kyle Lowry, Jonas Valanciunas","Miles, Wright, Powell, Lowry, Valanciunas",101139-1626153-1626181-200768-202685,TOR,19.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,True
