EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,SelfOReb,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Loose Ball Fouls,DefCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,BadPassSteals,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,RecoveredBlocks,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,Travels,Assisted3sPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,Corner3FGM,Corner3Assists,Loose Ball Fouls Drawn,BlockedAtRim,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeAssists,LongMidRangePctBlocked,ShortMidRangePctAssisted,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,DefFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,HeaveAttempts,Blocked3s,BlockedCorner3,SecondChanceArc3FGA,SecondChanceArc3Frequency,AtRimPctBlocked,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,SecondChanceArc3FGM,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,BlockedArc3,OffensiveGoaltends,BlockingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,team_id,year,season,team_vs
1626172-1626188-1627745-1628395-201156,1610612744,"Kevon Looney, Quinn Cook, Damian Jones, Jordan Bell, Nick Young","Looney, Cook, Jones, Bell, Young",1626172-1626188-1627745-1628395-201156,GSW,460.0,3,8.0,-13.0,18.0,19.0,11.0,19.0,2.0,37.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,7.0,1.0,5.0,2.0,11.0,24.0,1.0,2.0,3.0,1.0,3.0,1.0,8.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,6.0,2.0,8.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,6.0,1.0,3.0,5.0,1.0,3.0,11.0,8.0,11.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2,0.42857142857142855,0.6666666666666666,0.375,0.5833333333333334,0.39285714285714285,0.5714285714285714,0.4166666666666667,0.2,0.25,0.75,0.5,1.0,0.5,0.8571428571428571,0.25,0.6666666666666666,1.0,1.0,115.82608695652173,16.944444444444443,8.157894736842104,16.555555555555557,8.0,0.16666666666666666,0.5,0.5,1.0,0.25,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.25,0.3333333333333333,1.0,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5833333333333334,0.25,0.5039727272727273,0.51347,0.21428571428571427,0.3333333333333333,0.7272727272727273,8.857142857142858,28.22,0.6111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1627775-1628395-201156,1610612744,"Kevon Looney, Quinn Cook, Patrick McCaw, Jordan Bell, Nick Young","Looney, Cook, McCaw, Bell, Young",1626172-1626188-1627775-1628395-201156,GSW,65.0,2,1.0,3.0,2.0,2.0,1.0,,,4.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,3.0,,1.0,,,,1.0,,1.0,,,1.5,,1.5,,1.0,,,,1.0,,,1.0,,,,,88.61538461538463,9.0,23.5,9.0,23.5,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,0.49035,,,,,,27.7,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1627775-201156-2585,1610612744,"Kevon Looney, Quinn Cook, Patrick McCaw, Nick Young, Zaza Pachulia","Looney, Cook, McCaw, Young, Pachulia",1626172-1626188-1627775-201156-2585,GSW,207.0,1,3.0,-2.0,8.0,8.0,8.0,8.0,2.0,16.0,2.0,3.0,1.0,2.0,3.0,,1.0,1.0,2.0,2.0,,,,,2.0,5.0,,2.0,4.0,8.0,10.0,2.0,2.0,5.0,,2.0,4.0,8.0,,4.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,,2.0,4.0,,1.0,6.0,8.0,8.0,,,,,,,0.4,0.4,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.2857142857142857,,,,0.5,1.0,0.5,0.6666666666666666,0.4,,,1.0,111.30434782608695,17.0,8.875,15.5,8.25,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.14285714285714285,,,0.14285714285714285,0.2857142857142857,,,,0.5,0.42857142857142855,0.6666666666666666,0.2857142857142857,,,0.7142857142857143,,0.5081857142857144,0.5081857142857144,0.125,0.16666666666666666,1.0,6.659999999999999,22.95,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,0.5,0.2,1.0,0.5308,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1628395-201142-202691,1610612744,"Kevon Looney, Quinn Cook, Jordan Bell, Kevin Durant, Klay Thompson","Looney, Cook, Bell, Durant, Thompson",1626172-1626188-1628395-201142-202691,GSW,105.0,1,2.0,-4.0,4.0,3.0,,,,7.0,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,0.5,,,0.25,,,1.0,,96.0,16.0,13.666666666666666,16.0,12.0,,,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.47763333333333335,,,,,14.45,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1628395-201142-2733,1610612744,"Kevon Looney, Quinn Cook, Jordan Bell, Kevin Durant, Shaun Livingston","Looney, Cook, Bell, Durant, Livingston",1626172-1626188-1628395-201142-2733,GSW,38.0,1,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,75.78947368421053,21.0,17.0,21.0,17.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1628395-201156-201580,1610612744,"Kevon Looney, Quinn Cook, Jordan Bell, Nick Young, JaVale McGee","Looney, Cook, Bell, Young, McGee",1626172-1626188-1628395-201156-201580,GSW,53.0,1,1.0,1.0,2.0,1.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,0.25,,1.0,,,,1.0,,,1.0,,,,,81.50943396226415,14.0,25.0,14.0,25.0,,,,,,,,,,1.0,,,,,,,,,1.0,,0.48675,,0.5,1.0,,,26.7,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1628395-201156-201939,1610612744,"Kevon Looney, Quinn Cook, Jordan Bell, Nick Young, Stephen Curry","Looney, Cook, Bell, Young, Curry",1626172-1626188-1628395-201156-201939,GSW,36.0,1,1.0,,2.0,2.0,2.0,,,4.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,3.0,3.0,,,,1.0,1.0,,3.0,,,3.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,3.0,3.0,2.0,,,,1.0,1.0,1.0,,,1.5,1.5,1.5,1.5,1.0,,,,,1.0,,1.0,,,,,160.0,4.0,14.0,4.0,14.0,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5919,0.5919,,,1.0,,26.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1628395-201156-2585,1610612744,"Kevon Looney, Quinn Cook, Jordan Bell, Nick Young, Zaza Pachulia","Looney, Cook, Bell, Young, Pachulia",1626172-1626188-1628395-201156-2585,GSW,299.0,1,5.0,5.0,10.0,10.0,4.0,,4.0,20.0,3.0,4.0,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,,2.0,,1.0,3.0,8.0,,3.0,4.0,10.0,5.0,2.0,1.0,4.0,,2.0,1.0,3.0,4.0,2.0,,2.0,,,2.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,8.0,2.0,1.0,,,,,,,,,,,4.0,7.0,,2.0,7.0,3.0,4.0,,0.6666666666666666,1.0,,,,0.375,0.25,0.2727272727272727,0.16666666666666666,0.35714285714285715,0.21428571428571427,0.2727272727272727,,,,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,,1.0,96.3210702341137,13.4,16.5,11.3,16.5,0.36363636363636365,0.75,0.75,0.6666666666666666,0.09090909090909091,,,0.2727272727272727,0.09090909090909091,0.18181818181818182,,,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,,0.6363636363636364,,0.5649545454545455,0.5980416666666667,0.21428571428571427,0.2,0.3,8.15,24.53333333333333,0.4,,1.0,1.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,0.5,0.3333333333333333,0.375,0.4,,,1.0,0.125,0.5,0.713925,0.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-1628395-201156-2733,1610612744,"Kevon Looney, Quinn Cook, Jordan Bell, Nick Young, Shaun Livingston","Looney, Cook, Bell, Young, Livingston",1626172-1626188-1628395-201156-2733,GSW,328.0,3,5.0,7.0,12.0,9.0,2.0,1.0,2.0,21.0,3.0,3.0,1.0,,,1.0,4.0,2.0,,,2.0,3.0,1.0,2.0,5.0,9.0,2.0,3.0,,16.0,9.0,2.0,,,1.0,2.0,,3.0,6.0,4.0,3.0,3.0,2.0,,3.0,4.0,2.0,9.0,,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,1.0,1.0,,2.0,,,,2.0,,,,,,14.0,3.0,2.0,,0.6,0.75,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555556,,0.6666666666666666,0.75,0.6666666666666666,0.75,0.25,,,0.5,1.0,1.0,,1.0,0.4,,,1.0,92.1951219512195,15.25,16.11111111111111,14.666666666666666,16.11111111111111,0.25,1.0,1.0,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.16666666666666666,,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,0.5,0.5,0.6666666666666666,0.4789625,0.516675,,,0.1875,7.644444444444444,27.099999999999998,0.16666666666666666,,1.0,1.0,2.0,2.0,2.0,,,,,,,,0.5,0.5,0.5,0.5,,,1.0,,1.0,0.4291,0.125,,,,,,2.0,,,,0.6666666666666666,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1111111111111111,0.25,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
1626172-1626188-201142-201156-201939,1610612744,"Kevon Looney, Quinn Cook, Kevin Durant, Nick Young, Stephen Curry","Looney, Cook, Durant, Young, Curry",1626172-1626188-201142-201156-201939,GSW,85.0,1,1.0,2.0,2.0,2.0,,2.0,,4.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,2.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,2.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,0.3333333333333333,1.0,,0.5,,,0.3333333333333333,1.0,67.76470588235294,23.5,19.0,23.5,18.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.8308,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2018,2017-18,False
