EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,LongMidRangePctAssisted,StepOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3FGA,ShortMidRangeAssists,OffThreePtRebounds,Blocked3s,BlockedCorner3,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceAtRimFGA,Corner3FGM,SecondChanceFG2A,Corner3Assists,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,Loose Ball Fouls Drawn,DefensiveGoaltends,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedLongMidRange,OffensiveGoaltends,team_id,year,season,team_vs
101139-1626153-1626181-1627751-1627783,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam","Miles, Wright, Powell, Poeltl, Siakam",101139-1626153-1626181-1627751-1627783,TOR,1531.0,7,26.0,-5.0,52.0,52.0,11.0,18.0,2.0,104.0,10.0,19.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,8.0,15.0,1.0,2.0,13.0,27.0,8.0,18.0,5.0,55.0,60.0,1.0,4.0,6.0,1.0,3.0,2.0,13.0,6.0,20.0,18.0,6.0,15.0,8.0,3.0,1.0,3.0,6.0,9.0,6.0,3.0,24.0,2.0,2.0,12.0,2.0,16.0,2.0,18.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,5.0,9.0,1.0,11.0,1.0,1.0,11.0,3.0,5.0,2.0,1.0,1.0,1.0,55.0,13.0,11.0,1.0,2.0,0.23076923076923078,0.23076923076923078,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.48148148148148145,0.6666666666666666,0.5555555555555556,0.6111111111111112,0.5612244897959183,0.5909090909090909,0.4,0.05555555555555555,0.1111111111111111,0.15789473684210525,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.6363636363636364,0.08333333333333333,0.2222222222222222,0.6666666666666666,0.6,1.0,0.5,97.81841933376879,14.846153846153847,14.596153846153847,14.692307692307692,13.884615384615385,0.4222222222222222,0.5263157894736842,0.625,0.3,0.08888888888888889,0.25,0.25,0.08888888888888889,0.5,0.5,0.06666666666666667,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.75,1.0,0.2222222222222222,1.0,0.1111111111111111,0.2222222222222222,0.5,0.8222222222222222,0.5333333333333333,0.4814733333333333,0.62715,0.44181111111111115,0.10638297872340426,0.1724137931034483,0.23636363636363636,5.374074074074074,25.811111111111114,0.21153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-1628384,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, OG Anunoby","Miles, Wright, Powell, Poeltl, Anunoby",101139-1626153-1626181-1627751-1628384,TOR,138.0,1,2.0,1.0,6.0,6.0,6.0,6.0,,12.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,6.0,,1.0,2.0,1.0,1.0,2.0,7.0,2.0,,3.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,5.0,,,2.0,1.0,3.0,,3.0,,,,,,,,,,,,1.0,2.0,,2.0,,1.0,4.0,,2.0,,,,,7.0,7.0,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.7,0.7,0.3333333333333333,,,,,,1.0,0.6666666666666666,,,0.6666666666666666,,,0.5,1.0,,,125.21739130434784,7.5,15.5,7.5,15.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5885833333333333,,0.5885833333333333,0.4,0.5,1.0,2.9,25.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-200768,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Kyle Lowry","Miles, Wright, Powell, Poeltl, Lowry",101139-1626153-1626181-1627751-200768,TOR,90.0,2,2.0,2.0,4.0,4.0,2.0,2.0,,8.0,,,,,,,,1.0,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,2.0,2.0,,1.0,,1.0,1.0,,2.0,,2.0,,1.0,1.0,2.0,1.0,,2.0,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,0.5,,,,,,,0.5,,1.0,,,1.0,,,1.0,,1.0,,128.0,12.25,10.25,12.25,10.25,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3762,,,0.5,0.5,,22.7,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-201586,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Serge Ibaka","Miles, Wright, Powell, Poeltl, Ibaka",101139-1626153-1626181-1627751-201586,TOR,119.0,1,2.0,-3.0,4.0,4.0,4.0,,,8.0,,,,,,,1.0,1.0,,,,,2.0,,2.0,1.0,1.0,,2.0,,2.0,5.0,,1.0,1.0,,2.0,,2.0,2.0,,,,2.0,,,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,,,1.0,1.0,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,1.0,,0.5,,,0.3333333333333333,,,,0.5,,,96.80672268907563,13.75,16.0,13.75,14.25,,,,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.46805,,0.46805,,,1.0,18.3,25.05,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-201942,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan","Miles, Wright, Powell, Poeltl, DeRozan",101139-1626153-1626181-1627751-201942,TOR,235.0,2,4.0,,8.0,8.0,1.0,4.0,,16.0,1.0,1.0,,,,,1.0,1.0,,,,2.0,3.0,,,2.0,2.0,2.0,3.0,2.0,12.0,12.0,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.0,,,1.0,1.0,2.0,1.0,1.0,5.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,12.0,,1.0,1.0,,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,1.0,,1.0,,1.0,,0.6,,,,,0.5,,0.5,,,0.5,,,0.5,,,,98.04255319148936,17.0,12.375,17.0,12.375,0.2,1.0,1.0,1.0,,,,0.2,1.0,1.0,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,0.8,0.6666666666666666,0.46936999999999995,,,0.16666666666666666,0.3333333333333333,,9.4,25.53333333333333,0.125,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627751-203485,1610612761,"CJ Miles, Delon Wright, Norman Powell, Jakob Poeltl, Lorenzo Brown","Miles, Wright, Powell, Poeltl, Brown",101139-1626153-1626181-1627751-203485,TOR,506.0,1,8.0,1.0,17.0,16.0,,1.0,1.0,33.0,5.0,5.0,,,3.0,3.0,,1.0,1.0,,,1.0,8.0,,,8.0,9.0,1.0,9.0,,19.0,18.0,1.0,,,,,,,8.0,8.0,3.0,,8.0,1.0,,,4.0,1.0,5.0,1.0,3.0,11.0,,3.0,3.0,,6.0,1.0,7.0,2.0,1.0,1.0,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,1.0,19.0,,,,,0.5,0.5,1.0,0.1111111111111111,,0.1111111111111111,0.8888888888888888,,0.5277777777777778,,0.5277777777777778,,0.5,,,,,,,1.0,,1.0,1.0,0.125,,,1.0,,1.0,93.91304347826086,16.0,14.625,15.705882352941176,14.625,0.2777777777777778,1.0,1.0,0.6,0.16666666666666666,1.0,1.0,0.05555555555555555,,,0.05555555555555555,0.4444444444444444,0.125,0.125,1.0,,,,,,,0.7777777777777778,0.125,0.5095722222222222,,,,,,6.233333333333333,26.41111111111111,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627783-201586,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Serge Ibaka","Miles, Wright, Powell, Siakam, Ibaka",101139-1626153-1626181-1627783-201586,TOR,314.0,2,5.0,3.0,9.0,10.0,,1.0,1.0,19.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,,1.0,4.0,,,3.0,6.0,2.0,5.0,,12.0,9.0,1.0,,,,,,,4.0,2.0,6.0,,4.0,1.0,1.0,,2.0,2.0,4.0,1.0,,10.0,1.0,1.0,5.0,,6.0,2.0,8.0,1.0,1.0,,,,,,,,,,1.0,1.0,,2.0,,,3.0,1.0,2.0,,,,,12.0,,,,,0.6666666666666666,0.6666666666666666,1.0,0.4,,0.4,0.5,,0.5454545454545454,,0.5,,0.45454545454545453,,0.16666666666666666,,,,,0.8333333333333334,0.3333333333333333,1.0,0.8571428571428571,0.3333333333333333,,1.0,0.75,1.0,1.0,87.13375796178345,16.666666666666668,16.4,15.0,15.1,0.18181818181818182,0.5,0.5,,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,1.0,0.09090909090909091,0.36363636363636365,0.25,0.25,1.0,,,,,,,0.6363636363636364,0.25,0.5083045454545455,0.4662,,0.16666666666666666,0.2857142857142857,,10.166666666666666,25.22,,1.0,1.0,,,,,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1627783-203512,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Lucas Nogueira","Miles, Wright, Powell, Siakam, Nogueira",101139-1626153-1626181-1627783-203512,TOR,1075.0,5,18.0,9.0,40.0,39.0,18.0,19.0,3.0,79.0,10.0,14.0,5.0,9.0,,1.0,1.0,1.0,1.0,,1.0,8.0,16.0,3.0,5.0,11.0,16.0,8.0,17.0,6.0,52.0,43.0,1.0,6.0,10.0,3.0,6.0,5.0,26.0,16.0,6.0,24.0,,16.0,8.0,,,8.0,8.0,16.0,8.0,7.0,40.0,2.0,3.0,9.0,,12.0,4.0,16.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,7.0,,1.0,2.0,9.0,1.0,7.0,,1.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,52.0,26.0,18.0,3.0,2.0,0.7272727272727273,0.7272727272727273,1.0,0.47058823529411764,0.5,0.47058823529411764,0.6875,0.6,0.696969696969697,0.65625,0.7222222222222222,0.6842105263157895,0.5151515151515151,,,,,0.5714285714285714,,0.8181818181818182,0.4,0.6,0.75,0.2857142857142857,0.25,0.8,0.8,1.0,0.6,105.82325581395348,12.575,14.666666666666666,12.4,14.461538461538462,0.42424242424242425,0.7142857142857143,0.7142857142857143,0.7,0.030303030303030304,,,0.030303030303030304,1.0,1.0,0.030303030303030304,0.48484848484848486,0.5,0.5,1.0,,0.5625,0.5555555555555556,0.0625,0.3125,0.6,0.9393939393939394,0.5,0.5819984848484849,0.6589,0.603890625,0.08823529411764706,0.17647058823529413,0.5,2.49375,26.194117647058825,0.45,1.0,1.0,,,1.0,1.0,1.0,,2.0,,,0.2222222222222222,0.125,,,0.3333333333333333,2.0,,2.0,,,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-1628384-201942,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, DeMar DeRozan","Miles, Wright, Powell, Anunoby, DeRozan",101139-1626153-1626181-1628384-201942,TOR,54.0,1,1.0,,2.0,1.0,2.0,,2.0,3.0,1.0,3.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,,1.0,,2.0,2.0,,1.0,3.0,,1.0,,2.0,,2.0,,,1.0,,,,,,,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,,,,,,,,0.5,,,0.6666666666666666,0.5,,,,,80.0,22.0,10.0,20.0,10.0,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,0.25,,,,,0.75,0.3333333333333333,,0.25,,1.0,,0.611475,0.77265,0.611475,,,1.0,0.7666666666666666,26.2,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,2.0,,2.0,,,,,,,1.0,,,,,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
101139-1626153-1626181-200768-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Kyle Lowry, Jonas Valanciunas","Miles, Wright, Powell, Lowry, Valanciunas",101139-1626153-1626181-200768-202685,TOR,19.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2018,2017-18,False
