EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,HeaveAttempts,LostBallTurnovers,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,LostBallOutOfBoundsTurnovers,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LongMidRangePctAssisted,BadPassSteals,PenaltyCorner3FGM,PenaltyCorner3FGA,Loose Ball Fouls,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SelfOReb,Charge Fouls Drawn,3pt And 1 Free Throw Trips,SelfORebPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,Loose Ball Fouls Drawn,BlockingFouls,OffensiveGoaltends,Fg3aBlocked,Charge Fouls,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101108-101123-200782-201569-201583,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Ryan Anderson","Paul, Green, Tucker, Gordon, Anderson",101108-101123-200782-201569-201583,HOU,50.0,1,1.0,3.0,2.0,1.0,3,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.5,1.25,1.0,86.39999999999999,19.5,11.0,19.5,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52395,0.5,0.5,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-201601,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Luc Mbah a Moute","Paul, Green, Tucker, Gordon, Mbah a Moute",101108-101123-200782-201569-201601,HOU,772.0,3,13.0,3.0,24.0,25.0,49,4.0,10.0,4.0,10.0,4.0,30.0,27.0,6.0,10.0,4.0,2.0,3.0,2.0,8.0,5.0,5.0,,28.0,0.5,0.4,0.4,0.5909090909090909,0.6304347826086957,0.45454545454545453,91.39896373056995,17.833333333333332,13.76,17.708333333333332,13.56,0.45454545454545453,0.4,0.4,0.5,0.6363636363636364,0.4,0.48973636363636364,0.09090909090909091,,26.29,11.0,8.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,3.0,7.0,12.0,1.0,1.0,2.0,3.0,6.0,1.0,3.0,2.0,11.0,2.0,12.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,10.0,2.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5833333333333334,1.0,0.5,1.0,0.5,1.0,0.55,0.16666666666666666,0.25,0.25,0.3333333333333333,0.8,0.2,1.0,0.2,0.9090909090909091,0.2,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.75,0.75,0.3333333333333333,0.18181818181818182,0.75,1.0,0.18181818181818182,0.25,0.3333333333333333,1.0,1.0,0.2222222222222222,0.5,0.3333333333333333,0.3333333333333333,0.7247,0.4835166666666667,0.16666666666666666,0.06666666666666667,0.36666666666666664,9.266666666666667,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-201935,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, James Harden","Paul, Green, Tucker, Gordon, Harden",101108-101123-200782-201569-201935,HOU,136.0,2,2.0,1.0,4.0,5.0,9,1.0,2.0,1.0,2.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,3.0,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,95.29411764705883,12.0,17.6,12.0,17.6,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,1.0,0.411175,,,36.85,1.0,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,,2.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,6.9,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Clint Capela","Paul, Green, Tucker, Gordon, Capela",101108-101123-200782-201569-203991,HOU,1256.0,6,21.0,-8.0,39.0,41.0,80,4.0,8.0,5.0,10.0,7.0,50.0,58.0,12.0,8.0,4.0,4.0,11.0,3.0,26.0,8.0,8.0,,43.0,0.8,0.5,0.5,0.5512820512820513,0.5952380952380952,0.2564102564102564,91.71974522292993,15.743589743589743,15.658536585365853,14.846153846153847,15.536585365853659,0.20512820512820512,0.5,0.5,0.75,0.6153846153846154,0.5,0.48749230769230767,0.11904761904761904,,25.880000000000003,4.0,7.0,6.0,11.0,14.0,1.0,2.0,1.0,2.0,2.0,10.0,1.0,5.0,,2.0,14.0,29.0,2.0,4.0,7.0,2.0,5.0,,2.0,,4.0,14.0,14.0,3.0,2.0,5.0,7.0,6.0,2.0,5.0,10.0,4.0,15.0,7.0,22.0,1.0,1.0,3.0,1.0,1.0,,4.0,1.0,,7.0,13.0,,2.0,,5.0,,1.0,,1.0,,4.0,4.0,,0.5,0.5384615384615384,,0.4827586206896552,0.5,0.4,0.5833333333333334,0.2857142857142857,0.5833333333333334,0.2857142857142857,0.1724137931034483,0.2,0.4,0.75,0.5714285714285714,0.3333333333333333,0.9090909090909091,0.4,0.7777777777777778,0.35,0.3333333333333333,0.25,0.3333333333333333,0.75,,0.8888888888888888,1.0,,0.358974358974359,0.7857142857142857,0.8461538461538461,0.5454545454545454,0.2564102564102564,0.2,0.25,0.1282051282051282,0.2,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.5,0.2857142857142857,,0.542525,0.49359285714285717,0.15625,0.14,0.08,6.76896551724138,0.10256410256410256,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07142857142857142,1.0,0.375,0.25,1.0,0.5,0.05128205128205128,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-2403,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Nene","Paul, Green, Tucker, Gordon, Nene",101108-101123-200782-201569-2403,HOU,35.0,1,1.0,,2.0,1.0,3,,,,,1.0,3.0,3.0,,,,,,,,1.0,2.0,,3.0,,,,1.0,0.75,,123.42857142857142,9.5,16.0,9.5,16.0,,,,,,,0.3777,0.5,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.5,,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Trevor Ariza","Paul, Green, Tucker, Gordon, Ariza",101108-101123-200782-201569-2772,HOU,318.0,3,5.0,2.0,11.0,11.0,22,,1.0,,2.0,4.0,10.0,8.0,,1.0,,,1.0,,2.0,2.0,4.0,,10.0,,,,0.375,0.5,0.25,99.62264150943396,14.909090909090908,14.0,14.909090909090908,14.0,0.125,,,,0.5,,0.485525,0.2,,24.25,3.0,5.0,1.0,2.0,2.0,,,,,,1.0,1.0,3.0,,,3.0,6.0,,,,1.0,2.0,,,2.0,4.0,2.0,4.0,,,,1.0,1.0,,1.0,7.0,,7.0,1.0,8.0,,,,,2.0,,2.0,1.0,,2.0,4.0,,,,2.0,,,,,,4.0,3.0,,0.3333333333333333,0.3333333333333333,,0.5,,0.5,,0.5,,0.6666666666666666,,,,,,0.3333333333333333,1.0,,1.0,0.2,,,,,,1.0,1.0,,0.25,1.0,1.0,0.5,0.125,,,0.375,0.3333333333333333,0.3333333333333333,,,,,,,,0.4111,0.25,,0.4,10.633333333333333,0.2727272727272727,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,0.125,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201935-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, James Harden, Clint Capela","Paul, Green, Tucker, Harden, Capela",101108-101123-200782-201935-203991,HOU,222.0,2,4.0,-2.0,8.0,7.0,15,,1.0,,1.0,,8.0,10.0,,1.0,,,1.0,,2.0,1.0,,,8.0,,,,0.6666666666666666,0.6666666666666666,0.16666666666666666,97.29729729729729,16.125,13.285714285714286,16.125,13.142857142857142,0.16666666666666666,,,,0.5,,0.41514999999999996,,,26.9,,,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,,4.0,5.0,,,,,,,,,,2.0,6.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,0.25,0.25,,0.8,,,,,,,,,,0.5,,,1.0,,0.5,,,,,,,1.0,,,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,,,,,,,,,,,,9.16,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201935-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, James Harden, Trevor Ariza","Paul, Green, Tucker, Harden, Ariza",101108-101123-200782-201935-2772,HOU,292.0,3,5.0,-8.0,8.0,9.0,17,2.0,2.0,2.0,2.0,1.0,13.0,21.0,6.0,2.0,2.0,2.0,3.0,2.0,8.0,3.0,2.0,,13.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.3333333333333333,83.83561643835617,19.0,15.555555555555555,17.375,15.555555555555555,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.5159,0.14285714285714285,,25.6,2.0,,1.0,2.0,2.0,,,1.0,1.0,,,1.0,2.0,1.0,1.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,,5.0,2.0,4.0,,,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,2.0,1.0,,2.0,2.0,,,,1.0,,,,,,5.0,2.0,,0.3333333333333333,0.3333333333333333,1.0,0.75,,1.0,,1.25,,1.25,,,,0.5,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,,,0.5,1.0,0.5,1.0,,0.553875,0.2,,0.38461538461538464,8.35,0.25,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-203991-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Clint Capela, Trevor Ariza","Paul, Green, Tucker, Capela, Ariza",101108-101123-200782-203991-2772,HOU,59.0,1,1.0,3.0,2.0,2.0,4,1.0,2.0,1.0,2.0,,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,3.0,1.0,0.5,0.5,0.75,0.75,1.0,97.6271186440678,8.5,21.0,8.5,21.0,1.0,0.5,0.5,1.0,1.0,0.5,0.544725,,,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-201569-201583-201601,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Ryan Anderson, Luc Mbah a Moute","Paul, Green, Gordon, Anderson, Mbah a Moute",101108-101123-201569-201583-201601,HOU,455.0,2,8.0,8.0,18.0,18.0,36,2.0,6.0,2.0,6.0,3.0,25.0,17.0,6.0,6.0,2.0,2.0,7.0,2.0,16.0,4.0,4.0,,25.0,1.0,0.3333333333333333,0.3333333333333333,0.6875,0.7352941176470589,0.375,113.93406593406594,12.055555555555555,13.222222222222221,12.055555555555555,13.222222222222221,0.375,0.3333333333333333,0.3333333333333333,1.0,0.6875,0.3333333333333333,0.48961875,0.17647058823529413,,26.266666666666666,3.0,3.0,,5.0,5.0,,,1.0,1.0,1.0,2.0,2.0,3.0,,,8.0,10.0,,,,1.0,1.0,,,,2.0,10.0,6.0,,,1.0,5.0,3.0,,,3.0,6.0,9.0,,9.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,,3.0,,1.0,1.0,1.0,1.0,2.0,3.0,,0.625,0.625,,0.8,,1.0,,1.0,,1.0,0.1,0.5,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,1.0,1.0,0.6,0.125,0.5,1.0,0.1875,0.6666666666666666,0.6666666666666666,,,1.0,1.0,,,,0.3658,0.2727272727272727,,0.08,7.85,0.16666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
