EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LostBallSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BlockingFouls,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,LongMidRangeAssists,Offensive Fouls Drawn,DefCorner3ReboundPct,LongMidRangePctAssisted,PtsPutbacks,OffLongMidRangeReboundPct,BadPassTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Charge Fouls,SecondChanceArc3Accuracy,DefensiveGoaltends,Loose Ball Fouls,BlockingFoulsDrawn,Travels,SecondChanceTurnovers,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,OffFTReboundPct,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101108-101123-201569-201583-203991,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Ryan Anderson, Clint Capela","Paul, Green, Gordon, Anderson, Capela",101108-101123-201569-201583-203991,HOU,596.0,3,10.0,-7.0,22.0,19.0,41,,,4.0,13.0,18.0,25.0,4.0,2.0,5.0,12.0,0.3076923076923077,0.3541666666666667,0.36,99.06040268456375,14.636363636363637,14.421052631578947,13.090909090909092,13.31578947368421,,,,0.5313645833333334,3.569230769230769,8.0,4.0,5.0,3.0,9.0,2.0,5.0,4.0,2.0,4.0,1.0,7.0,2.0,,4.0,3.0,11.0,1.0,3.0,3.0,8.0,1.0,5.0,,9.0,4.0,9.0,,7.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,13.0,6.0,2.0,4.0,1.0,7.0,7.0,14.0,,,2.0,1.0,,,3.0,,3.0,2.0,,1.0,,,,,,9.0,8.0,1.0,0.5,0.6666666666666666,1.0,0.2727272727272727,0.2,0.2727272727272727,0.375,0.34615384615384615,0.34615384615384615,0.4583333333333333,0.07692307692307693,0.1111111111111111,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4375,0.6666666666666666,,,0.6666666666666666,,0.375,0.3333333333333333,0.375,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,0.2916666666666667,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,0.38461538461538464,0.4,0.3076923076923077,,0.8333333333333334,0.14285714285714285,0.5597,0.5596692307692307,0.04,0.07142857142857142,0.5,25.072727272727274,0.36363636363636365,1.0,,1.0,,0.25,0.25,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,,1.0,,,,0.3333333333333333,0.25,0.35714285714285715,0.375,,0.14285714285714285,0.6666666666666666,0.2,0.8,0.13333333333333333,0.5714285714285714,0.25,,0.14285714285714285,1.0,1.0,0.3333333333333333,,,,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-201583-2403,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Ryan Anderson, Nene","Paul, Green, Gordon, Anderson, Nene",101108-101123-201569-201583-2403,HOU,404.0,2,7.0,6.0,15.0,15.0,30,,,4.0,7.0,18.0,12.0,8.0,4.0,4.0,11.0,0.5714285714285714,0.4375,0.5,106.93069306930693,11.066666666666666,15.866666666666667,10.133333333333333,15.266666666666667,,,,0.54428,4.328571428571428,11.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,2.0,9.0,4.0,2.0,3.0,6.0,2.0,9.0,2.0,14.0,,6.0,,7.0,1.0,,,2.0,2.0,1.0,1.0,,6.0,2.0,1.0,5.0,1.0,7.0,4.0,11.0,2.0,1.0,1.0,,1.0,,1.0,,3.0,4.0,,1.0,1.0,,,1.0,,14.0,11.0,,,,1.0,0.2222222222222222,0.2222222222222222,0.25,0.5,0.4,0.4375,0.5625,,,1.0,1.0,0.625,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,,0.8,,,0.25,0.5,0.5,,0.1875,0.0625,1.0,1.0,1.0,0.5,0.125,0.14285714285714285,1.0,0.25,0.26666666666666666,0.5,0.5333333333333333,0.125,0.8125,0.14285714285714285,0.7000000000000001,0.5502142857142858,0.058823529411764705,0.125,0.7777777777777778,28.12222222222222,0.7333333333333333,2.0,1.0,,,0.6666666666666666,0.6666666666666666,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,7.0,2.0,1.0,,,1.0,1.0,1.0,0.5,1.0,0.875,0.875,,0.4,1.0,0.4,0.5,0.14285714285714285,0.5,1.0,,0.25,1.0,1.0,0.3888888888888889,,,1.0,,4.0,,,1.0,1.0,,,,0.06666666666666667,1.0,1.0,1.0,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-201601-203991,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Luc Mbah a Moute, Clint Capela","Paul, Green, Gordon, Mbah a Moute, Capela",101108-101123-201569-201601-203991,HOU,688.0,3,11.0,-13.0,23.0,24.0,47,1.0,2.0,3.0,7.0,16.0,29.0,4.0,2.0,2.0,16.0,0.42857142857142855,0.25,0.36363636363636365,98.37209302325581,15.478260869565217,13.833333333333334,15.478260869565217,13.833333333333334,0.1111111111111111,0.5,0.5,0.48580833333333334,10.985714285714286,6.0,4.0,,,1.0,,,4.0,1.0,1.0,,10.0,,,3.0,1.0,11.0,7.0,,1.0,1.0,,3.0,2.0,4.0,2.0,3.0,,10.0,,2.0,1.0,1.0,2.0,,1.0,,5.0,,6.0,3.0,,9.0,,9.0,2.0,1.0,1.0,,1.0,,1.0,,8.0,9.0,,2.0,,,,,,4.0,6.0,,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,,0.09090909090909091,1.0,0.25,0.3333333333333333,0.6111111111111112,0.2857142857142857,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,0.05555555555555555,,,,0.2222222222222222,0.05555555555555555,1.0,1.0,1.0,0.5555555555555556,,,,,,,0.75,,0.6666666666666666,,,0.497275,0.14285714285714285,0.2222222222222222,0.25,25.263636363636362,0.2608695652173913,2.0,1.0,,,0.5,0.6666666666666666,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,0.25,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-201601-2403,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Luc Mbah a Moute, Nene","Paul, Green, Gordon, Mbah a Moute, Nene",101108-101123-201569-201601-2403,HOU,1245.0,5,21.0,1.0,44.0,41.0,85,1.0,3.0,7.0,12.0,44.0,43.0,8.0,6.0,13.0,39.0,0.5833333333333334,0.5277777777777778,0.5641025641025641,98.3132530120482,12.772727272727273,16.658536585365855,12.704545454545455,16.048780487804876,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.5117757142857143,8.125,17.0,22.0,2.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,7.0,20.0,1.0,4.0,9.0,8.0,24.0,6.0,1.0,1.0,2.0,4.0,11.0,1.0,15.0,6.0,15.0,9.0,19.0,7.0,,3.0,5.0,8.0,4.0,1.0,2.0,21.0,1.0,6.0,11.0,1.0,18.0,2.0,20.0,4.0,,3.0,4.0,1.0,,7.0,2.0,6.0,8.0,1.0,2.0,1.0,,1.0,1.0,1.0,15.0,17.0,2.0,0.42857142857142855,0.42857142857142855,0.625,0.3333333333333333,0.36363636363636365,0.34782608695652173,0.5,0.5384615384615384,0.5357142857142857,0.6666666666666666,,,0.42857142857142855,1.0,0.6875,0.2,0.75,0.7083333333333334,0.1111111111111111,,0.5555555555555556,1.0,0.8571428571428571,1.0,0.1388888888888889,0.6,0.6,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.25,0.25,1.0,0.5555555555555556,0.35,0.35,0.5714285714285714,0.5,0.07692307692307693,1.0,0.6923076923076923,0.4444444444444444,0.8055555555555556,0.3684210526315789,0.4507,0.5131769230769231,0.07894736842105263,0.15384615384615385,0.3409090909090909,26.037499999999998,0.38636363636363635,3.0,4.0,,4.0,0.75,0.75,,,,,1.0,1.0,1.0,,5.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.25,1.25,,0.07692307692307693,,0.1,0.6666666666666666,,,,,,,,0.11363636363636363,1.0,,,1.0,,0.5,2.0,,2.0,,,,0.15384615384615385,,1.0,,,,1.0,0.04,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-201935-2403,1610612745,"Chris Paul, Gerald Green, Eric Gordon, James Harden, Nene","Paul, Green, Gordon, Harden, Nene",101108-101123-201569-201935-2403,HOU,261.0,1,4.0,4.0,9.0,9.0,18,,,3.0,4.0,13.0,9.0,4.0,1.0,1.0,13.0,0.75,0.8571428571428571,0.9285714285714286,99.31034482758622,13.222222222222221,15.777777777777779,13.222222222222221,15.777777777777779,,,,0.5227857142857143,5.6,4.0,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,3.0,1.0,,1.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,5.0,,2.0,2.0,,4.0,,4.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,6.0,4.0,,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.8333333333333334,1.0,0.42857142857142855,,,0.5,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,,,0.6666666666666666,0.5,0.3333333333333333,1.0,0.7142857142857143,0.5,,0.5864666666666667,0.14285714285714285,0.25,0.46153846153846156,25.7,0.4444444444444444,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-203991-2207,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Clint Capela, Joe Johnson","Paul, Green, Gordon, Capela, Johnson",101108-101123-201569-203991-2207,HOU,345.0,1,6.0,10.0,13.0,11.0,24,,2.0,3.0,6.0,17.0,7.0,4.0,1.0,1.0,17.0,0.5,0.625,0.6538461538461539,100.17391304347827,10.384615384615385,19.09090909090909,10.384615384615385,18.0,0.16666666666666666,,,0.5082833333333333,8.733333333333333,6.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,5.0,,1.0,3.0,3.0,6.0,2.0,,,2.0,1.0,3.0,2.0,5.0,2.0,3.0,6.0,5.0,2.0,,1.0,1.0,2.0,,1.0,,5.0,1.0,2.0,6.0,,8.0,1.0,9.0,,,,,,,,,1.0,2.0,,,,,,,,5.0,6.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,,0.3,0.4166666666666667,0.5,,,,,1.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.16666666666666666,1.0,1.0,,,,0.16666666666666666,0.5,0.5,,0.16666666666666666,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,0.4,0.4,,,0.2,,0.6,0.3333333333333333,0.6666666666666666,0.4,,0.47891000000000006,,,0.29411764705882354,25.166666666666668,0.46153846153846156,2.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-203991-2772,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Clint Capela, Trevor Ariza","Paul, Green, Gordon, Capela, Ariza",101108-101123-201569-203991-2772,HOU,1113.0,6,19.0,-3.0,37.0,39.0,76,,,13.0,18.0,43.0,46.0,14.0,3.0,6.0,41.0,0.7222222222222222,0.5833333333333334,0.6323529411764706,98.3288409703504,15.162162162162161,14.153846153846153,14.756756756756756,13.564102564102564,,,,0.5422483333333333,3.683333333333333,10.0,14.0,1.0,11.0,13.0,2.0,3.0,5.0,,2.0,3.0,10.0,,,1.0,3.0,12.0,8.0,,2.0,3.0,,1.0,7.0,11.0,12.0,6.0,3.0,10.0,3.0,2.0,6.0,2.0,8.0,2.0,,5.0,18.0,,4.0,9.0,1.0,14.0,1.0,15.0,2.0,1.0,3.0,1.0,1.0,,4.0,,11.0,10.0,2.0,3.0,2.0,,,2.0,2.0,11.0,10.0,2.0,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.25,,0.25,0.6666666666666666,0.5,0.6875,0.4,0.1111111111111111,0.15384615384615385,0.75,1.0,0.6428571428571429,,1.0,0.7222222222222222,0.07692307692307693,,0.6666666666666666,0.5,1.0,1.0,0.43333333333333335,0.8461538461538461,1.0,0.45454545454545453,0.16666666666666666,0.06666666666666667,,,,0.3333333333333333,0.3,0.3333333333333333,0.6666666666666666,,0.75,0.6666666666666666,0.25,,0.8333333333333334,0.3,,0.4658875,0.0967741935483871,0.15789473684210525,0.2558139534883721,25.900000000000002,0.2702702702702703,2.0,1.0,,2.0,0.4,0.4,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,1.0,3.0,2.0,3.0,,1.0,1.0,1.0,,0.125,,0.16666666666666666,0.7142857142857143,,1.0,1.0,1.0,,,,0.046511627906976744,,,1.0,,,,2.0,,,1.0,,0.5,,,,1.0,0.08333333333333333,0.1,,,,,,1.0,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201569-2207-2403,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Joe Johnson, Nene","Paul, Green, Gordon, Johnson, Nene",101108-101123-201569-2207-2403,HOU,403.0,2,7.0,2.0,15.0,15.0,30,,1.0,4.0,7.0,16.0,14.0,4.0,2.0,4.0,13.0,0.5714285714285714,0.5,0.5333333333333333,107.19602977667493,12.0,14.866666666666667,11.733333333333333,13.2,0.07142857142857142,,,0.4689107142857143,7.585714285714286,3.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,,1.0,2.0,6.0,,1.0,1.0,2.0,7.0,2.0,,1.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,3.0,6.0,2.0,,2.0,1.0,3.0,1.0,,2.0,7.0,1.0,4.0,3.0,1.0,8.0,1.0,9.0,1.0,1.0,,1.0,,,1.0,,4.0,4.0,2.0,2.0,3.0,,1.0,3.0,1.0,6.0,3.0,1.0,0.5,0.5,0.5,0.2857142857142857,1.0,0.2857142857142857,1.0,1.25,1.0,0.5,,,,0.5,0.42857142857142855,0.3333333333333333,1.0,0.6363636363636364,0.125,1.0,,1.0,1.0,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.21428571428571427,0.07142857142857142,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,,0.5,1.0,0.5,1.0,0.7142857142857143,0.3333333333333333,0.3918,0.410675,0.14285714285714285,0.2857142857142857,0.375,25.599999999999998,0.2,2.0,,1.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,1.0,,1.0,3.0,,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.5,,,,,0.6666666666666666,,1.0,1.0,1.0,,,,0.1875,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-201935-203991-2772,1610612745,"Chris Paul, Gerald Green, James Harden, Clint Capela, Trevor Ariza","Paul, Green, Harden, Capela, Ariza",101108-101123-201935-203991-2772,HOU,191.0,2,3.0,1.0,6.0,5.0,11,,1.0,3.0,6.0,8.0,7.0,4.0,,3.0,8.0,0.5,0.5,0.5714285714285714,82.93193717277488,14.666666666666666,20.6,14.5,20.4,0.16666666666666666,,,0.43411666666666665,6.766666666666667,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,2.0,,1.0,1.0,,,,2.0,2.0,,,,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,2.0,3.0,1.0,2.0,,,,,,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,1.0,,,,,,0.5,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,,,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,,,1.0,1.0,,,0.5,,0.4489,0.5572,0.2857142857142857,0.2857142857142857,0.25,,0.16666666666666666,1.0,,,,0.5,0.5,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-200782-201569-201583-201935,1610612745,"Chris Paul, PJ Tucker, Eric Gordon, Ryan Anderson, James Harden","Paul, Tucker, Gordon, Anderson, Harden",101108-200782-201569-201583-201935,HOU,235.0,2,4.0,9.0,9.0,7.0,16,,,3.0,3.0,17.0,8.0,6.0,1.0,1.0,17.0,1.0,1.2,1.2142857142857142,98.04255319148936,12.11111111111111,18.0,12.11111111111111,18.0,,,,0.50316,2.766666666666667,5.0,4.0,,3.0,3.0,2.0,2.0,,2.0,2.0,,,,,,2.0,2.0,5.0,,2.0,2.0,,,5.0,9.0,,6.0,,,,,,2.0,2.0,,2.0,,6.0,,1.0,2.0,,3.0,,3.0,1.0,,1.0,,,,1.0,,3.0,5.0,,,,,,,,9.0,5.0,,,,1.0,1.0,,1.0,1.0,1.0,1.125,0.4,,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,0.6,1.0,1.0,,,0.4,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,0.3822,0.16666666666666666,,0.5294117647058824,23.35,0.5555555555555556,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-200782-201569-201601-203991,1610612745,"Chris Paul, PJ Tucker, Eric Gordon, Luc Mbah a Moute, Clint Capela","Paul, Tucker, Gordon, Mbah a Moute, Capela",101108-200782-201569-201601-203991,HOU,171.0,2,3.0,3.0,6.0,5.0,11,,,2.0,2.0,11.0,8.0,2.0,1.0,2.0,11.0,1.0,1.0,1.1,92.63157894736842,15.166666666666666,16.0,15.166666666666666,15.4,,,,0.50517,7.75,,,,1.0,1.0,,,1.0,,,2.0,3.0,,,,2.0,3.0,1.0,,,,,,,,2.0,3.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,,1.0,5.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,,,,0.6,,,,,1.0,,,0.5,,,,,,,0.2,1.0,1.0,1.0,0.2,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.8,0.6666666666666666,,,0.2,0.5,,25.46666666666667,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-200782-201569-201601-2772,1610612745,"Chris Paul, PJ Tucker, Eric Gordon, Luc Mbah a Moute, Trevor Ariza","Paul, Tucker, Gordon, Mbah a Moute, Ariza",101108-200782-201569-201601-2772,HOU,106.0,2,2.0,-5.0,4.0,3.0,7,,,,1.0,,5.0,,,,,,,,95.09433962264151,17.0,12.666666666666666,16.25,11.0,,,,0.509525,6.6,3.0,3.0,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,1.0,2.0,,1.0,3.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,0.5,,,0.3333333333333333,,,,1.0,0.5,0.5,,,,1.0,,,,,,0.5,,,,,0.5,,,,,,,0.5,,0.5,,,0.509525,,,,26.4,0.75,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-200782-201569-201935-203991,1610612745,"Chris Paul, PJ Tucker, Eric Gordon, James Harden, Clint Capela","Paul, Tucker, Gordon, Harden, Capela",101108-200782-201569-201935-203991,HOU,1182.0,7,20.0,10.0,44.0,43.0,87,1.0,3.0,14.0,28.0,52.0,42.0,22.0,2.0,10.0,42.0,0.5,0.5375,0.5652173913043478,105.98984771573605,14.590909090909092,12.55813953488372,13.386363636363637,12.325581395348838,0.075,0.3333333333333333,0.3333333333333333,0.48594125000000005,6.589285714285714,21.0,28.0,7.0,10.0,14.0,5.0,6.0,11.0,1.0,3.0,4.0,9.0,1.0,2.0,4.0,5.0,12.0,9.0,3.0,6.0,12.0,2.0,6.0,4.0,22.0,6.0,6.0,9.0,9.0,4.0,3.0,3.0,2.0,5.0,2.0,,3.0,12.0,6.0,2.0,10.0,1.0,13.0,8.0,21.0,5.0,,4.0,2.0,2.0,,6.0,,9.0,13.0,,4.0,2.0,,1.0,2.0,1.0,22.0,21.0,4.0,0.21428571428571427,0.23076923076923078,0.4,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.5,0.5238095238095238,0.3,0.10714285714285714,0.07142857142857142,0.6666666666666666,1.0,0.7692307692307693,0.5,0.6666666666666666,0.75,0.42105263157894735,0.25,0.8333333333333334,0.6666666666666666,0.5,0.5,0.35,0.7142857142857143,0.7692307692307693,0.3,0.275,0.075,0.3333333333333333,0.3333333333333333,,0.225,0.4444444444444444,0.5,0.5,0.125,0.3333333333333333,0.8333333333333334,0.2222222222222222,0.5,0.65,0.4444444444444444,0.44135,0.46226944444444446,0.1111111111111111,0.125,0.4230769230769231,25.825,0.4772727272727273,3.0,5.0,1.0,4.0,0.2727272727272727,0.3333333333333333,1.0,1.0,1.0,2.0,2.0,5.0,2.0,,10.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.6666666666666666,0.4,0.625,0.625,0.18181818181818182,0.2857142857142857,0.7142857142857143,0.2,0.75,0.13333333333333333,0.125,1.0,,0.25,0.5,,0.19230769230769232,,1.0,1.0,,2.0,,2.0,,2.0,,1.0,,0.1111111111111111,,,1.0,0.08333333333333333,0.1111111111111111,1.0,0.07692307692307693,1.0,,1.0,,,,,1.0,0.5,1.0,,,,,,,,,,,1610612745,2018,2017-18,False
