EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,FtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,LostBallSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DeadBallTurnovers,Turnovers,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Technical Free Throw Trips,HeaveAttempts,BlockedLongMidRange,3pt And 1 Free Throw Trips,Corner3PctBlocked,3SecondViolations,team_id,year,season,team_vs
1626179-1627759-1627824-1628369-201143,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Al Horford","Rozier, Brown, Yabusele, Tatum, Horford",1626179-1627759-1627824-1628369-201143,BOS,189.0,2,3.0,3.0,6.0,6.0,2.0,12.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6428571428571429,1.25,0.6428571428571429,1.25,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,1.0,0.6666666666666666,91.42857142857143,15.0,16.5,13.5,16.166666666666668,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,0.5,1.0,1.0,0.5714285714285714,1.0,0.47692142857142855,0.501325,0.5555555555555556,8.299999999999999,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1627824-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Al Horford, Marcus Morris","Rozier, Brown, Yabusele, Horford, Morris",1626179-1627759-1627824-201143-202694,BOS,183.0,2,3.0,3.0,5.0,6.0,,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,3.0,1.0,2.0,10.0,7.0,,,,,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,,,2.0,,2.0,,,1.0,2.0,1.0,10.0,1.0,0.5,,0.5,1.0,,0.9,,0.8333333333333334,,0.4,,,1.0,,,,86.55737704918033,19.8,14.0,19.8,14.0,0.2,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.4,0.5,0.5,1.0,,,,0.6,0.5,0.47191,,,10.133333333333333,28.4,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1627824-202328-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Marcus Morris","Rozier, Brown, Yabusele, Monroe, Morris",1626179-1627759-1627824-202328-202694,BOS,77.0,1,1.0,2.0,3.0,2.0,,5.0,,,,,,,1.0,3.0,,,,,1.0,3.0,3.0,1.0,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,,1.0,2.0,,3.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.5,,0.5,,1.0,,,,,,,93.5064935064935,13.0,19.0,13.0,19.0,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,0.3333333333333333,0.54745,,,,26.53333333333333,2.0,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.54745,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1627824-202328-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Shane Larkin","Rozier, Brown, Yabusele, Monroe, Larkin",1626179-1627759-1627824-202328-203499,BOS,95.0,1,2.0,-4.0,3.0,4.0,,7.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,2.0,2.0,6.0,,,,,,2.0,,2.0,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,1.0,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,,,,,,106.10526315789474,20.666666666666668,8.25,20.666666666666668,8.25,0.3333333333333333,1.0,1.0,,,,,,,0.6666666666666666,,,,,,,1.0,,0.6228,,,0.7,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-201143,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Al Horford","Rozier, Brown, Tatum, Ojeleye, Horford",1626179-1627759-1628369-1628400-201143,BOS,3225.0,8,54.0,17.0,100.0,100.0,9.0,200.0,18.0,28.0,11.0,16.0,2.0,9.0,10.0,28.0,,3.0,31.0,53.0,12.0,34.0,119.0,102.0,3.0,4.0,1.0,4.0,14.0,28.0,33.0,28.0,10.0,11.0,28.0,9.0,67.0,6.0,14.0,43.0,12.0,55.0,7.0,3.0,10.0,23.0,21.0,105.0,0.9166666666666666,0.35294117647058826,0.25,0.35294117647058826,0.5849056603773585,0.75,0.5632183908045977,0.5625,0.5891089108910891,0.5833333333333334,0.39080459770114945,0.2727272727272727,0.8235294117647058,0.8913043478260869,0.25,0.14285714285714285,0.4,89.30232558139535,16.36,15.89,15.68,15.59,0.3218390804597701,0.6428571428571429,0.75,0.1839080459770115,0.6875,0.7857142857142857,0.10344827586206896,0.2222222222222222,0.2222222222222222,0.3218390804597701,0.35714285714285715,0.35714285714285715,0.9,0.375,,,0.7126436781609196,0.35714285714285715,0.5127022988505747,0.5311,0.11764705882352941,6.511320754716982,26.129411764705882,19.0,21.0,34.0,17.0,12.0,27.0,29.0,14.0,3.0,0.5483870967741935,0.5483870967741935,0.9310344827586207,1.0,0.6666666666666666,0.14285714285714285,0.21875,19.0,1.0,8.0,2.0,9.0,30.0,4.0,30.0,19.0,0.2222222222222222,0.6666666666666666,0.6818181818181818,0.38095238095238093,0.125,0.5833214285714285,0.25210084033613445,0.19,2.0,7.0,13.0,0.6666666666666666,1.0,2.0,10.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,11.0,12.0,2.0,3.0,6.0,2.0,4.0,1.0,5.0,1.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,0.9166666666666666,0.11320754716981132,0.14285714285714285,0.125,0.46153846153846156,0.25,0.22727272727272727,0.4,0.2,0.2777777777777778,0.9,0.9090909090909091,1.0,0.10526315789473684,1.0,0.36363636363636365,0.5,0.06896551724137931,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,1.0,0.125,1.0,1.0,0.47619047619047616,1.0,0.047619047619047616,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Greg Monroe","Rozier, Brown, Tatum, Ojeleye, Monroe",1626179-1627759-1628369-1628400-202328,BOS,119.0,1,2.0,2.0,4.0,3.0,,7.0,,,,,,1.0,1.0,1.0,,,,1.0,2.0,2.0,6.0,4.0,,,,,,,3.0,1.0,1.0,1.0,1.0,,3.0,,,,,,1.0,1.0,,,,6.0,0.5,1.0,,1.0,,,1.0,,1.0,,0.6666666666666666,,,,,,,84.70588235294117,19.0,14.333333333333334,19.0,14.333333333333334,,,,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,1.0,0.48433333333333334,,,16.3,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,3.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Aron Baynes","Rozier, Brown, Tatum, Ojeleye, Baynes",1626179-1627759-1628369-1628400-203382,BOS,285.0,2,5.0,,9.0,10.0,1.0,19.0,4.0,4.0,1.0,1.0,,1.0,1.0,2.0,,,5.0,6.0,1.0,2.0,15.0,15.0,1.0,1.0,,,2.0,6.0,,2.0,1.0,,2.0,,4.0,1.0,,3.0,1.0,4.0,,,,,2.0,13.0,,0.5,,0.5,0.8333333333333334,1.0,0.8125,1.0,0.8333333333333334,1.0,0.25,1.0,,1.0,0.5,1.0,,96.0,15.666666666666666,14.4,15.666666666666666,14.4,0.5,1.0,1.0,0.125,1.0,1.0,0.125,,,0.25,0.5,0.5,,,,,0.75,0.5,0.53294375,0.6849,0.13333333333333333,5.983333333333333,27.35,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,0.4,0.5,1.0,1.0,0.25,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-203499,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Shane Larkin","Rozier, Brown, Tatum, Ojeleye, Larkin",1626179-1627759-1628369-1628400-203499,BOS,4.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-201143-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Greg Monroe","Rozier, Brown, Tatum, Horford, Monroe",1626179-1627759-1628369-201143-202328,BOS,58.0,1,1.0,-5.0,2.0,3.0,,5.0,,,,,,,,1.0,,,,,,1.0,,5.0,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,124.13793103448276,21.5,5.0,21.5,5.0,,,,,,,,,,1.0,,,,,,,1.0,,0.34485,,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Morris","Rozier, Brown, Tatum, Horford, Morris",1626179-1627759-1628369-201143-202694,BOS,7283.0,15,121.0,12.0,236.0,226.0,18.0,462.0,44.0,68.0,11.0,33.0,12.0,26.0,22.0,61.0,2.0,3.0,67.0,127.0,27.0,74.0,266.0,254.0,8.0,9.0,2.0,4.0,27.0,50.0,60.0,61.0,22.0,20.0,62.0,15.0,144.0,11.0,35.0,86.0,18.0,104.0,16.0,11.0,26.0,54.0,47.0,239.0,0.7407407407407407,0.36486486486486486,0.5,0.36486486486486486,0.5275590551181102,0.8888888888888888,0.5348258706467661,0.8461538461538461,0.5708154506437768,0.7941176470588235,0.3681592039800995,0.1896551724137931,0.7777777777777778,0.6842105263157895,0.1619047619047619,,0.5,91.3469724014829,15.351694915254237,16.194690265486727,14.94915254237288,15.247787610619469,0.3383084577114428,0.6470588235294118,0.6984126984126984,0.16417910447761194,0.3333333333333333,0.3793103448275862,0.12935323383084577,0.46153846153846156,0.46153846153846156,0.3034825870646766,0.36065573770491804,0.36065573770491804,0.6818181818181818,0.23076923076923078,0.6666666666666666,1.0,0.7064676616915423,0.36065573770491804,0.5031803482587065,0.5252555555555555,0.10150375939849623,7.0007874015748035,25.94324324324324,45.0,51.0,84.0,42.0,32.0,43.0,68.0,25.0,6.0,0.6268656716417911,0.65625,0.6231884057971014,0.7142857142857143,0.7272727272727273,0.11261261261261261,0.16891891891891891,51.0,7.0,13.0,8.0,16.0,72.0,5.0,70.0,50.0,0.5,0.631578947368421,0.6792452830188679,0.34210526315789475,0.5384615384615384,0.4963013157894737,0.2706766917293233,0.21610169491525424,8.0,17.0,24.0,1.0,5.0,5.0,9.0,12.0,5.0,13.0,,1.0,1.0,3.0,5.0,12.0,22.0,24.0,21.0,9.0,5.0,5.0,5.0,6.0,1.0,2.0,7.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,,4.0,1.0,4.0,11.0,11.0,6.0,5.0,14.0,9.0,0.5454545454545454,0.07086614173228346,0.07352941176470588,0.12121212121212122,0.2916666666666667,0.2,0.1276595744680851,0.25,0.22727272727272727,0.10256410256410256,0.5416666666666666,0.625,0.8787878787878788,0.020833333333333332,0.6428571428571429,0.45454545454545453,0.4166666666666667,0.06467661691542288,0.38461538461538464,0.38461538461538464,1.0,0.38461538461538464,1.0,0.6,0.07692307692307693,,,0.3157894736842105,0.75,0.07894736842105263,0.3333333333333333,6.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,9.0,0.25,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
