EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2A,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,PenaltyFG2M,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,BadPassSteals,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsPutbacks,Fg2aBlocked,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,LongMidRangeFGA,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,DefArc3ReboundPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,LongMidRangeFGM,Corner3FGM,Corner3Assists,LongMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Fg3aBlocked,SelfOReb,BlockedShortMidRange,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,Loose Ball Fouls,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BlockingFouls,3SecondViolations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,BlockingFoulsDrawn,OffLongMidRangeReboundPct,Charge Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,Arc3PctBlocked,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626144-1626168-1627736-1627750-1627823,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez","Mudiay, Lyles, Beasley, Murray, Hernangomez",1626144-1626168-1627736-1627750-1627823,DEN,176.0,2,3.0,-9.0,7.0,6.0,7.0,6.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,0.25,0.5,0.25,0.5,1.0,1.0,0.5,0.5,1.0,1.0,106.36363636363637,15.428571428571429,11.333333333333334,15.142857142857142,11.166666666666666,0.5,0.5,0.5,0.5,1.0,0.479025,0.479025,0.3333333333333333,0.5,0.5,1.0,1.9,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627750-200794,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Jamal Murray, Paul Millsap","Mudiay, Lyles, Beasley, Murray, Millsap",1626144-1626168-1627736-1627750-200794,DEN,34.0,1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,,2.0,2.0,,,,2.0,,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,,1.0,,1.0,0.5,,,127.05882352941177,6.5,21.0,5.5,21.0,0.5,,0.5,,0.5,0.40075,0.40075,,,,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627750-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Jamal Murray, Will Barton","Mudiay, Lyles, Beasley, Murray, Barton",1626144-1626168-1627736-1627750-203115,DEN,179.0,1,3.0,7.0,6.0,7.0,6.0,7.0,,13.0,1.0,1.0,,,2.0,2.0,4.0,11.0,4.0,,,2.0,2.0,4.0,11.0,,2.0,2.0,,2.0,1.0,,,,,,,,4.0,6.0,1.0,1.0,11.0,11.0,6.0,1.0,0.9166666666666666,,0.9166666666666666,0.5,1.0,,1.0,,,1.0,104.58100558659217,10.666666666666666,16.428571428571427,10.666666666666666,16.428571428571427,0.25,,0.25,,0.75,0.54025,0.54025,0.4,0.5,,1.0,4.45,25.05,1.0,,1.0,,,,,,0.25,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627750-2210,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Jamal Murray, Richard Jefferson","Mudiay, Lyles, Beasley, Murray, Jefferson",1626144-1626168-1627736-1627750-2210,DEN,112.0,1,2.0,2.0,3.0,4.0,3.0,4.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,,2.0,1.0,3.0,3.0,2.0,5.0,,,,,,,,,1.0,2.0,1.0,,,2.0,3.0,,0.2,0.5,0.2,0.5,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,90.0,15.333333333333334,16.5,11.333333333333334,16.5,0.25,0.5,0.25,0.5,0.75,0.5612375,0.5612375,0.2,0.3333333333333333,1.0,1.0,3.25,23.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.48765,1.0,1.0,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.25,0.25,,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627823-1628470,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Juancho Hernangomez, Torrey Craig","Mudiay, Lyles, Beasley, Hernangomez, Craig",1626144-1626168-1627736-1627823-1628470,DEN,108.0,1,2.0,-2.0,3.0,4.0,,4.0,,7.0,,,,,3.0,,,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,93.33333333333333,15.0,15.75,15.0,15.75,,,,,,0.4049666666666667,,,,,,12.933333333333332,,,,2.0,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627823-202702,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Juancho Hernangomez, Kenneth Faried","Mudiay, Lyles, Beasley, Hernangomez, Faried",1626144-1626168-1627736-1627823-202702,DEN,71.0,1,1.0,3.0,3.0,2.0,3.0,2.0,,5.0,,,,,,1.0,2.0,5.0,2.0,,,,1.0,2.0,5.0,,,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,,5.0,5.0,3.0,,1.25,,1.25,1.0,,,0.5,,,,101.40845070422534,9.0,22.0,9.0,22.0,,,,,1.0,0.57615,0.57615,0.5,1.0,,1.0,,26.9,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.5,1.5,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627823-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Juancho Hernangomez, Will Barton","Mudiay, Lyles, Beasley, Hernangomez, Barton",1626144-1626168-1627736-1627823-203115,DEN,108.0,1,2.0,5.0,4.0,5.0,4.0,5.0,,9.0,,,,,2.0,1.0,2.0,9.0,4.0,,,2.0,1.0,2.0,9.0,,,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,,9.0,9.0,4.0,,1.125,,1.125,0.3333333333333333,,,1.0,,,,120.0,7.0,16.0,7.0,16.0,,,,,0.3333333333333333,0.3920166666666667,0.3920166666666667,0.25,0.3333333333333333,,1.0,10.5,30.9,1.0,,2.0,,,,,,0.6666666666666666,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627823-203486,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Juancho Hernangomez, Mason Plumlee","Mudiay, Lyles, Beasley, Hernangomez, Plumlee",1626144-1626168-1627736-1627823-203486,DEN,730.0,2,12.0,-24.0,26.0,27.0,,8.0,3.0,53.0,5.0,,2.0,,9.0,13.0,2.0,19.0,43.0,,2.0,,,,,2.0,3.0,5.0,4.0,9.0,2.0,,2.0,6.0,,5.0,,,2.0,4.0,2.0,,17.0,,,,0.3958333333333333,0.3333333333333333,,0.5909090909090909,0.5,0.2,0.5,0.26666666666666666,,0.5,104.54794520547945,14.0,13.555555555555555,13.73076923076923,13.222222222222221,0.22727272727272727,0.09090909090909091,,,0.8181818181818182,0.5348113636363636,,0.08333333333333333,0.18181818181818182,0.10526315789473684,,6.866666666666666,25.799999999999997,,3.0,2.0,3.0,2.0,0.4,0.5,,0.09090909090909091,1.0,0.7703,3.0,,,2.0,11.0,,,4.0,3.0,,,4.0,4.0,3.0,11.0,2.0,2.0,4.0,1.0,10.0,2.0,,,,,,,,0.5,0.5,0.23076923076923078,,0.23076923076923078,0.4444444444444444,,0.38636363636363635,,0.5,,0.6,0.75,0.3333333333333333,,,0.5,0.18181818181818182,0.18181818181818182,,,,0.18181818181818182,,1.0,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.3333333333333333,,2.0,1.0,0.5,,0.09090909090909091,1.0,6.0,2.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,0.2,0.6666666666666666,1.0,0.5,0.2222222222222222,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1627823-2210,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Juancho Hernangomez, Richard Jefferson","Mudiay, Lyles, Beasley, Hernangomez, Jefferson",1626144-1626168-1627736-1627823-2210,DEN,48.0,1,1.0,,1.0,2.0,,,,3.0,,,,,1.0,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,90.0,28.0,10.0,28.0,10.0,,,,,,0.4051,,,,,,15.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-1628470-201589,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Torrey Craig, Darrell Arthur","Mudiay, Lyles, Beasley, Craig, Arthur",1626144-1626168-1627736-1628470-201589,DEN,60.0,1,1.0,1.0,2.0,2.0,1.0,,,4.0,,,,,,1.0,1.0,4.0,3.0,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,2.0,1.0,,4.0,3.0,1.0,,1.0,,1.5,1.0,,,,,,,96.0,9.5,20.5,9.5,20.5,,,,,1.0,0.45945,0.45945,0.5,1.0,,0.75,,25.5,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,,,1.5,1.5,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
