EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DeadBallTurnovers,Turnovers,Offensive Fouls,DefensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,FtPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,AtRimAssists,FTDefRebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Charge Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,SecondChanceCorner3Frequency,PtsPutbacks,OffShortMidRangeReboundPct,BlockingFouls,Loose Ball Fouls Drawn,SecondChanceFtPoints,BlockingFoulsDrawn,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,Offensive Fouls Drawn,SecondChanceCorner3FGM,HeaveAttempts,Loose Ball Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Charge Fouls,BlockedLongMidRange,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Blocked3s,BlockedArc3,3SecondViolations,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
101108-101123-1627753-200782-2772,1610612745,"Chris Paul, Gerald Green, Zhou Qi, PJ Tucker, Trevor Ariza","Paul, Green, Qi, Tucker, Ariza",101108-101123-1627753-200782-2772,HOU,162.0,1,3.0,-7.0,6.0,6.0,1.0,12,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,11.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,0.5,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,1.0,0.5,0.5,0.25,1.0,1.0,106.66666666666666,13.333333333333334,13.666666666666666,13.166666666666666,13.666666666666666,0.5,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.8333333333333334,0.5611166666666666,0.14285714285714285,0.2,5.15,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-1627753-201569-2772,1610612745,"Chris Paul, Gerald Green, Zhou Qi, Eric Gordon, Trevor Ariza","Paul, Green, Qi, Gordon, Ariza",101108-101123-1627753-201569-2772,HOU,169.0,1,3.0,-2.0,6.0,6.0,,12,,,,1.0,1.0,,4.0,1.0,1.0,4.0,5.0,7.0,,2.0,4.0,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,5.0,1.0,0.5,0.5,0.8,,,0.6666666666666666,,0.6666666666666666,,,0.6666666666666666,102.24852071005917,14.166666666666666,14.0,14.166666666666666,13.5,,,,0.2,1.0,1.0,,0.8,,0.8,0.5105000000000001,,,19.2,26.425,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201569-201583,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Ryan Anderson","Paul, Green, Tucker, Gordon, Anderson",101108-101123-200782-201569-201583,HOU,259.0,2,4.0,,9.0,8.0,2.0,17,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,11.0,11.0,,2.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,,,,,4.0,6.0,1.0,11.0,0.6666666666666666,0.5833333333333334,0.6875,0.5,0.3333333333333333,0.5,1.0,0.5,0.6,0.6666666666666666,,1.0,94.51737451737452,14.333333333333334,16.25,14.333333333333334,15.375,0.3333333333333333,0.5,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,,0.8333333333333334,0.5342749999999999,0.2857142857142857,0.3333333333333333,6.8,25.166666666666668,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201569-201601,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Luc Mbah a Moute","Paul, Green, Tucker, Gordon, Mbah a Moute",101108-101123-200782-201569-201601,HOU,842.0,2,14.0,10.0,23.0,25.0,3.0,48,5.0,7.0,1.0,1.0,1.0,3.0,13.0,6.0,9.0,16.0,37.0,27.0,2.0,8.0,13.0,,3.0,3.0,12.0,3.0,15.0,,,4.0,8.0,2.0,1.0,1.0,35.0,0.6666666666666666,0.72,0.74,0.64,,,0.75,0.42857142857142855,0.625,0.3,1.0,1.0,82.09026128266034,16.043478260869566,18.92,15.521739130434783,18.24,0.28,0.7142857142857143,0.7142857142857143,0.04,1.0,1.0,0.12,0.52,0.3333333333333333,0.92,0.5486979166666667,0.04,0.1111111111111111,4.300000000000001,26.19375,6.0,8.0,21.0,6.0,7.0,9.0,5.0,25.0,1.0,2.0,1.0,,0.875,0.5,0.5,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.46153846153846156,3.0,4.0,1.0,,8.0,4.0,2.0,,,7.0,,,,,1.0,,,8.0,3.0,,0.3333333333333333,0.3333333333333333,1.0,0.5833333333333334,,,0.3333333333333333,0.4,0.75,,,0.21621621621621623,0.13043478260869565,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.2,0.5,0.4,0.04,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,0.5,0.5,0.5152166666666667,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201569-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Clint Capela","Paul, Green, Tucker, Gordon, Capela",101108-101123-200782-201569-203991,HOU,526.0,3,9.0,,18.0,17.0,3.0,35,1.0,3.0,1.0,1.0,2.0,3.0,10.0,2.0,5.0,13.0,19.0,19.0,2.0,4.0,10.0,1.0,1.0,2.0,6.0,3.0,9.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,17.0,0.4,0.4444444444444444,0.475,0.7222222222222222,0.2,0.3333333333333333,1.0,0.125,1.0,0.2727272727272727,,1.0,95.81749049429656,15.666666666666666,14.352941176470589,14.444444444444445,14.294117647058824,0.16666666666666666,0.3333333333333333,0.5,0.1111111111111111,0.5,0.5,0.16666666666666666,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.5338027777777777,0.1,0.2857142857142857,8.82,25.138461538461538,2.0,4.0,9.0,2.0,3.0,3.0,1.0,9.0,,1.0,,,0.75,0.3076923076923077,0.3076923076923077,0.2,0.2,0.5,0.2,1.0,9.0,3.0,,,,,,2.0,4.0,,,,,,,,,1.0,,,,,1.0,0.6666666666666666,0.5,0.125,1.0,1.0,,,,0.05555555555555555,,,2.0,,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,3.0,2.0,,,,1.0,1.0,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,1.0,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,0.3333333333333333,1.0,,,,0.495,0.10526315789473684,1.0,1.0,0.4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201569-204028,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Tarik Black","Paul, Green, Tucker, Gordon, Black",101108-101123-200782-201569-204028,HOU,285.0,4,5.0,3.0,11.0,8.0,,19,2.0,2.0,,,2.0,1.0,4.0,2.0,4.0,5.0,8.0,5.0,,2.0,4.0,,,3.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,0.5,0.3888888888888889,0.4,0.5555555555555556,,,1.0,,0.8333333333333334,0.16666666666666666,,1.0,96.0,14.090909090909092,16.25,14.090909090909092,16.25,0.2222222222222222,1.0,1.0,0.2222222222222222,,,0.1111111111111111,0.4444444444444444,,0.7777777777777778,0.49961666666666665,0.1,0.2,9.275,26.02,1.0,1.0,,1.0,,1.0,,2.0,1.0,2.0,,,,0.2,0.2,0.25,0.25,,0.25,2.0,1.0,1.0,,,2.0,1.0,,1.0,2.0,,1.0,,,,,,,2.0,,0.5,0.5,,0.6666666666666666,0.5,,,1.0,,,,,0.18181818181818182,,,,,,,,1.0,,,,,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,0.5,1.0,0.5,0.16666666666666666,0.5,0.5,,,,,,,,,,0.5,,0.398025,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201569-2403,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Nene","Paul, Green, Tucker, Gordon, Nene",101108-101123-200782-201569-2403,HOU,591.0,3,10.0,9.0,20.0,21.0,,41,2.0,2.0,,,1.0,3.0,8.0,3.0,5.0,11.0,25.0,16.0,,2.0,8.0,,,4.0,11.0,,11.0,,,3.0,4.0,5.0,8.0,2.0,25.0,0.6,0.5625,0.6052631578947368,0.6875,,,1.0,,0.9090909090909091,,,1.0,99.8984771573604,14.2,14.619047619047619,14.2,13.666666666666666,0.125,1.0,1.0,0.0625,,,0.1875,0.5,,0.8125,0.51529375,0.1111111111111111,0.2857142857142857,8.14,25.40909090909091,3.0,4.0,6.0,3.0,2.0,4.0,2.0,10.0,,,,,0.5,0.36363636363636365,0.36363636363636365,0.375,0.375,0.6666666666666666,0.375,7.0,11.0,7.0,2.0,9.0,4.0,2.0,,,6.0,,,,,,,1.0,9.0,7.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.8571428571428571,,,,,0.8333333333333334,,,0.36,0.35,,2.0,1.0,,,,1.0,2.0,,,,2.0,3.0,1.0,2.0,6.0,,2.0,1.0,,,,,,,,,0.5,,0.6666666666666666,,0.7,,,1.0,1.0,,,1.0,0.125,0.3333333333333333,0.3333333333333333,,,,,,,0.4,0.5,0.5203800000000001,,,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201569-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Trevor Ariza","Paul, Green, Tucker, Gordon, Ariza",101108-101123-200782-201569-2772,HOU,451.0,2,8.0,3.0,18.0,17.0,1.0,35,5.0,6.0,,,,1.0,9.0,5.0,6.0,10.0,22.0,19.0,,8.0,9.0,,1.0,3.0,6.0,1.0,7.0,3.0,1.0,1.0,2.0,1.0,,,22.0,0.8333333333333334,0.6875,0.6875,0.625,,,0.75,0.16666666666666666,0.625,0.14285714285714285,,0.75,111.75166297117516,13.166666666666666,12.588235294117647,13.055555555555555,11.588235294117647,0.375,0.8333333333333334,0.8333333333333334,,,,0.0625,0.5625,,1.0,0.55873125,,,1.5999999999999999,26.169999999999998,4.0,4.0,6.0,4.0,2.0,3.0,2.0,8.0,1.0,2.0,1.0,,0.5,0.4,0.4,0.4444444444444444,0.4444444444444444,0.5,0.4444444444444444,7.0,,,,3.0,2.0,1.0,,,2.0,,,,,,,,3.0,7.0,,0.2,0.2,0.3,0.5,,,0.2,,0.5,,,0.13636363636363635,0.3888888888888889,,,,,1.0,,1.0,3.0,,1.0,,,1.0,1.0,4.0,6.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,0.25,,,,0.3,,0.5,1.0,0.5,,,0.2,,,,,,,,0.2,,0.6,0.3333333333333333,0.50561,,,,,,1.0,,,,,,,0.2,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201583-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Ryan Anderson, Clint Capela","Paul, Green, Tucker, Anderson, Capela",101108-101123-200782-201583-203991,HOU,631.0,3,11.0,12.0,21.0,22.0,3.0,43,4.0,5.0,2.0,,,3.0,6.0,9.0,12.0,9.0,23.0,11.0,2.0,14.0,6.0,,2.0,6.0,13.0,3.0,16.0,,,,1.0,5.0,2.0,1.0,19.0,0.75,0.5,0.5227272727272727,0.42857142857142855,,,0.75,0.25,0.8666666666666667,0.2727272727272727,0.6666666666666666,0.8,98.12995245641838,12.904761904761905,16.363636363636363,11.285714285714286,15.590909090909092,0.23809523809523808,0.8,0.8,,,,0.14285714285714285,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.5126095238095237,0.045454545454545456,0.07692307692307693,6.741666666666667,25.188888888888886,1.0,1.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,1.0,,1.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,,,2.0,,,4.0,2.0,,1.0,7.0,,,,,,,,,,,0.2222222222222222,0.25,,1.0,0.3333333333333333,,,1.0,1.0,,,,,2.0,7.0,,,,1.0,,,2.0,1.0,4.0,,,,,,,2.0,,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,,1.0,,0.6666666666666666,,0.6666666666666666,0.5,,1.0,0.09090909090909091,1.0,0.5,0.3333333333333333,,,,1.0,,0.3333333333333333,,,,,,0.17391304347826086,,0.6666666666666666,0.5445,,,5.0,1.0,,,0.7142857142857143,0.7142857142857143,,,,,,,,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
101108-101123-200782-201583-204028,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Ryan Anderson, Tarik Black","Paul, Green, Tucker, Anderson, Black",101108-101123-200782-201583-204028,HOU,101.0,1,2.0,-3.0,3.0,3.0,,6,1.0,1.0,,,,,,1.0,1.0,,2.0,5.0,,2.0,,,,1.0,1.0,,1.0,,,,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,85.54455445544555,17.333333333333332,16.333333333333332,17.333333333333332,16.333333333333332,1.0,1.0,1.0,,,,,,,1.0,0.6583,,,1.0,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,False
