EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Fg2aBlocked,ShootingFouls,Fouls,Loose Ball Fouls,FG2APctBlocked,ShortMidRangePctBlocked,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG2M,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,RecoveredBlocks,SecondChanceFg3Pct,DefFTReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffThreePtRebounds,SecondChanceTurnovers,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Loose Ball Fouls Drawn,OffensiveGoaltends,HeaveAttempts,Travels,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,Clear Path Fouls,StepOutOfBoundsTurnovers,BlockedCorner3,3SecondViolations,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,BlockedLongMidRange,Corner3PctBlocked,team_id,year,season,team_vs
1626156-1626157-1627736-1627752-1629006,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Josh Okogie","Russell, Towns, Beasley, Prince, Okogie",1626156-1626157-1627736-1627752-1629006,MIN,33.0,2,1.0,-3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,87.27272727272727,19.0,14.0,19.0,13.0,1.0,0.3746,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1627752-1629020,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jarred Vanderbilt","Russell, Towns, Beasley, Prince, Vanderbilt",1626156-1626157-1627736-1627752-1629020,MIN,376.0,6,6.0,,11.0,14.0,25.0,1.0,6.0,17.0,1.0,3.0,3.0,,0.16666666666666666,,95.74468085106383,17.0,13.5,16.363636363636363,11.5,0.09090909090909091,0.5686863636363637,3.6166666666666667,7.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,5.0,3.0,17.0,1.0,2.0,12.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,14.0,2.0,1.0,5.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,0.8,0.8,0.16666666666666666,0.6363636363636364,0.7083333333333334,0.45454545454545453,0.2,1.0,0.7142857142857143,0.4,0.3333333333333333,0.6,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.5,0.2,0.45454545454545453,0.2,0.25,1.0,0.2727272727272727,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,0.9090909090909091,0.5,0.6136,0.16666666666666666,0.2857142857142857,24.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1627752-1629162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jordan McLaughlin","Russell, Towns, Beasley, Prince, McLaughlin",1626156-1626157-1627736-1627752-1629162,MIN,221.0,2,4.0,-4.0,9.0,9.0,18.0,1.0,4.0,14.0,1.0,,1.0,1.0,0.25,1.0,117.28506787330318,13.666666666666666,10.88888888888889,13.0,10.11111111111111,0.1111111111111111,0.5205444444444445,8.15,,1.0,2.0,2.0,,,1.0,1.0,4.0,3.0,1.0,5.0,1.0,10.0,,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,2.0,1.0,3.0,,3.0,,,,,,,1.0,1.0,,,1.0,,1.0,9.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.75,0.5,0.5,0.5555555555555556,,,0.5,,0.6666666666666666,0.6,,,,0.5,,0.5,,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,,,,0.4444444444444444,0.25,0.25,1.0,,0.7777777777777778,0.25,0.49545,,,24.8,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,4.0,1.0,1.0,6.0,5.0,1.0,0.6,0.25,0.6,1.0,0.1111111111111111,1.0,1.0,1.0,0.4,1.0,0.2,0.2,0.5288999999999999,0.1,0.6,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1627752-1629669,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jaylen Nowell","Russell, Towns, Beasley, Prince, Nowell",1626156-1626157-1627736-1627752-1629669,MIN,593.0,3,10.0,20.0,22.0,22.0,44.0,5.0,14.0,21.0,1.0,1.0,4.0,1.0,0.07142857142857142,,106.84654300168634,13.0,13.954545454545455,12.409090909090908,13.954545454545455,0.2631578947368421,0.5516657894736842,4.25,10.0,2.0,8.0,9.0,1.0,1.0,1.0,2.0,4.0,13.0,3.0,5.0,6.0,41.0,2.0,6.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,,2.0,9.0,1.0,7.0,2.0,9.0,2.0,11.0,,2.0,1.0,,,2.0,5.0,8.0,2.0,2.0,1.0,1.0,1.0,37.0,0.23076923076923078,0.25,0.3333333333333333,0.6,0.6,0.9285714285714286,0.9210526315789473,0.9318181818181818,0.2631578947368421,0.1111111111111111,,0.4,1.0,1.0,0.75,0.3333333333333333,1.0,,1.0,0.3333333333333333,1.0,,0.47368421052631576,0.8888888888888888,1.0,0.25,0.05263157894736842,1.0,1.0,,0.21052631578947367,0.5,0.5,0.5,0.5,0.7368421052631579,0.5,0.4493,0.10526315789473684,0.14285714285714285,26.119999999999997,16.0,6.0,7.0,,,1.0,,3.0,,,4.0,9.0,10.0,4.0,29.0,20.0,3.0,,29.0,16.0,0.9,0.8571428571428571,1.0,0.8529411764705882,1.0,,,,,0.5,0.8571428571428571,0.07142857142857142,0.21428571428571427,0.5404428571428571,0.0975609756097561,0.7073170731707317,0.7272727272727273,1.0,5.0,1.0,1.0,2.0,2.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1627752-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Anthony Edwards","Russell, Towns, Beasley, Prince, Edwards",1626156-1626157-1627736-1627752-1630162,MIN,1442.0,13,24.0,-7.0,57.0,55.0,112.0,4.0,17.0,66.0,2.0,2.0,11.0,,0.11764705882352941,,111.84466019417475,13.947368421052632,11.763636363636364,13.859649122807017,11.454545454545455,0.08888888888888889,0.5276222222222222,6.947058823529411,14.0,1.0,6.0,9.0,,2.0,9.0,7.0,19.0,10.0,9.0,28.0,12.0,59.0,,10.0,21.0,19.0,7.0,5.0,7.0,12.0,5.0,2.0,3.0,31.0,,8.0,6.0,15.0,,15.0,,5.0,3.0,2.0,1.0,6.0,11.0,14.0,,4.0,2.0,1.0,2.0,56.0,0.5,0.5,0.7777777777777778,0.32142857142857145,0.32142857142857145,0.5882352941176471,0.5222222222222223,0.5673076923076923,0.6222222222222222,0.2222222222222222,0.3333333333333333,0.75,,0.8888888888888888,0.8235294117647058,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,0.2,0.6666666666666666,0.8571428571428571,0.5,0.2,0.2222222222222222,0.2222222222222222,1.0,0.4222222222222222,0.3684210526315789,0.3684210526315789,0.7142857142857143,,0.8222222222222222,0.3684210526315789,0.45405,0.08163265306122448,0.19047619047619047,25.035714285714285,15.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,1.0,,3.0,3.0,4.0,6.0,27.0,10.0,3.0,1.0,21.0,12.0,0.75,1.05,1.5,1.0384615384615385,0.8,0.08888888888888889,0.5,0.5,1.0,0.3,1.0,0.2,0.4,0.520495,0.05084745762711865,0.4576271186440678,0.2631578947368421,,2.0,2.0,3.0,,5.0,6.0,6.0,,2.0,,2.0,4.0,1.0,1.0,1.0,2.0,,0.8333333333333334,,1.5,,0.5,0.5,1.0,,,1.0,0.75,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1627752-1630183,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jaden McDaniels","Russell, Towns, Beasley, Prince, McDaniels",1626156-1626157-1627736-1627752-1630183,MIN,1122.0,11,19.0,12.0,41.0,35.0,76.0,3.0,18.0,41.0,2.0,1.0,4.0,,0.1111111111111111,,97.54010695187166,13.121951219512194,16.685714285714287,12.658536585365853,16.65714285714286,0.07692307692307693,0.5723871794871795,3.9499999999999997,15.0,4.0,10.0,14.0,3.0,3.0,7.0,5.0,14.0,12.0,8.0,21.0,5.0,53.0,3.0,12.0,21.0,14.0,5.0,6.0,7.0,13.0,4.0,3.0,6.0,33.0,3.0,6.0,8.0,16.0,5.0,21.0,,,,3.0,1.0,5.0,6.0,6.0,2.0,3.0,1.0,,1.0,49.0,0.5,0.6,0.875,0.38095238095238093,0.38095238095238093,0.6666666666666666,0.6153846153846154,0.6463414634146342,0.5384615384615384,0.14285714285714285,0.6,0.7272727272727273,0.5,0.8571428571428571,0.7777777777777778,0.2631578947368421,0.5,0.5,0.75,1.0,1.0,,0.358974358974359,0.7142857142857143,0.8333333333333334,0.6,0.1794871794871795,0.42857142857142855,0.42857142857142855,1.0,0.358974358974359,0.35714285714285715,0.35714285714285715,0.8,0.75,0.8974358974358975,0.35714285714285715,0.4702,0.075,0.15789473684210525,24.833333333333332,4.0,,,1.0,1.0,,1.0,3.0,1.0,,4.0,,,3.0,5.0,12.0,1.0,1.0,5.0,4.0,,0.5,0.5,0.625,0.8,0.02564102564102564,1.0,1.0,0.25,,,,1.0,0.5559,0.07547169811320754,0.09433962264150944,0.0975609756097561,2.0,1.0,,1.0,2.0,1.0,2.0,3.0,4.0,,,,2.0,,,,2.0,,0.3333333333333333,0.6666666666666666,0.5,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,,0.3333333333333333,,,2.0,2.0,2.0,,,,1.0,,1.0,1.0,,,2.0,1.0,1.0,0.15384615384615385,0.5,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1627752-201976,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Patrick Beverley","Russell, Towns, Beasley, Prince, Beverley",1626156-1626157-1627736-1627752-201976,MIN,271.0,1,5.0,-2.0,12.0,12.0,24.0,,3.0,17.0,,1.0,3.0,,,,127.52767527675277,12.833333333333334,9.75,12.833333333333334,9.75,,0.5711833333333334,1.0999999999999999,12.0,1.0,3.0,3.0,,,1.0,2.0,5.0,3.0,2.0,6.0,3.0,15.0,,6.0,6.0,5.0,2.0,3.0,2.0,5.0,2.0,,3.0,12.0,,1.0,1.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,13.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0.6666666666666666,,0.3333333333333333,0.5,,1.0,0.6666666666666666,0.25,,1.0,,,1.0,,0.3333333333333333,1.0,1.0,1.0,0.1111111111111111,,,,0.5555555555555556,0.4,0.4,1.0,,1.0,0.4,,0.1111111111111111,0.3333333333333333,26.95,8.0,2.0,2.0,,,1.0,,3.0,,2.0,2.0,2.0,2.0,4.0,6.0,,1.0,,6.0,8.0,1.0,0.3333333333333333,1.0,0.42857142857142855,,,,,,0.3333333333333333,1.0,0.16666666666666666,0.5,0.555575,0.13333333333333333,0.4,0.6666666666666666,,,,,,,2.0,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.25,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1629006-1629669,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Jaylen Nowell","Russell, Towns, Beasley, Okogie, Nowell",1626156-1626157-1627736-1629006-1629669,MIN,25.0,1,,2.0,1.0,2.0,3.0,,1.0,,,,,,,,172.79999999999998,11.0,7.0,11.0,7.0,,0.5466,2.3,,,1.0,1.0,,,,,,1.0,,,,2.0,,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1629006-1629675,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Naz Reid","Russell, Towns, Beasley, Okogie, Reid",1626156-1626157-1627736-1629006-1629675,MIN,299.0,2,5.0,11.0,9.0,9.0,18.0,1.0,4.0,6.0,,,1.0,,,,86.68896321070234,13.222222222222221,20.0,12.88888888888889,20.0,0.1111111111111111,0.4901,8.775,7.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,17.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,,2.0,,8.0,1.0,3.0,1.0,4.0,2.0,6.0,,,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,13.0,0.3333333333333333,0.5,0.6666666666666666,0.6,0.6,0.75,0.8333333333333334,0.85,0.5555555555555556,,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,,1.0,,0.2222222222222222,0.5,0.5,,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,0.7777777777777778,0.3333333333333333,0.4929,0.1,0.2,24.96,1.0,,,1.0,1.0,,,,,2.0,4.0,,,,,4.0,,,,1.0,,,1.0,,1.0,0.1111111111111111,1.0,1.0,,,,,,,0.23529411764705882,,0.1111111111111111,1.0,1.0,,,1.0,,,3.0,2.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
1626156-1626157-1627736-1629006-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Anthony Edwards","Russell, Towns, Beasley, Okogie, Edwards",1626156-1626157-1627736-1629006-1630162,MIN,1059.0,6,18.0,-11.0,35.0,32.0,67.0,9.0,15.0,43.0,,2.0,9.0,,,,91.10481586402267,16.571428571428573,14.96875,16.542857142857144,14.5625,0.34615384615384615,0.5045839999999999,6.36,22.0,1.0,4.0,5.0,1.0,,2.0,2.0,9.0,10.0,2.0,11.0,6.0,32.0,1.0,8.0,3.0,8.0,2.0,4.0,1.0,5.0,1.0,,2.0,11.0,,3.0,4.0,7.0,1.0,8.0,,2.0,2.0,3.0,2.0,7.0,8.0,8.0,,3.0,2.0,,2.0,30.0,0.4,0.4444444444444444,0.5,0.18181818181818182,0.2,0.6666666666666666,0.5,0.5333333333333333,0.4230769230769231,,0.42857142857142855,0.4444444444444444,,0.6,0.5,0.07692307692307693,,0.25,0.6,,1.0,,0.19230769230769232,0.8,0.8,0.5,0.07692307692307693,,,,0.34615384615384615,0.2222222222222222,0.2222222222222222,0.5,1.0,0.6153846153846154,0.25,,0.10344827586206896,0.16666666666666666,27.654545454545453,8.0,2.0,2.0,1.0,1.0,1.0,,4.0,,,2.0,3.0,3.0,5.0,11.0,12.0,1.0,2.0,11.0,8.0,1.0,0.5625,1.0,0.6111111111111112,0.3333333333333333,0.038461538461538464,1.0,1.0,,0.25,1.0,0.125,0.5,0.5950928571428572,0.0625,0.34375,0.22857142857142856,1.0,5.0,,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,,4.0,,2.0,,3.0,,0.2,1.0,1.0,,0.5555555555555556,0.5555555555555556,0.4,1.0,,,0.25,,,,,1.0,,,1.0,1.0,,,0.5,,,1.0,,,0.125,,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,False
