EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2A,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,Corner3Assists,AtRimAssists,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,DefShortMidRangeReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,DefAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,Fg3aBlocked,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,HeaveAttempts,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,team_id,year,season,team_vs
101108-1626164-1626166-1628969-203109,1610612756,"Chris Paul, Devin Booker, Cameron Payne, Mikal Bridges, Jae Crowder","Paul, Booker, Payne, Bridges, Crowder",101108-1626164-1626166-1628969-203109,PHX,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628470-1628969-1629028,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Mikal Bridges, Deandre Ayton","Paul, Booker, Craig, Bridges, Ayton",101108-1626164-1628470-1628969-1629028,PHX,110.0,2,4.0,,7.0,,,,,,,91.63636363636364,12.25,12.25,,2.0,-1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.625,0.625,0.5,0.5,1.0,1.0,1.0,1.0,20.333333333333332,20.333333333333332,0.25,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.75,0.5,0.5551875,7.85,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628470-1628969-1629661,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Mikal Bridges, Cameron Johnson","Paul, Booker, Craig, Bridges, Johnson",101108-1626164-1628470-1628969-1629661,PHX,193.0,1,5.0,,11.0,1.0,1.0,1.0,,,1.0,82.07253886010362,15.6,11.8,,3.0,2.0,6.0,,2.0,,,,,1.0,4.0,,,4.0,2.0,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,4.0,,,,,,,0.25,0.25,0.4,,,,0.5,0.5,,19.166666666666668,16.666666666666668,0.5,,,,,,,,,0.5,,0.610525,6.325,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.4291,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628470-1629028-203109,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Deandre Ayton, Jae Crowder","Paul, Booker, Craig, Ayton, Crowder",101108-1626164-1628470-1629028-203109,PHX,286.0,1,10.0,,20.0,1.0,,4.0,,,0.25,100.69930069930071,9.5,9.5,,5.0,,10.0,3.0,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,3.0,8.0,8.0,2.0,6.0,2.0,1.0,,1.0,2.0,3.0,1.0,,8.0,1.0,4.0,4.0,1.0,5.0,8.0,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,1.0,1.0,,19.1,19.1,0.16666666666666666,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.5,0.5616416666666667,9.766666666666667,24.633333333333336,,1.0,1.0,,,,,3.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,0.16666666666666666,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628470-1629661-201580,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Cameron Johnson, JaVale McGee","Paul, Booker, Craig, Johnson, McGee",101108-1626164-1628470-1629661-201580,PHX,313.0,2,10.0,,19.0,1.0,1.0,1.0,,,1.0,87.41214057507987,15.9,15.9,,5.0,4.0,9.0,,3.0,,,3.0,4.0,2.0,3.0,3.0,4.0,16.0,12.0,2.0,,4.0,3.0,,1.0,,1.0,,,2.0,2.0,4.0,4.0,,,16.0,,0.5,0.5,,0.75,0.75,0.6666666666666666,0.9285714285714286,0.8888888888888888,0.5714285714285714,,,1.0,0.8,1.0,17.11111111111111,16.88888888888889,0.42857142857142855,,,,,0.5714285714285714,0.75,0.75,,1.0,0.75,0.5968,1.5666666666666667,27.175,,2.0,,3.0,,2.0,,2.0,,,,4.0,4.0,2.0,0.6666666666666666,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,0.2222222222222222,0.4,,,,1.0,,,,,,,,0.5,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628969-1629028-1629661,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Deandre Ayton, Cameron Johnson","Paul, Booker, Bridges, Ayton, Johnson",101108-1626164-1628969-1629028-1629661,PHX,1422.0,6,45.0,5.0,88.0,2.0,1.0,5.0,1.0,5.0,0.4,89.11392405063292,15.266666666666667,15.244444444444444,0.1111111111111111,24.0,19.0,43.0,28.0,15.0,4.0,8.0,3.0,7.0,23.0,32.0,4.0,9.0,63.0,44.0,26.0,9.0,7.0,3.0,,13.0,3.0,16.0,2.0,1.0,35.0,7.0,15.0,18.0,4.0,8.0,59.0,2.0,0.5652173913043478,0.6190476190476191,0.75,0.4444444444444444,0.4444444444444444,0.71875,0.7073170731707317,0.7325581395348837,0.21951219512195122,,,0.7,0.5909090909090909,0.6666666666666666,17.093023255813954,16.186046511627907,0.36585365853658536,0.1951219512195122,0.5,0.5,0.25,0.17073170731707318,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5853658536585366,0.42857142857142855,0.5413378048780487,7.571875,25.5,3.0,13.0,9.0,5.0,2.0,20.0,3.0,6.0,3.0,4.0,3.0,6.0,6.0,1.0,0.5,0.3333333333333333,0.21428571428571427,0.5,,0.7142857142857143,0.8666666666666667,0.8666666666666667,0.21951219512195122,0.5368,0.023809523809523808,0.030303030303030304,1.0,2.0,1.0,8.0,1.0,3.0,1.0,,,,0.25,0.6153846153846154,0.04878048780487805,0.5,0.5,1.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.25,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.44298333333333334,0.06349206349206349,0.06349206349206349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628969-1629028-1630688,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Deandre Ayton, Ish Wainright","Paul, Booker, Bridges, Ayton, Wainright",101108-1626164-1628969-1629028-1630688,PHX,27.0,1,1.0,,3.0,,,,,,,160.0,9.0,9.0,,,,2.0,2.0,1.0,,,,,1.0,1.0,,,2.0,2.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,9.0,6.0,1.0,,,,,,,,,1.0,,0.7885,1.1,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628969-1629028-203109,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Deandre Ayton, Jae Crowder","Paul, Booker, Bridges, Ayton, Crowder",101108-1626164-1628969-1629028-203109,PHX,10821.0,10,337.0,63.0,676.0,30.0,25.0,46.0,9.0,63.0,0.6521739130434783,89.95841419462157,15.652818991097924,15.1513353115727,0.18694362017804153,180.0,-11.0,339.0,40.0,70.0,25.0,44.0,30.0,78.0,110.0,208.0,37.0,97.0,392.0,403.0,114.0,87.0,78.0,30.0,11.0,57.0,29.0,86.0,22.0,11.0,201.0,58.0,127.0,169.0,31.0,68.0,356.0,3.0,0.5181818181818182,0.57,0.7837837837837838,0.38144329896907214,0.38144329896907214,0.5288461538461539,0.5426229508196722,0.5769230769230769,0.3180327868852459,0.052884615384615384,0.07142857142857142,0.7945205479452054,0.7005988023952096,0.7857142857142857,16.359882005899706,15.687315634218288,0.22950819672131148,0.14426229508196722,0.5681818181818182,0.5681818181818182,0.44,0.25573770491803277,0.38461538461538464,0.38461538461538464,0.7333333333333333,0.5475409836065573,0.38461538461538464,0.5141747540983607,8.247115384615386,25.35360824742268,34.0,48.0,94.0,61.0,29.0,106.0,31.0,59.0,42.0,18.0,13.0,86.0,77.0,31.0,0.6276595744680851,0.3163265306122449,0.26282051282051283,0.4090909090909091,0.7058823529411765,0.7966101694915254,0.6857142857142857,0.7384615384615385,0.3081967213114754,0.5281839285714286,0.10240963855421686,0.1336206896551724,7.0,19.0,7.0,29.0,5.0,16.0,5.0,1.0,6.0,9.0,0.6530612244897959,0.6041666666666666,0.06229508196721312,0.3684210526315789,0.3888888888888889,1.0,24.0,0.5357142857142857,9.0,16.0,12.0,19.0,37.0,15.0,14.0,36.0,20.0,41.0,20.0,19.0,80.0,20.0,17.0,10.0,1.0,3.0,1.0,1.0,6.0,13.0,6.0,15.0,8.0,,,80.0,5.0,0.4827586206896552,0.4878048780487805,0.4305555555555556,0.5,0.46153846153846156,0.5555555555555556,1.0,0.3508771929824561,0.10526315789473684,0.5333333333333333,0.39361702127659576,0.42045454545454547,0.4594594594594595,0.4444444444444444,0.5625,0.3114754098360656,0.631578947368421,0.2459016393442623,0.511172131147541,0.09183673469387756,0.20408163265306123,1.0,1.0,5.0,1.0,6.0,6.0,1.0,7.0,5.0,7.0,1.0,10.0,1.0,7.0,3.0,1.0,3.0,3.0,7.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,0.14285714285714285,0.35,0.010309278350515464,0.06382978723404255,0.05263157894736842,0.2,0.1724137931034483,0.14893617021276595,0.2727272727272727,0.04861111111111111,0.1111111111111111,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.08196721311475409,0.2,0.4,0.03,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628969-1629661-202687,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Cameron Johnson, Bismack Biyombo","Paul, Booker, Bridges, Johnson, Biyombo",101108-1626164-1628969-1629661-202687,PHX,559.0,3,16.0,7.0,31.0,,,2.0,1.0,7.0,,79.85688729874776,17.0625,17.0,0.4375,9.0,1.0,15.0,7.0,2.0,2.0,5.0,2.0,3.0,6.0,11.0,3.0,4.0,21.0,20.0,4.0,9.0,3.0,2.0,,2.0,3.0,5.0,2.0,,13.0,2.0,4.0,5.0,1.0,3.0,21.0,,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.5454545454545454,0.7,0.7,0.26666666666666666,,,0.6666666666666666,0.375,1.0,19.066666666666666,18.6,0.13333333333333333,0.3333333333333333,0.4,0.4,,0.2,0.6666666666666666,0.6666666666666666,1.0,0.4,0.6666666666666666,0.4415366666666667,11.409090909090908,25.125,1.0,1.0,4.0,,1.0,8.0,1.0,1.0,1.0,,,1.0,,,0.2,0.25,0.2,,,0.5,0.5,0.5,0.26666666666666666,0.3869,,,1.0,1.0,1.0,,,2.0,,,,,,,0.06666666666666667,1.0,1.0,1.0,,1.0,,1.0,,1.0,3.0,,,,5.0,7.0,,,10.0,,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,10.0,,,0.7142857142857143,,0.7142857142857143,,0.7142857142857143,1.0,1.0,,,0.75,0.75,0.6666666666666666,1.0,,0.14285714285714285,,,0.37875714285714285,,0.47619047619047616,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1628969-1629661-203109,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Cameron Johnson, Jae Crowder","Paul, Booker, Bridges, Johnson, Crowder",101108-1626164-1628969-1629661-203109,PHX,249.0,4,10.0,10.0,21.0,,,,,6.0,,121.44578313253011,11.8,10.8,1.0,4.0,-5.0,11.0,11.0,1.0,,,,3.0,1.0,2.0,,3.0,11.0,16.0,2.0,,3.0,,,1.0,,1.0,,,2.0,2.0,4.0,5.0,2.0,2.0,9.0,,1.0,1.0,,,,0.5,0.2,0.55,0.6,,,0.5,0.6666666666666666,,11.909090909090908,9.363636363636363,0.2,,,,,0.6,,,,0.8,,0.5442400000000001,7.05,25.96666666666667,1.0,1.0,1.0,9.0,1.0,,1.0,2.0,1.0,,,5.0,10.0,,1.0,1.0,0.25,,1.0,0.5,1.0,1.0,0.2,0.7353,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,3.0,9.0,11.0,,,,,,,,5.0,,,,,,,4.0,1.0,1.0,0.5,1.0,0.2,1.0,0.55,,1.0,,,,,,1.0,1.0,0.2,1.0,0.6,0.5442400000000001,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
