EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,OpponentPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassTurnovers,ShootingFouls,Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGA,AtRimAssists,Blocked3s,BlockedArc3,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,HeaveAttempts,team_id,year,season,team_vs
1628971-1629651-1630556-201142-201609,1610612751,"Bruce Brown, Nic Claxton, Kessler Edwards, Kevin Durant, Goran Dragic","Brown, Claxton, Edwards, Durant, Dragic",1628971-1629651-1630556-201142-201609,BKN,109.0,1,2.0,6.0,5,4.0,5.0,4.0,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,5.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.6,0.6,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,118.89908256880734,1.0,12.6,11.5,10.2,11.5,0.25,0.25,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.75,1.0,0.5213625,0.5213625,1.0,2.85,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-1630556-201142-201988,1610612751,"Bruce Brown, Nic Claxton, Kessler Edwards, Kevin Durant, Patty Mills","Brown, Claxton, Edwards, Durant, Mills",1628971-1629651-1630556-201142-201988,BKN,14.0,1,,2.0,1,,1.0,,,1,,,,,,,,,,,,,,,,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,102.85714285714286,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-201609-201988,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Goran Dragic, Patty Mills","Brown, Claxton, Durant, Dragic, Mills",1628971-1629651-201142-201609-201988,BKN,535.0,4,9.0,-2.0,18,17.0,18.0,14.0,6.0,35,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,10.0,1.0,10.0,4.0,10.0,2.0,11.0,4.0,18.0,3.0,4.0,10.0,2.0,11.0,4.0,18.0,2.0,,10.0,1.0,2.0,1.0,3.0,,8.0,4.0,2.0,6.0,7.0,13.0,1.0,1.0,2.0,,2.0,2.0,4.0,5.0,,1.0,,1.0,1.0,1.0,10.0,18.0,18.0,,0.25,0.3333333333333333,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4,0.4,0.3333333333333333,0.3333333333333333,0.391304347826087,0.391304347826087,0.5238095238095238,0.2,,1.0,1.0,0.4444444444444444,0.75,0.4666666666666667,,,1.0,94.20560747663552,1.0,17.38888888888889,13.058823529411764,16.0,12.941176470588236,0.047619047619047616,0.2857142857142857,0.5,0.75,,0.047619047619047616,0.47619047619047616,0.1,0.1,0.2,0.047619047619047616,0.047619047619047616,0.47619047619047616,0.1,0.5714285714285714,0.1,0.48469047619047617,0.48469047619047617,1.0,9.66,25.718181818181815,1.0,3.0,0.13043478260869565,0.25,1.0,3.0,1.0,1.0,2.0,20.0,2.0,2.0,4.0,8.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.5714285714285714,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666,0.4444444444444444,1.0,0.5,0.15384615384615385,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.2756,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-201609-202681,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Goran Dragic, Kyrie Irving","Brown, Claxton, Durant, Dragic, Irving",1628971-1629651-201142-201609-202681,BKN,355.0,2,6.0,1.0,16,11.0,12.0,3.0,2.0,27,10.0,1.0,7.0,2.0,4.0,2.0,1.0,,,,,7.0,14.0,,2.0,,14.0,1.0,7.0,10.0,,1.0,,14.0,10.0,,,,,5.0,5.0,2.0,10.0,,1.0,6.0,2.0,8.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,1.0,1.0,14.0,14.0,12.0,,0.7142857142857143,0.7142857142857143,,,,0.5,0.7,0.4375,0.6363636363636364,0.4375,0.6363636363636364,0.125,,,1.0,0.5,,0.8333333333333334,0.2222222222222222,,1.0,,109.52112676056338,1.0,12.3125,14.363636363636363,11.5,14.363636363636363,0.625,0.25,0.5,0.5,1.0,0.125,,,,0.5,0.6363636363636364,0.09090909090909091,,,0.75,,0.522525,0.51795,1.0,3.75,23.4,0.75,,,,,,,,,13.0,,1.0,,,4.0,,,,,,,2.0,4.0,1.0,,2.0,1.0,3.0,,,1.0,,,,,,1.0,0.2857142857142857,1.0,0.4,,,,1.0,,,,,,,,,,,,0.596675,,5.0,5.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.6,0.5,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-201609-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Goran Dragic, Seth Curry","Brown, Claxton, Durant, Dragic, Curry",1628971-1629651-201142-201609-203552,BKN,62.0,2,1.0,-2.0,2,2.0,1.0,,,4,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,92.9032258064516,,14.0,17.0,14.0,17.0,,,,,,1.0,,,,,,1.0,,,1.0,,0.3993,0.3993,,,23.5,0.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-201933-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Blake Griffin, Seth Curry","Brown, Claxton, Durant, Griffin, Curry",1628971-1629651-201142-201933-203552,BKN,22.0,1,,,1,1.0,,1.0,,2,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,130.9090909090909,,21.0,1.0,21.0,,,,,,,1.0,,,,,,,,,1.0,,0.52665,,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-201988-202681,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Patty Mills, Kyrie Irving","Brown, Claxton, Durant, Mills, Irving",1628971-1629651-201142-201988-202681,BKN,933.0,4,16.0,3.0,31,30.0,27.0,20.0,6.0,61,9.0,2.0,7.0,2.0,6.0,5.0,3.0,1.0,4.0,1.0,4.0,10.0,19.0,3.0,9.0,8.0,37.0,3.0,8.0,16.0,2.0,7.0,8.0,30.0,8.0,3.0,4.0,1.0,3.0,4.0,6.0,1.0,14.0,1.0,3.0,9.0,7.0,16.0,1.0,1.0,2.0,,5.0,5.0,6.0,9.0,4.0,1.0,,,1.0,1.0,30.0,30.0,27.0,4.0,0.4,0.4444444444444444,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5263157894736842,0.5,0.5178571428571429,0.4782608695652174,0.578125,0.5555555555555556,0.32142857142857145,0.15789473684210525,0.1111111111111111,0.4,0.42857142857142855,0.16666666666666666,0.5833333333333334,0.42857142857142855,,,1.0,94.14790996784565,1.0,15.838709677419354,14.733333333333333,15.129032258064516,14.6,0.32142857142857145,0.21428571428571427,0.3333333333333333,0.4,0.5,0.17857142857142858,0.14285714285714285,0.25,0.5,0.4,0.30434782608695654,0.13043478260869565,0.17391304347826086,0.25,0.6428571428571429,0.25,0.5144071428571428,0.5084869565217391,0.8108108108108109,6.731578947368422,24.155555555555555,0.8709677419354839,1.0,0.03571428571428571,0.05263157894736842,2.0,4.0,2.0,1.0,2.0,34.0,1.0,2.0,2.0,7.0,12.0,6.0,2.0,2.0,,2.0,,5.0,4.0,2.0,,2.0,1.0,5.0,,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.5833333333333334,0.16666666666666666,1.0,0.625,0.8,0.5,0.75,0.3333333333333333,0.5,0.8,,0.14285714285714285,0.5,0.6666666666666666,,0.4,0.4,1.0,,0.4,0.3333333333333333,0.49244000000000004,0.1891891891891892,6.0,4.0,,3.0,,,,0.6666666666666666,0.75,0.5,,0.5714285714285714,,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2222222222222222,0.25,0.5,1.0,0.5,0.5,0.5,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-201988-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Patty Mills, Seth Curry","Brown, Claxton, Durant, Mills, Curry",1628971-1629651-201142-201988-203552,BKN,22.0,2,,2.0,2,2.0,1.0,2.0,,4,,,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,4.0,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,2.0,1.0,,,,,,4.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,261.8181818181818,,6.0,5.0,6.0,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,0.396,,0.5,5.4,,0.5,,,,,,,,,2.0,,,,,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201142-202681-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Kyrie Irving, Seth Curry","Brown, Claxton, Durant, Irving, Curry",1628971-1629651-201142-202681-203552,BKN,1375.0,4,23.0,6.0,41,41.0,12.0,17.0,6.0,82,14.0,4.0,5.0,3.0,7.0,3.0,,5.0,13.0,1.0,3.0,14.0,23.0,5.0,16.0,10.0,53.0,4.0,4.0,8.0,1.0,3.0,5.0,16.0,12.0,3.0,13.0,5.0,1.0,6.0,10.0,,24.0,5.0,9.0,15.0,9.0,24.0,,,2.0,,5.0,1.0,13.0,12.0,1.0,,,,,,46.0,16.0,12.0,1.0,0.42857142857142855,0.46153846153846156,0.3125,0.3333333333333333,0.3125,0.6086956521739131,0.5,0.5512820512820513,0.5,0.5888888888888889,0.5714285714285714,0.41025641025641024,0.043478260869565216,0.07142857142857142,0.4,0.8181818181818182,0.45454545454545453,0.8125,0.45,0.3333333333333333,1.0,1.0,85.87636363636364,,17.51219512195122,16.024390243902438,16.390243902439025,15.512195121951219,0.358974358974359,0.1794871794871795,0.42857142857142855,0.42857142857142855,,0.07692307692307693,0.3333333333333333,0.38461538461538464,0.38461538461538464,0.5714285714285714,0.45454545454545453,,0.2727272727272727,0.3333333333333333,0.7692307692307693,0.38461538461538464,0.5378692307692308,0.5253772727272726,0.3018867924528302,5.160869565217391,24.95,0.2926829268292683,5.0,0.11363636363636363,0.17857142857142858,2.0,2.0,,,3.0,47.0,2.0,3.0,,7.0,16.0,12.0,2.0,4.0,4.0,,,4.0,4.0,2.0,1.0,2.0,4.0,12.0,,,2.0,0.8,0.5,0.5,0.5,,1.0,0.4444444444444444,0.8,0.4,0.5,0.5,0.5,1.0,0.05263157894736842,0.05128205128205128,1.0,1.0,,,,,0.8,0.42857142857142855,,0.54279,0.1320754716981132,9.0,3.0,,6.0,,,0.5,0.6428571428571429,0.6923076923076923,0.6666666666666666,,0.6,,3.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,0.3333333333333333,,,,,,0.5,0.3333333333333333,1.0,1.0,2.0,0.5,1.0,,,,,,,1610612751,2022,2021-22,True
1628971-1629651-201609-202681-203552,1610612751,"Bruce Brown, Nic Claxton, Goran Dragic, Kyrie Irving, Seth Curry","Brown, Claxton, Dragic, Irving, Curry",1628971-1629651-201609-202681-203552,BKN,514.0,2,9.0,-11.0,13,14.0,,,1.0,27,5.0,1.0,,,,,,2.0,6.0,,,3.0,5.0,2.0,6.0,2.0,14.0,1.0,,,,,,,2.0,,6.0,2.0,,1.0,3.0,,8.0,,1.0,4.0,1.0,5.0,,,1.0,1.0,3.0,,3.0,2.0,,,,,,,14.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.6,,0.5454545454545454,,0.5833333333333334,,0.5454545454545454,,,0.3333333333333333,1.0,,1.0,0.2,,,1.0,75.6420233463035,,21.53846153846154,16.714285714285715,21.384615384615383,16.714285714285715,0.45454545454545453,,,,,,0.5454545454545454,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.3333333333333333,0.5460272727272728,,,1.54,26.099999999999998,,1.0,0.08333333333333333,0.16666666666666666,,,,,,25.0,,,,,4.0,6.0,,2.0,2.0,,,1.0,3.0,,,,1.0,3.0,,,,1.0,,,,,,0.5,1.0,0.5,,,,1.0,,,,,,,,,1.0,,,0.5716,,3.0,,,1.0,,,1.0,0.6,0.6,0.3333333333333333,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1610612751,2022,2021-22,True
