EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,DefCorner3ReboundPct,LongMidRangeAssists,Charge Fouls Drawn,LongMidRangePctAssisted,Corner3FGM,PtsUnassisted3s,BadPassTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceArc3FGA,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,Loose Ball Fouls,PenaltyCorner3FGM,PenaltyFG3M,Corner3Assists,LostBallSteals,DeadBallTurnovers,PenaltyFg3Pct,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,Fg3aBlocked,SecondChanceTurnovers,Offensive Fouls,BlockedShortMidRange,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,PenaltyArc3FGM,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,PenaltyArc3Accuracy,DefLongMidRangeReboundPct,HeaveAttempts,BlockedLongMidRange,AtRimPctBlocked,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Charge Fouls,BlockedCorner3,3SecondViolations,Travels,SecondChanceCorner3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,Corner3PctBlocked,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1627777-1627788-1629003-1629680-1630194,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Matisse Thybulle, Paul Reed","Niang, Korkmaz, Milton, Thybulle, Reed",1627777-1627788-1629003-1629680-1630194,PHI,79.0,1,1.0,-1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,91.13924050632912,20.5,12.666666666666666,20.5,12.666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.70365,0.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1629003-1630178-203954,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Tyrese Maxey, Joel Embiid","Niang, Korkmaz, Milton, Maxey, Embiid",1627777-1627788-1629003-1630178-203954,PHI,375.0,2,6.0,,12.0,12.0,24.0,4.0,6.0,1.0,7.0,12.0,2.0,16.0,16.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,7.0,10.0,0.2857142857142857,0.4,0.5833333333333334,0.5,0.5333333333333333,0.14285714285714285,1.0,1.0,1.0,92.16,16.25,15.0,15.666666666666666,15.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.25,0.07142857142857142,0.5714285714285714,0.533875,7.633333333333333,25.85,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,6.0,10.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.3333333333333333,1.0,0.6,0.42857142857142855,1.0,0.5,1.0,0.16666666666666666,1.0,0.21428571428571427,0.3333333333333333,0.5,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.07142857142857142,1.0,1.0,0.3333333333333333,0.609,0.06666666666666667,0.07692307692307693,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1629003-1630194-1630198,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Paul Reed, Isaiah Joe","Niang, Korkmaz, Milton, Reed, Joe",1627777-1627788-1629003-1630194-1630198,PHI,115.0,1,2.0,-1.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,4.0,1.0,1.0,1.0,0.25,0.4,0.75,,,,125.21739130434783,7.8,15.2,7.0,15.2,0.25,1.0,1.0,1.0,0.25,1.0,0.541275,1.1,25.666666666666668,5.0,1.0,,,,,,,2.0,2.0,,,,,,2.0,,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,0.25,0.4,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.5,0.541275,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1629003-1630194-1630531,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Paul Reed, Jaden Springer","Niang, Korkmaz, Milton, Reed, Springer",1627777-1627788-1629003-1630194-1630531,PHI,29.0,1,,1.0,1.0,1.0,2.0,,,,,,1.0,3.0,2.0,,,1.0,,3.0,,,,3.0,,,,1.5,1.5,1.0,,,,99.3103448275862,11.0,18.0,11.0,15.0,,,,,,1.0,0.53745,,26.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1629680-1630178-203954,1610612755,"Georges Niang, Furkan Korkmaz, Matisse Thybulle, Tyrese Maxey, Joel Embiid","Niang, Korkmaz, Thybulle, Maxey, Embiid",1627777-1627788-1629680-1630178-203954,PHI,12.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,9.0,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1629680-1630194-201935,1610612755,"Georges Niang, Furkan Korkmaz, Matisse Thybulle, Paul Reed, James Harden","Niang, Korkmaz, Thybulle, Reed, Harden",1627777-1627788-1629680-1630194-201935,PHI,118.0,1,2.0,3.0,4.0,3.0,7.0,1.0,1.0,,2.0,3.0,,6.0,3.0,,,,,,1.0,1.0,1.0,6.0,,,0.6666666666666666,0.6666666666666666,0.75,,1.0,1.0,,85.42372881355932,13.5,21.333333333333332,13.5,21.333333333333332,0.3333333333333333,1.0,1.0,,,0.3333333333333333,0.4456333333333333,6.8999999999999995,,,,,,1.0,2.0,,,,2.0,,,,4.0,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1629680-201935-203954,1610612755,"Georges Niang, Furkan Korkmaz, Matisse Thybulle, James Harden, Joel Embiid","Niang, Korkmaz, Thybulle, Harden, Embiid",1627777-1627788-1629680-201935-203954,PHI,160.0,1,3.0,,6.0,5.0,11.0,,,,2.0,5.0,,5.0,5.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,5.0,0.5,0.5,0.4,0.4,0.4166666666666667,,1.0,1.0,1.0,99.0,17.166666666666668,11.4,17.166666666666668,11.4,,,,,,,0.41681999999999997,17.36,,5.0,,,,,1.0,2.0,4.0,,1.0,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,0.2,,,,0.8,0.5,0.5,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1630178-1630194-201935,1610612755,"Georges Niang, Furkan Korkmaz, Tyrese Maxey, Paul Reed, James Harden","Niang, Korkmaz, Maxey, Reed, Harden",1627777-1627788-1630178-1630194-201935,PHI,161.0,1,3.0,,7.0,7.0,14.0,,1.0,1.0,2.0,4.0,1.0,10.0,10.0,,,,,,,2.0,2.0,10.0,,,0.5,0.7,0.8333333333333334,0.2,,1.0,,125.21739130434784,14.0,9.0,14.0,8.714285714285714,0.2,,,,0.2,0.4,0.47169,12.125,23.3,6.0,,,,1.0,1.0,1.0,2.0,,3.0,,,,4.0,,,,,,1.0,,,,,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,1.0,,,,,,,,0.2,1.0,1.0,,0.4,0.5,0.5,,,,,,0.3333333333333333,0.4,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1630178-1630194-202699,1610612755,"Georges Niang, Furkan Korkmaz, Tyrese Maxey, Paul Reed, Tobias Harris","Niang, Korkmaz, Maxey, Reed, Harris",1627777-1627788-1630178-1630194-202699,PHI,72.0,2,1.0,2.0,2.0,3.0,5.0,1.0,1.0,,1.0,2.0,,2.0,,2.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,0.5,0.5,0.5,,,,,100.0,13.5,15.0,13.5,14.666666666666666,0.5,1.0,1.0,1.0,,0.5,0.3679,3.25,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,2.0,,,2.0,,,,,,,,,2.0,2.0,,,0.5,0.5,0.5,,,,,,0.5,1.0,,,0.3679,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
1627777-1627788-1630178-200794-202699,1610612755,"Georges Niang, Furkan Korkmaz, Tyrese Maxey, Paul Millsap, Tobias Harris","Niang, Korkmaz, Maxey, Millsap, Harris",1627777-1627788-1630178-200794-202699,PHI,117.0,1,2.0,,4.0,4.0,8.0,2.0,2.0,1.0,3.0,4.0,3.0,6.0,6.0,,,,,,,1.0,4.0,4.0,,,0.75,0.42857142857142855,0.42857142857142855,0.42857142857142855,,0.5,,98.46153846153847,18.0,11.25,10.25,11.0,0.2857142857142857,1.0,1.0,,0.14285714285714285,0.7142857142857143,0.5468,7.825,26.0,,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,2.0,6.0,,2.0,1.0,,1.0,1.0,3.0,,,,2.0,2.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.25,,0.5,1.0,0.75,,,,,,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,0.2857142857142857,0.3333333333333333,1.0,,0.37725,,,0.3333333333333333,,,,1.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,True
