EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,ShootingFouls,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,BadPassSteals,DeadBallTurnovers,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg3aBlocked,OffTwoPtRebounds,SecondChanceFg2Pct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,LostBallTurnovers,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,SecondChanceFtPoints,SecondChanceTurnovers,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628971-1629651-1630556-201142-201609,1610612751,"Bruce Brown, Nic Claxton, Kessler Edwards, Kevin Durant, Goran Dragic","Brown, Claxton, Edwards, Durant, Dragic",1628971-1629651-1630556-201142-201609,BKN,109.0,1,2.0,-6.0,4.0,5,4.0,5.0,9,1.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.5,1.0,118.89908256880734,1.0,11.5,12.6,11.5,10.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4097,0.4097,12.366666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-1630556-201142-201988,1610612751,"Bruce Brown, Nic Claxton, Kessler Edwards, Kevin Durant, Patty Mills","Brown, Claxton, Edwards, Durant, Mills",1628971-1629651-1630556-201142-201988,BKN,14.0,1,,-2.0,,1,,1.0,1,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,102.85714285714286,,,14.0,,14.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-201609-201988,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Goran Dragic, Patty Mills","Brown, Claxton, Durant, Dragic, Mills",1628971-1629651-201142-201609-201988,BKN,535.0,4,9.0,2.0,17.0,18,14.0,18.0,35,1.0,1.0,4.0,8.0,18.0,7.0,1.0,3.0,8.0,9.0,2.0,,1.0,1.0,2.0,1.0,4.0,2.0,,2.0,1.0,14.0,,0.125,,0.25,0.5,0.5,0.5333333333333333,,94.20560747663552,0.5,13.058823529411764,17.38888888888889,12.941176470588236,16.0,0.08333333333333333,0.3333333333333333,0.1,0.4166666666666667,0.4803125,0.47152000000000005,12.2875,0.8235294117647058,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,4.0,20.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,15.0,4.0,6.0,6.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,4.0,1.0,2.0,17.0,15.0,1.0,0.4,0.4,1.0,0.5,1.0,0.3333333333333333,0.5,0.625,0.5714285714285714,0.6666666666666666,1.5,0.55,0.625,1.5,0.5357142857142857,0.3333333333333333,0.5555555555555556,0.5,0.25,0.5,0.3333333333333333,1.0,0.5555555555555556,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.08333333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.36363636363636365,0.15,0.75,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-201609-202681,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Goran Dragic, Kyrie Irving","Brown, Claxton, Durant, Dragic, Irving",1628971-1629651-201142-201609-202681,BKN,355.0,2,6.0,-1.0,11.0,16,3.0,12.0,27,2.0,,,3.0,14.0,,,5.0,7.0,8.0,2.0,,1.0,1.0,1.0,,1.0,,,,,3.0,,,,,1.0,0.7142857142857143,0.7777777777777778,0.6,109.52112676056338,,14.363636363636363,12.3125,14.363636363636363,11.5,0.2,,,0.9,0.51895,0.450975,3.6,0.2727272727272727,,1.0,1.0,,,1.0,,1.0,2.0,2.0,5.0,,,,1.0,1.0,3.0,7.0,2.0,13.0,,,2.0,,1.0,2.0,2.0,5.0,,2.0,9.0,5.0,2.0,,3.0,3.0,2.0,1.0,,,9.0,,2.0,1.0,2.0,,,3.0,3.0,1.0,1.0,1.0,,11.0,5.0,1.0,,,1.0,0.42857142857142855,,0.5,0.42857142857142855,0.3333333333333333,,0.55,1.0,0.75,0.5909090909090909,1.0,0.8333333333333334,0.7,1.0,,0.16666666666666666,,1.0,,,0.5,0.5,,0.1,,,,,,0.2,0.5,0.5,1.0,0.5,0.4,0.5,1.0,,,,,0.5,,0.4,0.1,0.3333333333333333,0.15384615384615385,0.38461538461538464,25.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.2,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-201609-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Goran Dragic, Seth Curry","Brown, Claxton, Durant, Dragic, Curry",1628971-1629651-201142-201609-203552,BKN,62.0,2,1.0,2.0,2.0,2,,1.0,4,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,92.9032258064516,,17.0,14.0,17.0,14.0,,,,,0.4413,,12.5,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-201933-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Blake Griffin, Seth Curry","Brown, Claxton, Durant, Griffin, Curry",1628971-1629651-201142-201933-203552,BKN,22.0,1,,,1.0,1,1.0,,2,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,130.9090909090909,,1.0,21.0,,21.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-201988-202681,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Patty Mills, Kyrie Irving","Brown, Claxton, Durant, Mills, Irving",1628971-1629651-201142-201988-202681,BKN,933.0,4,16.0,-3.0,30.0,31,20.0,27.0,61,13.0,7.0,3.0,21.0,37.0,12.0,1.0,3.0,8.0,13.0,2.0,,1.0,1.0,4.0,2.0,6.0,3.0,1.0,5.0,2.0,20.0,4.0,0.047619047619047616,,,0.25,0.375,0.5714285714285714,0.5,94.14790996784565,0.4,14.733333333333333,15.838709677419354,14.6,15.129032258064516,0.4642857142857143,0.10714285714285714,0.4375,0.7142857142857143,0.5677732142857143,0.5678625,5.523809523809524,0.6666666666666666,1.0,4.0,10.0,6.0,2.0,5.0,1.0,,,2.0,7.0,,,2.0,4.0,13.0,2.0,7.0,2.0,34.0,,,8.0,7.0,2.0,4.0,2.0,22.0,16.0,10.0,6.0,7.0,2.0,8.0,2.0,10.0,2.0,,7.0,1.0,22.0,1.0,5.0,5.0,2.0,3.0,,5.0,4.0,,1.0,1.0,1.0,26.0,22.0,1.0,0.6153846153846154,0.8888888888888888,1.0,0.2857142857142857,,0.5,0.2857142857142857,0.6190476190476191,0.5833333333333334,0.5714285714285714,0.8,0.625,0.5666666666666667,0.8,0.6111111111111112,0.25,0.8333333333333334,0.2,0.4166666666666667,0.2,0.25,0.5,0.6666666666666666,0.7692307692307693,0.7692307692307693,0.7,0.17857142857142858,0.4,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,,0.25,0.2857142857142857,0.2857142857142857,1.0,,,,0.8571428571428571,0.25,0.5,0.2857142857142857,0.034482758620689655,0.045454545454545456,0.23529411764705882,0.6470588235294118,25.642857142857142,3.0,4.0,,,4.0,5.0,8.0,,4.0,0.8,,,0.5714285714285714,0.5,1.0,0.8,0.75,,,0.5624,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-201988-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Patty Mills, Seth Curry","Brown, Claxton, Durant, Mills, Curry",1628971-1629651-201142-201988-203552,BKN,22.0,2,,-2.0,2.0,2,2.0,1.0,4,,,,,4.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,261.8181818181818,,5.0,6.0,5.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201142-202681-203552,1610612751,"Bruce Brown, Nic Claxton, Kevin Durant, Kyrie Irving, Seth Curry","Brown, Claxton, Durant, Irving, Curry",1628971-1629651-201142-202681-203552,BKN,1375.0,4,23.0,-6.0,41.0,41,17.0,12.0,82,9.0,3.0,8.0,27.0,53.0,11.0,,5.0,11.0,14.0,2.0,,,,4.0,2.0,13.0,1.0,1.0,1.0,,17.0,1.0,,,,,0.5555555555555556,0.55,0.6,85.87636363636364,,16.024390243902438,17.51219512195122,15.512195121951219,16.390243902439025,0.2647058823529412,0.23529411764705882,0.2,0.47058823529411764,0.5085882352941177,0.49271333333333334,9.71111111111111,0.4146341463414634,5.0,4.0,7.0,2.0,6.0,10.0,3.0,1.0,3.0,1.0,4.0,,,1.0,3.0,16.0,2.0,7.0,9.0,47.0,1.0,1.0,9.0,5.0,2.0,4.0,4.0,20.0,18.0,14.0,3.0,4.0,1.0,9.0,1.0,10.0,,1.0,4.0,4.0,21.0,1.0,6.0,3.0,2.0,4.0,,12.0,15.0,,3.0,3.0,,38.0,20.0,2.0,0.5625,0.6,0.5,0.2857142857142857,1.0,0.5,0.2857142857142857,0.5925925925925926,0.45454545454545453,0.5588235294117647,1.125,0.5333333333333333,0.573170731707317,1.125,0.5555555555555556,0.20588235294117646,0.5454545454545454,0.2,0.1875,,0.5,,0.5,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.29411764705882354,0.6,0.6,0.6666666666666666,0.375,0.375,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.11764705882352941,0.25,0.25,,,,,0.6666666666666666,0.2,0.3333333333333333,0.25,0.10526315789473684,0.1,0.19148936170212766,0.425531914893617,25.02857142857143,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,2.0,1.0,,,0.18181818181818182,0.5,0.6666666666666666,0.25,1.0,0.06666666666666667,1.0,0.5463833333333333,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0625,0.3333333333333333,0.25,1.0,1.0,0.125,,,,,,,,,1610612751,2022,2021-22,False
1628971-1629651-201609-202681-203552,1610612751,"Bruce Brown, Nic Claxton, Goran Dragic, Kyrie Irving, Seth Curry","Brown, Claxton, Dragic, Irving, Curry",1628971-1629651-201609-202681-203552,BKN,514.0,2,9.0,11.0,14.0,13,,,27,4.0,,1.0,6.0,14.0,,,1.0,4.0,4.0,1.0,1.0,,,,,3.0,,,,,,,,,,,0.5,0.8,0.5,75.6420233463035,,16.714285714285715,21.53846153846154,16.714285714285715,21.384615384615383,0.3076923076923077,0.07692307692307693,,0.8461538461538461,0.5319615384615385,,5.833333333333333,,2.0,,4.0,,1.0,1.0,,,1.0,4.0,6.0,,,,,5.0,4.0,7.0,3.0,25.0,,,,,,,,,4.0,6.0,,6.0,4.0,2.0,,2.0,,,2.0,,4.0,,3.0,,,,,3.0,3.0,,,,,25.0,,,0.4,0.4,,0.5714285714285714,,,0.5714285714285714,0.8333333333333334,,0.8461538461538461,,,0.8928571428571429,,,0.5384615384615384,1.0,,,,,,1.0,1.0,1.0,0.5,0.07692307692307693,1.0,1.0,,,,0.07692307692307693,,,,0.46153846153846156,0.6666666666666666,0.6666666666666666,,,,,,,,0.6666666666666666,0.07142857142857142,,,,25.657142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,1.0,1.0,,,,,,,0.125,,,,,,,,,1610612751,2022,2021-22,False
