EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,BlockedAtRim,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PtsUnassisted2s,HeaveAttempts,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,LongMidRangeAssists,LostBallTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,PtsUnassisted3s,LostBallSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,FTDefRebounds,Technical Free Throw Trips,3SecondViolations,DefFTReboundPct,Loose Ball Fouls,Travels,3pt And 1 Free Throw Trips,Fg3aBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Clear Path Fouls,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1626156-1626157-1627736-1627752-1629006,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Josh Okogie","Russell, Towns, Beasley, Prince, Okogie",1626156-1626157-1627736-1627752-1629006,MIN,33.0,2,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.75,1.5,1.0,1.0,1.0,1.0,1.0,1.0,87.27272727272727,1.0,14.0,19.0,13.0,19.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.6017,0.7959,0.5,0.5,1.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1629020,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jarred Vanderbilt","Russell, Towns, Beasley, Prince, Vanderbilt",1626156-1626157-1627736-1627752-1629020,MIN,376.0,6,6.0,,14.0,11.0,4.0,25.0,2.0,4.0,1.0,2.0,3.0,3.0,10.0,2.0,17.0,2.0,3.0,,7.0,6.0,3.0,6.0,2.0,15.0,2.0,3.0,4.0,6.0,10.0,3.0,,4.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,0.3,0.6666666666666666,0.46875,0.7,0.5,0.7,0.6,0.2857142857142857,0.6666666666666666,0.4,0.3333333333333333,1.0,95.74468085106383,1.0,13.5,17.0,11.5,16.363636363636363,0.25,0.5,0.6666666666666666,1.0,0.1875,0.4,0.5,1.0,0.625,0.490715625,0.5765666666666667,0.17647058823529413,0.2727272727272727,0.4117647058823529,7.540000000000001,7.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,6.0,17.0,1.0,2.0,5.0,2.0,4.0,6.0,9.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,10.0,6.0,7.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.375,0.1,0.25,0.5,1.0,1.0,0.6666666666666666,0.5,1.0,0.5,0.5,1.0,0.1111111111111111,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,1.0,1.0,0.1111111111111111,0.2222222222222222,0.5,0.2222222222222222,0.5,0.6666666666666666,0.49525555555555556,0.35294117647058826,24.616666666666664,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1629162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jordan McLaughlin","Russell, Towns, Beasley, Prince, McLaughlin",1626156-1626157-1627736-1627752-1629162,MIN,221.0,2,4.0,4.0,9.0,9.0,2.0,18.0,3.0,3.0,1.0,1.0,,4.0,6.0,,14.0,2.0,2.0,,4.0,6.0,3.0,5.0,2.0,12.0,1.0,1.0,5.0,2.0,7.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,1.0,0.5833333333333334,1.0,0.5833333333333334,1.0,1.0,0.5,1.0,0.4,,1.0,117.28506787330318,1.0,10.88888888888889,13.666666666666666,10.11111111111111,13.0,0.25,1.0,1.0,0.6666666666666666,,0.5,1.0,1.0,0.75,0.5178090909090909,0.50285,,,0.2857142857142857,5.2,,,1.0,3.0,,2.0,,,,2.0,4.0,,,,,2.0,6.0,10.0,,,,,,,6.0,3.0,2.0,1.0,2.0,2.0,,1.0,1.0,,4.0,,,,,,,,,,,,1.0,,10.0,,,1.0,0.3333333333333333,,,0.4,,,0.5,0.16666666666666666,,,,1.0,0.3333333333333333,,,0.5,,1.0,,0.25,0.3333333333333333,0.5,1.0,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,0.6666666666666666,,,28.183333333333334,,5.0,2.0,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1629669,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jaylen Nowell","Russell, Towns, Beasley, Prince, Nowell",1626156-1626157-1627736-1627752-1629669,MIN,593.0,3,10.0,-20.0,22.0,22.0,3.0,44.0,2.0,3.0,1.0,1.0,5.0,3.0,9.0,3.0,21.0,1.0,1.0,3.0,5.0,4.0,2.0,6.0,1.0,16.0,3.0,,2.0,3.0,5.0,4.0,1.0,4.0,,1.0,1.0,,1.0,,0.6666666666666666,1.0,0.3333333333333333,1.0,0.42857142857142855,1.0,0.45652173913043476,0.8333333333333334,,0.6,0.6666666666666666,0.25,0.6666666666666666,,106.84654300168634,,13.954545454545455,13.0,13.954545454545455,12.409090909090908,0.14285714285714285,0.6666666666666666,1.0,0.5,0.23809523809523808,1.0,1.0,,0.7142857142857143,0.5020333333333333,0.6801,0.045454545454545456,0.1,0.23809523809523808,11.655555555555557,10.0,1.0,,1.0,1.0,2.0,,,,3.0,10.0,,,2.0,6.0,4.0,12.0,41.0,,,3.0,2.0,6.0,9.0,12.0,10.0,3.0,1.0,4.0,3.0,1.0,,,,2.0,,,,2.0,,1.0,,2.0,,1.0,2.0,5.0,1.0,16.0,9.0,10.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.45,0.5714285714285714,0.1111111111111111,0.3333333333333333,1.0,,1.0,,1.0,,,,1.0,,0.047619047619047616,,,,0.09523809523809523,0.5,0.5,1.0,0.47619047619047616,0.3,0.3,1.0,,,,,0.1111111111111111,,,0.6666666666666666,0.3333333333333333,0.3,0.4902,0.42857142857142855,25.141666666666666,0.45454545454545453,16.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Anthony Edwards","Russell, Towns, Beasley, Prince, Edwards",1626156-1626157-1627736-1627752-1630162,MIN,1442.0,13,24.0,7.0,55.0,57.0,4.0,112.0,17.0,19.0,1.0,1.0,6.0,23.0,31.0,8.0,66.0,1.0,1.0,,2.0,34.0,17.0,20.0,12.0,43.0,2.0,6.0,25.0,3.0,28.0,11.0,,11.0,,1.0,2.0,,2.0,2.0,0.7391304347826086,0.7391304347826086,0.7419354838709677,1.0,0.6304347826086957,0.5,0.6470588235294118,0.5,1.0,0.25,1.0,0.17647058823529413,0.3333333333333333,1.0,111.84466019417475,1.0,11.763636363636364,13.947368421052632,11.454545454545455,13.859649122807017,0.41304347826086957,0.8947368421052632,0.9444444444444444,0.7058823529411765,0.13043478260869565,0.5,1.0,1.0,0.7391304347826086,0.5578613636363636,0.7175,0.041666666666666664,0.03125,0.030303030303030304,5.929032258064517,14.0,5.0,3.0,6.0,3.0,7.0,1.0,,1.0,1.0,8.0,,,1.0,6.0,4.0,15.0,59.0,,1.0,8.0,1.0,7.0,16.0,9.0,6.0,1.0,2.0,3.0,,3.0,3.0,1.0,,19.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,9.0,2.0,2.0,4.0,11.0,2.0,64.0,15.0,13.0,0.75,0.26666666666666666,,0.14285714285714285,0.3076923076923077,0.43333333333333335,0.4444444444444444,0.32608695652173914,0.06451612903225806,0.05263157894736842,0.5555555555555556,,1.0,0.1111111111111111,,0.2,,1.0,1.0,0.13333333333333333,0.13043478260869565,0.5,0.6,1.0,0.15217391304347827,0.42857142857142855,0.42857142857142855,1.0,0.17391304347826086,0.125,0.125,,0.5,,,,0.3333333333333333,0.06666666666666667,,0.4,0.16666666666666666,0.16666666666666666,0.5430730769230769,0.24242424242424243,28.793333333333333,0.2545454545454545,15.0,12.0,2.0,0.16666666666666666,0.3333333333333333,1.0,5.0,3.0,5.0,3.0,,2.0,2.0,1.0,3.0,,2.0,0.625,0.5,0.5,0.6666666666666666,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1630183,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jaden McDaniels","Russell, Towns, Beasley, Prince, McDaniels",1626156-1626157-1627736-1627752-1630183,MIN,1122.0,11,19.0,-12.0,35.0,41.0,4.0,76.0,11.0,13.0,3.0,3.0,2.0,13.0,24.0,3.0,41.0,3.0,3.0,,9.0,18.0,9.0,13.0,7.0,30.0,3.0,3.0,15.0,4.0,19.0,4.0,,7.0,,1.0,2.0,,2.0,,0.6923076923076923,0.9,0.5416666666666666,1.0,0.5428571428571428,1.125,0.5263157894736842,1.125,0.5,0.2727272727272727,0.7368421052631579,0.2222222222222222,,0.5,97.54010695187166,,16.685714285714287,13.121951219512194,16.65714285714286,12.658536585365853,0.37142857142857144,0.8461538461538461,0.8461538461538461,0.6363636363636364,0.05714285714285714,0.75,1.0,,0.6857142857142857,0.5617257142857143,0.5903666666666666,0.027777777777777776,0.04,0.21951219512195122,4.879166666666666,15.0,4.0,1.0,9.0,1.0,3.0,,1.0,2.0,3.0,8.0,1.0,1.0,1.0,2.0,4.0,11.0,53.0,1.0,1.0,9.0,2.0,4.0,19.0,12.0,8.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,,11.0,1.0,3.0,1.0,,,,1.0,1.0,,,3.0,6.0,2.0,32.0,19.0,15.0,1.0,0.36363636363636365,1.0,0.5,0.36363636363636365,0.6153846153846154,0.5625,0.3142857142857143,0.041666666666666664,,,,0.8461538461538461,0.14285714285714285,0.5,0.2,,0.5,0.8888888888888888,0.058823529411764705,0.2571428571428571,0.1111111111111111,0.125,1.0,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.22857142857142856,0.375,0.375,1.0,,0.25,1.0,1.0,0.3076923076923077,0.15384615384615385,0.5,0.15384615384615385,0.5,0.375,0.5526846153846153,0.4634146341463415,24.6,0.42857142857142855,4.0,8.0,,0.1111111111111111,0.25,0.75,3.0,1.0,5.0,3.0,6.0,1.0,,,2.0,,2.0,0.5555555555555556,0.5,0.5,1.0,0.75,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-201976,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Patrick Beverley","Russell, Towns, Beasley, Prince, Beverley",1626156-1626157-1627736-1627752-201976,MIN,271.0,1,5.0,2.0,12.0,12.0,1.0,24.0,2.0,3.0,,1.0,1.0,2.0,4.0,4.0,17.0,,1.0,,,2.0,1.0,2.0,1.0,5.0,1.0,,3.0,1.0,4.0,3.0,,4.0,,1.0,,,,,0.5,0.5,0.5,,0.7222222222222222,,0.7727272727272727,,,0.5,0.75,0.3333333333333333,1.0,,127.52767527675277,,9.75,12.833333333333334,9.75,12.833333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,1.0,,,0.8888888888888888,0.5474666666666667,0.6606,0.1,0.2,,5.775,12.0,3.0,,,,1.0,,,1.0,3.0,4.0,,,3.0,4.0,3.0,5.0,15.0,,,4.0,3.0,5.0,17.0,3.0,4.0,3.0,,1.0,1.0,,,,,3.0,,1.0,1.0,2.0,,1.0,,2.0,,2.0,1.0,3.0,,17.0,17.0,12.0,0.3333333333333333,0.6,,0.6,0.6,0.7222222222222222,0.7727272727272727,0.5555555555555556,,,1.0,,0.75,,,,,,0.6666666666666666,,,,,,0.1111111111111111,,,,0.4444444444444444,0.75,0.75,0.3333333333333333,,,,,0.3333333333333333,0.1111111111111111,,0.4444444444444444,0.75,0.75,0.5474666666666667,1.0,26.24,1.0,8.0,2.0,,,,1.0,2.0,,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,0.6666666666666666,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1629006-1629669,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Jaylen Nowell","Russell, Towns, Beasley, Okogie, Nowell",1626156-1626157-1627736-1629006-1629669,MIN,25.0,1,,-2.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.79999999999998,,7.0,11.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1629006-1629675,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Naz Reid","Russell, Towns, Beasley, Okogie, Reid",1626156-1626157-1627736-1629006-1629675,MIN,299.0,2,5.0,-11.0,9.0,9.0,,18.0,1.0,1.0,,,,3.0,4.0,,6.0,,,,,4.0,2.0,2.0,1.0,4.0,,,1.0,,1.0,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,0.75,,0.42857142857142855,,0.42857142857142855,,,,0.3333333333333333,,,,86.68896321070234,,20.0,13.222222222222221,20.0,12.88888888888889,0.14285714285714285,1.0,1.0,1.0,,,,,0.5714285714285714,0.4804,,,,,5.85,7.0,,2.0,3.0,,2.0,,,2.0,,1.0,,,,1.0,,3.0,17.0,,,2.0,,3.0,2.0,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,2.0,2.0,,2.0,1.0,1.0,,6.0,2.0,7.0,,,,,,0.2,0.2,0.42857142857142855,,,,,0.5,,,,,,0.5,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,,,,0.14285714285714285,,,,,,,,,0.4,,0.2,,,0.47426,0.3333333333333333,25.7,0.7777777777777778,1.0,2.0,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1629006-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Anthony Edwards","Russell, Towns, Beasley, Okogie, Edwards",1626156-1626157-1627736-1629006-1630162,MIN,1059.0,6,18.0,11.0,32.0,35.0,6.0,67.0,9.0,13.0,3.0,4.0,1.0,13.0,22.0,11.0,43.0,4.0,5.0,3.0,11.0,20.0,10.0,12.0,8.0,26.0,5.0,5.0,12.0,7.0,19.0,9.0,,11.0,,1.0,,,,,0.7692307692307693,0.9090909090909091,0.5909090909090909,0.8,0.5517241379310345,0.8,0.6323529411764706,0.9166666666666666,1.0,0.5555555555555556,0.9230769230769231,0.5,,1.0,91.10481586402267,,14.96875,16.571428571428573,14.5625,16.542857142857144,0.4482758620689655,0.6923076923076923,0.6923076923076923,0.8888888888888888,0.034482758620689655,0.8,0.75,0.6666666666666666,0.6896551724137931,0.5364551724137931,0.5899333333333333,0.06451612903225806,0.043478260869565216,0.2558139534883721,4.418181818181818,22.0,8.0,3.0,8.0,1.0,3.0,,1.0,3.0,1.0,4.0,,,1.0,3.0,2.0,7.0,32.0,,,11.0,2.0,6.0,31.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0,,3.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,8.0,,32.0,31.0,22.0,1.0,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.6470588235294118,0.7380952380952381,0.2413793103448276,0.09090909090909091,,0.4,,0.875,0.4,0.75,0.6666666666666666,,1.0,1.0,,0.27586206896551724,0.375,0.5,0.3333333333333333,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.13793103448275862,0.25,0.25,1.0,,,,,0.47058823529411764,0.17647058823529413,0.3333333333333333,0.17647058823529413,0.3333333333333333,0.25,0.5893911764705883,0.7209302325581395,24.614285714285717,0.6875,8.0,6.0,,0.25,0.4,0.5,6.0,1.0,8.0,9.0,4.0,1.0,,2.0,3.0,,3.0,0.7272727272727273,1.0,1.0,1.0,0.75,,1.0,,,1.0,,1.0,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
