EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGA,Travels,SecondChanceArc3Frequency,PenaltyCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,Arc3PctBlocked,OffensiveGoaltends,LongMidRangePctBlocked,3SecondViolations,team_id,year,season,team_vs
1626149-1626162-1626179-1628970-1628998,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin","Harrell, Oubre Jr., Rozier, Bridges, Martin",1626149-1626162-1626179-1628970-1628998,CHA,3893.0,19,65.0,-6.0,122.0,126.0,16.0,23.0,15.0,248.0,27.0,41.0,8.0,10.0,4.0,7.0,10.0,20.0,2.0,9.0,7.0,18.0,3.0,3.0,1.0,12.0,27.0,2.0,5.0,39.0,70.0,19.0,45.0,18.0,153.0,159.0,8.0,11.0,3.0,3.0,2.0,27.0,4.0,10.0,2.0,6.0,3.0,17.0,40.0,38.0,54.0,3.0,14.0,27.0,12.0,7.0,20.0,18.0,38.0,11.0,7.0,11.0,8.0,1.0,94.0,2.0,15.0,21.0,25.0,4.0,50.0,17.0,67.0,1.0,6.0,4.0,2.0,5.0,5.0,1.0,10.0,2.0,4.0,15.0,1.0,1.0,12.0,22.0,1.0,25.0,2.0,24.0,3.0,1.0,12.0,1.0,7.0,4.0,3.0,7.0,4.0,126.0,17.0,16.0,2.0,1.0,0.5128205128205128,0.625,0.9473684210526315,0.4222222222222222,1.0,0.3333333333333333,0.4222222222222222,0.5571428571428572,0.7272727272727273,0.4,0.5869565217391305,0.8928571428571429,0.4375,0.608,0.84375,0.4722222222222222,0.391304347826087,0.1,0.0975609756097561,0.15,0.3333333333333333,1.0,0.7352941176470589,0.4838709677419355,0.7777777777777778,0.07692307692307693,0.7540983606557377,0.2982456140350877,0.5714285714285714,0.6,0.14285714285714285,0.06666666666666667,0.09090909090909091,0.7333333333333333,0.75,0.7142857142857143,0.8095238095238095,0.6666666666666666,0.02,91.73388132545594,0.5714285714285714,15.557377049180328,15.833333333333334,15.147540983606557,15.325396825396826,0.3565217391304348,0.6585365853658537,0.7297297297297297,0.4074074074074074,0.17391304347826086,0.5,0.5882352941176471,0.8,0.0782608695652174,0.2222222222222222,0.2222222222222222,0.5,0.1565217391304348,0.3888888888888889,0.3888888888888889,1.0,0.23478260869565218,0.4444444444444444,0.4444444444444444,0.9166666666666666,0.7142857142857143,0.8,0.21428571428571427,1.0,1.0,0.4375,0.5714285714285714,0.0625,0.3125,0.4,0.7478260869565218,0.4444444444444444,0.5461665217391305,0.59345,0.52095,0.0967741935483871,0.1518987341772152,0.17647058823529413,0.1111111111111111,5.925714285714286,25.015555555555558,0.13114754098360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628970-1629023,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington","Harrell, Oubre Jr., Rozier, Bridges, Washington",1626149-1626162-1626179-1628970-1629023,CHA,959.0,4,16.0,4.0,33.0,30.0,13.0,13.0,5.0,63.0,8.0,11.0,2.0,3.0,3.0,6.0,2.0,5.0,,,1.0,5.0,,,1.0,2.0,10.0,1.0,4.0,10.0,16.0,3.0,15.0,6.0,35.0,31.0,2.0,4.0,,,,4.0,4.0,8.0,1.0,5.0,2.0,13.0,10.0,10.0,9.0,,2.0,10.0,2.0,,5.0,3.0,8.0,2.0,1.0,4.0,1.0,,19.0,4.0,1.0,3.0,7.0,1.0,11.0,5.0,16.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,,1.0,5.0,1.0,1.0,4.0,10.0,,7.0,1.0,7.0,2.0,1.0,4.0,,2.0,,2.0,2.0,2.0,31.0,13.0,13.0,,,0.5,0.5555555555555556,1.0,0.2,,0.2,0.2,0.625,0.5,0.5,0.46774193548387094,0.5,0.4230769230769231,0.5151515151515151,0.5,0.4642857142857143,0.4838709677419355,,,,0.8,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,0.2777777777777778,0.3333333333333333,,,0.25,0.5,1.0,1.0,1.0,1.0,1.0,0.0625,94.59854014598541,1.0,14.242424242424242,16.3,13.424242424242424,15.966666666666667,0.3548387096774194,0.7272727272727273,0.7272727272727273,0.5,0.16129032258064516,0.4,0.4,0.5,,,,,0.16129032258064516,0.2,0.3333333333333333,1.0,0.3225806451612903,0.2,0.2,1.0,0.75,0.6666666666666666,,,,0.46153846153846156,0.5,0.07692307692307693,0.3076923076923077,0.25,0.8387096774193549,0.2,0.5790564516129032,0.6206,0.5799153846153846,0.12121212121212122,0.2222222222222222,0.11428571428571428,0.37142857142857144,2.7375,25.4,0.3939393939393939,2.0,0.13333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628970-1630163,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, LaMelo Ball","Harrell, Oubre Jr., Rozier, Bridges, Ball",1626149-1626162-1626179-1628970-1630163,CHA,141.0,2,2.0,-1.0,7.0,8.0,4.0,6.0,1.0,15.0,2.0,3.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,10.0,11.0,,1.0,,,,,1.0,2.0,1.0,2.0,,5.0,4.0,2.0,3.0,,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,5.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,10.0,5.0,4.0,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,0.5,0.6,,0.5,0.6428571428571429,,0.625,0.7142857142857143,,0.625,0.2857142857142857,0.2,,1.0,,1.0,,,,1.0,,0.3333333333333333,,,,1.0,,,,,,,,153.1914893617021,,10.857142857142858,8.125,10.428571428571429,8.125,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,,,,,0.2857142857142857,0.5,0.5,1.0,1.0,,,,,0.5,0.5,,0.5,0.5,0.7142857142857143,0.5,0.5484071428571429,,0.5510125,0.14285714285714285,0.2,,0.5,4.82,24.95,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628970-1630539,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Kai Jones","Harrell, Oubre Jr., Rozier, Bridges, Jones",1626149-1626162-1626179-1628970-1630539,CHA,192.0,1,3.0,1.0,6.0,6.0,5.0,,,12.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,6.0,5.0,,,,,,,1.0,1.0,1.0,4.0,,5.0,2.0,,3.0,,,4.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,1.0,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,6.0,5.0,5.0,,,1.0,1.0,1.0,0.25,,0.25,0.25,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.8,,,,,1.0,0.5,,0.5,,0.5,,,,,,,0.5,,,1.0,,,90.0,,15.666666666666666,16.333333333333332,15.666666666666666,16.166666666666668,0.2,1.0,1.0,1.0,,,,,,,,,,,,,0.8,0.25,0.25,1.0,,,,,,0.2,1.0,,0.8,0.25,1.0,0.25,0.55385,,0.55385,0.16666666666666666,0.5,,0.8333333333333334,1.0,26.1,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628970-1630547,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, James Bouknight","Harrell, Oubre Jr., Rozier, Bridges, Bouknight",1626149-1626162-1626179-1628970-1630547,CHA,257.0,1,4.0,2.0,9.0,9.0,,,3.0,18.0,1.0,3.0,,1.0,,,2.0,3.0,,,,1.0,,,,1.0,3.0,,,3.0,6.0,1.0,4.0,2.0,11.0,9.0,1.0,2.0,,,1.0,3.0,,,,,,,2.0,4.0,,3.0,2.0,3.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,,4.0,,,2.0,,,,,,,8.0,,,,,0.3333333333333333,0.5,,0.25,,,0.25,0.5,0.5,,0.45,0.5,,0.4583333333333333,0.5,,0.4,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.6,0.5,0.5,1.0,,,1.0,1.0,,1.0,0.5,,0.16666666666666666,100.85603112840467,,17.11111111111111,11.444444444444445,16.77777777777778,10.777777777777779,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3,0.6666666666666666,0.6666666666666666,,,,,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,,0.5,,,,,,,,,,0.7,0.3333333333333333,0.495655,0.4498,,0.16666666666666666,0.25,0.2727272727272727,,4.8500000000000005,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628970-1630550,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, JT Thor","Harrell, Oubre Jr., Rozier, Bridges, Thor",1626149-1626162-1626179-1628970-1630550,CHA,839.0,4,14.0,2.0,27.0,31.0,11.0,,3.0,58.0,6.0,9.0,1.0,1.0,3.0,5.0,1.0,4.0,,,2.0,3.0,,,1.0,3.0,6.0,,2.0,7.0,13.0,5.0,9.0,8.0,37.0,35.0,1.0,1.0,,1.0,,2.0,4.0,6.0,,3.0,4.0,12.0,8.0,6.0,12.0,3.0,2.0,6.0,3.0,1.0,4.0,4.0,8.0,3.0,1.0,4.0,,,20.0,,3.0,9.0,4.0,1.0,14.0,3.0,17.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,,3.0,1.0,1.0,2.0,3.0,,6.0,,10.0,,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,35.0,12.0,11.0,,1.0,0.5714285714285714,0.6666666666666666,0.8,0.5555555555555556,,,0.5555555555555556,0.5384615384615384,1.0,0.6666666666666666,0.6590909090909091,0.5,0.4444444444444444,0.6851851851851852,0.5,0.5,0.4090909090909091,0.07692307692307693,0.1111111111111111,,0.6666666666666666,1.0,0.5714285714285714,0.5,0.9,,0.7647058823529411,0.3,0.6666666666666666,0.3333333333333333,,,,0.6,0.5,,0.8333333333333334,1.0,0.1111111111111111,99.54707985697259,0.5,14.74074074074074,14.225806451612904,13.925925925925926,13.516129032258064,0.4090909090909091,0.6666666666666666,0.75,0.6666666666666666,0.18181818181818182,0.25,0.25,,,,,,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.5,0.5,1.0,0.5,1.0,,,,0.5555555555555556,0.6,0.1111111111111111,0.2222222222222222,,0.8181818181818182,0.5,0.5733659090909091,0.596525,0.5934444444444444,0.15384615384615385,0.23529411764705882,0.05405405405405406,0.32432432432432434,3.646153846153846,25.37777777777778,0.4074074074074074,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628970-203486,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Mason Plumlee","Harrell, Oubre Jr., Rozier, Bridges, Plumlee",1626149-1626162-1626179-1628970-203486,CHA,286.0,1,5.0,2.0,10.0,10.0,1.0,,1.0,20.0,3.0,5.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,4.0,6.0,,2.0,2.0,10.0,8.0,1.0,1.0,,,,2.0,,,,1.0,,,6.0,2.0,,,2.0,1.0,,1.0,3.0,,3.0,,,2.0,,1.0,6.0,,1.0,3.0,1.0,,4.0,1.0,5.0,,2.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,,,,,,2.0,,2.0,,,1.0,,,,,,,8.0,,1.0,,,0.75,1.0,,,,,,0.6666666666666666,1.0,,0.5,1.0,,0.5555555555555556,1.0,,0.25,0.16666666666666666,0.2,,1.0,,1.0,0.5,1.0,,1.0,0.25,0.5,,,,,,1.0,,1.0,1.0,,100.69930069930071,,15.9,12.7,15.8,12.7,0.625,0.6,0.75,0.6666666666666666,,,,,0.125,1.0,1.0,1.0,0.125,,,,0.125,,,,1.0,1.0,,,,,,1.0,,,0.875,,0.5916,0.6042,0.61845,0.1111111111111111,0.14285714285714285,0.2,,3.9,23.75,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628998-1629023,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, P.J. Washington","Harrell, Oubre Jr., Rozier, Martin, Washington",1626149-1626162-1626179-1628998-1629023,CHA,1567.0,11,26.0,-9.0,53.0,54.0,29.0,16.0,8.0,107.0,12.0,19.0,4.0,5.0,6.0,9.0,2.0,10.0,1.0,4.0,4.0,7.0,,,3.0,2.0,15.0,2.0,11.0,15.0,33.0,6.0,22.0,11.0,59.0,68.0,5.0,6.0,,,2.0,12.0,9.0,15.0,4.0,14.0,5.0,35.0,14.0,16.0,15.0,3.0,6.0,14.0,2.0,5.0,7.0,5.0,12.0,1.0,4.0,5.0,1.0,1.0,29.0,4.0,6.0,11.0,4.0,1.0,16.0,10.0,26.0,,4.0,1.0,3.0,2.0,1.0,1.0,2.0,,1.0,4.0,1.0,4.0,3.0,8.0,,12.0,4.0,16.0,1.0,1.0,4.0,1.0,,,,1.0,1.0,47.0,35.0,29.0,3.0,1.0,0.4666666666666667,0.5833333333333334,0.8333333333333334,0.2727272727272727,,0.2857142857142857,0.2857142857142857,0.45454545454545453,0.8333333333333334,0.6,0.43636363636363634,0.8333333333333334,0.5172413793103449,0.47540983606557374,0.8571428571428571,0.546875,0.4,0.15151515151515152,0.21052631578947367,0.1,0.5,1.0,0.5714285714285714,0.3333333333333333,0.9166666666666666,0.26666666666666666,0.7894736842105263,0.30303030303030304,0.42857142857142855,0.375,,0.3333333333333333,,0.3333333333333333,1.0,0.6666666666666666,0.8888888888888888,1.0,,98.32801531589024,1.0,17.28301886792453,12.055555555555555,16.849056603773583,11.777777777777779,0.34545454545454546,0.631578947368421,0.8,0.4166666666666667,0.18181818181818182,0.2,0.2222222222222222,0.5,0.07272727272727272,0.25,0.25,1.0,0.12727272727272726,0.5714285714285714,0.5714285714285714,1.0,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.5,0.8333333333333334,0.8,,,,0.3103448275862069,0.6666666666666666,0.10344827586206896,0.3793103448275862,0.18181818181818182,0.7454545454545455,0.14285714285714285,0.5453166666666667,0.604575,0.5420678571428571,0.1,0.1111111111111111,0.2033898305084746,0.5932203389830508,5.266666666666667,26.19090909090909,0.5471698113207547,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.08333333333333333,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628998-1629667,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, Jalen McDaniels","Harrell, Oubre Jr., Rozier, Martin, McDaniels",1626149-1626162-1626179-1628998-1629667,CHA,614.0,3,10.0,-7.0,20.0,19.0,2.0,7.0,3.0,39.0,4.0,8.0,2.0,2.0,,,1.0,6.0,1.0,1.0,,,,,,,3.0,,1.0,6.0,15.0,,3.0,2.0,14.0,21.0,2.0,2.0,,,1.0,5.0,,1.0,,1.0,,,8.0,4.0,,,2.0,3.0,,1.0,4.0,,4.0,,,3.0,,1.0,8.0,,3.0,4.0,3.0,,7.0,3.0,10.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,,3.0,,,3.0,6.0,,4.0,,6.0,1.0,,2.0,,1.0,,1.0,1.0,,9.0,,2.0,,,0.6666666666666666,0.8,,,,,,0.4,1.0,,0.3333333333333333,1.0,,0.35,0.8333333333333334,,0.16666666666666666,0.06666666666666667,0.125,,0.3333333333333333,,0.6,0.3333333333333333,0.8,,0.7,0.25,0.5,0.2,,,,,0.5,1.0,0.8,,0.09090909090909091,91.46579804560261,,16.95,14.473684210526315,15.7,13.894736842105264,0.4444444444444444,0.5,0.5714285714285714,0.75,0.3333333333333333,0.16666666666666666,0.16666666666666666,,0.05555555555555555,1.0,1.0,1.0,,,,,0.16666666666666666,,,,1.0,1.0,,,,,,,0.5,,0.6111111111111112,,0.49846388888888893,0.6431,0.471675,0.15,0.125,0.35714285714285715,,5.1066666666666665,25.133333333333336,0.1,,,,,,,,,,,1.0,,,,0.25,1.0,0.5,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,False
1626149-1626162-1626179-1628998-1630550,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, JT Thor","Harrell, Oubre Jr., Rozier, Martin, Thor",1626149-1626162-1626179-1628998-1630550,CHA,144.0,2,2.0,6.0,4.0,4.0,1.0,,2.0,8.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,2.0,,,2.0,3.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,,5.0,1.0,2.0,,,1.0,3.0,4.0,,3.0,,,2.0,1.0,,2.0,1.0,3.0,1.0,,2.0,,,7.0,1.0,1.0,,2.0,,2.0,2.0,4.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,,3.0,1.0,2.0,,,1.0,,,,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,0.5,1.0,,0.5,0.6666666666666666,1.0,0.5,0.7,1.25,0.5,0.6666666666666666,1.25,0.5,0.4,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,80.0,,19.0,17.0,17.75,17.0,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,0.4,0.5,0.5,1.0,0.5,1.0,,,,1.0,0.5,,,,1.0,0.5,0.5357000000000001,0.6855,0.55935,0.16666666666666666,0.25,0.625,0.375,2.3000000000000003,25.95,0.25,,,,1.0,,0.5,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1610612766,2022,2021-22,False
