EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,Travels,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsUnassisted2s,AtRimAssists,FTOffRebounds,LostBallSteals,LostBallTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Offensive Fouls Drawn,AtRimPctBlocked,StepOutOfBoundsTurnovers,DefLongMidRangeReboundPct,PenaltyDefPoss,FTDefRebounds,DefFTReboundPct,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,SelfOReb,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG2M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,Blocked3s,BlockedArc3,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyTurnovers,LostBallOutOfBoundsTurnovers,LongMidRangeAssists,LongMidRangePctAssisted,OffensiveGoaltends,Defensive 3 Seconds Violations,3SecondViolations,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Clear Path Fouls,Technical Free Throw Trips,HeaveMakes,3pt And 1 Free Throw Trips,DefensiveGoaltends,team_id,year,season,team_vs
1626145-1628415-1628991-1629001-1629634,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Brandon Clarke","Jones, Brooks, Jackson Jr., Melton, Clarke",1626145-1628415-1628991-1629001-1629634,MEM,121.0,2,2.0,-1.0,5.0,5.0,1.0,10.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.2,0.2,0.2,0.25,0.25,0.3333333333333333,1.0,1.0,0.25,0.3333333333333333,1.0,119.00826446280992,10.8,13.4,10.8,13.4,0.8,0.25,0.3333333333333333,1.0,0.2,0.2,0.43491,7.375,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-1630214,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Xavier Tillman","Jones, Brooks, Jackson Jr., Melton, Tillman",1626145-1628415-1628991-1629001-1630214,MEM,163.0,1,3.0,4.0,6.0,5.0,1.0,11.0,,2.0,2.0,,3.0,2.0,4.0,,,2.0,1.0,,1.0,,3.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,,3.0,3.0,1.0,1.0,,3.0,,,,0.3,0.3333333333333333,0.4,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,97.17791411042944,13.833333333333334,16.0,12.166666666666666,16.0,0.4,,,,0.4,0.4,0.48913,10.299999999999999,26.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.4578,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Desmond Bane","Jones, Brooks, Jackson Jr., Melton, Bane",1626145-1628415-1628991-1629001-1630217,MEM,74.0,1,1.0,-3.0,3.0,3.0,1.0,6.0,,1.0,2.0,,1.0,2.0,,3.0,,2.0,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,0.6666666666666666,1.0,1.0,,1.0,1.0,0.3333333333333333,,,116.75675675675676,15.333333333333334,9.333333333333334,12.333333333333334,9.333333333333334,0.3333333333333333,,,,0.6666666666666666,0.6666666666666666,0.5071833333333333,4.7,24.85,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-203500,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Steven Adams","Jones, Brooks, Jackson Jr., Melton, Adams",1626145-1628415-1628991-1629001-203500,MEM,409.0,2,7.0,5.0,15.0,15.0,2.0,30.0,2.0,2.0,6.0,6.0,7.0,8.0,15.0,10.0,10.0,6.0,,5.0,6.0,1.0,13.0,,6.0,7.0,2.0,9.0,2.0,1.0,,,2.0,,2.0,,13.0,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.5,0.5,0.5333333333333333,,,,1.0,0.7,0.125,,1.0,105.62347188264059,12.333333333333334,14.933333333333334,11.866666666666667,14.2,0.13333333333333333,1.0,1.0,0.5,0.4,0.8,0.5997699999999999,5.5,25.3625,1.0,1.0,1.0,,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,0.125,0.125,0.5,0.25,,,0.06666666666666667,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.7815,0.13333333333333333,1.0,2.0,1.0,1.0,0.14285714285714285,,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.26666666666666666,1.0,1.0,1.0,0.13333333333333333,0.5,1.0,1.0,0.5,0.06666666666666667,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629630-1629634,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Ja Morant, Brandon Clarke","Jones, Brooks, Jackson Jr., Morant, Clarke",1626145-1628415-1628991-1629630-1629634,MEM,118.0,1,2.0,-5.0,3.0,4.0,,7.0,,1.0,,,2.0,,,5.0,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,0.5,,,0.5,0.5,,,0.5,85.42372881355932,21.333333333333332,13.5,21.333333333333332,13.25,0.5,,,,,0.5,0.5254,5.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629630-1630214,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Ja Morant, Xavier Tillman","Jones, Brooks, Jackson Jr., Morant, Tillman",1626145-1628415-1628991-1629630-1630214,MEM,219.0,2,4.0,-12.0,6.0,8.0,,14.0,,3.0,,1.0,4.0,1.0,2.0,14.0,2.0,,,1.0,1.0,,2.0,,1.0,2.0,,2.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,0.25,0.2,0.2,0.2,,,,1.0,1.0,,,,92.05479452054794,20.333333333333332,12.125,20.333333333333332,12.125,0.6,,,,,0.4,0.51601,6.575,23.5,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,0.2,1.0,1.0,1.0,0.2,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629630-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Ja Morant, Desmond Bane","Jones, Brooks, Jackson Jr., Morant, Bane",1626145-1628415-1628991-1629630-1630217,MEM,193.0,1,3.0,4.0,6.0,6.0,,12.0,1.0,1.0,,3.0,3.0,,7.0,3.0,6.0,,,3.0,3.0,1.0,6.0,,1.0,2.0,,2.0,1.0,,,,2.0,,3.0,,7.0,1.0,1.0,1.0,1.0,0.875,,,,,1.0,0.5,,,1.0,89.53367875647668,15.666666666666666,16.5,15.666666666666666,16.166666666666668,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,0.4714,5.7,,,,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,2.0,2.0,,,,,,,,2.0,,1.0,,2.0,,1.0,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,0.25,0.25,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629634-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke, Desmond Bane","Jones, Brooks, Jackson Jr., Clarke, Bane",1626145-1628415-1628991-1629634-1630217,MEM,433.0,2,7.0,-4.0,15.0,17.0,2.0,32.0,1.0,8.0,5.0,2.0,11.0,5.0,6.0,10.0,2.0,4.0,,1.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,0.5,1.0,0.18181818181818182,0.125,0.17647058823529413,0.3125,,,0.2222222222222222,0.6,0.6666666666666666,0.15384615384615385,0.2857142857142857,0.5,106.4203233256351,12.8,14.176470588235293,12.333333333333334,13.058823529411764,0.5,0.125,0.125,1.0,0.3125,0.4375,0.45596000000000003,8.1,32.04,1.0,,,2.0,1.0,2.0,4.0,,,,,3.0,,,3.0,,3.0,,,,,0.6666666666666666,0.75,,,0.0625,,,,,0.5249,0.6666666666666666,,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,0.6666666666666666,0.125,0.5,0.5,,,0.5,1.0,,0.5,0.11764705882352941,0.16666666666666666,,,,1.0,5.0,,,7.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,0.125,0.2,0.2,0.07692307692307693,1.0,0.42857142857142855,0.44886428571428566,0.3333333333333333,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629634-1630533,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke, Ziaire Williams","Jones, Brooks, Jackson Jr., Clarke, Williams",1626145-1628415-1628991-1629634-1630533,MEM,77.0,1,1.0,2.0,2.0,2.0,1.0,4.0,,,2.0,1.0,1.0,2.0,5.0,3.0,,2.0,,,1.0,,3.0,,,,1.0,1.0,1.0,,,,,,,,2.0,,,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,,,,,,1.0,,,74.8051948051948,22.0,16.5,18.0,16.5,,,,,0.6666666666666666,1.0,0.5059166666666667,3.4,28.45,,1.0,1.0,,,,3.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,0.5,0.5,1.5,,,,,0.5,0.5,1.0,0.5,,0.6,1.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,1.5,,,,0.3333333333333333,1.0,1.0,,,,,,1.0,,,,,,,,,,2.0,2.0,1.0,2.0,,5.0,,,,,,5.0,2.0,0.8333333333333334,,,,,0.6666666666666666,0.5059166666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1630217-1630533,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Desmond Bane, Ziaire Williams","Jones, Brooks, Jackson Jr., Bane, Williams",1626145-1628415-1628991-1630217-1630533,MEM,30.0,1,,-4.0,2.0,2.0,,4.0,,1.0,1.0,,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,0.5,,,,,,,,,192.0,15.0,,15.0,,0.5,,,,0.5,0.5,0.37605,8.3,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,0.5,0.37605,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
