EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,Travels,Turnovers,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyDefPoss,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Charge Fouls Drawn,LiveBallTurnoverPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,Corner3Assists,Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctBlocked,FTDefRebounds,DefFTReboundPct,LongMidRangeFGA,PenaltyFtPoints,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffArc3ReboundPct,BadPassSteals,BlockedShortMidRange,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Charge Fouls,PtsPutbacks,SecondChanceCorner3FGA,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffFTReboundPct,SelfORebPct,SecondChanceCorner3Frequency,Clear Path Fouls,Arc3PctBlocked,LongMidRangePctBlocked,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1626156-1626157-1627736-1627752-1629020,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jarred Vanderbilt","Russell, Towns, Beasley, Prince, Vanderbilt",1626156-1626157-1627736-1627752-1629020,MIN,53.0,1,1.0,4.0,2.0,3.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,135.8490566037736,5.0,14.333333333333334,5.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8395,0.8395,1.0,0.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1629162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jordan McLaughlin","Russell, Towns, Beasley, Prince, McLaughlin",1626156-1626157-1627736-1627752-1629162,MIN,178.0,1,3.0,9.0,6.0,5.0,,11,2.0,2.0,,,3.0,5.0,11.0,,,,,2.0,3.0,6.0,3.0,1.0,4.0,,,0.6,,0.6428571428571429,,0.6875,,1.0,1.0,1.0,88.98876404494382,15.166666666666666,17.4,12.0,17.4,0.2857142857142857,1.0,1.0,,,0.5714285714285714,0.5635357142857143,,,6.6,,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,6.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.1666666666666667,1.1666666666666667,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.582275,0.125,0.16666666666666666,0.6363636363636364,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Anthony Edwards","Russell, Towns, Beasley, Prince, Edwards",1626156-1626157-1627736-1627752-1630162,MIN,23.0,1,,2.0,2.0,2.0,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,250.43478260869563,5.5,6.0,5.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8184,0.8184,1.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1627752-1630183,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jaden McDaniels","Russell, Towns, Beasley, Prince, McDaniels",1626156-1626157-1627736-1627752-1630183,MIN,63.0,1,1.0,,2.0,2.0,,4,,,,,1.0,2.0,2.0,,,,,,,,,,2.0,,,0.5,,0.5,,0.5,,,,,91.42857142857143,16.0,15.5,16.0,15.5,,,,,,,0.4445,,,11.05,,,,,1.0,2.0,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1629020-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Anthony Edwards","Russell, Towns, Beasley, Vanderbilt, Edwards",1626156-1626157-1627736-1629020-1630162,MIN,325.0,2,5.0,8.0,11.0,9.0,6.0,20,3.0,5.0,2.0,3.0,3.0,6.0,18.0,2.0,3.0,13.0,2.0,1.0,5.0,6.0,2.0,,17.0,13.0,6.0,0.5,0.6666666666666666,0.8333333333333334,1.0833333333333333,0.8181818181818182,1.0833333333333333,0.5,0.8333333333333334,,88.61538461538461,12.636363636363637,20.666666666666668,12.636363636363637,20.555555555555557,0.5555555555555556,0.6,0.75,0.5,0.6666666666666666,0.8888888888888888,0.5512777777777778,0.53955,0.7222222222222222,3.6333333333333333,0.5454545454545454,1.0,,,,1.0,2.0,1.0,1.0,,,3.0,3.0,3.0,10.0,,,,,1.0,4.0,9.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,,13.0,,1.0,4.0,1.0,,,,4.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,,,1.0,0.6666666666666666,0.1111111111111111,,,,0.2222222222222222,0.1111111111111111,1.0,1.0,1.0,,,,,,,1.0,,0.18181818181818182,0.25,0.05555555555555555,23.766666666666666,4.0,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1629020-1630183,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Jaden McDaniels","Russell, Towns, Beasley, Vanderbilt, McDaniels",1626156-1626157-1627736-1629020-1630183,MIN,226.0,1,4.0,-11.0,8.0,9.0,8.0,17,,1.0,,1.0,,3.0,3.0,,3.0,3.0,,,1.0,3.0,,,3.0,3.0,8.0,,,0.1875,0.1875,0.1875,0.1875,,0.3333333333333333,,108.31858407079646,15.875,11.0,15.125,10.333333333333334,0.125,,,0.125,,0.75,0.5627125,0.5627125,1.0,4.366666666666666,1.0,2.0,,,,2.0,1.0,1.0,4.0,,,1.0,5.0,,14.0,,1.0,,,,,3.0,4.0,1.0,,1.0,1.0,1.0,,,3.0,,2.0,1.0,2.0,,,2.0,,,,,1.0,0.2,,0.2,,,,0.625,0.6666666666666666,0.5,,0.2857142857142857,0.5,,,1.0,,0.25,,,,0.125,0.5,0.25,0.25,1.0,,,,,,,0.25,0.4386,,,,24.580000000000002,9.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,1.0,4.0,,1.0,5.0,1.0,,2.0,1.0,0.2,0.3333333333333333,,1.0,,,,,,0.125,,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1629020-201976,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Patrick Beverley","Russell, Towns, Beasley, Vanderbilt, Beverley",1626156-1626157-1627736-1629020-201976,MIN,105.0,1,2.0,-1.0,5.0,5.0,,10,1.0,1.0,,,1.0,1.0,5.0,,,,,1.0,3.0,3.0,,,5.0,,,1.0,,0.8333333333333334,,0.8333333333333334,,1.0,1.0,1.0,137.14285714285714,10.8,10.2,10.8,10.2,0.3333333333333333,1.0,1.0,,,1.0,0.6398833333333334,,,0.6,,,,,,,,1.0,2.0,,,1.0,2.0,,6.0,,,,,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,1.0,,2.0,,,1.0,1.0,1.0,0.5,,0.5,,,,0.6666666666666666,,,,,,,,,1.0,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,0.5,,,,,25.4,5.0,,,1.0,,,,0.5,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1630162-1630183,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Anthony Edwards, Jaden McDaniels","Russell, Towns, Beasley, Edwards, McDaniels",1626156-1626157-1627736-1630162-1630183,MIN,817.0,4,14.0,-6.0,31.0,28.0,16.0,59,3.0,5.0,2.0,3.0,4.0,13.0,26.0,2.0,6.0,18.0,6.0,3.0,12.0,15.0,11.0,,26.0,18.0,16.0,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.4482758620689655,0.5625,1.0,0.9230769230769231,1.0,103.99020807833537,13.870967741935484,13.821428571428571,13.451612903225806,13.785714285714286,0.23809523809523808,0.6,0.75,0.2727272727272727,0.6666666666666666,0.6190476190476191,0.5311071428571429,0.5620954545454545,0.6923076923076923,7.176923076923076,0.5161290322580645,3.0,,,1.0,6.0,3.0,2.0,5.0,,2.0,2.0,8.0,12.0,32.0,,,,2.0,,2.0,6.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,,8.0,1.0,2.0,9.0,3.0,2.0,,6.0,15.0,4.0,0.25,0.25,1.0,0.25,,0.25,,,,0.38095238095238093,0.2222222222222222,0.9,0.16666666666666666,0.2,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.16666666666666666,,0.14285714285714285,0.23809523809523808,0.4,0.4,1.0,,,,1.0,,,0.4,0.608775,0.16,0.23529411764705882,,24.575,17.0,,,4.0,3.0,1.0,,0.6666666666666666,,,1.0,2.0,4.0,,2.0,5.0,1.0,,5.0,3.0,0.4,0.07692307692307693,0.2,0.5,,0.8333333333333334,,,,0.09090909090909091,,0.36363636363636365,0.5,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,2.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.125,0.3333333333333333,0.5,1.0,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1630162-201976,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Anthony Edwards, Patrick Beverley","Russell, Towns, Beasley, Edwards, Beverley",1626156-1626157-1627736-1630162-201976,MIN,310.0,2,5.0,5.0,12.0,12.0,3.0,24,3.0,6.0,1.0,1.0,4.0,8.0,12.0,1.0,1.0,2.0,4.0,3.0,7.0,9.0,3.0,1.0,9.0,2.0,3.0,0.5,1.0,0.5,1.0,0.5454545454545454,1.0,0.6,0.7777777777777778,0.5,111.48387096774194,12.75,13.083333333333334,12.166666666666666,11.583333333333334,0.5454545454545454,0.5,0.6,1.0,1.0,0.8181818181818182,0.6297909090909091,0.7288,0.16666666666666666,3.2625,0.25,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,7.0,1.0,1.0,,1.0,3.0,4.0,,2.0,1.0,2.0,,2.0,,2.0,,4.0,2.0,,4.0,2.0,1.0,,2.0,1.0,1.0,0.5,0.5,,0.3333333333333333,,0.3333333333333333,1.0,0.5,0.75,0.2727272727272727,,1.0,1.0,0.3333333333333333,,1.0,,,0.6666666666666666,0.18181818181818182,0.5,1.0,,0.09090909090909091,0.18181818181818182,0.5,0.5,,0.5,1.0,1.0,0.5,,,0.5,0.8475,0.09090909090909091,0.125,0.25,25.366666666666664,6.0,,,1.0,1.0,1.0,1.0,0.5,,,,,,1.0,,,2.0,,2.0,,,0.25,0.16666666666666666,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,2.0,0.5,,,,,,,,,1.0,,,,,,0.5,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
1626156-1626157-1627736-1630183-201976,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jaden McDaniels, Patrick Beverley","Russell, Towns, Beasley, McDaniels, Beverley",1626156-1626157-1627736-1630183-201976,MIN,71.0,1,1.0,-1.0,3.0,3.0,,6,,,,,,,3.0,,,,,,,,,,3.0,,,,,0.75,,0.75,,,,,121.69014084507042,15.0,8.666666666666666,15.0,8.666666666666666,,,,,,1.0,0.54105,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,,4.0,,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,,,,1.0,,,,,1.0,0.5,,0.5,,,,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,1.0,,,,,24.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2022,2021-22,True
