EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Steals,BadPassSteals,FG3APct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGA,SecondChanceArc3FGA,FG2A,SecondChanceFG3A,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceArc3Frequency,Avg2ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,FG2M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,NonHeaveArc3FGM,Arc3Assists,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,Fg2Pct,PenaltyFg2Pct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,DefensiveGoaltends,team_id,year,season,team_vs
101108-1626164-1626166-1628969-203109,1610612756,"Chris Paul, Devin Booker, Cameron Payne, Mikal Bridges, Jae Crowder","Paul, Booker, Payne, Bridges, Crowder",101108-1626164-1626166-1628969-203109,PHX,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,3.0,3.0,1.0,1.0,1.0,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628470-1628969-1629028,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Mikal Bridges, Deandre Ayton","Paul, Booker, Craig, Bridges, Ayton",101108-1626164-1628470-1628969-1629028,PHX,110.0,2,4.0,,7.0,,,2.0,2.0,,,,1.0,91.63636363636364,12.25,12.25,,,1.0,24.45,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,1.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,20.333333333333332,20.333333333333332,1.0,0.5,0.5,1.0,1.0,0.5,0.55395,0.55395,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628470-1628969-1629661,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Mikal Bridges, Cameron Johnson","Paul, Booker, Craig, Bridges, Johnson",101108-1626164-1628470-1628969-1629661,PHX,193.0,1,5.0,,11.0,1.0,,2.0,,1.0,1.0,1.0,0.5,82.07253886010362,15.6,11.8,0.25,,0.5,24.2,3.0,-2.0,6.0,,,1.0,,,,2.0,2.0,4.0,,,,,,,,,,2.0,2.0,4.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,,0.2,,0.6666666666666666,,0.6666666666666666,,,,19.166666666666668,16.666666666666668,0.25,,,,,,0.46695,,0.2,0.3333333333333333,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,1.0,0.25,0.25,0.25,1.0,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628470-1629028-203109,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Deandre Ayton, Jae Crowder","Paul, Booker, Craig, Ayton, Crowder",101108-1626164-1628470-1629028-203109,PHX,286.0,1,10.0,,20.0,2.0,,2.0,,2.0,1.0,,0.2857142857142857,100.69930069930071,9.5,9.5,0.2857142857142857,,0.42857142857142855,25.95,5.0,,10.0,3.0,,,,,1.0,1.0,8.0,8.0,,,4.0,3.0,1.0,1.0,,3.0,1.0,2.0,3.0,3.0,5.0,2.0,1.0,,,,,,8.0,4.0,3.0,,1.0,0.5,,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,,19.1,19.1,,,,,,,0.4265285714285714,0.4279,0.125,0.16666666666666666,0.5,0.3,,4.0,,,5.0,,,,,,1.0,,1.0,2.0,,,1.0,0.5,,,,,,1.0,,0.5714285714285714,,,7.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.4,1.0,1.0,0.14285714285714285,1.0,1.0,0.25,0.25,0.5,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628470-1629661-201580,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Cameron Johnson, JaVale McGee","Paul, Booker, Craig, Johnson, McGee",101108-1626164-1628470-1629661-201580,PHX,313.0,2,10.0,,19.0,3.0,,4.0,,3.0,1.0,1.0,0.4,87.41214057507987,15.9,15.9,0.3,,0.6,26.2,5.0,-4.0,9.0,,,1.0,,,2.0,,12.0,16.0,,,,6.0,2.0,5.0,,12.0,1.0,1.0,2.0,3.0,,,,,,,,,12.0,,,,1.0,0.5,,0.5,0.6,,0.6,,1.0,1.0,1.0,1.0,1.0,,17.11111111111111,16.88888888888889,0.1,,,,,,0.486225,,,,,,1.0,1.0,3.0,,6.0,,,1.0,1.0,1.0,,,,,,2.0,4.0,,0.3333333333333333,,0.2,1.0,,,0.2,0.1,0.3,,9.983333333333333,1.0,2.0,,,,2.0,3.0,,,,2.0,2.0,,,,,,0.5,,,0.2,0.5,0.5,,,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,1.0,2.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628969-1629028-1629661,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Deandre Ayton, Cameron Johnson","Paul, Booker, Bridges, Ayton, Johnson",101108-1626164-1628969-1629028-1629661,PHX,1422.0,6,45.0,5.0,88.0,11.0,10.0,16.0,12.0,11.0,2.0,1.0,0.42105263157894735,89.11392405063292,15.266666666666667,15.244444444444444,0.2894736842105263,0.37037037037037035,0.7105263157894737,25.225,24.0,-19.0,43.0,28.0,2.0,5.0,,2.0,6.0,8.0,44.0,63.0,4.0,6.0,26.0,12.0,4.0,7.0,2.0,18.0,5.0,6.0,11.0,20.0,8.0,13.0,4.0,3.0,,,,,36.0,26.0,28.0,2.0,0.6666666666666666,0.375,0.3333333333333333,0.375,0.47368421052631576,0.37037037037037035,0.5,0.41935483870967744,0.6666666666666666,1.0,0.7857142857142857,0.5,1.0,,17.093023255813954,16.186046511627907,0.13157894736842105,0.4,0.4,1.0,0.07407407407407407,,0.5096907894736842,0.5071018518518519,0.0975609756097561,0.16,0.5909090909090909,0.6511627906976745,8.0,11.0,,2.0,22.0,2.0,3.0,6.0,9.0,3.0,4.0,3.0,4.0,8.0,1.0,1.0,6.0,0.5,0.5,0.3,0.4090909090909091,0.75,0.3333333333333333,0.6666666666666666,0.15,0.2894736842105263,,0.2857142857142857,4.8136363636363635,7.0,11.0,4.0,8.0,2.0,4.0,9.0,4.0,15.0,12.0,4.0,2.0,1.0,1.0,4.0,,,0.4090909090909091,0.26666666666666666,0.75,0.2894736842105263,0.6363636363636364,0.7777777777777778,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.5,0.2962962962962963,0.5,0.36363636363636365,3.0,,5.0,6.0,3.0,2.0,,0.3333333333333333,0.375,0.2857142857142857,,,,0.42857142857142855,0.56405,2.0,1.0,4.0,2.0,1.0,1.0,8.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.4,0.5,0.5,0.09090909090909091,0.18181818181818182,0.2857142857142857,1.0,0.5,0.6666666666666666,0.5,1.0,0.4,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628969-1629028-1630688,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Deandre Ayton, Ish Wainright","Paul, Booker, Bridges, Ayton, Wainright",101108-1626164-1628969-1629028-1630688,PHX,27.0,1,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,160.0,9.0,9.0,1.0,1.0,1.0,25.0,,,2.0,2.0,,,,,,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,2.0,2.0,2.0,,,,,,,,0.5,0.5,,,,,,,9.0,6.0,,,,,,,0.54015,0.54015,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628969-1629028-203109,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Deandre Ayton, Jae Crowder","Paul, Booker, Bridges, Ayton, Crowder",101108-1626164-1628969-1629028-203109,PHX,10821.0,10,337.0,63.0,676.0,92.0,13.0,123.0,16.0,91.0,30.0,25.0,0.38317757009345793,89.95841419462157,15.652818991097924,15.1513353115727,0.2866043613707165,0.3611111111111111,0.6635514018691588,25.65609756097561,180.0,11.0,339.0,40.0,17.0,31.0,2.0,3.0,49.0,48.0,403.0,392.0,8.0,10.0,54.0,111.0,37.0,80.0,16.0,197.0,48.0,67.0,119.0,169.0,68.0,67.0,31.0,5.0,11.0,5.0,12.0,6.0,347.0,53.0,39.0,3.0,0.7551020408163265,0.3983739837398374,0.5,0.4016393442622951,0.5529595015576324,0.6111111111111112,0.5768115942028985,0.6136363636363636,0.6836734693877551,0.8275862068965517,0.7371794871794872,0.5909090909090909,0.851063829787234,0.5,16.359882005899706,15.687315634218288,0.09657320872274143,0.5483870967741935,0.5666666666666667,0.9411764705882353,0.08333333333333333,0.6666666666666666,0.53229125,0.5318742857142857,0.09117647058823529,0.14285714285714285,0.13399503722084366,0.11799410029498525,44.0,77.0,31.0,5.0,198.0,11.0,15.0,35.0,50.0,13.0,18.0,13.0,26.0,44.0,3.0,34.0,86.0,0.4090909090909091,0.3723404255319149,0.2054794520547945,0.2994011976047904,0.3469387755102041,0.21428571428571427,0.6491228070175439,0.08552631578947369,0.2398753894080997,0.09657320872274143,0.11627906976744186,7.096464646464646,62.0,90.0,7.0,8.0,28.0,32.0,104.0,10.0,20.0,122.0,32.0,21.0,5.0,5.0,4.0,9.0,6.0,0.5252525252525253,0.5,0.8947368421052632,0.2803738317757009,0.6888888888888889,0.7380952380952381,0.36363636363636365,0.4,0.34782608695652173,0.3516483516483517,0.65625,0.2222222222222222,0.875,0.3516483516483517,21.0,14.0,32.0,86.0,43.0,34.0,5.0,0.41346153846153844,0.4673913043478261,0.5483870967741935,0.45161290322580644,0.45161290322580644,0.35714285714285715,0.4883720930232558,0.5417347222222222,12.0,2.0,6.0,19.0,4.0,6.0,56.0,36.0,24.0,13.0,4.0,5.0,1.0,1.0,12.0,5.0,0.36363636363636365,0.59375,0.5813953488372093,0.5978260869565217,0.06565656565656566,0.06666666666666667,0.2033898305084746,0.7272727272727273,0.14285714285714285,0.5714285714285714,0.4,1.0,0.46153846153846156,0.13895781637717122,,,2.0,6.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,6.0,1.0,1.0,0.016260162601626018,0.09090909090909091,0.03225806451612903,0.010869565217391304,0.8,0.4642857142857143,0.29411764705882354,0.16666666666666666,0.13953488372093023,0.3333333333333333,1.0,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628969-1629661-202687,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Cameron Johnson, Bismack Biyombo","Paul, Booker, Bridges, Johnson, Biyombo",101108-1626164-1628969-1629661-202687,PHX,559.0,3,16.0,7.0,31.0,6.0,3.0,8.0,4.0,6.0,,,0.5,79.85688729874776,17.0625,17.0,0.375,0.42857142857142855,0.5625,26.1125,9.0,-1.0,15.0,7.0,1.0,2.0,,1.0,4.0,2.0,20.0,21.0,2.0,,8.0,6.0,2.0,3.0,1.0,8.0,1.0,3.0,4.0,9.0,3.0,2.0,1.0,,,,,,15.0,8.0,7.0,,0.5,0.5,0.5,0.5,0.5625,0.5714285714285714,0.5882352941176471,0.5714285714285714,0.75,1.0,0.8,,1.0,,19.066666666666666,18.6,0.125,0.5,0.5,1.0,0.14285714285714285,,0.466640625,0.49485,0.058823529411764705,0.1111111111111111,0.4,0.4666666666666667,3.0,6.0,1.0,1.0,8.0,1.0,1.0,4.0,5.0,1.0,,,3.0,3.0,,,1.0,,0.8,0.3333333333333333,0.625,1.0,,,0.14285714285714285,0.375,0.0625,0.3333333333333333,7.7625,,1.0,,1.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,,,1.0,,,0.375,0.3333333333333333,1.0,0.0625,,,0.3333333333333333,0.4,0.5,0.5,0.3333333333333333,0.14285714285714285,,0.5,1.0,1.0,2.0,2.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,0.3333333333333333,0.44805,,1.0,2.0,,1.0,2.0,5.0,6.0,,1.0,,,,1.0,,,1.0,,0.5,0.625,0.125,,0.5,,,,1.0,,0.6666666666666666,0.25,,,,,,,,1.0,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
101108-1626164-1628969-1629661-203109,1610612756,"Chris Paul, Devin Booker, Mikal Bridges, Cameron Johnson, Jae Crowder","Paul, Booker, Bridges, Johnson, Crowder",101108-1626164-1628969-1629661-203109,PHX,249.0,4,10.0,10.0,21.0,7.0,7.0,8.0,8.0,7.0,,,0.6666666666666666,121.44578313253011,11.8,10.8,0.5833333333333334,0.5833333333333334,0.75,26.6625,4.0,5.0,11.0,11.0,,1.0,,1.0,3.0,3.0,16.0,11.0,3.0,3.0,16.0,,,,,,3.0,,3.0,5.0,2.0,3.0,2.0,,,,,,16.0,16.0,11.0,,,0.375,0.375,0.375,0.5416666666666666,0.5416666666666666,0.6153846153846154,0.6153846153846154,,1.0,0.75,,1.0,,11.909090909090908,9.363636363636363,0.08333333333333333,,,,0.08333333333333333,,0.4129375,0.4129375,0.15384615384615385,0.4,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,,2.0,,,,,,,,5.0,,,0.5,0.3333333333333333,,,,,0.16666666666666666,0.08333333333333333,0.3333333333333333,9.375,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,,,,,,,0.5,0.5,,0.08333333333333333,1.0,1.0,0.5,0.5,0.42857142857142855,0.42857142857142855,,0.08333333333333333,1.0,0.42857142857142855,,,2.0,,,,,,,,,,,,0.370175,,,3.0,,,,,9.0,,,,,,,1.0,1.0,,,,,,,0.5,,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,True
