EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted3s,PtsPutbacks,Corner3Assists,SelfOReb,SecondChanceTurnovers,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg2Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeAssists,LongMidRangePctAssisted,HeaveAttempts,NonShootingPenaltyNonTakeFouls,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,3SecondViolations,team_id,year,season,team_vs
1626171-1626192-1628960-1628975-201572,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jevon Carter, Brook Lopez","Portis, Connaughton, Allen, Carter, Lopez",1626171-1626192-1628960-1628975-201572,MIL,85.0,1,1.0,-4.0,3.0,4.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,118.58823529411764,13.0,11.5,13.0,11.5,1.0,0.5,0.5,1.0,0.5,1.0,0.7193,0.7193,1.0,1.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-1628975-201950,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jevon Carter, Jrue Holiday","Portis, Connaughton, Allen, Carter, Holiday",1626171-1626192-1628960-1628975-201950,MIL,124.0,2,2.0,-2.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,2.0,3.0,5.0,4.0,,2.0,3.0,,,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5,0.5,1.0,,0.3333333333333333,,116.1290322580645,13.4,11.4,13.0,11.2,0.2,1.0,1.0,0.2,1.0,0.6,0.46327999999999997,0.46327999999999997,1.0,7.966666666666666,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.4,0.5,0.5,0.4,1.0,0.4,0.282,0.2,0.3333333333333333,28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-1628975-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jevon Carter, Giannis Antetokounmpo","Portis, Connaughton, Allen, Carter, Antetokounmpo",1626171-1626192-1628960-1628975-203507,MIL,776.0,4,13.0,20.0,27.0,25.0,2.0,52.0,5.0,5.0,,,8.0,11.0,35.0,15.0,,,6.0,8.0,6.0,12.0,14.0,3.0,2.0,3.0,2.0,4.0,,1.0,6.0,32.0,6.0,2.0,0.7272727272727273,,0.6739130434782609,1.5,0.7,1.5,0.75,0.75,0.8,0.8,96.49484536082474,13.814814814814815,16.12,13.518518518518519,15.84,0.21739130434782608,1.0,1.0,,,0.7391304347826086,0.5301326086956522,0.42795,0.17142857142857143,7.645454545454545,0.07407407407407407,6.0,2.0,1.0,3.0,11.0,1.0,2.0,12.0,4.0,2.0,2.0,,11.0,1.0,6.0,,2.0,4.0,4.0,,2.0,0.5217391304347826,,0.8571428571428571,0.3333333333333333,0.2,0.5,,0.13043478260869565,0.3333333333333333,0.5,0.4782608695652174,0.5,1.0,0.43875,0.08,0.15384615384615385,26.900000000000002,2.0,3.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,2.0,8.0,15.0,5.0,1.0,4.0,5.0,9.0,5.0,3.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.4166666666666667,0.5,1.0,0.4166666666666667,0.75,0.75,0.09090909090909091,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.8,1.0,0.6666666666666666,0.6,1.0,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.043478260869565216,0.45454545454545453,0.45454545454545453,1.0,0.5,1.0,1.0,1.0,0.45454545454545453,0.08571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201572-201950,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Brook Lopez, Jrue Holiday","Portis, Connaughton, Allen, Lopez, Holiday",1626171-1626192-1628960-201572-201950,MIL,1367.0,10,23.0,-15.0,44.0,41.0,15.0,85.0,10.0,16.0,2.0,5.0,17.0,40.0,43.0,58.0,5.0,14.0,16.0,22.0,8.0,15.0,24.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,10.0,35.0,16.0,15.0,0.425,0.35714285714285715,0.4,0.43333333333333335,0.4215686274509804,0.5,0.3333333333333333,0.8,0.7368421052631579,1.0,89.53913679590343,16.09090909090909,16.073170731707318,15.545454545454545,15.585365853658537,0.32,0.625,0.7692307692307693,0.3333333333333333,0.4,0.52,0.498155,0.46860666666666667,0.37209302325581395,7.659999999999999,0.3409090909090909,8.0,8.0,4.0,15.0,5.0,1.0,,10.0,3.0,3.0,1.0,3.0,5.0,8.0,6.0,1.0,9.0,4.0,4.0,1.0,2.0,0.2,1.0,0.6666666666666666,0.34782608695652173,0.3,0.5454545454545454,0.5,0.3,0.26666666666666666,0.2857142857142857,0.1,0.1111111111111111,,0.60468125,0.0392156862745098,0.04878048780487805,24.61,3.0,9.0,5.0,2.0,,,,2.0,,8.0,1.0,12.0,3.0,,5.0,6.0,1.0,7.0,,5.0,1.0,15.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,1.0,0.35294117647058826,0.42857142857142855,0.5,0.2,,1.0,0.2,0.4444444444444444,0.4444444444444444,0.125,0.06666666666666667,0.14285714285714285,,0.5,1.0,0.6,0.5,0.25,0.18,0.3333333333333333,0.375,0.1,,,,0.2222222222222222,,,,,0.18604651162790697,4.0,6.0,2.0,1.0,1.0,4.0,6.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.1875,0.1111111111111111,0.3333333333333333,0.5,0.04,0.4,0.4,0.5,0.6666666666666666,0.6666666666666666,0.25,0.06666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201572-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Brook Lopez, Giannis Antetokounmpo","Portis, Connaughton, Allen, Lopez, Antetokounmpo",1626171-1626192-1628960-201572-203507,MIL,31.0,1,1.0,-2.0,2.0,2.0,,4.0,,,,,,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,185.8064516129032,9.5,6.0,9.5,6.0,,,,,,0.5,0.4394,,,6.9,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,0.5,,,0.5,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201588-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, George Hill, Giannis Antetokounmpo","Portis, Connaughton, Allen, Hill, Antetokounmpo",1626171-1626192-1628960-201588-203507,MIL,656.0,4,11.0,-12.0,22.0,22.0,9.0,44.0,4.0,7.0,2.0,2.0,5.0,13.0,16.0,28.0,2.0,4.0,7.0,8.0,3.0,8.0,11.0,1.0,,1.0,,4.0,1.0,2.0,4.0,14.0,7.0,9.0,0.38461538461538464,0.5,0.34210526315789475,0.2857142857142857,0.38095238095238093,0.3888888888888889,0.25,0.75,0.875,0.75,96.58536585365853,15.0,14.818181818181818,14.954545454545455,14.818181818181818,0.3684210526315789,0.5714285714285714,0.6666666666666666,0.2857142857142857,1.0,0.6842105263157895,0.5089657894736842,0.4838642857142857,0.4375,4.823076923076924,0.4090909090909091,3.0,1.0,1.0,6.0,5.0,,3.0,6.0,3.0,,3.0,3.0,5.0,2.0,4.0,1.0,3.0,6.0,4.0,,1.0,0.3157894736842105,1.0,1.0,0.25,0.23076923076923078,0.2,1.0,0.3157894736842105,0.16666666666666666,0.2,0.2631578947368421,,0.42857142857142855,0.6149,0.05,0.07142857142857142,25.900000000000002,,,1.0,,1.0,,,1.0,,2.0,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,1.0,1.0,3.0,,1.0,2.0,,,,0.2,0.25,1.0,0.16666666666666666,,,0.16666666666666666,0.5,0.5,0.15384615384615385,0.16666666666666666,0.2,,1.0,1.0,,0.25,,,,,0.05263157894736842,0.2,0.2,1.0,,,,,0.2,0.125,1.0,2.0,,,,1.0,2.0,,2.0,,1.0,,,,0.5,0.14285714285714285,,0.3333333333333333,1.0,0.09090909090909091,,,,1.0,0.5,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201950-202083,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jrue Holiday, Wesley Matthews","Portis, Connaughton, Allen, Holiday, Matthews",1626171-1626192-1628960-201950-202083,MIL,62.0,2,1.0,-5.0,3.0,2.0,,5.0,,1.0,,,,1.0,,5.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,116.1290322580645,15.666666666666666,7.5,15.666666666666666,7.5,0.5,,,,,1.0,0.41295,,,3.8,,2.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201950-203114,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jrue Holiday, Khris Middleton","Portis, Connaughton, Allen, Holiday, Middleton",1626171-1626192-1628960-201950-203114,MIL,58.0,1,1.0,-5.0,2.0,3.0,,5.0,,,,,,,,5.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,124.13793103448276,14.0,10.0,14.0,10.0,,,,,,1.0,0.6012,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,23.6,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201950-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jrue Holiday, Giannis Antetokounmpo","Portis, Connaughton, Allen, Holiday, Antetokounmpo",1626171-1626192-1628960-201950-203507,MIL,1269.0,9,21.0,18.0,48.0,40.0,12.0,88.0,9.0,12.0,2.0,2.0,12.0,21.0,54.0,36.0,2.0,2.0,15.0,18.0,8.0,17.0,25.0,3.0,2.0,4.0,3.0,9.0,3.0,4.0,7.0,45.0,13.0,11.0,0.5714285714285714,1.0,0.5333333333333333,0.9285714285714286,0.574468085106383,0.9375,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.875,99.8581560283688,14.166666666666666,14.725,13.291666666666666,14.675,0.26666666666666666,0.75,0.8181818181818182,0.2857142857142857,1.0,0.8,0.5536788888888888,0.5766428571428571,0.2777777777777778,5.266666666666667,0.25,2.0,7.0,3.0,7.0,17.0,3.0,4.0,24.0,6.0,4.0,5.0,2.0,17.0,4.0,8.0,1.0,8.0,11.0,6.0,2.0,3.0,0.5333333333333333,1.0,0.8888888888888888,0.5,0.3333333333333333,1.0,0.75,0.15555555555555556,0.42857142857142855,0.5,0.37777777777777777,0.3333333333333333,0.5714285714285714,0.5311416666666667,0.06521739130434782,0.13636363636363635,25.825,,2.0,7.0,1.0,5.0,,2.0,8.0,1.0,9.0,3.0,6.0,24.0,5.0,2.0,3.0,8.0,11.0,5.0,3.0,,30.0,4.0,1.0,1.0,5.0,,,2.0,2.0,,3.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.25,0.6,0.3333333333333333,0.5,0.5,0.09523809523809523,0.14285714285714285,0.25,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,0.044444444444444446,,,0.15555555555555556,0.29411764705882354,0.29411764705882354,1.0,0.1111111111111111,,,0.5,0.29411764705882354,0.16666666666666666,2.0,2.0,3.0,1.0,1.0,3.0,5.0,,6.0,3.0,,1.0,,1.0,0.6,0.08333333333333333,,,0.5,,0.42857142857142855,0.42857142857142855,1.0,0.2222222222222222,1.0,,0.14285714285714285,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628975-201572-201950,1610612749,"Bobby Portis, Pat Connaughton, Jevon Carter, Brook Lopez, Jrue Holiday","Portis, Connaughton, Carter, Lopez, Holiday",1626171-1626192-1628975-201572-201950,MIL,103.0,1,2.0,1.0,4.0,4.0,,8.0,,,,,2.0,3.0,4.0,3.0,,,,2.0,1.0,2.0,2.0,,,,,1.0,,,1.0,4.0,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,1.0,1.0,1.0,111.84466019417476,14.0,11.75,14.0,11.75,,,,,,,0.36946666666666667,,,7.3999999999999995,,,,2.0,3.0,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,,,1.0,,,,0.5,0.5,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
