EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,FG2M,FG2A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,Steals,LostBallSteals,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceOffPoss,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffRebounds,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChancePointsPct,Corner3FGA,Corner3Frequency,Charge Fouls,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,BadPassSteals,Offensive Fouls,PenaltyFg3Pct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGA,OffTwoPtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,OffTwoPtReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SelfOReb,BlockedLongMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Loose Ball Fouls Drawn,FTDefRebounds,LostBallTurnovers,DefFTReboundPct,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,LongMidRangeAssists,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGA,Technical Free Throw Trips,SecondChanceArc3Frequency,OffAtRimReboundPct,LongMidRangePctBlocked,BlockedAtRim,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Travels,Charge Fouls Drawn,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,HeaveAttempts,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,BlockedCorner3,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1627777-1627788-1629003-1629680-1630194,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Matisse Thybulle, Paul Reed","Niang, Korkmaz, Milton, Thybulle, Reed",1627777-1627788-1629003-1629680-1630194,PHI,79.0,1,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.75,0.75,1.0,1.0,1.0,1.0,91.13924050632912,12.666666666666666,20.5,12.666666666666666,20.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5181,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1629003-1630178-203954,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Tyrese Maxey, Joel Embiid","Niang, Korkmaz, Milton, Maxey, Embiid",1627777-1627788-1629003-1630178-203954,PHI,375.0,2,6.0,,12.0,12.0,24.0,1.0,4.0,1.0,4.0,16.0,16.0,,4.0,1.0,,3.0,,6.0,2.0,4.0,4.0,,,1.0,16.0,,0.25,0.25,0.6818181818181818,0.7272727272727273,0.36363636363636365,1.0,0.5714285714285714,1.0,92.16,15.0,16.25,15.0,15.666666666666666,0.36363636363636365,0.25,0.25,,0.8181818181818182,0.25,0.52615,25.75,3.0,4.0,5.0,2.0,2.0,1.0,6.0,7.0,1.0,2.0,2.0,1.0,4.0,6.0,6.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.5,0.5,0.8571428571428571,1.0,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.2,1.0,0.4,0.5,1.0,1.0,0.45454545454545453,0.8,1.0,0.75,0.18181818181818182,1.0,1.0,0.3333333333333333,0.4175166666666667,0.09090909090909091,0.14285714285714285,0.25,4.071428571428571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1629003-1630194-1630198,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Paul Reed, Isaiah Joe","Niang, Korkmaz, Milton, Reed, Joe",1627777-1627788-1629003-1630194-1630198,PHI,115.0,1,2.0,1.0,5.0,5.0,10.0,,,,,5.0,4.0,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,,,,1.0,0.8333333333333334,,0.5,0.5,1.0,125.21739130434783,15.2,7.8,15.2,7.0,,,,,0.5,,0.54195,,5.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,,5.0,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,5.0,5.0,0.5,0.5,1.0,1.0,1.0,0.8333333333333334,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,0.54195,,,1.0,2.75,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1629003-1630194-1630531,1610612755,"Georges Niang, Furkan Korkmaz, Shake Milton, Paul Reed, Jaden Springer","Niang, Korkmaz, Milton, Reed, Springer",1627777-1627788-1629003-1630194-1630531,PHI,29.0,1,,-1.0,1.0,1.0,2.0,,1.0,,1.0,2.0,3.0,,1.0,,,,,,,,1.0,,,,,,,,,0.5,1.0,,,,99.3103448275862,18.0,11.0,15.0,11.0,1.0,,,,1.0,,0.52125,25.9,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1629680-1630178-203954,1610612755,"Georges Niang, Furkan Korkmaz, Matisse Thybulle, Tyrese Maxey, Joel Embiid","Niang, Korkmaz, Thybulle, Maxey, Embiid",1627777-1627788-1629680-1630178-203954,PHI,12.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,120.0,9.0,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1629680-1630194-201935,1610612755,"Georges Niang, Furkan Korkmaz, Matisse Thybulle, Paul Reed, James Harden","Niang, Korkmaz, Thybulle, Reed, Harden",1627777-1627788-1629680-1630194-201935,PHI,118.0,1,2.0,-3.0,3.0,4.0,7.0,1.0,1.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,1.0,3.0,1.0,0.5,0.5,0.75,0.75,1.0,,1.0,,85.42372881355932,21.333333333333332,13.5,21.333333333333332,13.5,0.5,1.0,1.0,1.0,1.0,1.0,0.57195,24.9,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1629680-201935-203954,1610612755,"Georges Niang, Furkan Korkmaz, Matisse Thybulle, James Harden, Joel Embiid","Niang, Korkmaz, Thybulle, Harden, Embiid",1627777-1627788-1629680-201935-203954,PHI,160.0,1,3.0,,5.0,6.0,11.0,,1.0,,1.0,5.0,5.0,,1.0,,,1.0,,2.0,,3.0,3.0,,1.0,1.0,5.0,,,,0.5,0.625,0.5,,1.0,,99.0,11.4,17.166666666666668,11.4,17.166666666666668,0.5,,,,1.0,,0.655425,26.2,5.0,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,,,,1.0,1.0,3.0,,,1.0,2.0,2.0,4.0,,2.0,,,,5.0,5.0,1.0,1.0,1.0,1.0,0.5,0.625,,,,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,,,0.5,0.655425,0.5,0.6666666666666666,1.0,0.5,1.0,,1.0,1.0,3.0,,,1.0,,,,,0.5,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1630178-1630194-201935,1610612755,"Georges Niang, Furkan Korkmaz, Tyrese Maxey, Paul Reed, James Harden","Niang, Korkmaz, Maxey, Reed, Harden",1627777-1627788-1630178-1630194-201935,PHI,161.0,1,3.0,,7.0,7.0,14.0,,,1.0,1.0,10.0,10.0,3.0,,,1.0,2.0,,5.0,,2.0,2.0,,1.0,1.0,10.0,1.0,1.0,1.0,0.9,1.0,0.2,,1.0,,125.21739130434784,9.0,14.0,8.714285714285714,14.0,,,,,0.8,,0.58972,23.4,6.0,3.0,3.0,,1.0,,3.0,4.0,1.0,3.0,4.0,1.0,10.0,2.0,4.0,,,1.0,1.0,2.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,10.0,6.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.9,1.0,,,,1.0,,1.0,,0.6,1.0,1.0,0.3333333333333333,0.2,,,,0.58972,0.2,0.25,1.0,2.85,0.8571428571428571,,3.0,3.0,1.0,1.0,,1.0,,,,,0.6,1.0,1.0,,,,,,,,,,1.0,0.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1630178-1630194-202699,1610612755,"Georges Niang, Furkan Korkmaz, Tyrese Maxey, Paul Reed, Tobias Harris","Niang, Korkmaz, Maxey, Reed, Harris",1627777-1627788-1630178-1630194-202699,PHI,72.0,2,1.0,-2.0,3.0,2.0,5.0,,,,,,2.0,,,,,,,,,1.0,2.0,,2.0,3.0,,,,,,,,,1.0,,100.0,15.0,13.5,14.666666666666666,13.5,,,,,,,0.3807,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.3807,,,,16.6,0.6666666666666666,2.0,,,,,,2.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
1627777-1627788-1630178-200794-202699,1610612755,"Georges Niang, Furkan Korkmaz, Tyrese Maxey, Paul Millsap, Tobias Harris","Niang, Korkmaz, Maxey, Millsap, Harris",1627777-1627788-1630178-200794-202699,PHI,117.0,1,2.0,,4.0,4.0,8.0,,,,,6.0,6.0,,,,,,,,1.0,1.0,2.0,,,,4.0,,,,0.3333333333333333,0.6,,0.3333333333333333,0.25,1.0,98.46153846153847,11.25,18.0,11.0,10.25,,,,,0.3333333333333333,,0.46280000000000004,,,1.0,1.0,,2.0,,1.0,3.0,4.0,,,,,,2.0,,,,,,,,,,2.0,4.0,,2.0,1.0,,1.0,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,0.4,0.4,,8.1,,,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.4783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2022,2021-22,False
