EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,DeadBallTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceFG2M,PtsPutbacks,SelfOReb,SecondChanceFg2Pct,OffArc3ReboundPct,SelfORebPct,Loose Ball Fouls,Blocked3s,BlockedArc3,AtRimPctBlocked,SecondChanceArc3PctAssisted,SecondChanceFtPoints,SecondChanceAtRimFGM,Fg3aBlocked,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,SecondChanceAtRimAccuracy,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,LongMidRangePctAssisted,2pt And 1 Free Throw Trips,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,Travels,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFouls,BlockedAtRim,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Charge Fouls,Charge Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,DefensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1626172-1627780-1629673-1630541-202691,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Moses Moody, Klay Thompson","Looney, Payton II, Poole, Moody, Thompson",1626172-1627780-1629673-1630541-202691,GSW,172.0,1,3.0,2.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.875,0.3333333333333333,1.0,1.0,1.0,1.0,83.72093023255813,18.4,16.0,18.4,16.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.4190833333333333,0.25,0.3333333333333333,7.25,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-1629673-201939-202691,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Stephen Curry, Klay Thompson","Looney, Payton II, Poole, Curry, Thompson",1626172-1627780-1629673-201939-202691,GSW,120.0,1,2.0,1.0,5.0,4.0,,9.0,1.0,2.0,1.0,,,1.0,3.0,1.0,1.0,1.0,6.0,5.0,2.0,3.0,,,1.0,1.0,2.0,,1.0,5.0,1.0,2.0,3.0,,,1.0,1.0,2.0,,6.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.6,0.25,,0.3333333333333333,0.3333333333333333,0.5,108.0,8.8,19.0,8.4,16.0,0.5,0.5,0.5,1.0,0.25,,,,,0.75,,0.591275,,,4.033333333333333,23.2,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,0.3333333333333333,0.625,0.6,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.5811,0.591275,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-1629673-201939-203490,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Stephen Curry, Otto Porter Jr.","Looney, Payton II, Poole, Curry, Porter Jr.",1626172-1627780-1629673-201939-203490,GSW,864.0,5,14.0,2.0,31.0,32.0,22.0,63.0,1.0,2.0,11.0,4.0,8.0,9.0,15.0,5.0,10.0,7.0,40.0,38.0,10.0,9.0,8.0,4.0,5.0,3.0,8.0,2.0,1.0,19.0,2.0,8.0,10.0,1.0,,3.0,8.0,8.0,2.0,37.0,0.5555555555555556,0.5555555555555556,0.6,0.5,0.5,0.6,0.66,0.6896551724137931,0.4,0.3333333333333333,0.5,0.5833333333333334,0.5,105.0,13.258064516129032,14.15625,12.806451612903226,13.34375,0.08,0.5,0.5,1.0,0.44,0.32,0.5,0.5,0.5,0.48,0.5,0.472548,0.07407407407407407,0.11764705882352941,8.133333333333333,26.05,20.0,2.0,,,,1.0,2.0,1.0,2.0,,5.0,9.0,5.0,9.0,3.0,28.0,1.0,1.0,5.0,2.0,2.0,,5.0,,2.0,1.0,1.0,1.0,28.0,20.0,,0.5555555555555556,0.5555555555555556,0.6944444444444444,0.7,0.625,0.16666666666666666,0.18181818181818182,,0.4,0.08,0.5,0.5,1.0,,,,0.1111111111111111,0.5,,0.4715611111111111,0.7,0.6451612903225806,7.0,1.0,2.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,8.0,6.0,1.0,4.0,1.0,1.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.5,1.5,0.06666666666666667,0.09090909090909091,1.0,0.2,1.0,1.0,1.0,1.0,0.5,0.6363636363636364,0.7,0.5714285714285714,0.08,0.5,0.5,1.0,1.0,0.3888888888888889,0.5714285714285714,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-1629673-201939-203952,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Stephen Curry, Andrew Wiggins","Looney, Payton II, Poole, Curry, Wiggins",1626172-1627780-1629673-201939-203952,GSW,369.0,3,6.0,1.0,10.0,11.0,2.0,21.0,1.0,1.0,1.0,2.0,8.0,2.0,2.0,2.0,8.0,1.0,11.0,10.0,2.0,3.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,1.0,,1.0,1.0,2.0,1.0,9.0,0.5,1.0,0.5,0.25,0.25,1.0,0.5,0.5,0.8,1.0,0.25,0.375,0.25,81.95121951219512,16.4,18.636363636363637,16.1,16.545454545454547,0.1,1.0,1.0,1.0,0.1,0.8,0.25,0.25,0.5,0.9,0.25,0.50986,0.09090909090909091,0.3333333333333333,3.9,26.725,1.0,2.0,,,,,,,,1.0,,,,2.0,,,,,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,0.5,,0.4,,,,,,,,,,,,,0.364125,,0.1,1.0,,,,1.0,,2.0,,1.0,2.0,2.0,3.0,,,2.0,,2.0,1.0,1.0,,1.0,,,,,,0.5,0.5,,,,0.4,,,,1.0,,1.0,1.0,,,,,0.5,,1.0,,0.18181818181818182,1.0,2.0,1.0,1.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-1629673-202691-203490,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Klay Thompson, Otto Porter Jr.","Looney, Payton II, Poole, Thompson, Porter Jr.",1626172-1627780-1629673-202691-203490,GSW,409.0,3,7.0,-4.0,12.0,11.0,5.0,23.0,1.0,3.0,2.0,1.0,3.0,2.0,7.0,2.0,4.0,2.0,12.0,16.0,4.0,6.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,10.0,2.0,3.0,4.0,,,1.0,1.0,2.0,,9.0,1.0,1.0,1.0,0.5,0.5,0.2857142857142857,0.45454545454545453,0.5,0.36363636363636365,,0.3333333333333333,0.3,0.4,80.97799511002445,15.416666666666666,20.363636363636363,15.333333333333334,17.727272727272727,0.2727272727272727,0.3333333333333333,1.0,1.0,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.6363636363636364,0.3333333333333333,0.4684090909090909,,,7.6571428571428575,25.325,5.0,1.0,,,2.0,1.0,1.0,,,,,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,1.0,,,1.0,5.0,5.0,1.0,1.0,,0.375,0.5,0.25,0.2,0.14285714285714285,,0.25,0.09090909090909091,1.0,1.0,1.0,,0.5,,,,0.40455,0.3764875,0.4166666666666667,0.4166666666666667,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,1.0,,,,,,,,,,3.0,,1.0,1.5,1.5,0.2857142857142857,,,,0.5,,,,,0.5,0.5,1.0,0.18181818181818182,,,1.0,1.0,0.25,1.0,0.25,,,,,,,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-1629673-202691-203952,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Klay Thompson, Andrew Wiggins","Looney, Payton II, Poole, Thompson, Wiggins",1626172-1627780-1629673-202691-203952,GSW,30.0,1,,,1.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,48.0,19.0,,15.0,,,,,,0.5,0.5,,,,0.5,,0.44795,,,5.6,27.8,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-1629673-203490-203952,1610612744,"Kevon Looney, Gary Payton II, Jordan Poole, Otto Porter Jr., Andrew Wiggins","Looney, Payton II, Poole, Porter Jr., Wiggins",1626172-1627780-1629673-203490-203952,GSW,93.0,1,2.0,-2.0,3.0,3.0,,6.0,,,,,2.0,,,,2.0,3.0,3.0,5.0,,,2.0,,,,,,,,,,2.0,,,1.0,4.0,4.0,2.0,2.0,,,,,,,,0.375,1.0,,,,,92.90322580645162,17.0,14.0,12.333333333333334,10.333333333333334,,,,,,1.0,,,,1.0,,0.554175,0.5,1.0,,26.85,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,2.0,,1.0,,1.0,,,,,1.0,,,,0.25,,,,1.0,,,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-201939-202691-203110,1610612744,"Kevon Looney, Gary Payton II, Stephen Curry, Klay Thompson, Draymond Green","Looney, Payton II, Curry, Thompson, Green",1626172-1627780-201939-202691-203110,GSW,64.0,1,1.0,-2.0,2.0,3.0,,5.0,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,0.5,,1.0,1.0,1.0,112.5,16.0,10.666666666666666,16.0,10.666666666666666,,,,,,0.5,,,,0.5,,0.4895,,,18.1,27.5,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-201939-202691-203490,1610612744,"Kevon Looney, Gary Payton II, Stephen Curry, Klay Thompson, Otto Porter Jr.","Looney, Payton II, Curry, Thompson, Porter Jr.",1626172-1627780-201939-202691-203490,GSW,168.0,2,3.0,8.0,5.0,3.0,,8.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,8.0,,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,8.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,1.0,0.5,,68.57142857142857,15.2,30.666666666666668,15.2,30.333333333333332,,,,,0.25,0.25,1.0,1.0,1.0,0.75,1.0,0.511575,,,10.3,23.366666666666664,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
1626172-1627780-201939-202691-203952,1610612744,"Kevon Looney, Gary Payton II, Stephen Curry, Klay Thompson, Andrew Wiggins","Looney, Payton II, Curry, Thompson, Wiggins",1626172-1627780-201939-202691-203952,GSW,657.0,4,11.0,1.0,25.0,24.0,17.0,49.0,4.0,4.0,6.0,1.0,9.0,10.0,12.0,2.0,14.0,,26.0,25.0,8.0,6.0,9.0,1.0,4.0,2.0,6.0,1.0,,14.0,2.0,6.0,10.0,1.0,1.0,3.0,1.0,,,18.0,0.4,0.6666666666666666,1.0,0.14285714285714285,0.14285714285714285,0.8333333333333334,0.5,0.5,0.5384615384615384,0.3333333333333333,0.6666666666666666,0.625,0.6666666666666666,107.3972602739726,14.28,12.5,14.12,11.875,0.15384615384615385,1.0,1.0,,0.23076923076923078,0.34615384615384615,0.1111111111111111,0.125,1.0,0.6923076923076923,0.1111111111111111,0.517676923076923,,,6.25,26.87142857142857,,4.0,4.0,,,1.0,5.0,,,4.0,,,,,,,1.0,,3.0,4.0,2.0,,9.0,1.0,,1.0,1.0,1.0,,,,,,,,0.6,,0.2857142857142857,,0.6666666666666666,0.19230769230769232,0.2,0.2,1.0,1.0,,,,,,,,,6.0,,2.0,,,,,,,8.0,12.0,,,4.0,4.0,1.0,4.0,3.0,1.0,1.0,,,,6.0,1.0,,1.0,1.0,,,1.0,0.3333333333333333,,0.25,,1.0,,1.0,1.0,0.6666666666666666,0.07692307692307693,,,,,,,0.3076923076923077,4.0,8.0,,1.0,0.375,,,,,,,,4.0,1.0,1.0,0.07142857142857142,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2022,2021-22,False
