EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,SecondChanceTurnovers,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGA,Loose Ball Fouls Drawn,SecondChanceArc3Frequency,Charge Fouls Drawn,HeaveAttempts,StepOutOfBoundsTurnovers,Travels,Charge Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,LongMidRangePctBlocked,HeaveMakes,Clear Path Fouls,BlockedArc3,3SecondViolations,OffensiveGoaltends,BlockedLongMidRange,team_id,year,season,team_vs
1626149-1626162-1626179-1628970-1628998,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin","Harrell, Oubre Jr., Rozier, Bridges, Martin",1626149-1626162-1626179-1628970-1628998,CHA,3893.0,19,65.0,6.0,126.0,122.0,23.0,16.0,12.0,248.0,26.0,41.0,7.0,11.0,4.0,8.0,10.0,22.0,3.0,10.0,7.0,13.0,1.0,1.0,1.0,2.0,14.0,35.0,3.0,5.0,39.0,73.0,21.0,48.0,18.0,159.0,153.0,7.0,13.0,1.0,1.0,1.0,18.0,6.0,12.0,4.0,7.0,4.0,28.0,44.0,34.0,51.0,12.0,6.0,35.0,14.0,7.0,22.0,17.0,39.0,10.0,7.0,16.0,5.0,1.0,95.0,6.0,9.0,24.0,16.0,1.0,41.0,15.0,56.0,1.0,5.0,1.0,4.0,6.0,4.0,3.0,1.0,2.0,9.0,4.0,12.0,25.0,2.0,22.0,1.0,27.0,2.0,1.0,12.0,2.0,7.0,4.0,3.0,7.0,3.0,1.0,141.0,28.0,23.0,1.0,2.0,0.5641025641025641,0.6111111111111112,0.8095238095238095,0.4375,1.0,0.5714285714285714,0.4375,0.5342465753424658,0.5384615384615384,0.5,0.5826446280991735,0.6071428571428571,0.631578947368421,0.5939849624060151,0.6,0.6136363636363636,0.39669421487603307,0.0958904109589041,0.0975609756097561,0.13636363636363635,0.6666666666666666,1.0,0.5161290322580645,0.2647058823529412,0.9230769230769231,0.2222222222222222,0.7017543859649122,0.2459016393442623,0.26666666666666666,0.25,0.2857142857142857,0.19047619047619047,0.3333333333333333,0.42857142857142855,0.4,0.8571428571428571,0.9333333333333333,0.9090909090909091,0.018518518518518517,91.73388132545594,0.42857142857142855,15.833333333333334,15.557377049180328,15.325396825396826,15.147540983606557,0.33884297520661155,0.6341463414634146,0.7027027027027027,0.6153846153846154,0.18181818181818182,0.45454545454545453,0.5263157894736842,0.5,0.08264462809917356,0.3,0.3,0.3333333333333333,0.10743801652892562,0.5384615384615384,0.5384615384615384,1.0,0.2892561983471074,0.4,0.4,0.7142857142857143,0.7857142857142857,0.6363636363636364,0.14285714285714285,0.07142857142857142,1.0,1.0,0.42105263157894735,0.5,0.10526315789473684,0.5,0.2631578947368421,0.6,0.7355371900826446,0.4,0.5472950413223141,0.5935333333333334,0.5695026315789474,0.0916030534351145,0.14457831325301204,0.11320754716981132,0.1761006289308176,5.776712328767123,25.395833333333332,0.18253968253968253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628970-1629023,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington","Harrell, Oubre Jr., Rozier, Bridges, Washington",1626149-1626162-1626179-1628970-1629023,CHA,959.0,4,16.0,-4.0,30.0,33.0,13.0,13.0,1.0,63.0,5.0,7.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,3.0,2.0,4.0,,,,1.0,1.0,2.0,,,8.0,16.0,3.0,6.0,6.0,31.0,35.0,1.0,1.0,,,,2.0,2.0,7.0,,1.0,6.0,10.0,8.0,8.0,9.0,,,2.0,1.0,2.0,4.0,3.0,7.0,1.0,2.0,3.0,,1.0,17.0,,,8.0,5.0,,13.0,,13.0,,4.0,3.0,1.0,2.0,1.0,3.0,,1.0,5.0,1.0,4.0,7.0,1.0,10.0,,10.0,,,4.0,1.0,,,,2.0,1.0,,29.0,8.0,12.0,,,0.5,0.5,1.0,0.5,,,0.5,0.5,1.0,0.2857142857142857,0.5681818181818182,1.0,0.25,0.5740740740740741,1.0,0.38461538461538464,0.2727272727272727,0.125,,0.3333333333333333,0.4,,0.8333333333333334,,0.6666666666666666,,0.7222222222222222,,,,,,,0.6666666666666666,1.0,,0.75,0.5,,94.59854014598541,0.5,16.3,14.242424242424242,15.966666666666667,13.424242424242424,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.6,0.2727272727272727,0.16666666666666666,0.25,,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,0.5,0.5,1.0,1.0,1.0,1.0,,,,0.375,0.6666666666666666,0.125,,,,0.5909090909090909,0.5,0.5036068181818182,0.7848,0.5112,0.15384615384615385,0.2,0.06451612903225806,0.3225806451612903,6.85,24.2,0.43333333333333335,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628970-1630163,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, LaMelo Ball","Harrell, Oubre Jr., Rozier, Bridges, Ball",1626149-1626162-1626179-1628970-1630163,CHA,141.0,2,2.0,1.0,8.0,7.0,6.0,4.0,,15.0,,,,,,,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,6.0,11.0,10.0,,,,,,,,,,1.0,6.0,6.0,2.0,,3.0,,,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,,,,2.0,,2.0,,2.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,1.0,7.0,,,,4.0,1.0,,1.0,1.0,1.0,,11.0,6.0,6.0,,1.0,1.0,1.0,1.0,0.5,,,0.5,1.0,,,0.8333333333333334,,,0.7857142857142857,,0.6,0.6666666666666666,,,,1.0,,1.0,,,,0.6666666666666666,,,,,,,1.0,1.0,,,,,153.1914893617021,1.0,8.125,10.857142857142858,8.125,10.428571428571429,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,1.0,,0.6666666666666666,0.5,0.36036666666666667,,0.16965,,,,0.5454545454545454,7.8,26.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628970-1630539,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Kai Jones","Harrell, Oubre Jr., Rozier, Bridges, Jones",1626149-1626162-1626179-1628970-1630539,CHA,192.0,1,3.0,-1.0,6.0,6.0,,5.0,2.0,12.0,2.0,4.0,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,2.0,4.0,,2.0,1.0,5.0,6.0,1.0,2.0,,,,2.0,,,,,,,2.0,2.0,,,2.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,3.0,,,3.0,2.0,5.0,,,,,,,1.0,,,1.0,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,3.0,,,,,0.5,1.0,,,,,,0.5,0.5,,0.3333333333333333,0.5,,0.35714285714285715,0.5,,0.3333333333333333,,,,,,,0.5,1.0,0.5,1.0,0.5,0.5,,,,1.0,,,,1.0,,,90.0,,16.333333333333332,15.666666666666666,16.166666666666668,15.666666666666666,0.6666666666666666,0.5,0.5,0.5,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,1.0,0.5,,,,,,,,,,,1.0,,0.607425,0.6115,,0.14285714285714285,,0.4,,0.975,24.75,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628970-1630547,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, James Bouknight","Harrell, Oubre Jr., Rozier, Bridges, Bouknight",1626149-1626162-1626179-1628970-1630547,CHA,257.0,1,4.0,-2.0,9.0,9.0,,,2.0,18.0,2.0,3.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,2.0,,,3.0,6.0,1.0,3.0,,9.0,11.0,,2.0,,,,,,,,,,,4.0,2.0,3.0,,,2.0,,,2.0,1.0,3.0,,1.0,2.0,,,7.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,6.0,,,,,1.0,1.0,,,,1.0,,2.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,9.0,,,,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,0.3333333333333333,0.5,,,0.5,,,0.45,,,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.4,,1.0,,0.5,,0.5,,,1.0,,,100.85603112840467,,11.444444444444445,17.11111111111111,10.777777777777779,16.77777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,,,,0.5,,,,,,,,,,,,0.6666666666666666,,0.5462277777777778,0.6328,,0.1,0.14285714285714285,,,6.666666666666667,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628970-1630550,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, JT Thor","Harrell, Oubre Jr., Rozier, Bridges, Thor",1626149-1626162-1626179-1628970-1630550,CHA,839.0,4,14.0,-2.0,31.0,27.0,,11.0,4.0,58.0,5.0,10.0,,2.0,,,1.0,3.0,,,,4.0,,2.0,,,7.0,14.0,,,6.0,13.0,7.0,18.0,2.0,35.0,37.0,,2.0,,2.0,,,,,,,,,12.0,,18.0,3.0,,14.0,7.0,2.0,6.0,6.0,12.0,6.0,,5.0,1.0,,30.0,1.0,3.0,4.0,3.0,1.0,8.0,4.0,12.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,2.0,,4.0,6.0,,3.0,,4.0,,,2.0,,1.0,1.0,,1.0,1.0,,35.0,,,1.0,,1.0,1.0,0.8571428571428571,0.3888888888888889,,,0.3888888888888889,0.46153846153846156,,,0.532258064516129,,,0.5303030303030303,,,0.5806451612903226,0.15384615384615385,0.1,0.3333333333333333,0.5,1.0,0.5,0.42857142857142855,1.0,0.1,0.7,0.23529411764705882,0.4,0.5,,0.16666666666666666,,0.3333333333333333,0.6666666666666666,,1.0,1.0,,99.54707985697259,1.0,14.225806451612904,14.74074074074074,13.516129032258064,13.925925925925926,0.3225806451612903,0.5,0.5555555555555556,1.0,0.0967741935483871,0.3333333333333333,0.5,1.0,,,,,0.12903225806451613,,,,0.45161290322580644,0.5,0.5,0.8571428571428571,0.5,,,0.5,,,,,,,,,0.9032258064516129,0.5,0.5579322580645161,0.6221166666666667,,0.06060606060606061,0.13333333333333333,,,2.853846153846154,25.711111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628970-203486,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Mason Plumlee","Harrell, Oubre Jr., Rozier, Bridges, Plumlee",1626149-1626162-1626179-1628970-203486,CHA,286.0,1,5.0,-2.0,10.0,10.0,,1.0,,20.0,4.0,4.0,,,,,,1.0,,,,1.0,,,,,,2.0,,,4.0,5.0,,3.0,,8.0,10.0,,,,,,,,,,,,,6.0,2.0,,,,2.0,,,3.0,,3.0,,,3.0,,,6.0,,,2.0,1.0,,3.0,,3.0,,2.0,1.0,1.0,2.0,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,8.0,,,,,0.75,0.75,,,,,,0.8,,,0.5,,,0.5,,,0.375,,,,1.0,,0.5,,1.0,,0.75,,,,,,,0.5,,,1.0,1.0,,100.69930069930071,,12.7,15.9,12.7,15.8,0.5,1.0,1.0,0.75,0.125,,,,,,,,0.125,,,,0.25,,,,,,,,,,,,,,,,0.875,,0.63575,,,,,,,2.68,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628998-1629023,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, P.J. Washington","Harrell, Oubre Jr., Rozier, Martin, Washington",1626149-1626162-1626179-1628998-1629023,CHA,1567.0,11,26.0,9.0,54.0,53.0,16.0,29.0,3.0,107.0,10.0,13.0,,,4.0,4.0,5.0,6.0,4.0,7.0,1.0,4.0,,,,,5.0,14.0,3.0,5.0,19.0,26.0,6.0,18.0,12.0,68.0,59.0,1.0,1.0,,,1.0,3.0,5.0,6.0,3.0,5.0,6.0,25.0,24.0,14.0,12.0,6.0,,14.0,5.0,,12.0,4.0,16.0,3.0,1.0,8.0,3.0,1.0,36.0,1.0,3.0,11.0,12.0,1.0,24.0,4.0,28.0,,2.0,1.0,1.0,4.0,1.0,5.0,,3.0,9.0,2.0,6.0,12.0,4.0,8.0,,13.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,5.0,2.0,,65.0,25.0,16.0,1.0,3.0,0.631578947368421,0.631578947368421,0.6666666666666666,0.3333333333333333,,0.6,0.3333333333333333,0.7307692307692307,1.0,0.8333333333333334,0.6363636363636364,1.0,0.8636363636363636,0.673469387755102,1.0,0.8571428571428571,0.4090909090909091,,,,0.4444444444444444,1.0,0.6666666666666666,0.42857142857142855,0.7333333333333333,0.08333333333333333,0.696969696969697,0.21052631578947367,0.6666666666666666,,0.3333333333333333,0.1111111111111111,,0.5714285714285714,0.625,1.0,0.6666666666666666,1.0,,98.32801531589024,0.4,12.055555555555555,17.28301886792453,11.777777777777779,16.849056603773583,0.29545454545454547,0.7692307692307693,0.7692307692307693,0.8,0.13636363636363635,0.8333333333333334,0.8333333333333334,0.6,0.1590909090909091,0.5714285714285714,0.5714285714285714,0.25,0.09090909090909091,0.25,0.25,1.0,0.3181818181818182,0.35714285714285715,0.38461538461538464,0.6,,,,,,,0.36363636363636365,1.0,,,0.45454545454545453,0.6,0.7045454545454546,0.35714285714285715,0.573778409090909,0.4261,0.6410272727272728,0.06521739130434782,0.10714285714285714,0.04411764705882353,0.36764705882352944,7.184615384615385,25.48888888888889,0.2962962962962963,,,,,,1.0,2.0,1.0,0.05555555555555555,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628998-1629667,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, Jalen McDaniels","Harrell, Oubre Jr., Rozier, Martin, McDaniels",1626149-1626162-1626179-1628998-1629667,CHA,614.0,3,10.0,7.0,19.0,20.0,7.0,2.0,3.0,39.0,2.0,2.0,,,,,2.0,6.0,1.0,2.0,,,,,,,2.0,7.0,2.0,4.0,5.0,10.0,2.0,7.0,5.0,21.0,14.0,2.0,2.0,,1.0,,4.0,1.0,3.0,2.0,4.0,,8.0,6.0,4.0,6.0,,4.0,7.0,2.0,1.0,3.0,2.0,5.0,2.0,,2.0,1.0,,12.0,1.0,2.0,3.0,6.0,2.0,11.0,3.0,14.0,,1.0,1.0,,2.0,2.0,,,,2.0,1.0,3.0,4.0,,6.0,,6.0,,,3.0,,1.0,1.0,,1.0,1.0,,17.0,8.0,7.0,,,0.6,1.0,1.0,0.2857142857142857,,0.5,0.2857142857142857,0.5,1.0,0.3333333333333333,0.47058823529411764,0.6666666666666666,0.5714285714285714,0.525,0.6666666666666666,0.5714285714285714,0.4117647058823529,0.1,,0.16666666666666666,1.0,1.0,0.6666666666666666,0.4,1.0,0.2,0.75,0.3,,0.5,,0.2,,0.5,0.8,,1.0,,,91.46579804560261,1.0,14.473684210526315,16.95,13.894736842105264,15.7,0.11764705882352941,1.0,1.0,1.0,0.35294117647058826,0.3333333333333333,0.4,0.5,0.11764705882352941,0.5,0.5,,,,,,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,,0.5714285714285714,0.5,0.5294117647058824,0.2857142857142857,0.4687558823529412,0.3901,0.4422357142857143,0.15,0.23076923076923078,0.19047619047619047,0.38095238095238093,8.49,25.75714285714286,0.3684210526315789,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
1626149-1626162-1626179-1628998-1630550,1610612766,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, JT Thor","Harrell, Oubre Jr., Rozier, Martin, Thor",1626149-1626162-1626179-1628998-1630550,CHA,144.0,2,2.0,-6.0,4.0,4.0,,1.0,,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,2.0,8.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,17.0,19.0,17.0,17.75,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6063,,,,,,,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2022,2021-22,True
