EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,PenaltyPoints,Charge Fouls,NonShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,AtRimPctBlocked,OffArc3ReboundPct,PenaltyPointsPct,PenaltyArc3FGA,PenaltyFG3A,Loose Ball Fouls Drawn,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyTurnovers,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceTurnovers,BlockedShortMidRange,DefensiveGoaltends,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallSteals,Loose Ball Fouls,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Arc3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,HeaveAttempts,3SecondViolations,LongMidRangePctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1628389-1628997-1629130-1629216-1629622,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Max Strus","Adebayo, Martin, Robinson, Vincent, Strus",1628389-1628997-1629130-1629216-1629622,MIA,1405.0,6,23.0,-6.0,46.0,45.0,1.0,1.0,4.0,91.0,6.0,8.0,1.0,1.0,2.0,9.0,3.0,4.0,4.0,7.0,4.0,10.0,1.0,1.0,11.0,21.0,8.0,17.0,8.0,54.0,60.0,1.0,4.0,1.0,1.0,5.0,12.0,10.0,21.0,3.0,2.0,10.0,4.0,2.0,1.0,6.0,7.0,13.0,3.0,4.0,4.0,1.0,1.0,33.0,2.0,2.0,1.0,8.0,3.0,1.0,12.0,5.0,17.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,7.0,1.0,6.0,1.0,14.0,1.0,4.0,12.0,2.0,5.0,1.0,1.0,1.0,1.0,49.0,1.0,0.5454545454545454,0.6,0.875,0.47058823529411764,1.0,0.47058823529411764,0.5238095238095238,0.25,0.6052631578947368,0.5,0.6046511627906976,0.5,0.4473684210526316,0.058823529411764705,0.09523809523809523,0.2222222222222222,0.14285714285714285,0.5714285714285714,1.0,0.5,1.0,0.2,0.8,0.2222222222222222,0.8461538461538461,0.21052631578947367,0.5,0.14285714285714285,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.0625,93.26690391459074,1.0,18.02173913043478,12.8,17.369565217391305,12.444444444444445,0.21052631578947367,0.75,0.75,0.6666666666666666,0.23684210526315788,0.2222222222222222,0.2857142857142857,0.5,0.10526315789473684,0.75,0.75,0.3333333333333333,0.18421052631578946,0.5714285714285714,0.6666666666666666,1.0,0.2631578947368421,0.4,0.4,0.75,0.2,1.0,0.2,1.0,1.0,0.6578947368421053,0.4,0.5280776315789474,0.438825,0.11627906976744186,0.19230769230769232,0.09259259259259259,8.047619047619047,24.970588235294116,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-1629639,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Tyler Herro","Adebayo, Martin, Robinson, Vincent, Herro",1628389-1628997-1629130-1629216-1629639,MIA,797.0,6,13.0,3.0,30.0,27.0,1.0,2.0,4.0,57.0,5.0,9.0,2.0,3.0,2.0,4.0,1.0,1.0,,1.0,6.0,10.0,,,8.0,14.0,6.0,11.0,3.0,37.0,34.0,3.0,4.0,,,7.0,6.0,10.0,15.0,3.0,4.0,10.0,6.0,2.0,,3.0,5.0,8.0,5.0,,2.0,1.0,,21.0,2.0,3.0,,3.0,5.0,,8.0,5.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,,7.0,1.0,5.0,,8.0,1.0,1.0,4.0,,1.0,2.0,2.0,2.0,1.0,30.0,1.0,0.375,0.5,0.8333333333333334,0.5454545454545454,,0.5454545454545454,0.5714285714285714,0.75,0.68,0.75,0.6851851851851852,0.7,0.44,,0.14285714285714285,,,0.2857142857142857,,,0.7142857142857143,0.5,1.0,0.4,0.8,0.45454545454545453,0.5,0.5,,0.8,0.5,,1.0,1.0,0.1111111111111111,102.9861982434128,0.5,13.5,14.518518518518519,12.833333333333334,13.814814814814815,0.36,0.5555555555555556,0.7142857142857143,0.4,0.16,0.5,0.5,0.5,0.04,1.0,1.0,,0.04,,,,0.4,0.6,0.6,0.8333333333333334,0.75,0.6666666666666666,,,,0.8,0.6,0.5233,0.5493,0.038461538461538464,0.06666666666666667,0.1891891891891892,5.5928571428571425,25.845454545454547,0.03333333333333333,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2222222222222222,0.5,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-200768,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Kyle Lowry","Adebayo, Martin, Robinson, Vincent, Lowry",1628389-1628997-1629130-1629216-200768,MIA,214.0,4,4.0,-2.0,6.0,6.0,1.0,4.0,,12.0,1.0,1.0,,,,2.0,,,,,1.0,3.0,,1.0,1.0,3.0,1.0,3.0,,5.0,7.0,,,,1.0,,,2.0,3.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,,,3.0,,,3.0,1.0,4.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,5.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.4166666666666667,,0.4166666666666667,,0.5,,,,,,,,,,1.0,0.5,1.0,0.25,,,,,,,1.0,1.0,,80.74766355140187,,19.333333333333332,16.333333333333332,17.666666666666668,16.333333333333332,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,0.6666666666666666,0.3333333333333333,0.44980833333333337,0.55545,,,,4.8,26.7,0.16666666666666666,,,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-200782,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, P.J. Tucker","Adebayo, Martin, Robinson, Vincent, Tucker",1628389-1628997-1629130-1629216-200782,MIA,406.0,1,7.0,,12.0,13.0,,,2.0,25.0,3.0,4.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,,2.0,,,4.0,7.0,1.0,4.0,1.0,12.0,12.0,2.0,2.0,,,4.0,2.0,6.0,3.0,,4.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,1.0,,3.0,2.0,,5.0,2.0,7.0,,1.0,1.0,2.0,,2.0,,,,2.0,1.0,1.0,,3.0,,,2.0,,1.0,,,,,8.0,,0.25,0.5,1.0,0.25,,0.25,0.5714285714285714,1.0,0.5,1.0,0.5,1.0,0.36363636363636365,,0.14285714285714285,,,1.0,,,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,,0.5,,,1.0,1.0,1.0,1.0,,88.66995073891626,,17.916666666666668,14.692307692307692,17.916666666666668,14.692307692307692,0.36363636363636365,0.75,1.0,0.3333333333333333,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,,,,1.0,1.0,,,,0.7272727272727273,,0.5361954545454546,0.6212,0.08333333333333333,0.125,0.3333333333333333,5.385714285714286,25.4,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-202710,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Jimmy Butler","Adebayo, Martin, Robinson, Vincent, Butler",1628389-1628997-1629130-1629216-202710,MIA,376.0,4,6.0,3.0,13.0,12.0,10.0,,2.0,25.0,2.0,2.0,,,3.0,5.0,,,,,2.0,4.0,,,5.0,7.0,2.0,4.0,2.0,18.0,15.0,1.0,1.0,,,4.0,2.0,8.0,6.0,,,4.0,2.0,1.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,1.0,1.0,,1.0,3.0,,4.0,2.0,6.0,,,,3.0,,3.0,,,,3.0,1.0,2.0,,3.0,,1.0,2.0,,,,,,,14.0,10.0,0.2,0.2,1.0,0.5,,0.5,0.7142857142857143,1.0,0.7272727272727273,1.0,0.75,1.0,0.36363636363636365,,0.14285714285714285,0.2,,1.0,,,0.75,0.5,1.0,0.5,0.8,0.5,,0.5,,,0.6666666666666666,1.0,,1.0,,95.74468085106383,,14.692307692307692,15.416666666666666,13.538461538461538,15.25,0.18181818181818182,1.0,1.0,0.5,0.45454545454545453,0.6,0.75,,,,,,,,,,0.36363636363636365,0.5,0.5,1.0,,,,,,0.5454545454545454,0.5,0.500959090909091,,,,0.2222222222222222,6.185714285714285,25.95,0.7692307692307693,2.0,2.0,16.0,,1.0,,16.0,1.0,0.8,,0.5,0.8888888888888888,4.0,4.0,,0.4444444444444444,0.4941055555555556,1.0,1.0,2.0,4.0,5.0,2.0,1.0,0.5,0.8,0.7777777777777778,0.1111111111111111,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-1629639,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Tyler Herro","Adebayo, Martin, Robinson, Strus, Herro",1628389-1628997-1629130-1629622-1629639,MIA,508.0,1,8.0,,17.0,16.0,,15.0,,33.0,1.0,1.0,,,4.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,,,6.0,8.0,5.0,7.0,1.0,28.0,28.0,,,,,,10.0,2.0,12.0,3.0,,3.0,2.0,,,5.0,4.0,9.0,1.0,3.0,1.0,3.0,1.0,22.0,,,,2.0,1.0,1.0,4.0,,4.0,,,,2.0,,2.0,,,,2.0,2.0,4.0,,2.0,,,1.0,,1.0,,,,,28.0,,0.8333333333333334,0.8333333333333334,0.8,0.7142857142857143,,0.7142857142857143,0.75,,0.9,,0.9333333333333333,,0.4666666666666667,,,,,1.0,1.0,,0.3333333333333333,,1.0,,0.6,,,,,,,1.0,1.0,1.0,,93.54330708661418,,17.058823529411764,13.625,17.058823529411764,13.25,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,0.8,0.8,0.75,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.75,0.75,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.5333333333333333,0.6666666666666666,0.5035266666666667,,0.06666666666666667,0.125,,10.275,24.728571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-1629657,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Kyle Guy","Adebayo, Martin, Robinson, Strus, Guy",1628389-1628997-1629130-1629622-1629657,MIA,82.0,1,1.0,3.0,3.0,3.0,3.0,,,6.0,,,,,,,,,,,2.0,2.0,,,,,2.0,2.0,,6.0,3.0,,,,,,,,6.0,,,2.0,2.0,,,,2.0,2.0,2.0,,,,,6.0,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,6.0,3.0,,,1.0,1.0,,1.0,,,1.5,,1.5,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,105.36585365853658,,15.0,12.333333333333334,15.0,12.333333333333334,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.5526,,,,,,25.75,1.0,,,6.0,,,,6.0,,1.5,,,1.0,2.0,2.0,,1.0,0.5526,,,2.0,,,2.0,1.0,1.0,,1.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-200768,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Kyle Lowry","Adebayo, Martin, Robinson, Strus, Lowry",1628389-1628997-1629130-1629622-200768,MIA,482.0,5,8.0,6.0,16.0,17.0,2.0,,2.0,33.0,1.0,3.0,,1.0,,1.0,,1.0,2.0,5.0,1.0,2.0,,,1.0,5.0,3.0,7.0,6.0,17.0,11.0,,1.0,,,,,2.0,9.0,,,2.0,1.0,,,,3.0,3.0,1.0,2.0,,,,9.0,1.0,1.0,,8.0,1.0,,9.0,2.0,11.0,1.0,2.0,2.0,2.0,,2.0,,,,2.0,1.0,3.0,,4.0,,,8.0,,4.0,,,,,17.0,2.0,,,1.0,0.42857142857142855,,0.42857142857142855,0.2,,0.4583333333333333,,0.53125,,0.5833333333333334,,,,,1.0,,,1.0,0.25,0.8888888888888888,0.25,0.9,0.25,0.5,,0.3333333333333333,1.0,,,0.8333333333333334,1.0,0.125,98.58921161825727,,12.375,16.705882352941178,12.125,16.176470588235293,0.25,0.3333333333333333,0.3333333333333333,,0.08333333333333333,,,,0.08333333333333333,,,,0.4166666666666667,0.4,0.4,1.0,0.16666666666666666,0.5,0.5,1.0,1.0,,,,,0.8333333333333334,0.5,0.5356333333333333,0.6465,0.25,0.4444444444444444,,6.08,23.785714285714285,0.125,,3.0,3.0,,,,3.0,,0.75,,,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-202710,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Jimmy Butler","Adebayo, Martin, Robinson, Strus, Butler",1628389-1628997-1629130-1629622-202710,MIA,686.0,3,11.0,-2.0,20.0,22.0,5.0,10.0,,42.0,3.0,4.0,,,3.0,5.0,,,,,1.0,6.0,,,6.0,9.0,1.0,6.0,4.0,19.0,21.0,,,,,,10.0,2.0,3.0,,,6.0,1.0,,,5.0,1.0,6.0,1.0,,3.0,2.0,,13.0,,,,3.0,6.0,,9.0,,9.0,,,,3.0,1.0,3.0,1.0,,,4.0,1.0,3.0,,4.0,,2.0,4.0,1.0,2.0,,,,,19.0,5.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,,0.16666666666666666,0.6666666666666666,,0.5,,0.5625,,0.4,,,,,0.75,,,0.8571428571428571,,0.75,,0.8181818181818182,,,,,1.0,,1.0,1.0,,,88.16326530612244,,18.35,14.5,18.35,14.409090909090908,0.26666666666666666,0.75,0.75,1.0,0.3333333333333333,0.6,0.6,0.6666666666666666,,,,,,,,,0.4,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.6666666666666666,0.16666666666666666,0.4950366666666667,,0.125,0.2,,6.477777777777778,26.366666666666664,0.25,,,2.0,,,,2.0,,0.3333333333333333,,,0.10526315789473684,2.0,2.0,,0.6666666666666666,0.5293,1.0,1.0,,1.0,1.0,,2.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629639-200768,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Tyler Herro, Kyle Lowry","Adebayo, Martin, Robinson, Herro, Lowry",1628389-1628997-1629130-1629639-200768,MIA,480.0,5,8.0,-3.0,17.0,16.0,2.0,5.0,,33.0,4.0,5.0,,,1.0,1.0,,,1.0,3.0,2.0,5.0,,,5.0,6.0,3.0,8.0,1.0,20.0,23.0,,,,,,4.0,6.0,9.0,,,5.0,2.0,,,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,,,,2.0,4.0,,6.0,,6.0,,,,,,,2.0,,,2.0,3.0,5.0,1.0,4.0,,,2.0,,,2.0,,2.0,2.0,20.0,2.0,0.4,0.4,1.0,0.375,,0.375,0.8333333333333334,,0.6785714285714286,,0.6666666666666666,,0.5714285714285714,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,99.0,1.0,14.764705882352942,14.3125,14.764705882352942,14.3125,0.35714285714285715,0.8,0.8,0.5,0.07142857142857142,1.0,1.0,,,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.4,0.4,1.0,,,,,,0.9285714285714286,0.4,0.5568535714285715,,,,,4.1499999999999995,25.025,0.11764705882352941,,1.0,4.0,,1.0,,4.0,,1.0,,,0.2,1.0,1.0,,1.0,0.43035,,,1.0,,,1.0,,1.0,,1.5,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
