EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShootingFouls,Fouls,SecondChanceOffPoss,Corner3FGA,FG3A,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,FTOffRebounds,DefTwoPtRebounds,OffRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,AtRimFG3AFrequency,SecondChancePointsPct,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,PenaltyTurnovers,BlockedAtRim,DefAtRimReboundPct,Charge Fouls,PenaltyArc3FGA,PenaltyFG3A,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Corner3Assists,2pt And 1 Free Throw Trips,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,HeaveAttempts,AtRimAssists,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,Corner3PctBlocked,OffAtRimReboundPct,team_id,year,season,team_vs
1627854-1628420-1630267-203115-203932,1610612743,"Bryn Forbes, Monte Morris, Facundo Campazzo, Will Barton, Aaron Gordon","Forbes, Morris, Campazzo, Barton, Gordon",1627854-1628420-1630267-203115-203932,DEN,67.0,1,1.0,-1.0,2.0,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.97014925373134,14.5,19.0,14.5,19.0,1.0,1.0,1.0,1.0,0.4053,0.4053,0.5,0.5,1.0,5.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630538-201145-203210,1610612743,"Bryn Forbes, Monte Morris, Bones Hyland, Jeff Green, JaMychal Green","Forbes, Morris, Hyland, Green, Green",1627854-1628420-1630538-201145-203210,DEN,29.0,1,,,1.0,1.0,1.0,2,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,99.3103448275862,14.0,15.0,14.0,15.0,1.0,,,,0.3573,0.3573,,,,9.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630538-202326-203932,1610612743,"Bryn Forbes, Monte Morris, Bones Hyland, DeMarcus Cousins, Aaron Gordon","Forbes, Morris, Hyland, Cousins, Gordon",1627854-1628420-1630538-202326-203932,DEN,13.0,1,,1.0,1.0,,,1,,,,,1.0,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,0.5,,110.76923076923076,13.0,,13.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630538-203932-203999,1610612743,"Bryn Forbes, Monte Morris, Bones Hyland, Aaron Gordon, Nikola Jokic","Forbes, Morris, Hyland, Gordon, Jokic",1627854-1628420-1630538-203932-203999,DEN,29.0,1,,-2.0,1.0,1.0,,2,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,99.3103448275862,23.0,6.0,23.0,6.0,1.0,,,,0.4302,,,,,12.4,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-202326-203085-203210,1610612743,"Bryn Forbes, Monte Morris, DeMarcus Cousins, Austin Rivers, JaMychal Green","Forbes, Morris, Cousins, Rivers, Green",1627854-1628420-202326-203085-203210,DEN,116.0,1,2.0,-1.0,3.0,4.0,,7,,1.0,,1.0,3.0,3.0,4.0,,,,,,,,,,2.0,4.0,2.0,1.0,,,,,,,,,0.375,,86.89655172413794,19.666666666666668,14.25,19.666666666666668,14.25,0.5,,,,0.481825,,0.5,0.6666666666666666,,8.8,,,1.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-202326-203115-203210,1610612743,"Bryn Forbes, Monte Morris, DeMarcus Cousins, Will Barton, JaMychal Green","Forbes, Morris, Cousins, Barton, Green",1627854-1628420-202326-203115-203210,DEN,355.0,2,6.0,9.0,12.0,12.0,,24,4.0,5.0,6.0,7.0,1.0,19.0,10.0,,,,,8.0,4.0,5.0,3.0,11.0,1.0,2.0,1.0,17.0,,,0.6666666666666666,0.6666666666666666,0.8571428571428571,,0.9,,0.8636363636363636,,97.35211267605634,13.25,16.333333333333332,13.0,16.333333333333332,0.5,0.8,1.0,0.75,0.48357,,0.09090909090909091,0.125,,6.942857142857143,,,,5.0,6.0,,1.0,,,4.0,1.0,,3.0,,2.0,1.0,,5.0,1.0,,,,,1.0,0.3,0.14285714285714285,0.2,,1.0,1.0,,,,0.4,0.10526315789473684,26.066666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-203085-203115-203932,1610612743,"Bryn Forbes, Monte Morris, Austin Rivers, Will Barton, Aaron Gordon","Forbes, Morris, Rivers, Barton, Gordon",1627854-1628420-203085-203115-203932,DEN,67.0,1,1.0,-1.0,1.0,2.0,,3,,,,,,3.0,4.0,,,,,,,1.0,,3.0,1.0,,,3.0,,,,,,,1.5,,1.5,,64.4776119402985,28.0,19.5,28.0,19.5,,,,,0.51465,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,28.0,,,,,,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-203085-203115-203999,1610612743,"Bryn Forbes, Monte Morris, Austin Rivers, Will Barton, Nikola Jokic","Forbes, Morris, Rivers, Barton, Jokic",1627854-1628420-203085-203115-203999,DEN,413.0,3,7.0,-6.0,16.0,16.0,6.0,32,4.0,8.0,5.0,9.0,2.0,18.0,24.0,3.0,5.0,,6.0,6.0,3.0,5.0,3.0,12.0,5.0,2.0,1.0,18.0,6.0,6.0,0.6,0.6,0.5555555555555556,0.6,0.6666666666666666,0.6,0.6923076923076923,0.6,111.57384987893462,13.125,12.6875,13.125,12.25,0.6666666666666666,0.5,0.6666666666666666,0.75,0.44435833333333336,0.42148,0.07692307692307693,0.1,0.3333333333333333,9.022222222222222,0.375,,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,,2.0,,2.0,,1.0,,1.0,1.0,,0.25,0.2222222222222222,0.25,,1.0,1.0,,1.0,,0.25,,26.400000000000002,,,,,1.0,1.0,2.0,3.0,2.0,,,4.0,6.0,,3.0,2.0,2.0,2.0,,,3.0,1.0,1.0,2.0,,,3.0,1.0,0.6666666666666666,0.6666666666666666,,,0.3333333333333333,,,,,,,,0.08333333333333333,1.0,1.0,,0.25,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-203085-203210-203999,1610612743,"Bryn Forbes, Monte Morris, Austin Rivers, JaMychal Green, Nikola Jokic","Forbes, Morris, Rivers, Green, Jokic",1627854-1628420-203085-203210-203999,DEN,23.0,1,,,1.0,,,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,62.60869565217391,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-203085-203932-203999,1610612743,"Bryn Forbes, Monte Morris, Austin Rivers, Aaron Gordon, Nikola Jokic","Forbes, Morris, Rivers, Gordon, Jokic",1627854-1628420-203085-203932-203999,DEN,82.0,1,1.0,-1.0,2.0,1.0,2.0,3,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.68292682926829,19.0,44.0,19.0,44.0,1.0,1.0,1.0,1.0,0.3808,0.3808,,,1.0,5.5,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
