EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,HeaveAttempts,Clear Path Fouls,team_id,year,season,team_vs
1628983-1629647-1629652-1630526-1630581,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Jeremiah Robinson-Earl, Josh Giddey","Gilgeous-Alexander, Bazley, Dort, Robinson-Earl, Giddey",1628983-1629647-1629652-1630526-1630581,OKC,15248.0,25,254,-96.0,527,528,59.0,85.0,51.0,1055,92.0,153.0,13.0,22.0,9.0,13.0,38.0,100.0,10.0,22.0,14.0,42.0,2.0,3.0,1.0,3.0,41.0,163.0,1.0,15.0,1.0,17.0,140.0,275.0,55.0,205.0,65.0,510.0,606.0,16.0,29.0,3.0,18.0,4.0,45.0,15.0,27.0,2.0,20.0,17.0,53.0,126.0,154.0,138.0,27.0,18.0,163.0,41.0,44.0,2.0,63.0,46.0,109.0,32.0,14.0,50.0,12.0,1.0,264.0,20.0,34.0,101.0,92.0,7.0,200.0,54.0,254.0,9.0,48.0,29.0,19.0,40.0,6.0,21.0,27.0,4.0,19.0,2.0,5.0,67.0,4.0,9.0,44.0,75.0,1.0,3.0,8.0,73.0,2.0,2.0,3.0,79.0,6.0,1.0,34.0,7.0,26.0,2.0,1.0,11.0,1.0,2.0,13.0,28.0,20.0,2.0,465.0,53.0,59.0,6.0,7.0,0.45,0.48091603053435117,0.8363636363636363,0.2682926829268293,0.16666666666666666,0.1,0.2682926829268293,0.509090909090909,0.5517241379310345,0.5555555555555556,0.4635416666666667,0.43617021276595747,0.3829787234042553,0.49514563106796117,0.45918367346938777,0.4649122807017544,0.4270833333333333,0.00975609756097561,0.16,0.13725490196078433,0.23,0.012269938650306749,0.5970149253731343,0.7777777777777778,0.6865671641791045,0.2518518518518518,0.7769230769230769,0.13513513513513514,0.7310606060606061,0.19081272084805653,0.22950819672131148,0.2903225806451613,0.16666666666666666,0.13333333333333333,0.14285714285714285,0.6470588235294118,0.6833333333333333,0.782608695652174,0.8085106382978723,0.6944444444444444,0.0379746835443038,99.63273871983212,0.7142857142857143,14.40607210626186,14.5,13.867172675521822,13.956439393939394,0.31875,0.6013071895424836,0.696969696969697,0.5434782608695652,0.20833333333333334,0.38,0.4935064935064935,0.3157894736842105,0.04583333333333333,0.45454545454545453,0.45454545454545453,0.1,0.0875,0.3333333333333333,0.3333333333333333,1.0,0.33958333333333335,0.25153374233128833,0.2546583850931677,0.7804878048780488,0.46808510638297873,0.5909090909090909,0.15384615384615385,0.06382978723404255,0.6666666666666666,1.0,0.3191489361702128,0.06666666666666667,1.0,0.2765957446808511,0.6923076923076923,0.06382978723404255,0.3333333333333333,0.3617021276595745,0.058823529411764705,0.7458333333333333,0.25153374233128833,0.5392695833333333,0.544784375,0.5036670212765958,0.06692913385826772,0.11221122112211221,0.08823529411764706,0.10392156862745099,4.977454545454545,25.448292682926827,0.11195445920303605,,,,,,,,,,,,,1610612760,2022,2021-22,False
1628983-1629652-1630526-1630581-1630598,1610612760,"Shai Gilgeous-Alexander, Luguentz Dort, Jeremiah Robinson-Earl, Josh Giddey, Aaron Wiggins","Gilgeous-Alexander, Dort, Robinson-Earl, Giddey, Wiggins",1628983-1629652-1630526-1630581-1630598,OKC,7549.0,12,126,-27.0,262,262,10.0,18.0,27.0,524,50.0,78.0,4.0,11.0,1.0,1.0,25.0,58.0,5.0,10.0,6.0,22.0,2.0,5.0,,,26.0,67.0,1.0,3.0,,1.0,80.0,146.0,32.0,89.0,45.0,301.0,328.0,11.0,22.0,3.0,8.0,1.0,32.0,3.0,4.0,,1.0,6.0,12.0,78.0,82.0,87.0,9.0,10.0,67.0,26.0,13.0,,39.0,29.0,68.0,23.0,6.0,29.0,9.0,1.0,165.0,13.0,19.0,49.0,34.0,3.0,86.0,33.0,119.0,4.0,21.0,15.0,6.0,23.0,3.0,14.0,12.0,3.0,9.0,,1.0,35.0,3.0,2.0,19.0,43.0,2.0,3.0,1.0,47.0,1.0,,4.0,59.0,4.0,1.0,27.0,3.0,7.0,,,3.0,,,4.0,7.0,4.0,,269.0,9.0,8.0,,1.0,0.4875,0.52,0.90625,0.3595505617977528,0.375,,0.3595505617977528,0.547945205479452,0.5,0.75,0.5446808510638298,0.5166666666666667,0.6,0.5747126436781609,0.5161290322580645,0.6875,0.37872340425531914,,0.08904109589041095,0.07692307692307693,0.1206896551724138,,0.6571428571428571,1.0,0.6938775510204082,0.2923076923076923,0.7205882352941176,0.22807017543859648,0.7094017094017094,0.26229508196721313,0.32142857142857145,0.3125,,0.24390243902439024,0.1875,0.7272727272727273,0.5263157894736842,1.0,0.76,0.6111111111111112,0.03669724770642202,99.95496092197642,0.5714285714285714,14.286259541984732,14.526717557251908,13.740458015267176,14.011450381679388,0.33191489361702126,0.6410256410256411,0.6944444444444444,0.58,0.24680851063829787,0.43103448275862066,0.49019607843137253,0.36,0.0425531914893617,0.5,0.5,0.2,0.09361702127659574,0.2727272727272727,0.2727272727272727,1.0,0.2851063829787234,0.3880597014925373,0.3880597014925373,0.8846153846153846,0.36666666666666664,0.36363636363636365,0.25,0.16666666666666666,0.4,1.0,0.1,0.3333333333333333,1.0,0.2,1.0,,,0.2,,0.7106382978723405,0.3880597014925373,0.5447006382978723,0.5101875,0.5051,0.10465116279069768,0.15976331360946747,0.10631229235880399,0.03986710963455149,5.267808219178082,25.512359550561797,0.03816793893129771,1.0,2.0,0.125,,,,,,,,,,1610612760,2022,2021-22,False
1628983-1629647-1629652-1630581-202324,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Josh Giddey, Derrick Favors","Gilgeous-Alexander, Bazley, Dort, Giddey, Favors",1628983-1629647-1629652-1630581-202324,OKC,6295.0,11,105,-46.0,208,209,20.0,26.0,24.0,417,30.0,53.0,2.0,8.0,4.0,9.0,21.0,49.0,6.0,12.0,9.0,16.0,,,1.0,1.0,13.0,61.0,2.0,9.0,2.0,6.0,57.0,114.0,22.0,77.0,26.0,206.0,252.0,5.0,14.0,2.0,9.0,2.0,18.0,6.0,13.0,3.0,7.0,4.0,25.0,70.0,44.0,54.0,12.0,6.0,61.0,13.0,13.0,1.0,35.0,18.0,53.0,10.0,8.0,21.0,10.0,4.0,124.0,8.0,19.0,37.0,40.0,3.0,80.0,27.0,107.0,6.0,13.0,10.0,3.0,16.0,3.0,11.0,16.0,2.0,5.0,1.0,4.0,32.0,3.0,3.0,18.0,36.0,1.0,4.0,1.0,34.0,,,6.0,34.0,2.0,3.0,14.0,1.0,7.0,1.0,,4.0,1.0,,3.0,8.0,5.0,,188.0,24.0,19.0,2.0,,0.6140350877192983,0.6481481481481481,0.8181818181818182,0.2857142857142857,0.2222222222222222,0.42857142857142855,0.2857142857142857,0.5,0.35714285714285715,0.46153846153846156,0.4712041884816754,0.34782608695652173,0.525,0.4975609756097561,0.375,0.5454545454545454,0.4031413612565445,0.012987012987012988,0.11403508771929824,0.1320754716981132,0.12244897959183673,0.01639344262295082,0.5,0.75,0.6779661016949152,0.3333333333333333,0.7708333333333334,0.1509433962264151,0.719626168224299,0.24545454545454545,0.4782608695652174,0.2857142857142857,,0.15217391304347827,0.14285714285714285,0.4375,0.8076923076923077,0.7058823529411765,0.7894736842105263,0.7,0.0625,95.38999205718824,0.625,15.509615384615385,14.68421052631579,14.783653846153847,14.0,0.2774869109947644,0.5660377358490566,0.6521739130434783,0.7,0.25654450261780104,0.42857142857142855,0.4883720930232558,0.47619047619047616,0.06282722513089005,0.5,0.5,0.6666666666666666,0.08376963350785341,0.5625,0.5625,0.8888888888888888,0.3193717277486911,0.21311475409836064,0.21666666666666667,0.7692307692307693,0.34782608695652173,0.25,0.5,,,,0.391304347826087,0.2222222222222222,1.0,0.45,0.4444444444444444,0.05,1.0,0.3,0.3333333333333333,0.680628272251309,0.21311475409836064,0.5287798429319371,0.5221882352941176,0.537945,0.07352941176470588,0.1111111111111111,0.08737864077669903,0.12135922330097088,6.593859649122807,25.541558441558443,0.09615384615384616,,,,1.0,1.0,0.01282051282051282,,,,,,,1610612760,2022,2021-22,False
1628982-1629658-1630249-1630285-1630686,1610612760,"Melvin Frazier Jr., Jaylen Hoard, Vit Krejci, Zavier Simpson, Georgios Kalaitzakis","Frazier Jr., Hoard, Krejci, Simpson, Kalaitzakis",1628982-1629658-1630249-1630285-1630686,OKC,3821.0,2,64,-63.0,129,131,11.0,51.0,17.0,260,28.0,45.0,7.0,10.0,1.0,2.0,8.0,30.0,3.0,7.0,2.0,11.0,,2.0,1.0,1.0,5.0,32.0,,2.0,1.0,3.0,39.0,82.0,7.0,43.0,14.0,113.0,176.0,9.0,15.0,,4.0,,18.0,3.0,5.0,2.0,4.0,4.0,16.0,36.0,42.0,12.0,9.0,14.0,32.0,5.0,9.0,,18.0,4.0,22.0,2.0,2.0,14.0,3.0,1.0,48.0,8.0,11.0,21.0,17.0,4.0,42.0,20.0,62.0,1.0,6.0,2.0,4.0,7.0,2.0,5.0,9.0,2.0,2.0,,,16.0,1.0,1.0,16.0,29.0,,1.0,2.0,16.0,,,1.0,19.0,3.0,,11.0,,4.0,,,2.0,,,2.0,4.0,,,95.0,16.0,11.0,4.0,,0.46153846153846156,0.5625,0.5714285714285714,0.16279069767441862,,0.5,0.16279069767441862,0.47560975609756095,0.6,0.6,0.396,0.47368421052631576,0.6666666666666666,0.424812030075188,0.47368421052631576,0.7272727272727273,0.344,,0.10975609756097561,0.13333333333333333,0.1,,0.4375,1.0,0.6296296296296297,0.2619047619047619,0.84,0.2222222222222222,0.7307692307692307,0.24358974358974358,0.29411764705882354,0.2857142857142857,,0.2222222222222222,0.2222222222222222,0.5384615384615384,0.625,0.8333333333333334,0.8571428571428571,0.75,0.014492753623188406,97.98482072755823,,15.953488372093023,13.458015267175572,15.255813953488373,13.183206106870228,0.36,0.6222222222222222,0.717948717948718,0.5,0.24,0.26666666666666666,0.2962962962962963,0.375,0.056,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.088,0.18181818181818182,0.18181818181818182,1.0,0.256,0.15625,0.15625,0.4,0.5263157894736842,0.7,,0.10526315789473684,,,0.10526315789473684,,,0.2222222222222222,0.5,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.704,0.15625,0.5089892,0.5583423076923076,0.46670000000000006,0.08270676691729323,0.12222222222222222,0.1592920353982301,0.1415929203539823,5.317073170731708,25.090697674418607,0.08527131782945736,1.0,1.0,0.25,,,,1.0,,,,,,1610612760,2022,2021-22,False
1628983-1629647-1629676-1630544-1630598,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Isaiah Roby, Tre Mann, Aaron Wiggins","Gilgeous-Alexander, Bazley, Roby, Mann, Wiggins",1628983-1629647-1629676-1630544-1630598,OKC,3331.0,6,56,-53.0,115,118,13.0,16.0,11.0,233,13.0,23.0,1.0,7.0,4.0,4.0,19.0,36.0,5.0,8.0,,4.0,,,,,8.0,23.0,,2.0,,2.0,37.0,67.0,8.0,27.0,21.0,119.0,172.0,2.0,10.0,,2.0,,4.0,5.0,5.0,,2.0,7.0,17.0,28.0,46.0,18.0,6.0,4.0,23.0,8.0,8.0,,14.0,6.0,20.0,6.0,,5.0,9.0,,46.0,4.0,9.0,16.0,21.0,2.0,39.0,14.0,53.0,4.0,4.0,2.0,2.0,16.0,2.0,8.0,5.0,,8.0,1.0,,21.0,1.0,,19.0,26.0,1.0,,,20.0,,,,28.0,2.0,,13.0,2.0,2.0,,,2.0,,,,2.0,2.0,,115.0,16.0,12.0,,,0.3783783783783784,0.4,0.75,0.2962962962962963,,,0.2962962962962963,0.5522388059701493,0.2,1.0,0.5212765957446809,0.16666666666666666,0.7142857142857143,0.5560747663551402,0.16666666666666666,0.6538461538461539,0.2872340425531915,,0.11940298507462686,0.17391304347826086,0.1111111111111111,,0.7619047619047619,0.6666666666666666,0.75,0.3103448275862069,0.7619047619047619,0.21052631578947367,0.7551020408163265,0.2708333333333333,0.3,0.375,,0.2,0.25,0.9090909090909091,0.7272727272727273,0.5,0.8125,0.6,0.1,100.7265085559892,1.0,14.434782608695652,14.161016949152541,13.869565217391305,13.601694915254237,0.24468085106382978,0.5652173913043478,0.6842105263157895,0.38461538461538464,0.3829787234042553,0.5277777777777778,0.59375,0.47368421052631576,0.0851063829787234,0.625,0.625,,0.0425531914893617,,,,0.24468085106382978,0.34782608695652173,0.34782608695652173,0.75,0.5833333333333334,0.14285714285714285,,,,,0.16666666666666666,,,0.5714285714285714,1.0,,,0.2857142857142857,,0.5319148936170213,0.34782608695652173,0.4780409574468085,0.4966055555555556,0.5474642857142857,0.12380952380952381,0.16666666666666666,0.03361344537815126,0.14285714285714285,6.701492537313433,26.04074074074074,0.11304347826086956,1.0,,0.2,,,,,,,,,,1610612760,2022,2021-22,False
1628983-1629652-1630526-1630581-202324,1610612760,"Shai Gilgeous-Alexander, Luguentz Dort, Jeremiah Robinson-Earl, Josh Giddey, Derrick Favors","Gilgeous-Alexander, Dort, Robinson-Earl, Giddey, Favors",1628983-1629652-1630526-1630581-202324,OKC,3169.0,4,53,-1.0,101,103,1.0,2.0,18.0,204,16.0,30.0,5.0,11.0,,,9.0,26.0,8.0,15.0,5.0,11.0,1.0,1.0,,,4.0,26.0,2.0,4.0,,1.0,33.0,71.0,9.0,37.0,10.0,103.0,104.0,6.0,15.0,3.0,5.0,,21.0,,,,1.0,,,32.0,34.0,27.0,,10.0,26.0,4.0,1.0,,16.0,9.0,25.0,4.0,5.0,5.0,5.0,6.0,59.0,8.0,14.0,20.0,23.0,1.0,44.0,22.0,66.0,4.0,9.0,6.0,3.0,7.0,3.0,5.0,3.0,,2.0,,,10.0,1.0,,9.0,17.0,,,,12.0,,1.0,2.0,11.0,1.0,,6.0,,2.0,,,1.0,,,1.0,2.0,1.0,1.0,82.0,,1.0,,,0.48484848484848486,0.5714285714285714,1.0,0.24324324324324326,0.6,,0.24324324324324326,0.4647887323943662,0.4,,0.4305555555555556,0.525,,0.4557522123893805,0.525,,0.3425925925925926,,0.014084507042253521,0.03333333333333333,,,0.7,1.0,0.6764705882352942,0.3684210526315789,0.8,0.2857142857142857,0.7288135593220338,0.3333333333333333,0.42857142857142855,0.35294117647058826,0.2857142857142857,0.2727272727272727,0.3333333333333333,0.625,0.6666666666666666,1.0,0.75,0.8888888888888888,0.06153846153846154,92.69801199116439,0.5,15.663366336633663,15.407766990291263,14.792079207920793,14.70873786407767,0.2777777777777778,0.5333333333333333,0.5517241379310345,0.3125,0.24074074074074073,0.34615384615384615,0.34615384615384615,0.5555555555555556,0.1388888888888889,0.5333333333333333,0.5333333333333333,0.75,0.10185185185185185,0.45454545454545453,0.45454545454545453,1.0,0.24074074074074073,0.15384615384615385,0.15384615384615385,1.0,0.55,0.45454545454545453,,0.05,1.0,1.0,0.2,0.5,1.0,,,,,1.0,,0.6203703703703703,0.15384615384615385,0.5099398148148149,0.5624038461538462,0.54135,0.05309734513274336,0.07894736842105263,0.20388349514563106,,7.288732394366197,25.44324324324324,0.009900990099009901,,,,,,,,,,,,,1610612760,2022,2021-22,False
1629676-1630177-1630197-1630249-1630598,1610612760,"Isaiah Roby, Theo Maledon, Aleksej Pokusevski, Vit Krejci, Aaron Wiggins","Roby, Maledon, Pokusevski, Krejci, Wiggins",1629676-1630177-1630197-1630249-1630598,OKC,2895.0,4,48,-14.0,105,103,10.0,9.0,6.0,208,24.0,27.0,3.0,3.0,2.0,3.0,4.0,16.0,,5.0,3.0,6.0,,,,,14.0,32.0,1.0,3.0,2.0,3.0,28.0,48.0,17.0,38.0,14.0,121.0,135.0,3.0,3.0,1.0,3.0,,9.0,3.0,6.0,2.0,3.0,4.0,16.0,34.0,22.0,51.0,,4.0,32.0,14.0,5.0,,17.0,17.0,34.0,14.0,3.0,14.0,3.0,,85.0,1.0,4.0,16.0,17.0,1.0,34.0,5.0,39.0,2.0,6.0,4.0,2.0,11.0,2.0,6.0,6.0,1.0,5.0,,1.0,17.0,,,11.0,17.0,,,,16.0,,1.0,,16.0,2.0,,8.0,1.0,4.0,,,,,,4.0,4.0,2.0,,112.0,14.0,9.0,1.0,,0.6071428571428571,0.6538461538461539,1.0,0.4473684210526316,0.3333333333333333,0.6666666666666666,0.4473684210526316,0.5833333333333334,1.0,0.5,0.622093023255814,0.75,0.6666666666666666,0.6505376344086021,0.75,0.7272727272727273,0.4418604651162791,,0.10416666666666667,0.07407407407407407,0.1875,,0.6470588235294118,1.0,0.7391304347826086,0.2,0.6666666666666666,0.047619047619047616,0.7021276595744681,0.12195121951219512,0.3333333333333333,0.25,,0.05555555555555555,,0.8,0.6428571428571429,1.0,0.4166666666666667,0.9166666666666666,0.05555555555555555,103.46113989637306,0.5,14.047619047619047,13.78640776699029,13.476190476190476,13.601941747572816,0.313953488372093,0.8888888888888888,0.96,0.5833333333333334,0.18604651162790697,0.25,0.3076923076923077,0.75,0.05813953488372093,,,,0.06976744186046512,0.5,0.5,1.0,0.37209302325581395,0.4375,0.4375,1.0,0.5,1.0,,,,,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,,,0.3333333333333333,0.6666666666666666,0.7558139534883721,0.4375,0.5073761627906976,0.5482583333333334,0.47424444444444447,0.08695652173913043,0.14814814814814814,0.0743801652892562,0.1322314049586777,5.370833333333334,25.910526315789475,0.09523809523809523,,,,,,,,,,,,,1610612760,2022,2021-22,False
1628983-1629647-1629652-1630581-203488,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Josh Giddey, Mike Muscala","Gilgeous-Alexander, Bazley, Dort, Giddey, Muscala",1628983-1629647-1629652-1630581-203488,OKC,2684.0,12,45,1.0,93,96,54.0,56.0,6.0,189,18.0,28.0,4.0,4.0,9.0,12.0,9.0,15.0,3.0,3.0,5.0,8.0,,1.0,3.0,5.0,10.0,29.0,,,5.0,18.0,30.0,46.0,15.0,37.0,18.0,123.0,122.0,4.0,4.0,,1.0,2.0,10.0,15.0,22.0,8.0,23.0,15.0,69.0,36.0,24.0,36.0,9.0,6.0,29.0,10.0,1.0,,18.0,12.0,30.0,7.0,5.0,10.0,6.0,2.0,72.0,2.0,3.0,18.0,11.0,2.0,31.0,6.0,37.0,,7.0,4.0,3.0,2.0,2.0,1.0,7.0,1.0,1.0,,,9.0,,7.0,8.0,13.0,,1.0,,18.0,,1.0,2.0,20.0,2.0,,9.0,2.0,7.0,,,1.0,,2.0,4.0,7.0,3.0,,113.0,69.0,54.0,4.0,1.0,0.6,0.6666666666666666,0.8,0.40540540540540543,,0.34782608695652173,0.40540540540540543,0.6521739130434783,1.0,0.6818181818181818,0.6325301204819277,0.8,0.6,0.6684782608695652,0.8333333333333334,0.6509433962264151,0.4457831325301205,,0.021739130434782608,,0.06666666666666667,,0.2222222222222222,0.5,0.55,0.1875,0.8181818181818182,0.10526315789473684,0.6904761904761905,0.14285714285714285,0.2,0.16666666666666666,,0.0625,0.3333333333333333,0.75,0.4166666666666667,0.75,0.8823529411764706,0.6,,101.40089418777943,0.42857142857142855,12.881720430107526,15.479166666666666,12.720430107526882,14.71875,0.3373493975903614,0.6428571428571429,0.6428571428571429,0.5555555555555556,0.18072289156626506,0.6,0.6428571428571429,0.6666666666666666,0.03614457831325301,1.0,1.0,0.6666666666666666,0.0963855421686747,0.625,0.625,1.0,0.3493975903614458,0.3448275862068966,0.3448275862068966,0.7,0.8,1.0,0.25,0.2,,,,,,0.26666666666666666,0.75,0.1111111111111111,0.6,0.4,0.2777777777777778,0.7831325301204819,0.3448275862068966,0.5327192771084337,0.6172666666666666,0.5341944444444444,0.1,0.16981132075471697,0.08130081300813008,0.5609756097560976,4.791304347826087,25.543243243243243,0.5806451612903226,1.0,,0.5,,,,,,,,,,1610612760,2022,2021-22,False
1628983-1629647-1629676-1630197-1630544,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Isaiah Roby, Aleksej Pokusevski, Tre Mann","Gilgeous-Alexander, Bazley, Roby, Pokusevski, Mann",1628983-1629647-1629676-1630197-1630544,OKC,2594.0,5,43,14.0,99,99,30.0,10.0,8.0,198,17.0,24.0,2.0,4.0,6.0,8.0,10.0,26.0,3.0,7.0,2.0,5.0,,,,1.0,10.0,17.0,,1.0,4.0,4.0,30.0,57.0,12.0,22.0,15.0,111.0,97.0,2.0,7.0,,1.0,2.0,6.0,9.0,18.0,4.0,5.0,4.0,34.0,24.0,36.0,27.0,9.0,2.0,17.0,10.0,4.0,,12.0,9.0,21.0,7.0,2.0,7.0,3.0,2.0,51.0,2.0,6.0,30.0,13.0,2.0,45.0,9.0,54.0,1.0,11.0,11.0,,15.0,1.0,11.0,5.0,,4.0,1.0,,20.0,1.0,5.0,12.0,15.0,,,,16.0,,,,20.0,4.0,,11.0,1.0,8.0,1.0,1.0,4.0,,,4.0,9.0,4.0,,105.0,34.0,30.0,,1.0,0.4,0.41379310344827586,0.75,0.5454545454545454,,0.8,0.5454545454545454,0.5263157894736842,0.2857142857142857,0.5,0.6075949367088608,0.25,0.6521739130434783,0.6379310344827587,0.3333333333333333,0.6538461538461539,0.27848101265822783,,0.07017543859649122,0.041666666666666664,0.11538461538461539,,0.75,1.0,0.65,0.23076923076923078,0.8333333333333334,0.2,0.7678571428571429,0.2222222222222222,0.14285714285714285,0.3333333333333333,,0.14285714285714285,0.3333333333333333,0.75,0.375,1.0,0.8214285714285714,0.875,0.03125,109.91518889745566,0.4444444444444444,12.95959595959596,13.242424242424242,12.666666666666666,12.777777777777779,0.3037974683544304,0.7083333333333334,0.7391304347826086,0.4117647058823529,0.3291139240506329,0.38461538461538464,0.43478260869565216,0.3,0.08860759493670886,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.06329113924050633,0.4,0.4,1.0,0.21518987341772153,0.5882352941176471,0.5882352941176471,0.7,0.5,0.5,,,,,0.125,,,0.34782608695652173,0.75,0.043478260869565216,,0.17391304347826086,1.0,0.5822784810126582,0.5882352941176471,0.4952462025316456,0.47979000000000005,0.45902608695652175,0.12790697674418605,0.171875,0.05405405405405406,0.3063063063063063,6.496491228070176,25.781818181818185,0.30303030303030304,1.0,,0.3333333333333333,,,,,,,,,,1610612760,2022,2021-22,False
