EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,DefThreePtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,Steals,LostBallSteals,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,BlocksRecoveredPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,OffTwoPtRebounds,BadPassSteals,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LiveBallTurnoverPct,LostBallTurnovers,SecondChanceTurnovers,SelfOReb,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyFtPoints,LongMidRangeAssists,Travels,LongMidRangePctAssisted,BlockedAtRim,Offensive Fouls,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,AtRimPctBlocked,OffAtRimReboundPct,PenaltyCorner3FGM,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,SecondChanceFtPoints,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Loose Ball Fouls,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,Arc3PctBlocked,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffLongMidRangeReboundPct,3SecondViolations,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,BlockedArc3,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Clear Path Fouls,BlockedLongMidRange,team_id,year,season,team_vs
1627782-1628422-1629011-201959-202692,1610612752,"Wayne Selden, Damyean Dotson, Mitchell Robinson, Taj Gibson, Alec Burks","Selden, Dotson, Robinson, Gibson, Burks",1627782-1628422-1629011-201959-202692,NYK,174.0,1,3.0,-5.0,5.0,6.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,0.25,1.0,1.0,91.0344827586207,20.2,12.166666666666666,20.2,12.166666666666666,0.2,1.0,1.0,0.4,0.2,0.2,0.3333333333333333,1.0,0.3333333333333333,0.6,0.46541,0.46416666666666667,1.0,10.866666666666667,25.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-1628995-1629656-1630540-1630579,1610612752,"Wayne Selden, Kevin Knox II, Quentin Grimes, Miles McBride, Jericho Sims","Selden, Knox II, Grimes, McBride, Sims",1627782-1628995-1629656-1630540-1630579,NYK,58.0,1,1.0,2.0,3.0,3.0,3.0,,6.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,,2.0,,2.0,,,,,,2.0,2.0,3.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,1.0,,,,148.9655172413793,10.0,9.333333333333334,10.0,9.333333333333334,,,,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.4030833333333333,0.4030833333333333,1.0,4.65,27.8,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-1629011-201959-202689-202692,1610612752,"Wayne Selden, Mitchell Robinson, Taj Gibson, Kemba Walker, Alec Burks","Selden, Robinson, Gibson, Walker, Burks",1627782-1629011-201959-202689-202692,NYK,117.0,1,2.0,3.0,5.0,4.0,5.0,4.0,9.0,,,,,1.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,,1.0,,2.0,,2.0,,,,1.0,,5.0,5.0,5.0,1.0,1.0,0.5,0.5,0.5,0.5,0.8,,1.0,,1.0,,,,110.76923076923077,13.8,12.0,13.8,12.0,,,,0.2,0.2,0.6,,,0.6,0.8,0.48761,0.48761,1.0,16.3,27.025,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-1629011-202689-202692-203944,1610612752,"Wayne Selden, Mitchell Robinson, Kemba Walker, Alec Burks, Julius Randle","Selden, Robinson, Walker, Burks, Randle",1627782-1629011-202689-202692-203944,NYK,142.0,2,2.0,4.0,6.0,6.0,,3.0,12.0,2.0,2.0,,,,,1.0,,3.0,4.0,1.0,7.0,3.0,,,,,4.0,1.0,,2.0,,3.0,,3.0,,,1.0,1.0,2.0,7.0,,,0.75,,0.6,,0.7,,0.2,,1.0,,1.0,,,1.0,121.69014084507042,10.666666666666666,13.0,10.666666666666666,13.0,0.4,1.0,1.0,,,0.2,,,,0.6,0.5974700000000001,,,4.875,27.4,,1.0,2.0,,1.0,,,1.0,,1.0,0.4,0.5,0.5,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-1629011-202692-203095-203944,1610612752,"Wayne Selden, Mitchell Robinson, Alec Burks, Evan Fournier, Julius Randle","Selden, Robinson, Burks, Fournier, Randle",1627782-1629011-202692-203095-203944,NYK,179.0,1,3.0,2.0,5.0,5.0,,,10.0,1.0,1.0,,,,1.0,2.0,,2.0,3.0,3.0,7.0,5.0,,,,,4.0,2.0,,1.0,,2.0,1.0,3.0,,,1.0,2.0,1.0,4.0,,,0.6666666666666666,,0.5833333333333334,,0.5833333333333334,,0.5,,1.0,,0.6666666666666666,0.3333333333333333,,1.0,80.44692737430168,17.6,18.2,14.2,17.2,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.3333333333333333,,,,0.6666666666666666,0.5020166666666667,,,3.8666666666666667,27.46666666666667,,1.0,2.0,,1.0,,,0.5,,,0.3333333333333333,0.5,0.5,,,1.0,,1.0,,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.5,0.5,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.4956,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-201959-202689-202692-203457,1610612752,"Wayne Selden, Taj Gibson, Kemba Walker, Alec Burks, Nerlens Noel","Selden, Gibson, Walker, Burks, Noel",1627782-201959-202689-202692-203457,NYK,114.0,1,2.0,2.0,3.0,3.0,,,6.0,2.0,2.0,,,,,,,2.0,2.0,,7.0,5.0,,,,,,,,1.0,,1.0,,1.0,,,,,2.0,7.0,,,1.0,,1.0,,0.875,,,,1.0,,1.0,,,1.0,75.78947368421053,16.666666666666668,21.333333333333332,16.666666666666668,21.333333333333332,1.0,1.0,1.0,,,,,,,1.0,0.53,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,3.0,4.0,2.0,2.0,,,4.0,,2.0,,,,,1.0,1.0,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-201959-202692-203095-203457,1610612752,"Wayne Selden, Taj Gibson, Alec Burks, Evan Fournier, Nerlens Noel","Selden, Gibson, Burks, Fournier, Noel",1627782-201959-202692-203095-203457,NYK,162.0,1,3.0,2.0,5.0,5.0,5.0,5.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,10.0,8.0,2.0,3.0,3.0,10.0,2.0,2.0,1.0,,,1.0,1.0,2.0,,,,,,8.0,10.0,5.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,,,1.0,0.3333333333333333,1.0,1.0,,88.88888888888889,13.0,19.4,13.0,18.8,0.3333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8333333333333334,0.54535,0.54535,1.0,7.1000000000000005,25.233333333333334,1.0,,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,0.5,1.0,,0.5,,,1.0,,,,,2.0,3.0,,,,1.0,1.0,,,,,,,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-201959-202692-203095-203944,1610612752,"Wayne Selden, Taj Gibson, Alec Burks, Evan Fournier, Julius Randle","Selden, Gibson, Burks, Fournier, Randle",1627782-201959-202692-203095-203944,NYK,84.0,1,1.0,,3.0,3.0,,2.0,6.0,,,,,1.0,1.0,,,,1.0,1.0,3.0,3.0,,,,,,,,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,0.75,,0.75,,0.5,,1.0,,1.0,,,1.0,102.85714285714286,20.333333333333332,7.666666666666667,20.333333333333332,7.666666666666667,,,,0.5,0.5,,,,,0.5,0.460325,,,15.0,22.9,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,3.0,,1.0,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627782-202692-203095-203457-203944,1610612752,"Wayne Selden, Alec Burks, Evan Fournier, Nerlens Noel, Julius Randle","Selden, Burks, Fournier, Noel, Randle",1627782-202692-203095-203457-203944,NYK,118.0,1,2.0,3.0,4.0,4.0,,,8.0,,,,,,,2.0,,,,2.0,3.0,,,,,,,2.0,,1.0,,3.0,,3.0,1.0,2.0,,1.0,,3.0,,,,,0.75,,0.75,,1.0,,1.0,,1.0,,,1.0,97.6271186440678,10.75,18.75,10.75,18.75,,,,,,1.0,,,,1.0,0.537,,,,29.25,,,,,2.0,,,1.0,,1.0,,,,,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,3.0,,1.0,0.5,,0.5,,,,0.5,0.5,1.0,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
1627853-1629011-1629628-1630167-202692,1610612752,"Ryan Arcidiacono, Mitchell Robinson, RJ Barrett, Obi Toppin, Alec Burks","Arcidiacono, Robinson, Barrett, Toppin, Burks",1627853-1629011-1629628-1630167-202692,NYK,202.0,1,3.0,1.0,7.0,6.0,,3.0,13.0,1.0,1.0,,,,1.0,3.0,,2.0,2.0,4.0,11.0,10.0,,,,,4.0,3.0,,1.0,,1.0,,1.0,,1.0,2.0,2.0,1.0,11.0,,,1.0,,0.8333333333333334,,0.9166666666666666,,0.6666666666666666,,1.0,,1.0,,,1.0,92.67326732673267,16.857142857142858,14.0,15.714285714285714,14.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.5,,,,0.8333333333333334,0.5519583333333333,,,7.65,25.375,,1.0,1.0,,,,,,,,0.16666666666666666,1.0,1.0,,,2.0,,2.0,,6.0,2.0,2.0,2.0,2.0,6.0,,1.0,0.5,,0.5,,,,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,1.0,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,True
