EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,OffThreePtRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyOffPoss,ShortMidRangeFGM,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFtPoints,NonShootingFoulsDrawn,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,FTOffRebounds,OffFTReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,ShortMidRangePctBlocked,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTDefRebounds,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefensiveGoaltends,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,PenaltyTurnovers,HeaveAttempts,LostBallTurnovers,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceArc3Frequency,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations,Arc3PctBlocked,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,team_id,year,season,team_vs
137-1717-1761-436-458,1610612742,"Vernon Maxwell, Dirk Nowitzki, Greg Buckner, Juwan Howard, Howard Eisley","Maxwell, Nowitzki, Buckner, Howard, Eisley",137-1717-1761-436-458,DAL,776.0,4,13.0,5.0,27.0,24.0,1.0,2.0,51.0,4.0,4.0,2.0,6.0,10.0,1.0,3.0,10.0,16.0,4.0,6.0,26.0,21.0,1.0,12.0,8.0,3.0,1.0,6.0,6.0,3.0,3.0,12.0,2.0,1.0,7.0,8.0,2.0,10.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,8.0,4.0,4.0,1.0,3.0,4.0,1.0,26.0,0.6,0.6,0.625,0.5,0.5416666666666666,0.2,0.0625,0.1,0.6,0.5833333333333334,0.3333333333333333,1.0,0.6153846153846154,0.2,0.5,0.5,0.5,0.75,1.0,0.1111111111111111,94.63917525773196,0.25,16.59259259259259,13.666666666666666,15.814814814814815,12.958333333333334,0.2,1.0,1.0,0.75,0.1,0.5,0.6,0.6666666666666666,0.5,0.05,0.15,0.4,0.4859775,0.3776,0.16666666666666666,0.2,12.00625,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1761-458-714,1610612742,"Vernon Maxwell, Dirk Nowitzki, Greg Buckner, Howard Eisley, Michael Finley","Maxwell, Nowitzki, Buckner, Eisley, Finley",137-1717-1761-458-714,DAL,229.0,2,4.0,1.0,6.0,7.0,,2.0,13.0,2.0,3.0,,1.0,1.0,,4.0,3.0,4.0,4.0,,9.0,8.0,2.0,2.0,4.0,4.0,,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,,1.0,1.0,,,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,,5.0,0.3333333333333333,0.5,0.75,0.5625,0.5625,0.5,,,,0.6666666666666666,1.0,1.0,0.75,0.5,,,,0.6666666666666666,1.0,,81.7467248908297,,18.666666666666668,16.714285714285715,16.333333333333332,15.714285714285714,0.375,0.6666666666666666,0.6666666666666666,,,0.125,1.0,1.0,1.0,,0.5,0.875,0.5454125,0.5346,0.125,0.25,5.375,24.65,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.25,0.5,1.0,0.25,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1761-458-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Greg Buckner, Howard Eisley, Shawn Bradley","Maxwell, Nowitzki, Buckner, Eisley, Bradley",137-1717-1761-458-762,DAL,305.0,2,5.0,-6.0,9.0,11.0,4.0,,20.0,1.0,2.0,2.0,2.0,5.0,,,4.0,9.0,,,8.0,14.0,,4.0,4.0,,1.0,2.0,2.0,1.0,1.0,4.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,8.0,0.5,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444,,0.1111111111111111,,,1.0,,,0.5,,,1.0,,,,,94.42622950819673,,17.11111111111111,13.727272727272727,17.11111111111111,12.272727272727273,0.2222222222222222,0.5,1.0,1.0,0.2222222222222222,0.5555555555555556,0.4,0.4,0.5,,,0.2222222222222222,0.4191111111111111,,,,12.055555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.32966666666666666,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1761-714-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Greg Buckner, Michael Finley, Steve Nash","Maxwell, Nowitzki, Buckner, Finley, Nash",137-1717-1761-714-959,DAL,21.0,1,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,137.14285714285714,,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1761-762-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Greg Buckner, Shawn Bradley, Steve Nash","Maxwell, Nowitzki, Buckner, Bradley, Nash",137-1717-1761-762-959,DAL,61.0,1,1.0,4.0,2.0,2.0,,,4.0,1.0,1.0,1.0,,,,,2.0,2.0,,,4.0,,,4.0,,,,2.0,2.0,1.0,,4.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,,94.42622950819673,,6.0,24.5,6.0,24.5,0.5,1.0,1.0,1.0,0.5,,,,,,,0.5,0.5656,,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-1917-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Wang Zhi-zhi, Steve Nash","Maxwell, Nowitzki, Booth, Zhi-zhi, Nash",137-1717-1916-1917-959,DAL,118.0,1,2.0,3.0,4.0,4.0,,1.0,8.0,3.0,4.0,,,1.0,,,3.0,5.0,,1.0,7.0,4.0,2.0,4.0,2.0,,,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,5.0,0.6666666666666666,1.0,0.6,0.6,0.5833333333333334,,,,,1.0,0.5,1.0,1.0,0.5,,,,1.0,,0.5,97.6271186440678,,14.5,15.0,14.0,15.0,0.8,0.75,0.75,0.6666666666666666,,0.2,,,,,,0.8,0.54308,0.5761,,,3.9799999999999995,,1.0,2.0,,,1.0,2.0,,2.0,,,,,,,0.5,0.5,0.5,,1.0,,,,1.0,0.5,,0.2857142857142857,2.0,,2.0,3.0,5.0,,5.0,2.0,0.6666666666666666,0.6666666666666666,0.625,,,,0.5796666666666667,0.7142857142857143,0.5,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-436-458,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Juwan Howard, Howard Eisley","Maxwell, Nowitzki, Booth, Howard, Eisley",137-1717-1916-436-458,DAL,282.0,2,5.0,5.0,9.0,9.0,1.0,1.0,18.0,3.0,3.0,2.0,,3.0,,2.0,3.0,8.0,2.0,,9.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,,5.0,,1.0,3.0,4.0,1.0,5.0,,2.0,2.0,,,,,,,,,,2.0,,,,1.0,,1.0,1.0,,9.0,0.3333333333333333,0.3333333333333333,0.375,0.45,0.45,0.2,0.125,,,0.75,,1.0,0.8,0.16666666666666666,,,0.5,1.0,1.0,,91.91489361702128,,15.222222222222221,16.11111111111111,14.0,15.333333333333334,0.3,1.0,1.0,0.3333333333333333,0.2,0.3,,,,,0.2,0.5,0.507595,,,,8.8625,24.7,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,,,,1.0,,1.0,0.5,0.5,,,0.5,,7.0,,2.0,6.0,7.0,,7.0,7.0,0.3333333333333333,0.4375,0.4375,,,,0.49061875,0.7777777777777778,0.7777777777777778,,,,,2.0,2.0,,,,0.25,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-436-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Juwan Howard, Steve Nash","Maxwell, Nowitzki, Booth, Howard, Nash",137-1717-1916-436-959,DAL,32.0,1,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,90.0,,19.0,13.0,19.0,13.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-458-714,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Howard Eisley, Michael Finley","Maxwell, Nowitzki, Booth, Eisley, Finley",137-1717-1916-458-714,DAL,192.0,1,3.0,5.0,6.0,5.0,4.0,,11.0,1.0,1.0,3.0,1.0,1.0,,,5.0,5.0,,2.0,12.0,7.0,,6.0,4.0,,,3.0,3.0,1.0,1.0,6.0,,,2.0,2.0,,2.0,,,,,,,,,,,,1.0,2.0,,2.0,,2.0,,2.0,2.0,1.0,12.0,0.6,0.6,1.0,1.0,1.0,,,,,0.6666666666666666,,,0.5,,,,0.6666666666666666,,,,82.5,0.5,14.5,21.0,14.5,19.2,0.2,1.0,1.0,1.0,0.6,0.2,1.0,1.0,1.0,,,0.2,0.44898,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,6.0,,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,0.38095,0.5,0.5,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-458-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Howard Eisley, Shawn Bradley","Maxwell, Nowitzki, Booth, Eisley, Bradley",137-1717-1916-458-762,DAL,222.0,2,4.0,6.0,7.0,5.0,1.0,1.0,12.0,,2.0,,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,6.0,,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,,,,,,,1.0,,1.0,,,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,6.0,1.0,1.0,0.25,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.25,0.5,,1.0,0.3333333333333333,1.0,1.0,0.25,,1.0,1.0,1.0,,0.3333333333333333,77.83783783783784,1.0,19.428571428571427,17.2,16.571428571428573,17.2,0.3333333333333333,,,,,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5581833333333334,0.7008,0.14285714285714285,0.2,8.45,24.3,,1.0,1.0,1.0,,,,,1.0,,1.0,,0.5,0.5,,,,,0.5,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
